Id,Label,topic,language,media_type,location,followers,popularity
TWI20250630038678,TWI20250630038678,Business,English,Image,Oceania,5976,0
TWI20250630038681,TWI20250630038681,Education,English,Text,North America,16,0
TWI20250630038686,TWI20250630038686,Education,Chinese,Video,Asia,64706,1
TWI20250630038690,TWI20250630038690,Technology,English,Video,North America,4771,0
TWI20250630038691,TWI20250630038691,Sports,Japanese,Image,North America,1737,0
TWI20250630038701,TWI20250630038701,Finance,Portuguese,Image,Asia,2,0
TWI20250630038705,TWI20250630038705,Education,English,Text,North America,395,0
TWI20250630038708,TWI20250630038708,Gaming,Spanish,Poll,Europe,891,0
TWI20250630038713,TWI20250630038713,Education,English,Text,North America,705,0
TWI20250630038717,TWI20250630038717,Business,Portuguese,Image,North America,246,0
TWI20250630038732,TWI20250630038732,Climate,Hindi,Image,North America,29451,0
TWI20250630038734,TWI20250630038734,Fashion,English,Image,Asia,114,0
TWI20250630038736,TWI20250630038736,Health,English,Text,Europe,74203,1
TWI20250630038738,TWI20250630038738,Finance,French,Text,Asia,3277,1
TWI20250630038739,TWI20250630038739,AI/ML,English,Image,Asia,395,0
TWI20250630038740,TWI20250630038740,Business,English,Image,North America,1463,0
TWI20250630038741,TWI20250630038741,Sports,English,Text,North America,28,0
TWI20250630038752,TWI20250630038752,Climate,English,Poll,Asia,10,0
TWI20250630038757,TWI20250630038757,Health,English,Image,Asia,62289,1
TWI20250630038764,TWI20250630038764,Sports,English,Text,Asia,361,0
TWI20250630038768,TWI20250630038768,AI/ML,English,Text,Asia,99024,1
TWI20250630038769,TWI20250630038769,Finance,English,Poll,South America,50,0
TWI20250630038777,TWI20250630038777,Finance,English,Link,Asia,81,1
TWI20250630038778,TWI20250630038778,Health,English,Image,North America,5,0
TWI20250630038783,TWI20250630038783,AI/ML,English,Text,North America,30,0
TWI20250630038788,TWI20250630038788,AI/ML,English,Text,North America,133,0
TWI20250630038790,TWI20250630038790,Technology,Japanese,Link,North America,14,0
TWI20250630038793,TWI20250630038793,Politics,English,Video,Oceania,416,0
TWI20250630038804,TWI20250630038804,AI/ML,English,Link,Asia,11,0
TWI20250630038805,TWI20250630038805,Climate,English,Image,Asia,80,0
TWI20250630038806,TWI20250630038806,Education,English,Video,Europe,1721,0
TWI20250630038809,TWI20250630038809,Technology,German,Image,Asia,407,1
TWI20250630038810,TWI20250630038810,Fashion,English,Poll,Asia,213059,1
TWI20250630038813,TWI20250630038813,Politics,English,Text,Europe,390,0
TWI20250630038814,TWI20250630038814,Technology,Japanese,Video,South America,9672,0
TWI20250630038823,TWI20250630038823,Fashion,English,Video,Europe,4946,1
TWI20250630038825,TWI20250630038825,Entertainment,Portuguese,Link,Europe,125574,1
TWI20250630038827,TWI20250630038827,Business,Hindi,Video,North America,107,0
TWI20250630038830,TWI20250630038830,AI/ML,English,Poll,Asia,2284,1
TWI20250630038835,TWI20250630038835,Politics,English,Video,Europe,784,0
TWI20250630038836,TWI20250630038836,Fashion,Portuguese,Video,North America,109,0
TWI20250630038841,TWI20250630038841,Finance,English,Video,Europe,5752,0
TWI20250630038842,TWI20250630038842,Fashion,Portuguese,Poll,Africa,15,0
TWI20250630038846,TWI20250630038846,Climate,English,Video,Asia,52953,1
TWI20250630038847,TWI20250630038847,Science,Spanish,Text,Asia,2450,0
TWI20250630038848,TWI20250630038848,AI/ML,English,Image,North America,1317,1
TWI20250630038850,TWI20250630038850,Business,English,Image,North America,1013,0
TWI20250630038852,TWI20250630038852,Entertainment,Spanish,Text,North America,92,0
TWI20250630038854,TWI20250630038854,Food,English,Text,North America,383181,1
TWI20250630038864,TWI20250630038864,Technology,French,Text,Asia,169,0
TWI20250630038872,TWI20250630038872,Sports,Japanese,Text,Europe,1418,0
TWI20250701038882,TWI20250701038882,Food,German,Text,Asia,41438,1
TWI20250701038885,TWI20250701038885,Technology,Portuguese,Video,Europe,16,0
TWI20250701038887,TWI20250701038887,Sports,English,Video,North America,2289,1
TWI20250701038891,TWI20250701038891,Technology,Korean,Image,North America,7787,1
TWI20250701038892,TWI20250701038892,Politics,English,Image,North America,16,0
TWI20250701038895,TWI20250701038895,Business,Japanese,Poll,North America,1,0
TWI20250701038897,TWI20250701038897,AI/ML,English,Image,North America,89166,1
TWI20250701038899,TWI20250701038899,Travel,English,Text,Unknown,106,0
TWI20250701038912,TWI20250701038912,Fashion,Portuguese,Video,North America,27,0
TWI20250701038914,TWI20250701038914,Politics,Portuguese,Image,South America,52,0
TWI20250701038915,TWI20250701038915,Travel,English,Text,Asia,21360,1
TWI20250701038916,TWI20250701038916,Finance,English,Image,North America,15350,0
TWI20250701038920,TWI20250701038920,Climate,English,Text,Asia,836,0
TWI20250701038924,TWI20250701038924,Fashion,Spanish,Text,Unknown,49,0
TWI20250701038926,TWI20250701038926,Business,Portuguese,Text,Asia,1367,0
TWI20250701038928,TWI20250701038928,Science,French,Video,North America,1218,0
TWI20250701038930,TWI20250701038930,Climate,Spanish,Video,North America,6604,1
TWI20250701038931,TWI20250701038931,Sports,German,Text,Europe,107,0
TWI20250701038935,TWI20250701038935,Fashion,English,Text,Unknown,399,0
TWI20250701038937,TWI20250701038937,Sports,German,Video,Oceania,3894,0
TWI20250701038940,TWI20250701038940,Gaming,English,Image,North America,447,0
TWI20250701038943,TWI20250701038943,Food,English,Image,Asia,43,0
TWI20250701038945,TWI20250701038945,Food,French,Image,Asia,30,0
TWI20250701038946,TWI20250701038946,Entertainment,English,Link,North America,42,0
TWI20250701038948,TWI20250701038948,Sports,English,Text,Asia,389,0
TWI20250701038953,TWI20250701038953,Sports,English,Image,Europe,3633,0
TWI20250701038954,TWI20250701038954,Sports,Korean,Video,Asia,958,0
TWI20250701038957,TWI20250701038957,Entertainment,English,Video,Asia,1,0
TWI20250701038961,TWI20250701038961,Entertainment,English,Link,Asia,170137,1
TWI20250701038962,TWI20250701038962,Travel,Spanish,Link,North America,184,0
TWI20250701038963,TWI20250701038963,Finance,Portuguese,Text,Asia,8867,0
TWI20250701038964,TWI20250701038964,AI/ML,English,Link,Asia,487,0
TWI20250701038968,TWI20250701038968,Politics,English,Image,North America,803,0
TWI20250701038970,TWI20250701038970,Climate,French,Link,North America,42,0
TWI20250701038975,TWI20250701038975,Science,Hindi,Text,North America,1501,0
TWI20250701038977,TWI20250701038977,Food,English,Image,South America,218,1
TWI20250701038978,TWI20250701038978,Politics,English,Image,Asia,7821,0
TWI20250701038979,TWI20250701038979,Sports,Spanish,Image,Unknown,4981,1
TWI20250701038982,TWI20250701038982,Technology,English,Image,Asia,2215,0
TWI20250701038986,TWI20250701038986,Technology,English,Text,North America,301,0
TWI20250701038989,TWI20250701038989,Science,English,Link,Asia,366367,1
TWI20250701038993,TWI20250701038993,Food,English,Text,Europe,303,0
TWI20250701038995,TWI20250701038995,Fashion,Chinese,Text,Africa,13,0
TWI20250701038997,TWI20250701038997,AI/ML,English,Text,Asia,57,0
TWI20250701039005,TWI20250701039005,Technology,English,Text,Europe,111,0
TWI20250701039008,TWI20250701039008,Gaming,English,Video,Asia,460,0
TWI20250701039009,TWI20250701039009,Climate,Portuguese,Text,Europe,433,0
TWI20250701039012,TWI20250701039012,Science,Arabic,Text,Asia,17,0
TWI20250701039013,TWI20250701039013,Finance,English,Image,Oceania,1,0
TWI20250701039015,TWI20250701039015,Business,English,Text,Unknown,0,0
TWI20250701039026,TWI20250701039026,Science,French,Text,North America,19,0
TWI20250701039027,TWI20250701039027,Sports,Portuguese,Video,Unknown,2,0
TWI20250701039029,TWI20250701039029,Business,English,Text,Asia,9,0
TWI20250701039031,TWI20250701039031,Fashion,English,Image,Europe,16857,1
TWI20250701039033,TWI20250701039033,Business,English,Video,North America,4205,1
TWI20250701039036,TWI20250701039036,AI/ML,English,Video,North America,78237,1
TWI20250701039039,TWI20250701039039,Climate,English,Text,Europe,220,0
TWI20250701039043,TWI20250701039043,Fashion,English,Text,Asia,2036,1
TWI20250701039044,TWI20250701039044,Travel,English,Text,North America,0,0
TWI20250701039048,TWI20250701039048,Food,Spanish,Image,North America,141,0
TWI20250701039059,TWI20250701039059,Travel,Portuguese,Text,Europe,15541,0
TWI20250701039061,TWI20250701039061,Fashion,English,Image,Asia,46,0
TWI20250701039064,TWI20250701039064,Technology,Spanish,Text,Europe,131,0
TWI20250701039066,TWI20250701039066,Gaming,English,Video,Africa,6029,0
TWI20250701039075,TWI20250701039075,Travel,English,Link,Europe,1195,1
TWI20250701039077,TWI20250701039077,Education,English,Text,Europe,280,0
TWI20250701039082,TWI20250701039082,AI/ML,English,Image,North America,96,0
TWI20250701039086,TWI20250701039086,Health,French,Text,North America,177,0
TWI20250701039088,TWI20250701039088,Education,English,Text,Europe,1481,0
TWI20250701039089,TWI20250701039089,Fashion,Japanese,Text,Europe,2486,0
TWI20250701039091,TWI20250701039091,Finance,Arabic,Poll,North America,119,0
TWI20250701039103,TWI20250701039103,Politics,Hindi,Text,North America,19,0
TWI20250701039105,TWI20250701039105,Science,French,Link,Europe,80562,0
TWI20250701039111,TWI20250701039111,Finance,English,Link,Asia,2208,0
TWI20250701039113,TWI20250701039113,Fashion,English,Text,South America,42,0
TWI20250701039114,TWI20250701039114,Climate,Portuguese,Text,North America,1102,0
TWI20250701039116,TWI20250701039116,Technology,German,Video,North America,3870,0
TWI20250701039122,TWI20250701039122,Education,Portuguese,Video,South America,616,0
TWI20250701039132,TWI20250701039132,Fashion,Portuguese,Text,Asia,114,0
TWI20250701039135,TWI20250701039135,Health,Spanish,Image,Europe,4937,1
TWI20250701039136,TWI20250701039136,Travel,English,Text,South America,1184,0
TWI20250701039143,TWI20250701039143,Food,Portuguese,Video,Europe,11116,0
TWI20250701039146,TWI20250701039146,Education,English,Poll,Europe,2601,0
TWI20250701039149,TWI20250701039149,Sports,English,Video,Africa,50,0
TWI20250701039155,TWI20250701039155,Fashion,English,Text,Europe,39,0
TWI20250701039159,TWI20250701039159,Gaming,English,Video,Asia,818,0
TWI20250701039162,TWI20250701039162,Science,English,Image,Europe,11,0
TWI20250701039164,TWI20250701039164,Politics,English,Link,Asia,275,0
TWI20250701039166,TWI20250701039166,Science,English,Image,Europe,966,0
TWI20250701039169,TWI20250701039169,Fashion,Portuguese,Image,Asia,118764,1
TWI20250701039170,TWI20250701039170,Technology,German,Video,Asia,543,0
TWI20250701039171,TWI20250701039171,Sports,Chinese,Link,Asia,633,0
TWI20250701039175,TWI20250701039175,Business,English,Video,North America,3,0
TWI20250701039178,TWI20250701039178,Sports,Spanish,Text,Unknown,939,1
TWI20250701039180,TWI20250701039180,Entertainment,English,Link,North America,41,0
TWI20250701039182,TWI20250701039182,Climate,French,Poll,Africa,245,0
TWI20250701039184,TWI20250701039184,Fashion,Spanish,Link,North America,85,0
TWI20250701039192,TWI20250701039192,Finance,English,Link,South America,2491,1
TWI20250701039194,TWI20250701039194,Science,Portuguese,Video,Oceania,8036,1
TWI20250701039197,TWI20250701039197,Food,French,Video,Europe,935,0
TWI20250701039198,TWI20250701039198,Politics,Spanish,Text,Europe,277,0
TWI20250701039200,TWI20250701039200,Climate,English,Link,North America,2,0
TWI20250701039204,TWI20250701039204,Gaming,English,Image,Asia,18,0
TWI20250701039207,TWI20250701039207,Climate,English,Text,North America,457,0
TWI20250701039210,TWI20250701039210,Food,English,Text,Asia,1,0
TWI20250701039212,TWI20250701039212,Finance,French,Image,Europe,845,0
TWI20250701039214,TWI20250701039214,Health,English,Image,Asia,151,0
TWI20250701039215,TWI20250701039215,Food,Arabic,Video,Europe,200,0
TWI20250701039216,TWI20250701039216,Climate,Japanese,Video,North America,216,0
TWI20250701039217,TWI20250701039217,Travel,English,Text,Europe,21396,1
TWI20250701039223,TWI20250701039223,Travel,German,Video,North America,1887,0
TWI20250701039224,TWI20250701039224,Climate,English,Link,Oceania,2242,0
TWI20250701039227,TWI20250701039227,Travel,English,Image,South America,6,0
TWI20250701039228,TWI20250701039228,Health,English,Text,Europe,15158,0
TWI20250701039230,TWI20250701039230,Fashion,English,Text,Asia,54,0
TWI20250701039231,TWI20250701039231,Travel,English,Image,North America,1487,0
TWI20250701039233,TWI20250701039233,Finance,English,Image,Asia,190,0
TWI20250701039235,TWI20250701039235,Climate,English,Text,Oceania,128,0
TWI20250701039245,TWI20250701039245,Education,English,Image,North America,88,0
TWI20250701039249,TWI20250701039249,Health,English,Link,Asia,644,0
TWI20250701039252,TWI20250701039252,Science,English,Text,North America,631,0
TWI20250701039270,TWI20250701039270,Gaming,Spanish,Image,Europe,165,0
TWI20250701039271,TWI20250701039271,Sports,English,Video,North America,3,0
TWI20250701039279,TWI20250701039279,Education,English,Image,Asia,253,0
TWI20250701039280,TWI20250701039280,Finance,English,Text,Europe,1464,0
TWI20250701039288,TWI20250701039288,Science,Hindi,Text,Asia,153,0
TWI20250701039292,TWI20250701039292,Travel,English,Image,North America,468,0
TWI20250701039294,TWI20250701039294,Travel,Spanish,Image,South America,66442,1
TWI20250701039295,TWI20250701039295,Fashion,English,Image,Asia,185,0
TWI20250701039296,TWI20250701039296,Science,English,Image,Europe,10,0
TWI20250701039298,TWI20250701039298,Health,French,Link,Unknown,29,0
TWI20250701039303,TWI20250701039303,Science,Spanish,Link,Asia,3737,0
TWI20250701039309,TWI20250701039309,Travel,English,Video,South America,1865,1
TWI20250701039311,TWI20250701039311,Fashion,Chinese,Link,North America,266,0
TWI20250701039314,TWI20250701039314,Sports,English,Text,North America,4,0
TWI20250701039316,TWI20250701039316,Sports,English,Text,North America,117,0
TWI20250701039321,TWI20250701039321,Technology,English,Video,Asia,1903,0
TWI20250701039324,TWI20250701039324,Finance,German,Link,Asia,16651,1
TWI20250701039326,TWI20250701039326,Climate,Spanish,Video,Europe,54,0
TWI20250701039328,TWI20250701039328,Fashion,German,Image,North America,54,0
TWI20250701039330,TWI20250701039330,Sports,English,Video,Asia,261,1
TWI20250701039338,TWI20250701039338,AI/ML,English,Text,Europe,217,0
TWI20250701039344,TWI20250701039344,Travel,English,Text,Europe,535,0
TWI20250701039347,TWI20250701039347,Sports,French,Text,Africa,182,0
TWI20250701039349,TWI20250701039349,Business,English,Image,North America,53,0
TWI20250701039350,TWI20250701039350,Climate,English,Poll,Europe,3,0
TWI20250701039352,TWI20250701039352,Health,English,Text,South America,37626,0
TWI20250701039353,TWI20250701039353,Gaming,Portuguese,Text,Oceania,520,0
TWI20250701039357,TWI20250701039357,Gaming,English,Text,North America,23,0
TWI20250701039360,TWI20250701039360,Politics,English,Text,Asia,6248,1
TWI20250701039362,TWI20250701039362,Travel,Hindi,Text,North America,1125,0
TWI20250701039365,TWI20250701039365,Politics,English,Video,North America,90238,1
TWI20250701039366,TWI20250701039366,Sports,German,Image,North America,658,0
TWI20250701039369,TWI20250701039369,Business,English,Video,North America,4049,1
TWI20250701039372,TWI20250701039372,Entertainment,English,Image,Europe,16859,1
TWI20250701039373,TWI20250701039373,Food,Portuguese,Video,Africa,21,0
TWI20250701039374,TWI20250701039374,AI/ML,English,Text,Europe,136,0
TWI20250701039376,TWI20250701039376,Politics,Japanese,Text,Asia,31,0
TWI20250701039378,TWI20250701039378,Education,English,Text,Asia,1306,0
TWI20250701039381,TWI20250701039381,Travel,French,Text,Asia,1332,1
TWI20250701039382,TWI20250701039382,Science,English,Image,Europe,42,0
TWI20250701039383,TWI20250701039383,Health,English,Video,Europe,206,0
TWI20250701039388,TWI20250701039388,Travel,Japanese,Image,Europe,864,1
TWI20250701039395,TWI20250701039395,Business,German,Link,Asia,169,0
TWI20250701039396,TWI20250701039396,Fashion,English,Text,North America,484,0
TWI20250701039406,TWI20250701039406,Finance,French,Image,Asia,68,0
TWI20250701039411,TWI20250701039411,Gaming,English,Text,South America,1,0
TWI20250701039412,TWI20250701039412,Politics,English,Text,Asia,29,0
TWI20250701039414,TWI20250701039414,Entertainment,Japanese,Text,North America,529,0
TWI20250701039419,TWI20250701039419,Entertainment,Portuguese,Video,North America,12925,0
TWI20250701039420,TWI20250701039420,AI/ML,English,Video,North America,13479,1
TWI20250701039422,TWI20250701039422,Sports,Spanish,Text,Asia,3277,0
TWI20250701039433,TWI20250701039433,Business,English,Text,Oceania,55,0
TWI20250701039434,TWI20250701039434,Politics,English,Image,Asia,21,0
TWI20250701039441,TWI20250701039441,Travel,English,Video,North America,5684,0
TWI20250701039442,TWI20250701039442,Entertainment,English,Image,Asia,175916,1
TWI20250701039445,TWI20250701039445,Gaming,English,Text,North America,1918,0
TWI20250701039446,TWI20250701039446,Gaming,Japanese,Image,North America,51,0
TWI20250701039451,TWI20250701039451,AI/ML,Portuguese,Image,Europe,550,0
TWI20250701039460,TWI20250701039460,Gaming,Hindi,Text,Asia,13,0
TWI20250701039465,TWI20250701039465,Fashion,Hindi,Video,North America,14,0
TWI20250701039466,TWI20250701039466,Travel,Spanish,Video,North America,4,0
TWI20250701039469,TWI20250701039469,Travel,Portuguese,Text,Europe,40,0
TWI20250701039474,TWI20250701039474,Education,English,Video,Asia,4787,0
TWI20250701039476,TWI20250701039476,Business,English,Text,North America,1212,0
TWI20250701039480,TWI20250701039480,Politics,English,Image,Asia,1573,0
TWI20250701039482,TWI20250701039482,Politics,Korean,Text,Europe,1,0
TWI20250701039484,TWI20250701039484,Sports,Korean,Text,Asia,387,0
TWI20250701039485,TWI20250701039485,Finance,English,Link,Europe,180,0
TWI20250701039501,TWI20250701039501,Entertainment,Spanish,Image,Asia,38,0
TWI20250701039502,TWI20250701039502,Sports,English,Link,North America,381,0
TWI20250701039504,TWI20250701039504,Fashion,Japanese,Text,South America,7,0
TWI20250701039509,TWI20250701039509,Finance,English,Text,Europe,100,0
TWI20250701039513,TWI20250701039513,Politics,English,Image,Europe,7807,1
TWI20250701039516,TWI20250701039516,AI/ML,French,Image,North America,11198,0
TWI20250701039518,TWI20250701039518,Climate,English,Link,Asia,1633,0
TWI20250701039520,TWI20250701039520,Science,English,Text,North America,1349,1
TWI20250701039526,TWI20250701039526,Education,English,Text,Asia,1261,0
TWI20250701039527,TWI20250701039527,Health,English,Text,North America,501,0
TWI20250701039528,TWI20250701039528,Finance,English,Link,North America,610,1
TWI20250701039532,TWI20250701039532,Education,English,Link,Oceania,164,0
TWI20250701039538,TWI20250701039538,Climate,Hindi,Text,Asia,10,0
TWI20250701039542,TWI20250701039542,Business,English,Video,North America,5,0
TWI20250701039547,TWI20250701039547,Business,Spanish,Video,North America,391,0
TWI20250701039549,TWI20250701039549,Gaming,Spanish,Poll,Oceania,51105,0
TWI20250701039554,TWI20250701039554,Fashion,English,Text,Europe,6814,1
TWI20250701039555,TWI20250701039555,Technology,French,Video,North America,342,0
TWI20250702039563,TWI20250702039563,Gaming,French,Video,Europe,118,0
TWI20250702039565,TWI20250702039565,Sports,Spanish,Text,Asia,8494,1
TWI20250702039566,TWI20250702039566,Entertainment,English,Image,Asia,207056,1
TWI20250702039567,TWI20250702039567,Health,Portuguese,Text,North America,1323,0
TWI20250702039569,TWI20250702039569,Business,English,Image,Europe,46,0
TWI20250702039575,TWI20250702039575,Sports,English,Video,North America,862,0
TWI20250702039577,TWI20250702039577,Gaming,English,Video,Europe,10275,0
TWI20250702039578,TWI20250702039578,Business,English,Image,North America,17678,1
TWI20250702039579,TWI20250702039579,Sports,English,Image,North America,8,0
TWI20250702039580,TWI20250702039580,Gaming,English,Image,North America,29006,1
TWI20250702039586,TWI20250702039586,Gaming,English,Text,Europe,803,0
TWI20250702039589,TWI20250702039589,Education,English,Poll,Asia,24,0
TWI20250703039590,TWI20250703039590,Science,English,Link,Asia,290,0
TWI20250703039592,TWI20250703039592,Science,Hindi,Text,Asia,33,0
TWI20250703039596,TWI20250703039596,Education,English,Link,Asia,120,0
TWI20250703039597,TWI20250703039597,Finance,English,Text,Asia,1071,0
TWI20250703039604,TWI20250703039604,Politics,Portuguese,Link,Europe,788,0
TWI20250703039605,TWI20250703039605,Entertainment,English,Text,Asia,15,0
TWI20250703039609,TWI20250703039609,Entertainment,English,Video,Asia,18,0
TWI20250703039610,TWI20250703039610,Fashion,English,Text,North America,22688,1
TWI20250703039619,TWI20250703039619,Finance,Korean,Image,Europe,9215,1
TWI20250703039620,TWI20250703039620,Food,English,Text,North America,22,0
TWI20250703039621,TWI20250703039621,Entertainment,English,Image,Asia,3078,0
TWI20250704039623,TWI20250704039623,Technology,English,Text,Unknown,56,0
TWI20250704039630,TWI20250704039630,Politics,English,Text,North America,239,0
TWI20250704039632,TWI20250704039632,Sports,English,Image,Europe,58,0
TWI20250704039633,TWI20250704039633,Food,English,Text,North America,1,0
TWI20250704039637,TWI20250704039637,Business,French,Link,North America,353,0
TWI20250704039643,TWI20250704039643,Sports,German,Video,North America,1413,0
TWI20250704039644,TWI20250704039644,Technology,English,Text,Europe,642,0
TWI20250704039645,TWI20250704039645,Gaming,English,Image,Asia,65,0
TWI20250704039648,TWI20250704039648,Education,English,Text,North America,0,0
TWI20250704039654,TWI20250704039654,Food,English,Video,Africa,194,0
TWI20250704039655,TWI20250704039655,AI/ML,English,Image,Europe,115599,1
TWI20250704039656,TWI20250704039656,Gaming,English,Text,Asia,1765,1
TWI20250704039658,TWI20250704039658,Gaming,Spanish,Text,Europe,78284,1
TWI20250704039662,TWI20250704039662,Travel,English,Text,North America,1348,0
TWI20250704039665,TWI20250704039665,Fashion,German,Text,Europe,50,0
TWI20250704039668,TWI20250704039668,Food,Spanish,Image,North America,7,0
TWI20250704039669,TWI20250704039669,Science,English,Video,Europe,5,0
TWI20250704039670,TWI20250704039670,Sports,English,Video,Europe,590,0
TWI20250704039681,TWI20250704039681,Sports,English,Image,North America,1956,0
TWI20250704039684,TWI20250704039684,Sports,English,Text,Asia,2,0
TWI20250704039687,TWI20250704039687,Business,English,Image,North America,24501,1
TWI20250704039693,TWI20250704039693,Food,Portuguese,Text,Asia,2776,0
TWI20250704039704,TWI20250704039704,Health,English,Link,North America,2511,1
TWI20250704039705,TWI20250704039705,Gaming,English,Image,Europe,217,0
TWI20250704039710,TWI20250704039710,Climate,English,Video,Europe,1362,0
TWI20250704039714,TWI20250704039714,Travel,Spanish,Link,North America,275,0
TWI20250704039722,TWI20250704039722,Education,English,Text,Europe,732,1
TWI20250704039724,TWI20250704039724,Technology,English,Text,Europe,1904,0
TWI20250705039731,TWI20250705039731,Sports,Spanish,Link,Europe,78666,1
TWI20250705039733,TWI20250705039733,Fashion,English,Video,North America,8982,1
TWI20250705039738,TWI20250705039738,Technology,Portuguese,Video,North America,45,0
TWI20250705039740,TWI20250705039740,Fashion,English,Text,North America,1805,0
TWI20250705039748,TWI20250705039748,Business,English,Image,North America,595,0
TWI20250705039760,TWI20250705039760,Finance,English,Image,Africa,7663,0
TWI20250705039761,TWI20250705039761,Travel,English,Image,Asia,23120,0
TWI20250705039768,TWI20250705039768,Food,Spanish,Image,Unknown,118,0
TWI20250705039769,TWI20250705039769,Finance,Portuguese,Image,Unknown,234,0
TWI20250705039771,TWI20250705039771,Business,Spanish,Link,Unknown,84521,0
TWI20250705039776,TWI20250705039776,Fashion,English,Video,North America,1276,0
TWI20250705039779,TWI20250705039779,Health,English,Video,North America,5,0
TWI20250705039781,TWI20250705039781,Education,English,Video,North America,93,0
TWI20250705039788,TWI20250705039788,Entertainment,English,Video,Asia,469,0
TWI20250705039789,TWI20250705039789,Finance,French,Poll,Asia,1,0
TWI20250705039792,TWI20250705039792,Food,Hindi,Image,Asia,172,0
TWI20250705039795,TWI20250705039795,Finance,English,Link,Asia,2931,0
TWI20250705039801,TWI20250705039801,Travel,Chinese,Poll,Asia,46,0
TWI20250705039803,TWI20250705039803,Technology,English,Text,Oceania,2,0
TWI20250705039805,TWI20250705039805,Health,English,Link,Europe,122,0
TWI20250705039811,TWI20250705039811,Business,Spanish,Video,North America,630,0
TWI20250705039812,TWI20250705039812,Climate,English,Video,North America,17,0
TWI20250705039816,TWI20250705039816,Entertainment,English,Video,Europe,15719,0
TWI20250705039819,TWI20250705039819,Business,English,Link,North America,132,0
TWI20250705039820,TWI20250705039820,Health,English,Video,Europe,25,0
TWI20250705039823,TWI20250705039823,Business,Japanese,Image,South America,5,0
TWI20250705039828,TWI20250705039828,Education,English,Image,North America,12551,0
TWI20250705039829,TWI20250705039829,Fashion,English,Link,Oceania,100,0
TWI20250705039838,TWI20250705039838,Travel,English,Video,Asia,1425,1
TWI20250705039843,TWI20250705039843,Entertainment,Spanish,Image,Asia,3,0
TWI20250705039848,TWI20250705039848,Fashion,English,Text,North America,82,0
TWI20250705039855,TWI20250705039855,Politics,English,Link,Asia,102,0
TWI20250705039857,TWI20250705039857,Sports,English,Image,North America,5392,0
TWI20250705039862,TWI20250705039862,Health,Portuguese,Text,Asia,31,0
TWI20250705039867,TWI20250705039867,Finance,English,Image,North America,2655,0
TWI20250705039879,TWI20250705039879,Health,English,Image,Europe,2278,0
TWI20250705039881,TWI20250705039881,Business,English,Text,North America,69,0
TWI20250705039883,TWI20250705039883,Health,Chinese,Image,North America,818,0
TWI20250705039891,TWI20250705039891,Finance,English,Image,North America,4873,1
TWI20250705039892,TWI20250705039892,Food,Korean,Video,Europe,2230,0
TWI20250705039898,TWI20250705039898,Business,French,Video,North America,917,1
TWI20250705039903,TWI20250705039903,Science,English,Text,South America,9632,0
TWI20250705039908,TWI20250705039908,Technology,English,Text,Asia,26,0
TWI20250705039913,TWI20250705039913,Health,English,Image,Asia,69,0
TWI20250705039914,TWI20250705039914,Education,German,Video,North America,844,0
TWI20250705039921,TWI20250705039921,Education,Spanish,Link,Europe,104,0
TWI20250705039925,TWI20250705039925,Entertainment,Arabic,Image,Asia,43360,1
TWI20250705039927,TWI20250705039927,Politics,Arabic,Image,Europe,192,0
TWI20250705039934,TWI20250705039934,AI/ML,English,Image,North America,17776,0
TWI20250705039935,TWI20250705039935,Fashion,French,Video,Europe,30,0
TWI20250705039939,TWI20250705039939,Education,Spanish,Image,South America,6,0
TWI20250705039943,TWI20250705039943,Entertainment,English,Image,North America,521,0
TWI20250705039952,TWI20250705039952,Travel,Spanish,Text,Europe,27,0
TWI20250705039955,TWI20250705039955,Travel,English,Text,Asia,2302,0
TWI20250705039959,TWI20250705039959,Climate,English,Text,North America,771,0
TWI20250705039960,TWI20250705039960,Technology,Arabic,Image,Europe,3709,0
TWI20250705039961,TWI20250705039961,Education,English,Text,Unknown,443,1
TWI20250705039968,TWI20250705039968,Fashion,English,Text,Europe,1610,0
TWI20250705039969,TWI20250705039969,Business,English,Image,North America,1714,0
TWI20250705039970,TWI20250705039970,Food,Arabic,Text,Europe,219,0
TWI20250705039973,TWI20250705039973,Fashion,English,Video,Africa,23,0
TWI20250705039978,TWI20250705039978,Technology,English,Text,Asia,653,1
TWI20250705039979,TWI20250705039979,Technology,English,Video,Europe,31790,1
TWI20250705039982,TWI20250705039982,Science,English,Text,Asia,2306,1
TWI20250705040001,TWI20250705040001,Business,English,Text,North America,1623,0
TWI20250705040005,TWI20250705040005,Technology,Spanish,Link,North America,131,0
TWI20250705040007,TWI20250705040007,Climate,Chinese,Text,Asia,4515,0
TWI20250705040014,TWI20250705040014,Gaming,French,Video,Asia,514,0
TWI20250705040016,TWI20250705040016,Science,Hindi,Image,North America,334,0
TWI20250705040018,TWI20250705040018,Travel,English,Text,Asia,88,0
TWI20250705040019,TWI20250705040019,Entertainment,English,Link,Asia,651,0
TWI20250705040020,TWI20250705040020,Politics,Spanish,Image,Unknown,13,0
TWI20250705040022,TWI20250705040022,Gaming,Spanish,Link,North America,1688,0
TWI20250705040023,TWI20250705040023,AI/ML,English,Video,North America,2282,0
TWI20250705040027,TWI20250705040027,Entertainment,English,Video,South America,0,0
TWI20250705040031,TWI20250705040031,Science,English,Link,Asia,12,0
TWI20250705040032,TWI20250705040032,Food,English,Link,North America,206,0
TWI20250705040034,TWI20250705040034,Health,English,Text,South America,2400,1
