post_id,n2v_0,n2v_1,n2v_2,n2v_3,n2v_4,n2v_5,n2v_6,n2v_7,n2v_8,n2v_9,n2v_10,n2v_11,n2v_12,n2v_13,n2v_14,n2v_15,n2v_16,n2v_17,n2v_18,n2v_19,n2v_20,n2v_21,n2v_22,n2v_23,n2v_24,n2v_25,n2v_26,n2v_27,n2v_28,n2v_29,n2v_30,n2v_31
FAC20250617032880,0.08016416,-0.9475019,0.31757092,0.63444227,-0.5810442,-0.53907657,-0.38204116,0.30235565,-0.5638106,0.15433861,0.7326583,-0.3651934,1.2470119,-1.1120981,0.48797828,-0.020594552,-0.8680576,0.26631832,0.3662445,0.73673826,0.8291346,0.6412595,0.70548904,-0.30391717,-0.20406331,-0.5757534,-0.23970263,0.47334424,0.073143646,-0.010984251,0.38627636,-0.83225185
FAC20250617032919,-0.3889712,-0.33847883,0.37756735,1.1508776,0.8167578,-0.09067599,-0.375482,-0.7394356,0.71019256,0.76814926,1.1170145,0.6646177,-0.5000488,-0.69165623,-0.3224362,-0.35294086,-0.17612769,0.60965925,-0.05262057,0.512131,0.64533716,0.20773883,-0.5533882,-0.21863103,-0.29445764,-0.1402983,-0.53005373,0.2798283,-0.7631256,0.3615909,-1.2698482,-0.02134999
FAC20250617032922,0.7216595,0.49769172,0.4546485,0.30422273,0.34395233,0.40755942,-0.72766644,0.8159388,0.5021356,0.87837696,1.0809319,0.09868583,0.48045358,-0.3236201,-0.2424973,-0.011629031,-1.882944,0.67560315,-0.5513673,-0.22640526,1.0427579,0.38645574,-0.043384273,-1.0140334,0.19568403,-0.13600221,-0.41818956,0.46938682,-0.3956914,0.43292493,0.11074849,1.0864785
FAC20250617032948,0.5557487,0.032164264,0.2857634,0.37196657,-0.9878022,-1.2892013,-0.3900971,-0.33575523,-0.7823854,0.5554434,-0.29483324,0.6196797,0.403485,-0.4992189,0.2000171,0.01900701,-1.3793604,0.84326077,-0.12355,0.10262165,0.69844997,0.5856772,-3.2436947e-05,-0.5464555,0.1367718,0.41339555,-0.38096765,0.25817555,-0.30482715,-0.15493895,0.6071509,-0.36367306
FAC20250617032953,0.39067718,-0.42647803,0.04204753,0.54142416,-0.08466047,0.08032941,-0.36471382,-1.1130692,-0.96748435,0.68101555,-0.38642743,-0.107703716,-0.18471372,-0.88778514,-0.035017744,0.729019,-0.9318852,0.3653794,-0.07729841,0.38796824,-0.1625928,-0.10244209,-0.13190866,-0.30249548,-0.83439815,-1.0000637,-0.5301568,0.33461788,-1.3125743,-0.3441475,-0.6542834,0.16124314
FAC20250617032954,0.4624965,0.20083073,1.3153143,-0.1704657,0.41903806,-0.26756594,0.037061054,-0.65519786,0.6936612,-0.10492979,0.0531433,-0.27363804,-0.24147162,-1.232668,-0.45168433,0.005165787,-1.9622631,-0.46990603,0.27735335,0.3713359,0.64381653,-0.3299331,-0.5062591,0.14002658,-0.19219595,0.5123963,-0.050220814,0.8044456,-0.6982388,0.8813601,-1.1790873,0.86891586
FAC20250617032962,0.5532043,-1.6026465,0.25386888,0.60700476,0.7252997,-0.36924314,0.35646504,-0.67250013,-0.056713145,0.76387787,-0.16115618,-0.08439084,0.004674015,-1.1337243,0.205981,-0.027910274,0.3063789,-0.027548382,-0.007832795,-0.0039865696,0.5267027,1.2051054,0.24357231,0.036735825,-0.6262005,-0.08750886,-0.5814104,0.39161003,-1.1258134,0.088901505,-0.39867938,0.6987625
FAC20250618033014,0.52183354,-1.2145532,1.2240522,-0.36712998,1.0732613,-0.5872647,-0.014826845,0.5142792,0.5035395,0.048107553,-0.4414998,0.11577991,0.1388231,-0.25986966,0.1787325,0.6525654,-0.37362117,0.27448544,0.23154874,-0.18386838,0.76647305,0.096038796,-0.9402364,-0.57930374,-0.21406926,-0.5742135,-0.8258278,0.46552706,0.4329313,0.067955166,0.2551113,-1.3827099
FAC20250618033019,-1.0151381,-0.87851125,0.6574349,0.32439348,0.7227242,-0.889016,-0.67234105,-0.9261275,-0.5178248,-0.13900417,0.5222064,-0.49419302,-0.81729215,-0.46036378,-1.4109833,0.5961388,-1.4654819,0.13246566,-0.017270744,-0.06697331,0.656837,0.60903215,0.18489353,-0.6679039,-0.49264732,0.3967726,-0.3221655,-0.08655819,-1.114824,0.76900816,-0.04683848,0.23696141
FAC20250618033032,1.2467082,0.082412,0.9474166,-0.1991489,1.1695929,-1.2080681,-0.28497082,0.20805587,-0.2008625,0.046014525,-0.46469638,-0.027057953,0.6283338,-0.487079,-0.73501676,0.5230077,0.5664033,0.33711246,1.0665724,0.025127653,0.20660582,0.31310147,-0.280871,-1.100693,-0.36669895,-0.8308891,-0.35515574,0.80541754,-0.4721682,-0.08896568,0.044905465,-1.125395
FAC20250618033052,1.0105613,-1.0194628,0.9130181,-0.19106999,0.094068766,-0.18260299,-0.6534811,-0.6192355,-0.268368,-0.36857283,-0.13033544,0.36860523,0.32490587,-0.7061539,-0.27201402,1.1250132,0.9484238,-0.44552398,0.22713234,0.0036180245,0.9815748,0.6440064,-0.4685377,-0.63157874,-0.40147698,-0.1586403,-1.3921436,-0.12147204,-0.030938435,0.15273692,0.84068054,-0.41376716
FAC20250618033057,0.97091,0.19013493,0.15034568,-0.4032245,0.3335426,-1.0128455,-0.87260157,-0.69846785,0.6623735,0.13741583,0.3324759,0.24708791,0.5572295,-0.1941285,-0.33992213,-0.613404,-0.8522861,1.4336877,-0.105395935,-0.52971995,0.7122193,-0.36641797,-0.28483284,-0.69543713,-0.4713595,0.15986197,-0.60209507,-0.4471858,-0.40917674,-0.5823256,-0.9828601,-1.0070282
FAC20250618033064,-0.95763946,-0.43756688,0.30792668,0.714523,-0.117401205,-0.8019783,-0.9442032,-0.81130606,0.0767744,0.07907529,0.40870437,-1.0137128,-0.84775686,-0.7470123,-0.888898,0.29207256,-1.0805266,-0.11601697,-0.10505057,0.18823677,0.7771223,0.59039426,-0.20893364,-0.15704614,-0.4687438,0.14330238,-0.3332109,-0.03298026,-1.0147482,1.2120872,0.48729977,0.08480368
FAC20250618033066,0.22150944,-0.33073872,-0.1140116,0.23954028,1.3625352,-0.82604593,-0.49991414,0.1534686,0.18191247,-0.5712038,0.17395915,-1.0070138,-0.24239132,-0.24299103,-2.0723722,-0.049132846,-0.5060874,0.75990176,0.3235368,-0.03674223,0.11447985,0.44698825,-0.21299647,-0.26207235,-0.84543866,-0.7001859,-0.8528612,0.2335302,-1.554263,0.26771468,-0.68008316,0.5176482
FAC20250618033081,0.40364012,-1.4981556,0.3032168,-0.12861024,0.7020282,-0.65046304,0.066339076,-0.7468228,-0.19579634,0.41575825,-0.6786754,-0.61397755,0.2137103,-0.95342755,0.037828397,-0.29223755,-0.06751944,0.41603547,0.083130576,0.94861495,0.40785187,0.10965203,-0.20500234,-0.51248753,-0.06214072,-0.5751949,-0.02426374,0.13385876,-0.67656875,0.53797436,0.23742181,0.99035144
FAC20250618033097,-0.1301891,0.87018645,0.62000644,-0.3645351,-0.21261366,-0.17536776,-0.36100912,0.29808673,-1.3281924,0.1459345,0.71614087,0.7828776,0.2979022,-0.5175155,-0.91700846,-0.589621,-1.5146949,1.4941418,0.57778287,0.0018236177,1.270236,0.6912506,-0.10907895,-0.61437607,0.022109216,0.3489187,-0.5977791,0.57563376,-0.5271192,0.94205266,0.29866394,0.37336397
FAC20250618033099,0.34020746,-1.3422657,0.30723265,0.39104322,-0.13552465,-0.5107258,0.5024774,-0.30808654,-0.1881829,-0.1281828,0.20437545,-0.96274006,0.25842297,-1.4805893,-0.58269775,0.3882305,-0.14248736,-0.045046765,0.02443408,0.7632418,0.1891813,0.17076455,0.30321276,-1.0338537,-0.94210845,-0.32399908,0.1717161,0.5074639,-0.12579393,-0.18627723,-0.12229123,0.3489882
FAC20250618033116,0.082729936,-1.2201557,0.052363496,1.1851289,0.61556154,-0.23668432,-0.28564826,0.15922561,0.7110393,0.71422786,0.35205084,0.4000217,-0.3654236,-0.7057131,-0.29995918,-0.115632996,-0.31830937,0.19757074,-0.34045008,1.016486,-0.016033482,-0.25093868,-0.9207021,-0.5464717,-0.39838475,-0.6474431,-0.37710583,0.33343726,-0.7218228,0.070146784,0.13747537,0.15739931
FAC20250618033123,0.5350896,-0.63114244,0.4431611,-1.100338,0.6435751,-0.17364256,-0.46497652,0.13662598,0.84605205,-0.64781916,-0.2523123,0.05499979,-0.30611926,-0.22905573,-0.6019142,-0.71437,-1.3452712,1.6653727,-0.018805621,-0.34887546,1.9619722,0.39736146,-0.93197787,-0.0680312,-1.154252,-0.52448267,-0.5799351,0.056514528,-0.14262293,-0.45835537,-0.5786338,-0.59836257
FAC20250618033156,0.1546864,-1.0716048,-0.33948016,0.117969215,0.4405818,-0.39228016,0.6373321,-1.8912512,0.60611516,0.77761465,-0.1717893,-0.054844428,0.30127686,-0.28366938,-0.28067788,0.6239103,-0.8857449,0.4048316,0.4346359,-0.039544534,0.22263333,0.10534158,-0.2583809,-1.1586214,-0.22943409,-0.26434577,-0.5321092,0.50534314,-0.25569704,0.17940894,-0.18646517,-0.20464441
FAC20250618033167,0.12378266,-0.87413925,0.29168823,-0.3825277,-0.30000293,-0.6703562,-0.42152563,0.68365145,0.07137655,-0.091998935,0.5902889,-0.46695215,0.8645746,-1.0781243,0.42482615,-0.22060542,-0.71290165,0.59764284,0.34638283,0.92249566,0.18613522,0.5588616,0.53059876,-0.74287707,0.025101464,-0.15049464,-0.82354844,-0.043390572,0.0033124855,-0.39938638,0.1041173,-1.0510135
FAC20250619033198,0.6112799,-0.63406485,0.45144343,-0.6391579,0.53908485,-0.52558905,0.3599027,-0.31863368,0.3106125,-0.20913996,0.19213709,1.1100484,-0.26077074,-0.35613313,0.028433342,-0.8519287,-0.72894806,0.44456193,-0.9002892,0.2951374,-0.44944343,0.3301885,0.11419611,-1.1987159,-0.15532294,-1.2530924,-0.85286367,-0.14428866,-0.19521105,0.093621075,-0.4530127,-0.9719699
FAC20250619033211,-0.3361522,0.24710152,-0.15434961,0.013244619,-0.46004406,-0.8798904,-0.5098707,0.26053074,-0.5546033,0.1433761,0.5083011,0.115461856,0.009829273,-0.6956595,-0.7220413,-0.57530385,-1.5294244,0.7160512,-0.045674127,0.24190433,1.0121903,0.82672054,-0.3745633,-0.1643388,-0.44696274,0.60729414,-0.18664952,0.22583322,-0.38988325,0.45776346,0.5148403,-0.016254505
FAC20250619033277,1.5719141,0.11019388,1.0897781,0.28474933,-0.5664264,-0.2730194,-0.505082,-0.7452376,-0.67881423,0.53195655,-0.6627409,0.6914578,0.14730908,-0.51919144,0.13919307,0.9436284,0.019399699,0.23239072,-0.0070848437,0.029628385,0.17707491,0.25652638,-0.27961236,-0.23907116,0.10353731,-0.64011675,-0.4115841,0.7599983,-1.291461,0.073807046,-0.18186098,-1.0521432
FAC20250619033289,-0.61483204,-0.26150522,0.9400382,-0.0044444636,0.3024953,-0.20802356,-0.7837213,-1.4419805,0.8101858,-0.24891388,-0.6742614,-0.66221136,0.045750834,-0.72669715,-0.5627309,0.54257995,-0.64102757,1.041975,0.2667369,0.37658188,0.25312054,-0.041576013,-0.40752897,-0.40290862,0.02544133,-0.7067312,-0.4604152,0.58467036,-0.9278327,1.8994513,-1.0705844,0.49854192
FAC20250619033293,0.11019134,1.098266,0.7898563,0.06901032,0.17897446,-0.46729445,0.034607295,0.58752364,-0.58956057,0.6870955,1.4404491,0.22149695,-0.43355146,-0.99510425,-0.5098789,-0.58811975,-1.3139918,0.92551124,0.44121337,0.3192252,1.5267464,0.57460225,-0.8555078,-0.44789952,0.6509703,-0.0905776,-0.78696245,0.25750363,-0.14163838,0.047490682,0.6988809,0.24063925
FAC20250619033322,0.41961524,-0.009210727,0.40464,-0.4298675,-0.3795594,-0.8392201,-0.9213789,0.4724001,1.0513753,-1.0318757,0.7439845,0.31125712,-0.23542567,-1.3219296,-0.4192064,0.1729029,-1.188336,0.20760448,0.49100572,0.49332866,0.18098028,0.7234221,-0.8414635,0.29610062,0.7404256,0.21493904,-1.1444358,0.21394257,0.37303177,-0.098873466,-0.43658677,-0.23757075
FAC20250619033330,1.0227338,-0.24631481,0.75573254,-0.50639945,1.1746345,-1.0008787,-0.4066284,0.326214,0.19838503,0.22403757,-0.3044344,-0.0025527743,0.23195095,-0.48897183,-0.4622532,0.23078796,0.23237011,0.79704356,0.9064413,-0.30912358,0.098623306,-0.12154706,-0.088270165,-1.2662022,0.052097034,-0.35016048,-1.0510713,0.37352243,-0.11091848,-0.26633537,0.16809562,-1.2826068
FAC20250619033356,-0.122842975,-1.028251,0.4804265,1.2159002,-0.12804659,0.0062582316,0.46607542,-0.38360396,0.30585572,0.10800879,0.01614089,-1.022167,0.26053712,-0.54444057,-0.4660077,0.06767909,-0.84452933,-0.12611598,0.030061545,1.1898634,0.35122615,0.20518737,0.18682909,-0.70068544,-0.60791254,-0.37031746,-0.18024398,0.5438851,-0.9259982,-0.028533138,0.07025969,-0.6144674
FAC20250619033375,-0.46579713,-1.009005,0.44665104,0.2613918,0.031802002,-0.3608095,0.6957051,0.16985403,0.0039369487,0.6207642,-0.3461644,-0.42569655,0.096471705,-1.0446192,-1.1607816,0.21177576,-0.7928369,-0.008576726,0.25253654,0.19569069,-0.7432279,0.639349,-0.4998676,-0.38183197,-0.6337788,-0.5705068,-0.9086149,-0.3847543,-1.1787583,0.28189734,0.36422068,0.33815858
FAC20250619033376,0.50468576,0.6177945,0.22719981,-0.20470044,-0.4094448,-1.1520531,-1.6272842,-0.35958892,-0.011174936,0.5025293,0.34920892,-0.21748878,-0.25657168,-1.1633154,-0.3369613,0.62087613,-1.114025,-0.027395982,-0.7744638,-0.694784,0.336049,-0.0040586772,0.13230787,0.45312193,0.20170665,-1.0655937,0.1908849,-0.593884,-1.8205749,0.7380053,-0.78710514,-0.51242906
FAC20250619033383,0.5570127,-0.12454765,1.2016212,-1.0965002,-0.61257416,0.089980975,-0.502034,0.76342756,-0.34787875,0.9106928,1.2952942,-0.19966294,0.76737994,-0.35427865,-1.2655509,-0.23138791,-1.4618493,-0.33846804,0.34828767,0.1528982,-0.04390815,0.54688597,-0.43855172,-0.7009285,0.37944162,-0.0043080105,-1.0044925,0.037997566,-0.1202714,0.6464451,-0.4434479,0.8333004
FAC20250619033414,0.6947089,-0.14285801,1.1015509,0.85713613,-0.08185871,-0.45282084,-0.72685355,-0.5838521,1.0243219,0.4878717,0.008347363,1.1838673,0.48762414,-0.6792979,-0.24279948,-0.37422633,-0.34967038,-0.10353477,-0.23233847,0.14133348,-0.17173865,0.5917265,-0.15192212,-1.4614359,-0.66983145,-1.0388309,0.32791716,-0.73450243,-0.07794123,-0.8572908,0.52972656,-0.10892665
FAC20250619033439,0.84335893,-1.119988,0.9338241,0.5690122,0.4606733,-0.42536232,-0.8253283,0.5139639,0.95122874,0.63891786,0.061377853,1.1616627,-0.05623733,-0.21378551,0.24415663,0.5056009,0.3134066,0.06530789,0.074374855,0.98518634,0.029399827,-0.039398503,-0.78590137,-0.34149352,-0.060833577,-0.6544472,-0.65270036,0.5964865,-0.5815965,0.1611121,0.46441343,-0.8449057
FAC20250619033466,1.6662265,0.14018324,-0.6157413,-0.36485347,0.014848438,-1.228955,-0.8351284,0.98013926,-0.08630181,-0.047691707,0.16017321,-0.22304976,0.8354091,-0.19823204,-1.0911202,-0.7697877,0.03654995,0.96425617,-0.10992018,0.83153206,0.82005227,0.80018705,-0.5869749,-0.1909791,-0.89219695,-0.16320841,-0.674458,0.38855088,-0.4834253,0.29614392,-0.529222,0.3703813
FAC20250619033471,1.5237298,-0.03742463,0.8664027,0.28187194,0.35484967,-0.046122476,-0.4103723,-0.3692289,-0.58140683,0.7997979,-0.4185223,-0.3620839,-0.12582462,-0.06838704,0.31257746,0.45993558,0.08404227,0.047668435,0.5100675,0.4687559,0.6659716,0.5936157,-0.5624681,-0.093249865,-0.24849504,-0.514976,0.01867679,0.6714162,-0.85784614,0.77256274,-0.17641568,-1.3187338
FAC20250619033474,0.18416253,-0.9856031,0.52245086,-0.0067571234,0.21897386,-0.9679149,0.18859965,-1.291052,-0.0980288,0.48448297,-0.80260307,-0.50401855,0.28148472,-0.8905364,-0.33560887,0.49682197,-0.39758563,0.8561021,-0.3462698,0.82572603,0.38648447,-0.6097869,-0.32447734,-0.27741775,0.48712763,-0.14938065,-0.5207023,0.18443899,-1.0129356,-0.09799753,-0.010033473,0.28920308
FAC20250619033481,0.28402287,-0.9383091,0.36511186,1.2657578,0.7081857,-0.21967986,-0.030651463,-0.1964881,0.4715465,1.0713242,-0.04899387,-0.23365848,0.47557932,0.17426135,-0.33651137,-0.12851925,-0.90550494,-0.08750837,0.019857695,1.0414395,0.28678343,-0.00621775,-0.50671726,-0.5899626,-0.73412216,-0.1662892,0.2936143,0.38562414,-1.2474207,0.449641,0.25587583,0.18465249
FAC20250619033512,-0.13502231,-0.7161313,1.1011746,0.4183655,-0.28960416,0.3568916,-0.38818437,-0.090173125,0.6090944,-0.02148034,-0.82255274,-0.14621563,-0.41582084,-0.6535374,-0.66278833,-0.17501824,-0.653703,-0.054528564,0.9882623,-0.52378005,1.2535589,-0.30508044,-0.4865085,-1.1583605,-0.54340935,0.078472346,0.11034016,0.3186307,-1.0619712,0.48548383,-1.3927565,0.28149357
FAC20250619033570,1.2321296,0.025844583,-0.08488085,-0.36391106,0.330373,-0.7969647,-0.51519877,0.7754477,-0.00023925486,-0.28950948,-0.027404612,-0.33575922,0.5098751,-0.07757635,-0.86382264,-0.6397766,-0.023064636,0.9350036,0.114672996,0.20610948,0.93110186,0.46705812,-0.627897,-0.27798972,-0.8293184,-0.24501276,-0.46919718,0.1758975,-0.16174684,0.1744123,-0.4441004,0.3268536
FAC20250619033602,0.47317785,-0.115650326,0.32839918,-0.23851056,-0.77805215,-0.20487462,0.1690877,0.14285724,-0.13841447,0.6421101,-0.16097367,-0.54599947,1.4603511,-0.11403505,-0.21409349,-0.48199734,-0.8939583,-0.47966716,0.28445348,0.86933017,0.31508046,0.90626216,-1.0135344,-0.54109067,-0.34297085,-0.22649044,-0.7855487,-0.24267064,-0.21316287,0.29191375,0.45001277,-0.4570584
FAC20250619033603,0.82870585,0.0068679354,0.022688042,0.33359644,-0.092817366,-0.3872212,-0.3463246,-0.119412065,-0.34364402,-0.00796002,0.18285385,-0.2924314,1.252083,0.07247502,0.45282736,-0.32741815,-0.2947539,-0.29794243,0.3678452,1.0287957,1.3983428,0.65155536,-0.31206647,-0.53917027,-0.24542543,-0.5380321,-1.0868963,-0.5950989,-0.276629,0.5134679,0.48956016,-0.4721671
FAC20250619033630,0.32860222,-0.49553898,0.21869005,0.7967271,0.76075107,-0.9277366,0.1568443,0.3719034,-0.5833423,0.93927115,-0.322855,-0.056910474,0.49373254,-1.0566326,-1.2449121,0.24540481,-0.41805875,-0.11566088,0.8538276,0.56825036,-0.058866803,-0.52564627,-0.05649442,-0.6065953,-0.74863505,-0.044078697,-0.76723176,-0.35118413,-0.5872585,-0.0804984,-0.44298422,0.4210439
FAC20250619033635,0.60197914,-0.72162217,-0.10441638,0.64398795,0.065367125,-0.26386052,-0.7973629,0.79168886,0.41315547,0.56630385,0.590137,1.0460701,0.41712585,-0.21658425,0.3975167,0.060008455,-0.9856284,0.33682138,-0.17993931,1.3595643,-0.014645618,0.5618025,-0.49922115,-0.50645554,0.12915911,-0.4739829,-0.8365907,0.13813522,-0.1682132,-0.21169102,0.12482112,-0.07762306
FAC20250619033645,0.28890336,-0.5955719,0.6029614,-0.13963628,0.28797108,-1.1032151,-0.54051197,-0.20154144,-0.70079863,0.029129082,-0.114337385,0.53063965,1.4149847,-0.52711636,-0.019225147,0.050624717,-0.7975859,0.47914752,0.14437617,1.248842,0.42558926,0.40816796,-0.14647137,-0.11481294,0.7042183,-0.4090962,-0.6556031,-0.6409621,-0.01732102,0.1981996,0.68914926,0.18710822
FAC20250619033694,0.5536033,0.07655766,0.86479026,-0.626089,-0.40355632,-0.2207402,-0.3496051,-0.062565245,0.06103691,-0.19227998,0.5440585,1.1664928,0.75813365,0.18954359,-1.1020628,1.3687652,-0.37689066,0.40559763,0.3449563,-0.3591174,0.3723394,0.43429652,0.12036357,-1.0159973,-0.47072077,-0.3217719,-0.41200066,1.0663666,-0.86661094,0.68330324,-0.7646495,-0.7590434
FAC20250619033729,0.95944476,-0.076506935,1.0431801,-0.24025097,-0.55635935,-0.038357187,-0.5591457,-0.52232635,0.20009302,0.14494802,-0.0017699717,-0.38816777,-0.005623882,0.52994806,-0.9123302,0.11428542,-0.030589566,0.18082897,1.1848729,0.028438883,0.4999128,1.117911,-0.78155553,-0.60881007,-0.05882669,-0.77528495,-0.026203666,1.158303,-0.51172,1.598619,0.118213065,-0.73344105
FAC20250619033748,-0.24448846,-1.1314155,0.40286133,0.86505306,0.8554376,-0.13039467,0.3007977,-0.30994537,0.54306644,0.72297966,0.26307142,0.75791156,-0.51889014,-0.9501515,-0.008860684,0.1294314,-0.05663509,0.211061,-0.44328707,0.45924136,0.35185513,0.65412873,-0.22830954,0.08626997,-0.4477008,-0.3547331,-1.0417131,0.3320469,-0.6453181,0.050333455,-0.94695044,-0.48405483
FAC20250619033756,0.7259838,-0.80003244,0.49724516,-0.4803688,-0.4121034,-0.53287596,0.5040436,0.3275533,0.69354224,0.47907013,-0.6804259,-0.06515348,0.30615416,-1.4830812,-0.3900493,0.607034,-0.052811015,-0.5547091,0.2220918,-0.63058,1.5665181,0.621609,0.534905,-0.9674965,-0.012461919,-0.7196841,0.09216401,-0.95149064,-0.06802596,0.091164894,-0.12891549,-0.3178252
FAC20250619033791,1.6120138,-1.2167879,0.7202656,0.11510846,0.059171014,-0.2889792,-1.004242,-0.77856296,-0.109731406,-0.30641052,-0.43386245,0.38344687,0.19349767,-0.5801069,0.11920121,0.32935533,0.9732955,-0.13787751,0.28068185,-0.038057506,0.881582,0.4390018,-0.280684,-0.2188041,-0.46818423,-0.48122057,-0.8901418,0.16621377,-0.5067978,0.42280567,0.76594156,-0.2810978
FAC20250619033832,1.0486249,0.42690906,1.4639561,-0.39169613,1.1947067,-0.5462472,-0.17765012,0.3751233,-0.032395773,0.49499267,1.5374628,0.15256938,-0.14359488,-0.19629481,-0.92417604,0.3388205,-0.058406185,0.60447925,1.0545809,-0.08316091,0.003232626,-0.63795185,-0.86279124,-0.4533999,0.008274246,-0.34599033,-1.1881857,0.50736666,-0.8806283,1.0002766,-0.32206008,-0.3245665
FAC20250619033855,0.15950172,-1.0236945,0.17679107,-0.39610672,-0.12271502,-0.45023003,-0.20836939,0.5189196,0.23412614,-0.04675699,0.7295786,-0.31429687,0.98859733,-1.2133799,0.46664566,-0.18190175,-0.7236417,0.61929977,0.2607891,0.91382116,0.22066477,0.6609624,0.4208229,-0.6666091,0.03647898,-0.22257105,-0.72798747,0.109048896,0.09464207,-0.44716692,0.16790278,-1.0710782
FAC20250619033872,-0.28302845,-1.1124849,0.49740705,0.5871988,0.6433229,-0.35943604,0.24222979,-0.15770556,-0.2385357,0.22829308,-0.2777377,0.06289919,0.2663252,-0.4929568,-0.01756581,1.0996512,-1.1754721,-0.23748064,0.06497183,0.34858587,0.7253391,-0.38061738,-0.9581739,-0.07722336,-1.0548193,-0.39975384,-0.9106534,0.21294315,-0.12280083,0.17654285,0.17487784,0.3987983
FAC20250619033879,0.5813537,0.53903127,0.8213838,0.05501608,0.14886682,-0.22869535,-1.1829557,-0.52732766,-0.21239974,0.33657622,0.78248286,0.44481102,-0.8009055,-0.6332894,-1.0317464,0.8321232,0.78385043,0.6032784,0.078979984,0.49272406,0.9547926,0.8298668,-1.1682982,-0.14419337,-0.3308152,-1.2187159,0.5347045,0.57075673,-1.3178118,-0.28086773,-0.14995769,-0.7983351
FAC20250619033892,-0.17815247,-0.82349926,0.66247225,0.5601087,-0.07124435,-0.39161348,0.29288957,-0.49313474,-0.0042406335,-0.0032079723,0.40567166,-0.78583944,0.45969206,-1.4838626,-0.68661124,0.5616193,0.11962262,0.05651461,-0.20596029,0.8846993,0.4575101,0.10022581,0.26598597,-1.0734434,-0.9872649,-0.22433873,0.27074292,0.0335269,-0.14244345,-0.36957857,-0.3636115,-0.15782383
FAC20250619033948,0.6439027,0.35637057,0.5127855,-0.6162463,0.29849082,0.13211113,-1.7335308,0.1584117,-0.13483688,0.13354975,-0.7415044,0.5975063,-0.3325628,-0.20707418,-0.7505091,0.7669562,0.3511944,0.44916216,0.13910325,0.24774618,0.63890606,0.8888684,-1.0443962,-0.21899785,-0.40908873,-1.0495462,0.15561089,0.88024473,-1.7245718,0.43899634,-0.586397,-0.7454128
FAC20250619033950,0.874277,0.36872497,0.10252362,-0.9142245,0.22578602,-0.342652,-0.2012844,0.71299946,-0.9619147,-0.1883318,1.2975638,0.35519883,0.0974868,-0.53834414,-0.70744824,-0.76805747,-1.3526623,0.01333529,-0.6493887,0.5810978,0.69116485,0.56795335,-0.09064763,-1.2011278,0.5955241,0.004266135,-0.84478384,0.417734,-0.61185,0.6544578,-0.5197533,0.28488716
FAC20250619033954,0.68002075,-0.70948195,0.49698505,0.3324358,-0.040312164,-0.579146,0.07833436,-1.1076044,1.0826024,0.46156076,-0.0012002348,0.47241238,0.58329046,-0.06391076,0.07744674,0.036072347,-0.9612801,0.8245411,0.11120695,-0.55946404,-0.08424192,0.20570257,0.12831098,-1.6650958,-0.36304283,-1.173942,-0.20171134,0.00053783855,0.7249384,0.20521449,-0.2727205,-0.5772837
FAC20250619034002,0.4570843,-0.46490082,1.3138309,-0.013095979,0.8795423,-0.5232144,-0.44969267,-0.12625903,0.28136602,0.22062023,0.7655526,-0.5232314,-0.24566634,0.29521787,0.00014065954,-0.20915934,1.255188,-0.21275458,-0.0039190715,0.23493138,1.2077776,1.0782446,-0.58306706,-0.16589068,-0.13331757,0.024060732,-0.7333328,0.27741393,-1.3010602,0.71643126,-0.6131685,-0.15175734
FAC20250619034040,1.4511192,-0.8465667,1.6582631,-0.28049612,0.38833034,-0.45447972,-0.6886041,0.0382608,-0.026517507,-0.6521273,-0.375819,-0.66345483,0.009086585,0.058340892,-0.2338054,-0.060756262,0.1598777,0.13942407,0.37373894,-0.46995834,1.5295697,0.20354015,-0.800939,0.17504975,-0.6438558,-0.38519126,-0.34473455,0.9573348,-0.17095318,0.7008868,0.02421372,0.24316214
FAC20250619034076,0.53852797,-0.59989405,0.33482695,0.018321566,-0.89509493,0.3119375,0.14968723,0.28593796,-0.10384171,0.025432836,1.610889,0.48137745,0.30258062,-0.11188246,-0.9849509,0.082276195,-1.325341,0.6010753,-0.06578275,0.12611882,0.9164412,0.72382826,0.16378702,-1.2941748,0.9790941,-0.33657497,-0.45130226,0.53817165,0.28872162,0.99096555,-0.6755625,0.19570571
FAC20250619034112,0.5762774,-0.97233486,0.87283635,-0.5047492,0.28509828,0.27963933,0.18178265,-0.4382367,-0.3899381,-0.28748736,1.1295668,-0.21851012,-0.55888677,-0.6233466,-1.0290114,-0.6404412,-1.398003,-0.54564416,-0.5284176,0.589421,0.36788943,-0.36686462,-0.21534812,-1.4120342,0.24413791,0.1699888,-0.32710224,0.24041322,-0.702134,0.870365,-0.9807703,0.40192232
FAC20250619034127,0.26470667,-0.38895124,0.8209151,-0.0036402182,-0.18135639,-0.14869197,-1.243968,0.4303409,0.6116372,-0.05762216,1.2231756,-0.0058346037,1.1918128,0.5214886,-0.5321481,-0.033849876,-1.4633646,0.094665535,-0.7702653,0.09150704,-0.4322421,1.1905526,0.25449267,-0.95159453,0.124620244,-0.14788115,-0.098774076,-0.78243315,-1.3246686,0.21756509,-0.11270692,0.1592912
