Id,topic,language,media_type,location,followers,popularity,user_id,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class
FAC20250521017525,Science,English,Video,North America,5186,1,user_466040,120,362,7,0.321971,0.347601,13983.305745,0.001654,0.001654,0.000165,0,13
FAC20250521017540,Sports,English,Link,North America,1606,1,user_321324,71,216,8,0.31484,0.335804,7109.184408,0.001474,0.001474,0.000121,0,14
FAC20250521017563,Entertainment,Spanish,Image,Asia,155,0,user_67084,47,142,8,0.287204,0.305058,7278.973434,0.000163,0.000163,0.000116,0,1
FAC20250521017601,Climate,English,Link,North America,513,0,user_274868,72,218,8,0.315487,0.336319,4948.609073,0.002463,0.002463,0.000116,0,17
FAC20250521017609,Science,English,Image,Europe,12275,1,user_299146,119,360,7,0.328858,0.356442,6187.245765,0.002424,0.002424,0.000139,0,1
FAC20250521017636,Science,English,Image,Europe,203,0,user_387882,171,514,8,0.33772,0.368828,23086.822226,0.004583,0.004583,0.000196,0,1
FAC20250521017665,Entertainment,English,Text,Asia,5445,1,user_41991,208,626,8,0.338389,0.37215,23427.445766,0.026316,0.026316,0.000216,0,9
FAC20250521017669,Entertainment,English,Image,Asia,9576,1,user_427552,145,438,7,0.33154,0.361043,18106.720419,0.004537,0.004537,0.000172,0,1
FAC20250521017753,Finance,English,Video,North America,250,0,user_183459,139,421,7,0.326544,0.353858,11910.975816,0.003651,0.003651,0.000181,0,7
FAC20250521017757,Health,English,Text,North America,71931,1,user_302462,120,360,8,0.325287,0.353985,1755.963866,0.015312,0.015312,0.000123,0,5
FAC20250521017769,Food,English,Text,Europe,50012,1,user_308019,104,315,8,0.325441,0.352825,3125.360902,0.011533,0.011533,0.000113,0,9
FAC20250521017779,Food,Spanish,Poll,Asia,13901,0,user_168471,8,24,8,0.23396,0.241989,4287.111779,0.000002,0.000002,0.000084,0,1
FAC20250521017823,Gaming,English,Video,Europe,93,0,user_275703,84,254,7,0.320681,0.344812,16671.014615,0.001397,0.001397,0.000132,0,13
FAC20250521017843,Sports,English,Video,Europe,27,0,user_178130,74,223,7,0.313933,0.336119,2996.184188,0.000903,0.000903,0.000108,0,13
FAC20250521017853,Finance,English,Text,Africa,9316,1,user_44913,168,509,7,0.333481,0.364918,10734.05755,0.020134,0.020134,0.000172,0,7
FAC20250521017855,Food,English,Text,North America,3525,1,user_111837,195,592,8,0.339091,0.372622,10874.866733,0.023768,0.023768,0.000196,0,9
FAC20250521017858,Politics,English,Text,Europe,16729,0,user_226501,149,449,8,0.330244,0.360353,10820.981798,0.016811,0.016811,0.000158,0,9
FAC20250521017878,Education,Arabic,Text,Europe,46,0,user_317219,16,48,9,0.267599,0.280831,1359.995605,0.000247,0.000247,0.00006,0,9
FAC20250521017899,Technology,Japanese,Video,Europe,977,0,user_481895,20,62,7,0.266631,0.279252,881.962598,0.000081,0.000081,0.000073,0,15
FAC20250521017910,Science,Hindi,Text,South America,645,0,user_378730,16,48,9,0.280131,0.295352,1227.415183,0.000331,0.000331,0.000057,0,9
FAC20250521017919,Entertainment,Portuguese,Image,North America,3106,0,user_152254,47,142,8,0.284251,0.300964,5584.920579,0.000403,0.000403,0.000112,0,1
FAC20250521017932,Food,Portuguese,Image,Asia,2761,0,user_266057,41,125,8,0.282552,0.298481,5574.587582,0.000101,0.000101,0.000116,0,1
FAC20250521017933,Finance,English,Image,Asia,292,0,user_94106,192,579,8,0.338389,0.371123,22824.415353,0.007067,0.007067,0.000213,0,1
FAC20250521017972,Travel,German,Video,Europe,138,0,user_449403,15,45,8,0.257113,0.268915,2132.407116,0.000076,0.000076,0.00007,0,13
FAC20250521017984,AI/ML,English,Text,North America,123,0,user_100258,167,508,8,0.338085,0.370109,9779.532113,0.01821,0.01821,0.000171,0,9
FAC20250521017994,Travel,English,Poll,Asia,5160,1,user_430300,36,108,8,0.305924,0.32292,12051.089935,0.000822,0.000822,0.000085,0,1
FAC20250521018004,Fashion,Spanish,Text,Asia,3432,1,user_371763,57,175,8,0.290612,0.309613,5944.586548,0.001148,0.001148,0.000128,0,0
FAC20250521018030,Education,French,Video,North America,1157,0,user_402796,31,95,8,0.27226,0.286378,5934.354186,0.000162,0.000162,0.000108,0,13
FAC20250521018032,Sports,French,Video,South America,819,0,user_255609,20,61,8,0.271004,0.283469,2736.904708,0.000028,0.000028,0.000086,0,13
FAC20250521018084,Business,Portuguese,Text,North America,241,0,user_75658,41,126,8,0.286373,0.304091,3018.924621,0.000821,0.000821,0.000104,0,11
FAC20250521018087,Technology,French,Video,Asia,165,0,user_278748,17,51,8,0.267561,0.279293,3202.458495,0.000046,0.000046,0.000073,0,15
FAC20250521018129,Fashion,Chinese,Video,Asia,93,0,user_268049,10,30,8,0.25735,0.268335,482.223307,0.000035,0.000035,0.000049,0,13
FAC20250521018183,Finance,Spanish,Text,Asia,4427,0,user_411584,33,100,8,0.2856,0.302967,4624.484418,0.000875,0.000875,0.000085,0,7
FAC20250522018201,Finance,Spanish,Image,North America,407,0,user_313900,52,156,8,0.291299,0.30983,11616.598813,0.000289,0.000289,0.00013,0,4
FAC20250522018220,Science,English,Text,Asia,185,0,user_80011,201,605,8,0.340781,0.374724,26141.477523,0.022371,0.022371,0.000214,0,9
FAC20250522018237,Business,English,Link,Asia,2442,0,user_353768,78,237,7,0.315991,0.337727,6270.134772,0.001811,0.001811,0.000125,0,11
FAC20250522018241,Sports,Hindi,Video,North America,53,0,user_299868,11,33,8,0.248406,0.258955,1817.77908,0.000013,0.000013,0.000072,0,13
FAC20250522018256,Education,English,Text,Europe,248,0,user_344767,211,643,8,0.342224,0.376864,13133.731948,0.027231,0.027231,0.000212,0,9
FAC20250522018295,Education,Arabic,Video,Asia,229,0,user_296759,11,34,8,0.253618,0.265314,267.876691,0.000112,0.000112,0.000043,0,13
FAC20250522018319,Technology,Portuguese,Image,Europe,1892,1,user_37145,39,117,9,0.283586,0.300604,6075.629112,0.000372,0.000372,0.000101,0,1
FAC20250522018357,Politics,English,Image,Europe,115,0,user_298264,171,517,8,0.333452,0.3642,16612.821505,0.004537,0.004537,0.000193,0,1
FAC20250522018361,Politics,English,Video,North America,333,0,user_390620,149,451,7,0.327326,0.355215,13270.196612,0.004159,0.004159,0.00019,0,13
FAC20250522018429,Sports,Arabic,Video,North America,7446,0,user_95685,16,48,7,0.255922,0.267095,2735.607663,0.000061,0.000061,0.000067,0,13
FAC20250522018433,Climate,Spanish,Video,Europe,561,0,user_13389,44,133,7,0.283918,0.299949,11607.61284,0.000193,0.000193,0.00013,0,17
FAC20250522018453,Business,English,Poll,Europe,22664,1,user_86163,22,66,7,0.296199,0.309941,1760.296238,0.00037,0.00037,0.000057,0,11
FAC20250522018503,Health,English,Text,Asia,74,0,user_9505,180,544,8,0.334833,0.367293,9950.768042,0.020736,0.020736,0.000179,0,5
FAC20250523018532,Politics,English,Poll,North America,7589,0,user_415960,24,72,7,0.303369,0.318346,5239.553716,0.000361,0.000361,0.000065,0,9
FAC20250523018612,Finance,German,Video,Europe,1701,0,user_260784,7,21,8,0.254192,0.26592,2055.800288,0.000063,0.000063,0.000038,0,7
FAC20250523018613,Entertainment,English,Text,Oceania,145,0,user_287690,216,651,8,0.339995,0.374522,17897.023181,0.02919,0.02919,0.000209,0,9
FAC20250523018622,Science,English,Text,North America,2372,0,user_223140,201,609,8,0.341431,0.375526,17164.46912,0.022427,0.022427,0.000211,0,9
FAC20250523018630,Politics,English,Text,North America,4824,0,user_460767,192,583,8,0.338161,0.371332,13033.59381,0.023068,0.023068,0.000196,0,9
FAC20250524018719,Entertainment,English,Text,North America,354,0,user_182086,254,776,8,0.344277,0.38075,12763.006798,0.040328,0.040328,0.000238,0,9
FAC20250524018732,Climate,Spanish,Poll,Asia,114620,1,user_157768,5,15,8,0.211095,0.216237,438.503197,0,0,0.000055,0,1
FAC20250524018741,Business,English,Text,North America,6915,1,user_207500,172,522,7,0.33627,0.368324,13394.889801,0.018762,0.018762,0.000179,0,11
FAC20250524018769,Entertainment,English,Video,North America,4006,0,user_311537,126,381,7,0.325357,0.35191,13705.744949,0.003338,0.003338,0.00017,0,13
FAC20250524018773,Finance,English,Video,Asia,3840,0,user_386999,124,374,7,0.324627,0.350957,23278.503918,0.002313,0.002313,0.000176,0,7
FAC20250524018854,Gaming,English,Text,Europe,420,0,user_222911,250,759,8,0.34252,0.378625,16962.219143,0.036975,0.036975,0.000243,0,8
FAC20250524018865,Entertainment,Portuguese,Text,Oceania,41369,1,user_488844,23,69,9,0.271571,0.285279,2125.639425,0.000156,0.000156,0.00007,0,9
FAC20250524018891,Business,English,Link,North America,42488,1,user_373185,34,102,7,0.29642,0.31234,1095.013119,0.000304,0.000304,0.00007,0,11
FAC20250524018928,Travel,English,Text,Europe,62,0,user_376627,175,529,8,0.334059,0.366116,18385.436205,0.020265,0.020265,0.000185,0,9
FAC20250524018947,Education,English,Image,Europe,467,0,user_425559,184,559,8,0.339183,0.371487,14177.103903,0.00682,0.00682,0.000207,0,1
FAC20250524018987,Fashion,English,Text,Unknown,131,0,user_485944,192,579,8,0.338816,0.37212,20266.546998,0.020379,0.020379,0.000199,0,0
FAC20250524019019,Food,French,Poll,Europe,5363,0,user_228476,5,15,9,0.221773,0.228004,590.594027,0,0,0.000056,0,14
FAC20250524019031,Sports,English,Text,Europe,726,1,user_133993,213,644,8,0.343694,0.378117,19390.911773,0.026601,0.026601,0.000215,0,9
FAC20250524019040,Finance,English,Video,Asia,787,0,user_471439,144,436,7,0.328398,0.356305,18636.037497,0.004181,0.004181,0.000191,0,7
FAC20250524019065,Politics,German,Image,Asia,38,0,user_259939,14,42,9,0.259795,0.272384,492.745378,0.000054,0.000054,0.000057,0,1
FAC20250524019076,Gaming,French,Text,North America,13106,1,user_68329,22,67,8,0.269315,0.283118,734.591947,0.000275,0.000275,0.000073,0,8
FAC20250524019099,AI/ML,English,Video,North America,587,0,user_261815,158,480,7,0.329694,0.358524,13338.64889,0.003562,0.003562,0.000199,0,13
FAC20250524019100,Travel,Spanish,Text,Europe,11,0,user_464496,20,60,8,0.263926,0.278555,278.781151,0.000133,0.000133,0.00006,0,4
FAC20250524019103,Politics,Spanish,Text,Asia,238,0,user_494947,51,155,8,0.292352,0.31141,5850.840782,0.001209,0.001209,0.000113,0,4
FAC20250524019143,Business,English,Image,Europe,361,0,user_179392,193,584,7,0.338297,0.370981,15009.015473,0.007408,0.007408,0.000208,0,1
FAC20250524019167,Travel,Chinese,Poll,Europe,13,0,user_70250,4,12,10,0.198973,0.203106,382.580594,0,0,0.000073,0,13
FAC20250524019183,Education,Spanish,Image,North America,238,0,user_326300,57,174,8,0.291547,0.310432,8207.939227,0.000308,0.000308,0.000139,0,4
FAC20250524019222,Politics,English,Image,North America,651,0,user_387170,173,521,8,0.339949,0.371658,22365.471177,0.005809,0.005809,0.000197,0,1
FAC20250524019224,Technology,English,Link,North America,98,0,user_354853,66,200,8,0.310382,0.330484,6147.395434,0.001092,0.001092,0.000113,0,14
FAC20250524019271,Food,English,Image,Europe,105,0,user_335404,182,556,8,0.332758,0.363763,9753.563553,0.005195,0.005195,0.000198,0,1
FAC20250524019305,Business,English,Image,Asia,20,0,user_139267,124,372,7,0.324067,0.351681,22587.61413,0.003029,0.003029,0.000154,0,1
FAC20250524019313,Fashion,English,Text,Europe,927,0,user_11928,229,691,8,0.343427,0.378897,26040.550713,0.029287,0.029287,0.000233,0,0
FAC20250524019350,Education,French,Text,North America,9175,0,user_398713,23,69,8,0.272161,0.286574,1497.53787,0.000265,0.000265,0.000076,0,9
FAC20250524019380,Travel,Korean,Text,Asia,724,0,user_168162,28,84,9,0.283084,0.299154,7277.658394,0.001137,0.001137,0.000083,0,9
FAC20250524019390,Gaming,French,Image,Asia,7440,0,user_275073,27,81,8,0.274596,0.289059,4412.390408,0.000093,0.000093,0.000091,0,1
FAC20250524019405,Gaming,English,Link,Asia,668,0,user_492782,75,226,8,0.31699,0.338323,9862.407189,0.00216,0.00216,0.000126,0,14
FAC20250524019412,Business,English,Video,Europe,269,0,user_143821,136,411,6,0.327369,0.354653,15271.742807,0.003373,0.003373,0.000177,0,13
FAC20250524019440,AI/ML,Spanish,Image,Oceania,3512,0,user_393509,52,158,8,0.287204,0.30523,6787.785756,0.000164,0.000164,0.000131,0,4
FAC20250524019464,Fashion,English,Image,North America,172,0,user_86058,182,555,8,0.335775,0.367254,9682.209607,0.00583,0.00583,0.000196,0,1
FAC20250524019490,Climate,English,Video,North America,3130,1,user_274063,125,378,7,0.325399,0.351848,19016.800951,0.002327,0.002327,0.000178,0,17
FAC20250524019520,Travel,English,Video,Europe,377,0,user_346415,131,400,7,0.327854,0.354909,9348.647457,0.004209,0.004209,0.000167,0,13
FAC20250524019564,Entertainment,English,Image,Oceania,56,0,user_392842,157,472,8,0.331029,0.361189,25904.648852,0.004628,0.004628,0.000182,0,1
FAC20250524019592,AI/ML,English,Image,Asia,5405,0,user_128079,193,583,7,0.335101,0.367119,16450.274508,0.005673,0.005673,0.00021,0,1
FAC20250524019607,Science,English,Text,North America,137,0,user_436792,180,543,8,0.338678,0.371224,17492.848634,0.018547,0.018547,0.000186,0,9
FAC20250524019612,Food,English,Text,North America,2291,0,user_182405,206,623,8,0.341648,0.375942,17488.218879,0.025049,0.025049,0.00021,0,9
FAC20250524019637,Travel,Korean,Text,North America,29933,1,user_326133,13,39,9,0.258128,0.270667,1223.285103,0.000202,0.000202,0.000063,0,9
FAC20250524019691,Health,Arabic,Poll,North America,442,0,user_411311,5,15,9,0.248242,0.256296,950.364317,0.000025,0.000025,0.000058,0,5
FAC20250524019695,Fashion,Korean,Text,Oceania,1615,0,user_442574,19,57,9,0.269527,0.285012,2845.611774,0.001452,0.001452,0.000057,0,0
FAC20250524019700,Science,Spanish,Image,North America,306,0,user_162148,42,127,8,0.287908,0.305605,5319.843566,0.000114,0.000114,0.000112,0,4
FAC20250524019730,Science,Hindi,Video,Europe,1497,0,user_421863,15,45,8,0.262792,0.274774,1860.424273,0.00008,0.00008,0.000062,0,13
FAC20250524019732,Politics,English,Image,Europe,257,0,user_122316,171,522,8,0.337251,0.368805,11872.838196,0.005843,0.005843,0.000193,0,1
FAC20250524019777,AI/ML,English,Image,Europe,2371,0,user_177079,196,593,8,0.337887,0.37025,15007.356789,0.006625,0.006625,0.000211,0,1
FAC20250524019781,Climate,Portuguese,Text,North America,3580,0,user_314043,42,129,8,0.28453,0.301993,4123.828325,0.00123,0.00123,0.000105,0,17
FAC20250524019834,AI/ML,English,Link,Europe,7,0,user_367227,28,84,8,0.293173,0.308726,6494.702435,0.000178,0.000178,0.000072,0,14
FAC20250524019840,Climate,English,Text,Asia,7281,0,user_390432,165,501,7,0.335775,0.367341,11972.107525,0.018445,0.018445,0.000173,0,17
FAC20250524019841,Travel,Spanish,Link,Asia,1510,0,user_226022,16,48,9,0.265708,0.276698,6457.25519,0.000059,0.000059,0.000083,0,14
FAC20250524019849,Travel,Spanish,Link,North America,239,0,user_350498,10,31,8,0.254657,0.263872,1704.426824,0.000003,0.000003,0.000066,0,14
FAC20250524019869,Technology,English,Video,North America,67,0,user_53517,118,358,7,0.319944,0.345672,12642.729623,0.001658,0.001658,0.000168,0,15
FAC20250524019903,Business,English,Text,North America,2102,0,user_313773,226,682,7,0.342302,0.377803,20798.19902,0.02746,0.02746,0.000232,0,11
FAC20250525019944,Education,English,Text,North America,1333,0,user_315363,217,661,8,0.344119,0.379318,17720.612806,0.027893,0.027893,0.00022,0,9
FAC20250525019946,Sports,English,Text,Europe,677,1,user_250968,212,642,8,0.34349,0.377804,19152.674106,0.026749,0.026749,0.000214,0,9
FAC20250525019992,Climate,Spanish,Text,Asia,1357,0,user_271872,64,195,8,0.294562,0.314613,7821.925675,0.001586,0.001586,0.000138,0,4
FAC20250525019997,Technology,English,Text,Asia,85,0,user_239563,174,527,8,0.336451,0.368843,15194.342522,0.018068,0.018068,0.000183,0,15
FAC20250525020011,Finance,English,Video,Africa,659,0,user_37820,161,486,7,0.328341,0.357046,20938.449062,0.00482,0.00482,0.000208,0,7
FAC20250525020024,Gaming,English,Image,Europe,1470,0,user_144877,200,611,8,0.339152,0.371953,14222.35817,0.00759,0.00759,0.000219,0,1
FAC20250525020034,Health,English,Text,Asia,136,1,user_316621,201,608,8,0.339137,0.372798,16276.939073,0.023368,0.023368,0.000205,0,5
FAC20250525020099,Education,English,Text,North America,741,0,user_233707,230,692,8,0.344324,0.379923,33353.346168,0.029083,0.029083,0.000233,0,9
FAC20250525020108,Politics,Portuguese,Video,North America,768,0,user_312365,39,119,8,0.277433,0.29261,6997.984947,0.000149,0.000149,0.000124,0,13
FAC20250525020122,Sports,English,Image,Europe,2207,0,user_133016,173,523,8,0.337978,0.369078,12877.630346,0.005539,0.005539,0.000186,0,1
FAC20250525020133,Climate,Spanish,Text,Asia,1284,0,user_291698,65,198,8,0.293161,0.313277,6600.979697,0.002047,0.002047,0.000136,0,4
FAC20250525020153,Food,English,Video,Asia,1797,1,user_105734,124,375,7,0.327654,0.35441,17095.224901,0.002259,0.002259,0.000174,0,13
FAC20250525020229,Politics,Portuguese,Image,Europe,1196,0,user_163192,38,115,9,0.288184,0.305304,8495.430535,0.000129,0.000129,0.00011,0,1
FAC20250525020269,Climate,Spanish,Image,Europe,2544,0,user_269044,40,121,8,0.287621,0.304311,7070.978864,0.000098,0.000098,0.000107,0,1
FAC20250525020297,Finance,English,Video,Asia,121,0,user_135372,107,324,7,0.322303,0.347736,9114.543034,0.001888,0.001888,0.000144,0,7
FAC20250525020299,Gaming,English,Text,North America,48,0,user_490562,167,503,8,0.332273,0.363592,13516.534239,0.019211,0.019211,0.000169,0,8
FAC20250525020409,Food,Arabic,Video,Asia,106,0,user_281532,5,15,8,0.225457,0.233135,447.927304,0,0,0.000044,0,13
FAC20250525020438,Health,Spanish,Text,Europe,441,0,user_71155,62,186,8,0.294228,0.314536,8889.074487,0.002819,0.002819,0.000126,0,4
FAC20250525020445,Travel,English,Image,Africa,971,0,user_351875,211,636,8,0.340257,0.373648,26291.037554,0.007839,0.007839,0.000226,0,1
FAC20250525020452,Business,English,Video,Asia,8271,0,user_191140,112,338,6,0.320558,0.34544,18612.684525,0.001897,0.001897,0.000155,0,13
FAC20250525020457,Business,Spanish,Poll,South America,179,0,user_430980,9,27,7,0.258181,0.267279,3482.409572,0.00001,0.00001,0.000061,0,4
FAC20250525020471,Sports,Spanish,Text,North America,401,0,user_181086,56,171,8,0.29323,0.312882,5764.378171,0.001894,0.001894,0.00012,0,4
FAC20250525020484,Sports,English,Text,Europe,49,0,user_367133,141,424,8,0.331657,0.361581,6630.75151,0.014486,0.014486,0.000147,0,9
FAC20250525020509,Entertainment,Japanese,Image,Asia,8176,1,user_58379,29,87,8,0.271043,0.285716,3969.986361,0.000093,0.000093,0.0001,0,1
FAC20250525020510,Gaming,English,Poll,North America,420,0,user_261711,45,136,8,0.309985,0.32794,5019.403644,0.002565,0.002565,0.000082,0,8
FAC20250525020516,Technology,Spanish,Image,Asia,11700,1,user_450064,37,112,8,0.280969,0.297366,4753.084898,0.000097,0.000097,0.000099,0,1
FAC20250525020523,AI/ML,English,Video,Asia,990,0,user_326425,137,418,7,0.32847,0.356101,10047.463276,0.003612,0.003612,0.000175,0,13
FAC20250525020533,Food,English,Image,North America,3796,1,user_147440,182,547,8,0.33624,0.367814,21684.3298,0.005797,0.005797,0.000196,0,1
FAC20250525020536,Entertainment,Korean,Image,Asia,9033,1,user_43407,11,33,8,0.262096,0.275082,489.833331,0.000078,0.000078,0.000048,0,1
FAC20250525020546,AI/ML,English,Text,Europe,479,0,user_40470,236,714,8,0.343883,0.379553,18956.652513,0.033681,0.033681,0.000231,0,9
FAC20250525020556,Entertainment,Portuguese,Image,Europe,667,0,user_57497,55,167,9,0.288837,0.307019,6226.615187,0.000319,0.000319,0.000135,0,1
FAC20250525020637,Education,English,Image,South America,98,0,user_450484,170,516,8,0.332449,0.362828,10423.393883,0.004484,0.004484,0.000189,0,1
FAC20250525020642,Entertainment,English,Video,Europe,864,0,user_426854,146,443,7,0.329896,0.358063,17507.027324,0.004029,0.004029,0.000195,0,13
FAC20250525020696,Education,Japanese,Video,North America,132,0,user_450474,6,19,7,0.225843,0.233771,543.839702,0.000001,0.000001,0.000052,0,13
FAC20250525020703,Science,German,Video,Europe,483,0,user_368979,20,61,8,0.268315,0.280912,2313.103189,0.000147,0.000147,0.000069,0,13
FAC20250525020742,Business,English,Link,South America,115,0,user_435624,71,214,7,0.311397,0.331931,7034.597378,0.001131,0.001131,0.000119,0,11
FAC20250525020755,Sports,French,Text,North America,9354,1,user_225414,23,69,8,0.272181,0.286469,4593.853147,0.000311,0.000311,0.00008,0,9
FAC20250525020758,Gaming,English,Image,Europe,10655,0,user_457183,136,412,7,0.330172,0.358837,12448.774631,0.003579,0.003579,0.00016,0,1
FAC20250525020773,Education,Portuguese,Poll,North America,6834,1,user_274207,5,15,9,0.241287,0.248422,445.756173,0.000004,0.000004,0.000048,0,13
FAC20250525020816,Technology,English,Text,Asia,233,0,user_286522,206,623,8,0.342099,0.376404,18104.33181,0.025852,0.025852,0.000208,0,15
FAC20250525020832,Sports,English,Text,Asia,63,0,user_134220,155,471,8,0.333925,0.364875,8001.064519,0.015831,0.015831,0.000162,0,9
FAC20250525020862,Business,Portuguese,Image,Asia,901,0,user_54489,46,138,8,0.286591,0.303686,6803.412098,0.0005,0.0005,0.000111,0,1
FAC20250525020907,Health,English,Text,Africa,46,0,user_249351,160,483,8,0.332258,0.363521,11925.317095,0.018376,0.018376,0.000166,0,5
FAC20250525020908,Sports,English,Text,North America,1820,0,user_153494,218,661,8,0.342255,0.377345,22078.655801,0.025669,0.025669,0.000226,0,9
FAC20250525020917,Sports,English,Image,North America,3547,0,user_411868,159,479,8,0.33534,0.365453,13531.702255,0.004396,0.004396,0.000177,0,1
FAC20250525020945,Fashion,English,Text,Africa,749,0,user_469163,226,680,8,0.343647,0.37901,23783.477583,0.029414,0.029414,0.000226,0,0
FAC20250525020951,Education,Spanish,Image,Europe,378,0,user_80844,53,160,8,0.28856,0.307161,4725.543245,0.00038,0.00038,0.000124,0,4
FAC20250525020956,Entertainment,Portuguese,Video,South America,7778,0,user_144721,16,48,7,0.265323,0.277352,3824.127055,0.000045,0.000045,0.00007,0,13
FAC20250525020964,Business,English,Image,Asia,320,0,user_398568,195,590,7,0.338709,0.371488,13764.839935,0.007314,0.007314,0.000207,0,1
FAC20250525020993,Technology,Portuguese,Video,Asia,1046,0,user_468618,34,103,8,0.278183,0.292786,8280.995827,0.000115,0.000115,0.000114,0,15
FAC20250525021001,AI/ML,Portuguese,Image,North America,7714,0,user_93471,34,102,8,0.280225,0.296021,8158.612273,0.000212,0.000212,0.000096,0,1
FAC20250525021024,Gaming,Spanish,Text,Europe,771,0,user_163159,63,189,8,0.295709,0.31596,10363.562358,0.002047,0.002047,0.000132,0,8
FAC20250525021051,Education,Hindi,Link,Europe,4245,0,user_233600,7,21,9,0.246339,0.255833,2208.656698,0.00003,0.00003,0.000047,0,14
FAC20250525021066,Gaming,Arabic,Poll,South America,49,0,user_25892,1,3,11,0.149703,0.151553,0,0,0,0.000052,0,5
FAC20250525021077,Climate,French,Image,North America,366,0,user_327885,27,81,9,0.278512,0.293892,5285.367455,0.000187,0.000187,0.00009,0,1
FAC20250525021088,Politics,Spanish,Text,North America,5014,0,user_336305,44,133,7,0.287149,0.305247,4413.170863,0.00113,0.00113,0.000102,0,4
FAC20250525021100,Education,French,Text,Africa,1454,1,user_307820,41,126,9,0.284068,0.301576,4296.711211,0.001191,0.001191,0.000106,0,9
FAC20250525021107,AI/ML,English,Text,Asia,45,0,user_306627,148,445,8,0.33173,0.362235,12912.181482,0.015035,0.015035,0.000154,0,9
FAC20250525021122,Health,English,Image,North America,1738,1,user_151945,190,576,8,0.33877,0.371449,16092.275547,0.006176,0.006176,0.000213,0,1
FAC20250525021145,Politics,Arabic,Text,North America,2151,0,user_182854,26,78,9,0.278306,0.294245,3303.437976,0.001427,0.001427,0.000068,0,9
FAC20250525021154,Sports,English,Text,North America,333,0,user_103305,225,684,8,0.34238,0.377352,14385.22737,0.03087,0.03087,0.000224,0,9
FAC20250525021161,Travel,English,Text,Asia,586,0,user_356959,241,730,8,0.343867,0.37962,18685.818716,0.033564,0.033564,0.000238,0,9
FAC20250525021169,Education,Hindi,Video,Europe,54,0,user_243192,9,27,8,0.254046,0.264287,898.109611,0.000009,0.000009,0.000055,0,13
FAC20250525021180,Fashion,English,Image,North America,1804,0,user_260218,208,631,8,0.339259,0.372347,16931.085491,0.007519,0.007519,0.000222,0,1
FAC20250525021225,Business,English,Image,South America,14201,1,user_214990,142,429,7,0.328054,0.356867,12320.082468,0.003595,0.003595,0.000164,0,1
FAC20250525021252,AI/ML,English,Image,North America,6818,1,user_488673,176,533,7,0.333363,0.364335,12367.660068,0.005031,0.005031,0.000195,0,1
FAC20250525021253,Gaming,Portuguese,Image,North America,776,0,user_261084,43,130,9,0.287544,0.30451,9942.702698,0.000403,0.000403,0.00011,0,1
FAC20250525021291,Politics,English,Video,North America,766,0,user_420786,150,456,7,0.329665,0.357912,12229.186138,0.003751,0.003751,0.000194,0,13
FAC20250525021306,Business,English,Text,Europe,3858,1,user_21644,209,633,7,0.338846,0.373226,13155.564283,0.0256,0.0256,0.000208,0,11
FAC20250525021319,Fashion,Spanish,Text,Asia,4122,0,user_418293,59,179,8,0.289951,0.309231,11367.576757,0.001331,0.001331,0.000134,0,0
FAC20250525021322,Gaming,English,Video,North America,8543,1,user_478036,101,306,6,0.320216,0.344587,10457.195123,0.001738,0.001738,0.000145,0,13
FAC20250525021325,Travel,Spanish,Video,South America,383,0,user_167218,31,94,8,0.280215,0.294791,4776.105289,0.000212,0.000212,0.000094,0,13
FAC20250525021355,Climate,German,Video,Europe,711,1,user_233768,12,36,8,0.26248,0.274374,1823.090487,0.000065,0.000065,0.000059,0,17
FAC20250525021401,Finance,English,Poll,Africa,222,0,user_12208,37,112,8,0.308257,0.325621,1579.180065,0.001979,0.001979,0.000067,0,7
FAC20250525021404,Business,English,Text,Europe,3276,1,user_23678,211,645,7,0.339504,0.374195,12784.958671,0.02549,0.02549,0.000211,0,11
FAC20250525021405,Travel,Arabic,Image,South America,51,0,user_231587,11,34,9,0.261631,0.273213,807.211412,0.000044,0.000044,0.00005,0,1
FAC20250525021413,Finance,Japanese,Image,Oceania,618,0,user_211888,25,76,9,0.278533,0.293812,3708.715424,0.000149,0.000149,0.000089,0,1
FAC20250525021421,AI/ML,English,Image,North America,10135,0,user_77658,164,496,7,0.330884,0.361043,12151.130946,0.004592,0.004592,0.000182,0,1
FAC20250525021430,Travel,English,Text,Europe,1697,1,user_457831,222,674,8,0.342224,0.377421,11655.493494,0.029394,0.029394,0.000217,0,9
FAC20250525021434,Travel,Japanese,Video,Asia,1097,1,user_237363,20,62,7,0.262636,0.275344,845.359673,0.000139,0.000139,0.000071,0,13
FAC20250525021451,Entertainment,English,Poll,Asia,18,0,user_275787,16,48,8,0.289014,0.302082,397.009696,0.000157,0.000157,0.000047,0,9
FAC20250525021487,Entertainment,English,Text,Europe,383,0,user_248061,246,752,8,0.343569,0.379622,10645.53065,0.039324,0.039324,0.000232,0,9
FAC20250525021506,Gaming,Portuguese,Image,North America,1366,0,user_167138,41,123,9,0.285124,0.301973,10105.70357,0.000516,0.000516,0.000102,0,1
FAC20250525021508,Climate,Japanese,Link,Asia,24,0,user_449440,5,15,9,0.21757,0.224166,14654.940703,0,0,0.000083,0,1
FAC20250525021532,Science,Spanish,Image,Europe,8918,0,user_134371,31,93,8,0.280069,0.295544,4162.43435,0.000087,0.000087,0.000089,0,4
