Id,platform,hour_of_day,day_of_week,is_weekend,user_id,followers,account_age_days,verified,topic,language,content_length,media_type,num_hashtags,sentiment_category,sentiment_positive,sentiment_negative,sentiment_neutral,toxicity_score,location,hour_sin,hour_cos,day_sin,day_cos,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,popularity,modularity_class,stat_inf_class,clustering,triangles,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber
FAC20250525021413,Facebook,21,6,1,user_211888,618,1092,0,Finance,Japanese,57,Image,4,Negative,0.025,0.627,0.348,65.2,Oceania,-0.707107,0.707107,-0.781831,0.62349,1,0,0,0.627,0,0,1,12,0.022222,1,0.688407,15,0.102793,0.116973,291859.567097,0.001829,0.001829,0.000156,0
FAC20250525021421,Facebook,21,6,1,user_77658,10135,2083,0,AI/ML,English,376,Image,1,Neutral,0.184,0.057,0.759,9,North America,-0.707107,0.707107,-0.781831,0.62349,1,0,1,0.759,0,0,4,19,0.133333,2,0.419923,15,0.095622,0.104682,642.852002,0.000947,0.000947,0.0001,0
FAC20250525021430,Facebook,21,6,1,user_457831,1697,2204,0,Travel,English,319,Text,0,Positive,0.802,0.065,0.133,0,Europe,-0.707107,0.707107,-0.781831,0.62349,0,0,1,0.802,0,1,12,26,0.238095,5,0.524918,16,0.099928,0.112645,18808.772762,0.000986,0.000986,0.000114,0
FAC20250525021434,Facebook,21,6,1,user_237363,1097,846,0,Travel,Japanese,104,Video,3,Negative,0.136,0.736,0.128,51.7,Asia,-0.707107,0.707107,-0.781831,0.62349,1,0,0,0.736,0,1,0,28,0.111111,5,0.767613,16,0.0992,0.113712,265193.588055,0.004004,0.004004,0.000154,0
FAC20250525021451,Facebook,22,6,1,user_275787,18,753,0,Entertainment,English,286,Poll,3,Positive,0.608,0.022,0.37,0.5,Asia,-0.5,0.866025,-0.781831,0.62349,1,0,1,0.608,0,0,27,77,0.166667,6,0.763999,15,0.104801,0.116326,32356.164505,0.005489,0.005489,0.000136,0
FAC20250525021487,Facebook,22,6,1,user_248061,383,2995,0,Entertainment,English,273,Text,2,Neutral,0.246,0,0.782,0,Europe,-0.5,0.866025,-0.781831,0.62349,0,0,1,0.782,0,0,7,25,0.333333,7,0.41651,21,0.079446,0.088746,34.19912,0.000145,0.000145,0.000116,0
FAC20250525021506,Facebook,22,6,1,user_167138,1366,1389,0,Gaming,Portuguese,252,Image,2,Neutral,0.291,0.076,0.633,0,North America,-0.5,0.866025,-0.781831,0.62349,1,0,1,0.633,0,0,26,9,0.214286,6,0.57392,18,0.08581,0.096673,375.169048,0.00115,0.00115,0.000128,0
FAC20250525021508,Facebook,22,6,1,user_449440,24,2275,0,Climate,Japanese,38,Link,1,Neutral,0.074,0.196,0.731,9.4,Asia,-0.5,0.866025,-0.781831,0.62349,1,0,0,0.731,0,0,27,71,0.133333,6,0.806685,15,0.113499,0.128797,665467.9457,0.004013,0.004013,0.000152,0
FAC20250525021532,Facebook,23,6,1,user_134371,8918,437,0,Science,Spanish,222,Image,4,Positive,0.74,0.119,0.14,44.7,Europe,-0.258819,0.965926,-0.781831,0.62349,1,0,1,0.74,0,0,4,62,0.194444,7,0.670715,15,0.106588,0.119266,20793.512294,0.000838,0.000838,0.00014,0
FAC20250525021555,Facebook,23,6,1,user_314188,3006,1543,0,Entertainment,Japanese,279,Text,3,Neutral,0.056,0.283,0.661,10.2,Asia,-0.258819,0.965926,-0.781831,0.62349,0,0,1,0.661,0,1,21,21,0.194444,7,0.771311,16,0.094928,0.10664,2063.359351,0.000587,0.000587,0.000136,0
FAC20250526021573,Facebook,8,0,0,user_217269,176,286,0,Business,Spanish,186,Video,1,Positive,0.806,0.094,0.101,1.3,Europe,0.866025,-0.5,0,1,1,0,1,0.806,0,0,22,32,0.133333,2,0.320559,17,0.086271,0.096324,1729.508229,0.000047,0.000047,0.000105,0
FAC20250526021593,Facebook,11,0,0,user_390362,57,1692,0,Health,English,325,Image,2,Positive,0.795,0.123,0.082,28.7,Asia,0.258819,-0.965926,0,1,1,0,1,0.795,0,0,16,46,0.321429,9,0.556915,16,0.101168,0.112432,1328.090369,0.000129,0.000129,0.000129,0
FAC20250526021598,Facebook,11,0,0,user_249006,41422,3475,0,Science,Spanish,133,Poll,1,Positive,0.909,0.039,0.051,0,North America,0.258819,-0.965926,0,1,1,0,0,0.909,0,1,17,64,0.190476,4,0.455266,17,0.090031,0.101484,16233.307678,0.000065,0.000065,0.000116,0
FAC20250526021599,Facebook,11,0,0,user_171242,189,2597,0,Politics,English,240,Text,3,Negative,0.01,0.716,0.273,72.8,Europe,0.258819,-0.965926,0,1,0,0,1,0.716,1,0,22,56,0.25,9,0.7482,17,0.093473,0.106147,7954.797059,0.000191,0.000191,0.000138,0
FAC20250526021601,Facebook,11,0,0,user_208366,1770,2248,0,Travel,English,66,Image,2,Neutral,0.249,0.106,0.644,6.5,North America,0.258819,-0.965926,0,1,1,0,0,0.644,0,0,12,26,0.035714,1,0.521757,17,0.093701,0.105414,4414.97115,0.00056,0.00056,0.000132,0
FAC20250526021629,Facebook,13,0,0,user_204628,2487,1362,0,Entertainment,English,249,Text,1,Positive,0.601,0.014,0.385,0,South America,-0.258819,-0.965926,0,1,0,0,1,0.601,0,0,23,31,0.25,7,0.560063,17,0.088587,0.099864,11550.141838,0.000263,0.000263,0.00013,0
FAC20250526021635,Facebook,14,0,0,user_62606,152,3256,0,Health,English,128,Video,1,Positive,0.853,0.122,0.025,40.8,Asia,-0.5,-0.866025,0,1,1,0,0,0.853,0,0,22,72,0.2,9,0.713699,18,0.089806,0.101077,986.544827,0.000152,0.000152,0.000156,0
FAC20250526021659,Facebook,15,0,0,user_119984,363,2572,0,Sports,English,366,Image,0,Neutral,0.211,0,0.816,4.5,Asia,-0.707107,-0.707107,0,1,1,0,1,0.816,0,0,14,8,0.238095,5,0.422485,20,0.088771,0.100178,560.893377,0.000125,0.000125,0.000117,0
FAC20250526021660,Facebook,15,0,0,user_216686,319,2328,0,Health,English,157,Text,2,Neutral,0.05,0.135,0.814,18.1,Europe,-0.707107,-0.707107,0,1,0,0,1,0.814,0,0,14,34,0.238095,5,0.525245,19,0.092358,0.103038,2830.053612,0.000177,0.000177,0.000113,0
FAC20250526021667,Facebook,16,0,0,user_133382,19032,57,0,Education,English,114,Image,1,Positive,0.926,0.043,0.031,2.9,North America,-0.866025,-0.5,0,1,1,0,0,0.926,0,0,13,5,0.142857,4,0.514747,17,0.091853,0.103913,9144.684385,0.000398,0.000398,0.000131,0
FAC20250526021679,Facebook,16,0,0,user_458903,349,46,0,Health,English,135,Link,1,Negative,0.125,0.869,0.007,93,Africa,-0.866025,-0.5,0,1,1,0,0,0.869,1,0,14,8,0.055556,2,0.607796,18,0.097268,0.110041,14502.726053,0.000154,0.000154,0.000143,0
FAC20250526021692,Facebook,17,0,0,user_383579,1348,1742,0,Finance,Spanish,109,Link,1,Positive,0.634,0.128,0.237,17.4,Oceania,-0.965926,-0.258819,0,1,1,0,0,0.634,0,0,26,9,0.138889,5,0.666015,18,0.092165,0.106514,23656.524716,0.001183,0.001183,0.000141,0
FAC20250526021709,Facebook,17,0,0,user_401814,919,1934,0,Travel,Japanese,383,Video,2,Negative,0.028,0.623,0.349,58.3,North America,-0.965926,-0.258819,0,1,1,0,1,0.623,0,0,8,10,0,0,0.674668,15,0.108506,0.122057,22722.860771,0.017295,0.017295,0.000157,0
FAC20250526021725,Facebook,18,0,0,user_278122,16422,1438,0,Health,English,156,Video,5,Positive,0.73,0.09,0.18,0,Asia,-1,-0,0,1,1,1,1,0.73,0,1,13,41,0.2,3,0.396461,17,0.089834,0.100553,4089.779086,0.000248,0.000248,0.000103,0
FAC20250526021779,Facebook,19,0,0,user_320455,110,2893,0,Climate,English,290,Link,2,Negative,0.041,0.794,0.165,51.8,North America,-0.965926,0.258819,0,1,1,0,1,0.794,0,0,10,38,0.022222,1,0.689893,16,0.103039,0.117767,258173.106457,0.001101,0.001101,0.000157,0
FAC20250526021807,Facebook,20,0,0,user_110445,545,423,0,Finance,English,35,Text,5,Negative,0.037,0.741,0.222,58.8,Europe,-0.866025,0.5,0,1,0,1,0,0.741,0,0,15,37,0.266667,4,0.309827,17,0.090856,0.10151,625.573182,0.000307,0.000307,0.000106,0
FAC20250526021813,Facebook,20,0,0,user_86118,13,1810,0,Travel,Chinese,155,Video,1,Positive,0.746,0.13,0.124,1.2,North America,-0.866025,0.5,0,1,1,0,1,0.746,0,0,27,0,0.111111,4,0.70968,18,0.087937,0.098981,4986.280803,0.0045,0.004499,0.000138,0
FAC20250526021842,Facebook,22,0,0,user_142687,97,1339,0,Education,Japanese,220,Video,5,Positive,0.718,0.122,0.161,0,North America,-0.5,0.866025,0,1,1,1,1,0.718,0,0,10,48,0.133333,2,0.36867,16,0.09002,0.099671,1189.427268,0.000188,0.000188,0.000104,0
FAC20250526021845,Facebook,22,0,0,user_420748,955,1530,0,Fashion,English,349,Image,2,Negative,0.063,0.707,0.23,87.9,North America,-0.5,0.866025,0,1,1,0,1,0.707,1,0,0,10,0.107143,3,0.558705,15,0.105634,0.118802,86087.899493,0.010072,0.010072,0.000129,0
FAC20250526021853,Facebook,22,0,0,user_421450,247,319,0,Politics,Arabic,216,Text,2,Negative,0.083,0.812,0.105,53.3,North America,-0.5,0.866025,0,1,0,0,1,0.812,0,0,25,58,0.088889,4,0.687751,14,0.114112,0.126067,64175.176491,0.000727,0.000727,0.000156,0
FAC20250527021889,Facebook,11,1,0,user_126357,12360,2924,0,Climate,English,297,Text,2,Positive,0.732,0.089,0.179,0,Europe,0.258819,-0.965926,0.781831,0.62349,0,0,1,0.732,0,1,4,68,0.095238,2,0.462743,16,0.090525,0.100693,334.223483,0.000472,0.000472,0.000115,0
FAC20250527021900,Facebook,12,1,0,user_315949,1312,196,0,Finance,English,304,Link,2,Neutral,0.207,0.043,0.751,0,Europe,0,-1,0.781831,0.62349,1,0,1,0.751,0,0,26,23,0.138889,5,0.626855,17,0.092445,0.104993,1815.985014,0.001018,0.001018,0.000141,0
FAC20250527021939,Facebook,14,1,0,user_174211,166,890,0,Climate,Spanish,117,Text,3,Positive,0.754,0.098,0.149,15.3,Africa,-0.5,-0.866025,0.781831,0.62349,0,0,0,0.754,0,0,22,72,0.222222,8,0.718676,17,0.093284,0.105111,12020.517976,0.000164,0.000164,0.000139,0
FAC20250527021950,Facebook,15,1,0,user_24866,4,2829,0,Education,English,357,Video,2,Positive,0.79,0.072,0.138,18.9,Asia,-0.707107,-0.707107,0.781831,0.62349,1,0,1,0.79,0,0,2,47,0.133333,2,0.381422,18,0.083485,0.092599,2851.4516,0.001044,0.001044,0.000104,0
FAC20250527021959,Facebook,15,1,0,user_219269,229,1976,0,Entertainment,English,270,Text,1,Neutral,0.195,0.139,0.665,0,Asia,-0.707107,-0.707107,0.781831,0.62349,0,0,1,0.665,0,0,25,70,0.111111,4,0.746562,14,0.105575,0.11739,31922.301262,0.000542,0.000542,0.000138,0
FAC20250527022022,Facebook,17,1,0,user_104849,257,912,0,Technology,English,58,Text,3,Neutral,0.284,0.008,0.707,0.6,North America,-0.965926,-0.258819,0.781831,0.62349,0,0,0,0.707,0,0,28,50,0.095238,2,0.541157,15,0.104035,0.114629,2173.575804,0.000739,0.000739,0.000112,0
FAC20250527022032,Facebook,17,1,0,user_289985,1011,1704,0,Politics,French,129,Image,0,Neutral,0.104,0.106,0.789,12.4,Asia,-0.965926,-0.258819,0.781831,0.62349,1,0,0,0.789,0,0,0,13,0.142857,4,0.499262,17,0.094524,0.105251,2257.245992,0.003908,0.003908,0.000131,0
FAC20250527022086,Facebook,19,1,0,user_393594,1460,1593,0,Politics,English,175,Text,1,Negative,0.148,0.914,0,78.6,Europe,-0.965926,0.258819,0.781831,0.62349,0,0,1,0.914,1,0,26,54,0.071429,2,0.538078,16,0.093713,0.106005,13306.601567,0.002144,0.002144,0.000129,0
FAC20250527022092,Facebook,19,1,0,user_322916,943,3214,0,Science,English,42,Video,2,Positive,0.638,0.045,0.317,0,North America,-0.965926,0.258819,0.781831,0.62349,1,0,0,0.638,0,0,0,10,0.214286,6,0.613499,15,0.10442,0.116609,2968.981873,0.013324,0.013324,0.000126,0
FAC20250527022100,Facebook,20,1,0,user_499983,336,714,0,Education,English,105,Image,4,Negative,0.045,0.829,0.126,72.5,Asia,-0.866025,0.5,0.781831,0.62349,1,0,0,0.829,1,0,14,34,0.071429,2,0.612476,17,0.107087,0.120349,97036.570494,0.000169,0.000169,0.000127,0
FAC20250527022111,Facebook,20,1,0,user_438976,3864,2909,0,Politics,English,209,Link,1,Positive,0.893,0.112,0,18.8,North America,-0.866025,0.5,0.781831,0.62349,1,0,1,0.893,0,0,18,24,0.25,9,0.628081,17,0.097969,0.108851,8739.38319,0.000309,0.000309,0.000143,0
FAC20250527022125,Facebook,20,1,0,user_348986,82,1382,0,Technology,Korean,342,Image,0,Negative,0.139,0.611,0.25,53.7,Europe,-0.866025,0.5,0.781831,0.62349,1,0,1,0.611,0,0,5,45,0.071429,2,0.461439,16,0.096216,0.107622,24850.878284,0.000095,0.000095,0.000132,0
FAC20250527022132,Facebook,21,1,0,user_142123,458,1620,0,Education,English,72,Image,2,Positive,0.758,0.109,0.133,17.4,Europe,-0.707107,0.707107,0.781831,0.62349,1,0,0,0.758,0,0,7,44,0.166667,6,0.656286,18,0.096167,0.108433,7137.004495,0.000621,0.000621,0.000139,0
FAC20250527022142,Facebook,21,1,0,user_200320,1819,2706,0,Sports,English,325,Image,3,Positive,0.704,0.018,0.278,3.4,North America,-0.707107,0.707107,0.781831,0.62349,1,0,1,0.704,0,0,12,67,0.2,2,0.275952,18,0.086355,0.096401,59.182261,0.000245,0.000245,0.000092,0
FAC20250527022143,Facebook,21,1,0,user_380324,204,3309,0,Business,Chinese,73,Video,1,Neutral,0.208,0,0.819,0,North America,-0.707107,0.707107,0.781831,0.62349,1,0,0,0.819,0,0,22,63,0.027778,1,0.645759,17,0.095871,0.108529,13538.682895,0.000254,0.000254,0.000141,0
FAC20250527022162,Facebook,22,1,0,user_304849,643,3473,0,Food,English,103,Text,2,Negative,0.059,0.88,0.06,86.9,Asia,-0.5,0.866025,0.781831,0.62349,0,0,0,0.88,1,0,1,39,0.083333,3,0.676273,16,0.098494,0.11154,28015.502981,0.002965,0.002965,0.000141,0
FAC20250529022193,Facebook,10,3,0,user_279436,3550,2887,0,Travel,English,271,Text,1,Neutral,0.286,0.063,0.651,25.5,Asia,0.5,-0.866025,0.433884,-0.900969,0,0,1,0.651,0,0,6,22,0.177778,8,0.792966,17,0.099155,0.111687,17577.050992,0.000235,0.000235,0.000152,0
FAC20250529022216,Facebook,12,3,0,user_13041,4786,1679,0,Sports,Spanish,326,Text,3,Negative,0.062,0.893,0.046,87.5,Asia,0,-1,0.433884,-0.900969,0,0,1,0.893,1,0,18,75,0.155556,7,0.762645,14,0.112221,0.126921,526351.690804,0.000294,0.000294,0.000153,0
FAC20250529022236,Facebook,14,3,0,user_165738,365,2547,0,Finance,English,206,Video,4,Negative,0.139,0.675,0.185,63.7,Africa,-0.5,-0.866025,0.433884,-0.900969,1,0,1,0.675,0,0,14,8,0.133333,6,0.711873,19,0.092965,0.105564,45995.819093,0.000219,0.000219,0.000154,0
FAC20250529022243,Facebook,14,3,0,user_118729,65,1585,0,AI/ML,English,301,Text,2,Neutral,0.136,0.201,0.664,29.6,North America,-0.5,-0.866025,0.433884,-0.900969,0,0,1,0.664,0,0,16,16,0.133333,2,0.420531,16,0.097157,0.10675,2921.302498,0.000078,0.000078,0.000102,0
FAC20250529022251,Facebook,15,3,0,user_426611,330,2599,0,Food,Portuguese,96,Link,3,Neutral,0.242,0,0.814,6.9,Europe,-0.707107,-0.707107,0.433884,-0.900969,1,0,0,0.814,0,0,14,34,0.166667,6,0.694084,18,0.097191,0.108721,131.032307,0.000217,0.000217,0.000139,0
FAC20250529022260,Facebook,15,3,0,user_20157,280,925,0,Fashion,Spanish,258,Text,3,Positive,0.616,0.101,0.282,29.2,North America,-0.707107,-0.707107,0.433884,-0.900969,0,0,1,0.616,0,0,28,50,0.107143,3,0.536915,16,0.099128,0.110918,12706.670469,0.000591,0.000591,0.000128,0
FAC20250529022289,Facebook,16,3,0,user_299268,31403,313,0,Business,English,374,Video,3,Negative,0.146,0.772,0.082,65.2,North America,-0.866025,-0.5,0.433884,-0.900969,1,0,1,0.772,0,1,17,64,0.107143,3,0.526326,18,0.088121,0.100542,6706.075114,0.000187,0.000187,0.00013,0
FAC20250529022291,Facebook,16,3,0,user_307229,1922,1809,0,Business,Japanese,120,Text,0,Negative,0.028,0.924,0.048,75,Africa,-0.866025,-0.5,0.433884,-0.900969,0,0,0,0.924,1,0,12,67,0.066667,3,0.783115,16,0.095773,0.10961,186160.533975,0.001142,0.001142,0.000153,0
FAC20250529022297,Facebook,17,3,0,user_180111,8574,2942,0,Science,English,357,Link,4,Positive,0.842,0.038,0.12,0,Asia,-0.965926,-0.258819,0.433884,-0.900969,1,0,1,0.842,0,0,3,61,0.178571,5,0.59824,15,0.099154,0.110119,3145.968157,0.000672,0.000672,0.000126,0
FAC20250529022320,Facebook,17,3,0,user_376514,82,3145,0,Gaming,Spanish,120,Text,2,Positive,0.683,0.138,0.178,0,North America,-0.965926,-0.258819,0.433884,-0.900969,0,0,0,0.683,0,0,5,45,0.055556,2,0.620572,16,0.096148,0.107845,21333.918663,0.000128,0.000128,0.000142,0
FAC20250529022345,Facebook,18,3,0,user_335038,4117,2863,0,Education,English,376,Image,1,Positive,0.849,0.129,0.022,18.6,Asia,-1,-0,0.433884,-0.900969,1,0,1,0.849,0,0,18,43,0.428571,9,0.480918,16,0.098615,0.108898,697.515288,0.000319,0.000319,0.000115,0
FAC20250529022355,Facebook,19,3,0,user_217435,19,719,0,Science,Japanese,43,Text,1,Positive,0.933,0.029,0.038,0,North America,-0.965926,0.258819,0.433884,-0.900969,0,0,0,0.933,0,0,27,77,0.142857,4,0.668708,15,0.105479,0.116948,13922.870065,0.004287,0.004286,0.000124,0
FAC20250529022362,Facebook,19,3,0,user_440822,11844,844,0,Science,Spanish,48,Video,3,Positive,0.825,0.072,0.103,14.5,North America,-0.965926,0.258819,0.433884,-0.900969,1,0,0,0.825,0,1,4,68,0.178571,5,0.535183,16,0.093545,0.103278,1962.015594,0.000634,0.000634,0.000128,0
FAC20250529022369,Facebook,19,3,0,user_113277,97,644,0,Business,Korean,137,Text,1,Neutral,0.26,0.08,0.659,12.4,Europe,-0.965926,0.258819,0.433884,-0.900969,0,0,0,0.659,0,0,10,48,0.155556,7,0.708866,16,0.094307,0.106253,2306.132775,0.000403,0.000403,0.000156,0
FAC20250529022374,Facebook,19,3,0,user_249844,45827,2527,0,Education,English,298,Video,3,Positive,0.744,0.106,0.15,0,Europe,-0.965926,0.258819,0.433884,-0.900969,1,0,1,0.744,0,1,17,64,0.178571,5,0.491814,16,0.09509,0.106303,68863.254101,0.000068,0.000068,0.000131,0
FAC20250529022389,Facebook,20,3,0,user_92918,1,188,0,Gaming,English,25,Image,3,Neutral,0.084,0.093,0.823,32.2,South America,-0.866025,0.5,0.433884,-0.900969,1,0,0,0.823,0,0,2,47,0.142857,4,0.365599,18,0.080524,0.08919,6284.207122,0.000671,0.000671,0.000144,0
FAC20250529022401,Facebook,21,3,0,user_270199,223,1480,0,Food,Portuguese,295,Link,1,Neutral,0.237,0.025,0.737,35.4,North America,-0.707107,0.707107,0.433884,-0.900969,1,0,1,0.737,0,0,25,70,0.142857,4,0.568575,15,0.098156,0.108476,1779.176175,0.00035,0.00035,0.000128,0
FAC20250529022402,Facebook,21,3,0,user_217652,578,473,0,Food,English,334,Text,3,Positive,0.656,0.028,0.317,12.7,North America,-0.707107,0.707107,0.433884,-0.900969,0,0,1,0.656,0,0,1,1,0.333333,7,0.537348,17,0.095007,0.105959,5218.494901,0.000601,0.000601,0.000113,0
FAC20250529022412,Facebook,22,3,0,user_468149,2546,2296,0,Climate,English,189,Link,0,Neutral,0.293,0.095,0.612,0,North America,-0.5,0.866025,0.433884,-0.900969,1,0,1,0.612,0,0,23,31,0.285714,8,0.550176,17,0.087411,0.09736,1908.766655,0.000254,0.000254,0.000129,0
FAC20250529022423,Facebook,22,3,0,user_18042,69,1857,0,Science,French,307,Image,3,Negative,0.018,0.637,0.345,70.6,Europe,-0.5,0.866025,0.433884,-0.900969,1,0,1,0.637,1,0,16,11,0.111111,4,0.61458,16,0.099598,0.112076,48400.529665,0.000118,0.000118,0.000142,0
FAC20250530022466,Facebook,8,4,0,user_220116,2772,1618,0,Politics,English,126,Text,2,Positive,0.624,0.059,0.317,13.9,Asia,0.866025,-0.5,-0.433884,-0.900969,0,0,0,0.624,0,1,21,21,0.107143,3,0.584286,15,0.100779,0.113336,3933.84152,0.000389,0.000389,0.000127,0
FAC20250530022468,Facebook,8,4,0,user_368907,34628,2928,0,Sports,Hindi,79,Image,4,Positive,0.8,0.042,0.158,0,Europe,0.866025,-0.5,-0.433884,-0.900969,1,0,0,0.8,0,1,17,64,0.138889,5,0.595363,18,0.085486,0.097719,2635.855521,0.000127,0.000127,0.000143,0
FAC20250530022495,Facebook,9,4,0,user_244136,712,570,0,Entertainment,English,103,Text,2,Positive,0.713,0.062,0.225,0,Unknown,0.707107,-0.707107,-0.433884,-0.900969,0,0,0,0.713,0,0,9,6,0.25,7,0.492741,18,0.095494,0.106776,2039.645708,0.006343,0.006343,0.000131,0
FAC20250530022498,Facebook,10,4,0,user_198336,8584,1898,0,AI/ML,Spanish,391,Text,3,Negative,0.128,0.935,0,87.7,Europe,0.5,-0.866025,-0.433884,-0.900969,0,0,1,0.935,1,1,3,61,0.133333,6,0.771089,15,0.103613,0.116761,23787.50977,0.000835,0.000835,0.000152,0
FAC20250530022514,Facebook,10,4,0,user_94630,928,1722,0,AI/ML,English,241,Text,0,Positive,0.725,0.137,0.138,10.7,North America,0.5,-0.866025,-0.433884,-0.900969,0,0,1,0.725,0,0,8,10,0.095238,2,0.450281,16,0.103611,0.11444,1222.603393,0.009881,0.009881,0.000116,0
FAC20250530022516,Facebook,10,4,0,user_481091,3325,594,0,Fashion,Spanish,372,Link,2,Positive,0.939,0.035,0.026,1,Europe,0.5,-0.866025,-0.433884,-0.900969,1,0,1,0.939,0,0,6,22,0.194444,7,0.662143,18,0.089706,0.100532,1098.634985,0.000222,0.000222,0.000141,0
FAC20250530022535,Facebook,10,4,0,user_305632,11778,1312,0,Food,Portuguese,195,Image,1,Positive,0.858,0.106,0.036,0,North America,0.5,-0.866025,-0.433884,-0.900969,1,0,1,0.858,0,0,4,68,0.142857,4,0.5557,15,0.096367,0.106438,5150.68194,0.00074,0.00074,0.000128,0
FAC20250530022574,Facebook,11,4,0,user_317127,522,139,0,Fashion,Spanish,322,Image,3,Negative,0.018,0.766,0.215,55.4,Asia,0.258819,-0.965926,-0.433884,-0.900969,1,0,1,0.766,0,0,15,74,0.177778,8,0.809297,18,0.089149,0.100951,6838.819649,0.001022,0.001022,0.000151,0
FAC20250530022627,Facebook,12,4,0,user_319184,1487,871,0,Entertainment,German,372,Text,2,Positive,0.818,0.09,0.092,0,North America,0,-1,-0.433884,-0.900969,0,0,1,0.818,0,0,26,54,0.166667,6,0.71447,16,0.098817,0.111153,31538.545238,0.003377,0.003377,0.000138,0
FAC20250530022636,Facebook,12,4,0,user_180252,1638,249,0,Climate,English,160,Image,0,Negative,0.124,0.697,0.179,79.9,Asia,0,-1,-0.433884,-0.900969,1,0,1,0.697,1,0,26,36,0.035714,1,0.533328,16,0.095224,0.106062,4703.521262,0.001548,0.001548,0.000129,0
FAC20250530022656,Facebook,12,4,0,user_312802,588,3140,0,Politics,English,179,Text,1,Negative,0.068,0.622,0.31,74.8,Africa,0,-1,-0.433884,-0.900969,0,0,1,0.622,1,0,1,1,0.177778,8,0.77452,18,0.091094,0.102355,2194.959764,0.000966,0.000966,0.000152,0
FAC20250530022677,Facebook,13,4,0,user_485136,1194,2992,0,Gaming,English,207,Image,3,Neutral,0.074,0.142,0.784,15.1,North America,-0.258819,-0.965926,-0.433884,-0.900969,1,0,1,0.784,0,1,11,20,0.285714,6,0.438299,18,0.088492,0.100006,312.085911,0.000533,0.000533,0.000118,0
FAC20250530022690,Facebook,13,4,0,user_314334,2219,3345,0,AI/ML,French,89,Text,7,Positive,0.721,0.129,0.151,5.5,Europe,-0.258819,-0.965926,-0.433884,-0.900969,0,1,0,0.721,0,0,23,57,0.142857,3,0.421807,18,0.089542,0.101328,4048.839874,0.000998,0.000998,0.000119,0
FAC20250530022692,Facebook,13,4,0,user_311531,102,1682,0,Fashion,English,74,Link,3,Positive,0.818,0.107,0.075,23.6,Asia,-0.258819,-0.965926,-0.433884,-0.900969,1,0,0,0.818,0,0,10,38,0.166667,6,0.71996,15,0.104166,0.1175,18040.117987,0.000808,0.000808,0.000139,0
FAC20250530022704,Facebook,13,4,0,user_346278,1510,1070,0,Technology,English,271,Poll,2,Positive,0.872,0.025,0.103,0,Asia,-0.258819,-0.965926,-0.433884,-0.900969,1,0,1,0.872,0,0,26,54,0.166667,6,0.759514,16,0.095061,0.106267,4468.280428,0.004307,0.004307,0.000136,0
FAC20250530022723,Facebook,13,4,0,user_120838,253,2898,0,Business,English,196,Text,4,Positive,0.808,0.141,0.05,7.5,Africa,-0.258819,-0.965926,-0.433884,-0.900969,0,0,1,0.808,0,0,25,58,0.142857,4,0.543385,14,0.111159,0.122431,33206.826385,0.000596,0.000596,0.000129,0
FAC20250530022748,Facebook,14,4,0,user_119823,1475,2487,0,Food,English,168,Video,3,Neutral,0.07,0.26,0.671,0,Africa,-0.5,-0.866025,-0.433884,-0.900969,1,0,1,0.671,0,0,26,54,0.222222,8,0.675258,17,0.092977,0.104367,4172.879829,0.002947,0.002946,0.00014,0
FAC20250530022764,Facebook,14,4,0,user_287953,1707,864,0,Technology,English,170,Text,4,Neutral,0.218,0,0.85,0,North America,-0.5,-0.866025,-0.433884,-0.900969,0,0,1,0.85,0,0,12,26,0.178571,5,0.62634,17,0.094644,0.106827,5024.078365,0.001024,0.001024,0.000127,0
FAC20250530022769,Facebook,14,4,0,user_111967,33,965,0,Travel,Japanese,371,Image,4,Negative,0.052,0.662,0.286,68.1,Asia,-0.5,-0.866025,-0.433884,-0.900969,1,0,1,0.662,0,0,24,29,0.166667,6,0.601229,19,0.092004,0.104437,9754.079787,0.000767,0.000767,0.000143,0
FAC20250530022779,Facebook,14,4,0,user_7631,6349,1753,0,Finance,Spanish,119,Text,3,Neutral,0.154,0.151,0.695,0,North America,-0.5,-0.866025,-0.433884,-0.900969,0,0,0,0.695,0,0,3,52,0.277778,10,0.744333,16,0.094195,0.105941,4815.255121,0.000104,0.000104,0.000138,0
FAC20250530022784,Facebook,14,4,0,user_474280,231,1439,0,Sports,German,146,Text,1,Negative,0.091,0.896,0.013,72.9,North America,-0.5,-0.866025,-0.433884,-0.900969,0,0,1,0.896,1,0,25,70,0.111111,4,0.709819,14,0.10719,0.118181,7544.672958,0.000545,0.000545,0.000139,0
FAC20250530022796,Facebook,14,4,0,user_61314,13955,3582,0,Gaming,Spanish,309,Link,4,Neutral,0.124,0.135,0.741,10.6,North America,-0.5,-0.866025,-0.433884,-0.900969,1,0,1,0.741,0,1,4,41,0.166667,6,0.710446,16,0.096248,0.107758,2414.914569,0.000611,0.000611,0.000138,0
FAC20250530022842,Facebook,15,4,0,user_289664,567,866,0,AI/ML,English,388,Image,5,Negative,0.148,0.856,0,50.7,Europe,-0.707107,-0.707107,-0.433884,-0.900969,1,1,1,0.856,0,0,1,1,0.111111,5,0.689605,17,0.095263,0.106623,14024.279784,0.00067,0.00067,0.000156,0
