post_id,hour_of_day,day_of_week,is_weekend,user_id,followers,account_age_days,verified,content_length,num_hashtags,sentiment_positive,sentiment_negative,toxicity_score,hour_sin,hour_cos,day_sin,day_cos,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,topic_Business,topic_Climate,topic_Education,topic_Entertainment,topic_Fashion,topic_Finance,topic_Food,topic_Gaming,topic_Health,topic_Politics,topic_Science,topic_Sports,topic_Technology,topic_Travel,language_Chinese,language_English,language_French,language_German,language_Hindi,language_Japanese,language_Korean,language_Portuguese,language_Spanish,media_type_Link,media_type_Poll,media_type_Text,media_type_Video,location_Asia,location_Europe,location_North America,location_Oceania,location_South America,location_Unknown,popularity,Degree,Authority,Hub,pageranks,modularity_class,eigencentrality
YOU20250902068288,14,1,0,user_285709,46,2532,0,262,1,0.053,0.919,54.7,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1,0,1,0.919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5e-06,1e-06,5.1e-05,19,0.216527
YOU20250821131028,9,3,0,user_410181,512,2471,0,24,3,0.688,0.149,23.7,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,1,0,0,0.688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.000301,0.000301,5e-05,18,0.248679
YOU20250912074293,12,4,0,user_221347,4013,3243,0,284,2,0.802,0.139,0.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,1,0.802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1e-06,1e-06,5.6e-05,10,0.338864
YOU20250821062721,17,3,0,user_406216,749,493,0,265,0,0.106,0.848,49.6,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,1,0,1,0.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1.6e-05,1.6e-05,5.7e-05,11,0.316079
YOU20250504096359,22,6,1,user_410645,14444,1009,0,130,3,0.068,0.6,53.7,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,1,0,0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,6,2e-05,3e-06,5.6e-05,6,0.347678
YOU20250624112589,18,1,0,user_235669,1776,3610,0,41,1,0.043,0.827,80.1,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,0,0,0.827,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0.0,0.0,5.7e-05,33,0.35384
YOU20250428094095,14,0,0,user_249188,40,3181,0,291,3,0.253,0.132,26.1,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1,0,1,0.615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1e-06,1e-06,4.9e-05,19,0.264734
YOU20250605026388,20,3,0,user_322659,1638,564,0,143,0,0.117,0.104,11.6,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,1,0,0,0.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,6,9e-06,9e-06,5.6e-05,33,0.358316
YOU20250922080426,17,0,0,user_470220,309,466,0,127,6,0.888,0.052,11.1,-0.9659258262890684,-0.2588190451025206,0.0,1.0,1,1,0,0.888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3.1e-05,5e-06,4.1e-05,24,0.225499
YOU20250516013191,19,4,0,user_96397,768,457,0,204,5,0.908,0.031,0.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1,1,1,0.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,2.2e-05,3e-06,5.7e-05,11,0.313871
YOU20250505007557,22,0,0,user_354518,15951,1706,0,108,1,0.172,0.11,45.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,1,0,0,0.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,6e-06,6e-06,4.8e-05,1,0.298903
YOU20250905136021,18,4,0,user_44919,23,239,0,55,0,0.155,0.139,9.2,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,1,0,0,0.706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,6,4e-06,4e-06,5.8e-05,5,0.303352
YOU20250809056549,22,5,1,user_323894,120,572,0,109,0,0.907,0.071,21.8,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,0,0.907,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6,0.0,0.0,5.7e-05,28,0.315586
YOU20250619033980,19,3,0,user_233371,9127,3420,0,254,2,0.028,0.902,62.3,-0.9659258262890684,0.2588190451025203,0.4338837391175582,-0.900968867902419,0,0,1,0.902,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6,1e-06,0.0,5.7e-05,26,0.335113
YOU20250519100895,15,0,0,user_105497,13,1574,0,35,1,0.685,0.099,8.8,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1,0,0,0.685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,7,9e-06,9e-06,6.5e-05,31,0.394292
YOU20250906072178,21,5,1,user_301893,192053,1943,0,282,3,0.12,0.733,69.3,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0,0,1,0.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,6.3e-05,6.3e-05,5.4e-05,0,0.421785
YOU20250703115416,17,3,0,user_55107,19767,1454,0,244,6,0.107,0.167,14.9,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,0,1,1,0.727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1e-06,1e-06,5.6e-05,1,0.331571
YOU20250511098481,18,6,1,user_311343,8761,3243,0,121,1,0.722,0.106,4.0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,0,0,0,0.722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6,0.0,0.0,5.8e-05,25,0.302301
YOU20250817060612,16,6,1,user_295025,103,1601,0,79,4,0.652,0.038,19.7,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,0,0.652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,6e-06,1e-06,5e-05,28,0.225004
YOU20250627113470,15,4,0,user_333731,123,1122,0,100,2,0.064,0.942,81.9,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0,0,0,0.942,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0.0,0.0,5.8e-05,28,0.309446
YOU20250421091845,14,0,0,user_287317,79,2835,0,174,2,0.061,0.878,57.5,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1,0,1,0.878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,3.7e-05,3.7e-05,5.6e-05,3,0.342363
YOU20250608028901,17,6,1,user_415890,363,2363,0,277,2,0.72,0.107,25.3,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,1,0,1,0.72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0.0,0.0,5e-05,24,0.245842
YOU20250630037799,14,0,0,user_488177,7871,608,0,264,2,0.062,0.715,80.5,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,0,1,0.715,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,7e-06,1e-06,5.7e-05,25,0.341648
YOU20250421001057,8,0,0,user_369523,2929,1713,0,186,2,0.016,0.647,31.6,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,1,0.647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,3e-06,3e-06,5.8e-05,2,0.293766
YOU20251003086388,12,4,0,user_355247,89327,2396,1,221,0,0.909,0.079,1.7,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,1,0.909,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,7,0.000243,3.7e-05,6.1e-05,27,0.574205
YOU20250517100448,20,5,1,user_330007,1192,2090,0,26,1,0.824,0.06,8.1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,0,0.824,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,2e-06,2e-06,5.7e-05,4,0.331183
YOU20250623112165,14,0,0,user_413309,31660,690,0,121,0,0.104,0.073,20.3,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1,0,0,0.822,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,3e-06,0.0,5e-05,8,0.233889
YOU20250617110330,17,1,0,user_283947,37182,746,0,83,5,0.054,0.724,38.1,-0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,1,1,0,0.724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,2e-06,0.0,4.9e-05,16,0.249239
YOU20250809056292,20,5,1,user_467487,77173,3137,0,125,1,0.063,0.814,62.7,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,0,0.814,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,3.8e-05,3.8e-05,5.4e-05,7,0.422497
YOU20250719120538,16,5,1,user_473645,1609,3547,0,245,1,0.036,0.729,60.3,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1,0,1,0.729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0.000691,0.000105,5.6e-05,33,0.35515
YOU20250821062182,13,3,0,user_269300,472295,1089,0,165,2,0.636,0.084,6.9,-0.2588190451025208,-0.9659258262890684,0.4338837391175582,-0.900968867902419,1,0,1,0.636,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,0.002772,0.002772,5.3e-05,12,0.465811
YOU20250422002730,18,1,0,user_185385,23413,667,0,283,1,0.3,0.0,0.0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,0,1,0.845,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2e-06,0.0,4.9e-05,9,0.24445
YOU20251009088918,18,3,0,user_444726,509,2944,0,181,1,0.759,0.142,23.5,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,1,0,1,0.759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0.000212,0.000212,4.9e-05,18,0.280373
YOU20250910073608,17,2,0,user_202281,4232,319,0,171,3,0.698,0.104,3.6,-0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,0,0,1,0.698,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,5e-06,5e-06,5.6e-05,10,0.334622
YOU20250827133258,22,2,0,user_59706,685,339,0,249,0,0.753,0.134,0.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,0,0,1,0.753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,1.2e-05,2e-06,5.8e-05,11,0.302233
YOU20250922081568,20,0,0,user_218255,62,2744,0,246,1,0.259,0.092,0.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,1,0,1,0.649,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0.000618,9.4e-05,5.7e-05,3,0.331755
YOU20250804053215,22,0,0,user_101017,1216,2829,0,113,4,0.762,0.027,0.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,1,0,0,0.762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3e-06,3e-06,5e-05,4,0.235864
YOU20250525021496,22,6,1,user_140627,6985800,1211,0,202,1,0.653,0.043,10.1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,1,0.653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,0.006556,0.006556,4.9e-05,20,0.291556
YOU20250801124897,22,4,0,user_129893,101,1607,0,150,3,0.702,0.108,11.2,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,1,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,3e-06,3e-06,5.8e-05,28,0.31625
YOU20250624112545,16,1,0,user_340040,42002,2140,0,57,0,0.758,0.104,20.7,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1,0,0,0.758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0.0,0.0,5.9e-05,16,0.285106
YOU20250617032284,15,1,0,user_12072,2955,751,0,152,2,0.918,0.1,0.0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,1,0.918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,3e-06,3e-06,5.6e-05,2,0.333824
YOU20251007146406,19,1,0,user_463934,671,2055,0,118,2,0.62,0.077,17.5,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0,0,0,0.62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1e-06,1e-06,5.5e-05,32,0.357815
YOU20250601105179,19,6,1,user_414041,2307,2254,0,34,1,0.765,0.085,18.4,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,1,0,0,0.765,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,1e-06,1e-06,5.7e-05,30,0.354575
YOU20250629036907,8,6,1,user_471647,12,2105,0,229,1,0.739,0.118,3.7,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1,0,1,0.739,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7e-06,7e-06,5.8e-05,31,0.290204
YOU20250629036964,12,6,1,user_481195,143,1398,0,119,2,0.143,0.931,74.4,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0,0,0,0.931,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,1e-06,0.0,5.7e-05,14,0.314001
YOU20250807126591,15,3,0,user_343631,420,377,0,276,2,0.111,0.272,27.6,-0.7071067811865471,-0.7071067811865479,0.4338837391175582,-0.900968867902419,1,0,1,0.617,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,8,1e-06,1e-06,7.1e-05,24,0.537117
YOU20250619033647,16,3,0,user_41853,419,1119,0,286,3,0.916,0.071,20.6,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,1,0,1,0.916,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1e-06,1e-06,6.4e-05,29,0.4065
YOU20250712044837,13,5,1,user_140527,5315,456,0,104,2,0.037,0.937,65.4,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,0,0,0,0.937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0.0,0.0,5.7e-05,34,0.338826
YOU20251003086433,15,4,0,user_36382,1897,1727,0,260,1,0.118,0.701,53.3,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0,0,1,0.701,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,5e-06,1e-06,5.7e-05,30,0.322113
YOU20250902069340,22,1,0,user_418056,59263203,2626,1,73,2,0.713,0.116,23.1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,1,0,0,0.713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0.002659,0.000403,3.8e-05,20,0.079779
YOU20250521017242,15,2,0,user_457325,121,595,0,275,0,0.079,0.248,22.3,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.2225209339563143,1,0,1,0.673,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0.0,0.0,5.7e-05,28,0.311673
YOU20251002086313,15,3,0,user_455153,71495,2935,0,75,0,0.03,0.686,70.0,-0.7071067811865471,-0.7071067811865479,0.4338837391175582,-0.900968867902419,1,0,0,0.686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,0.000272,4.1e-05,5.3e-05,7,0.490279
YOU20250528103676,7,2,0,user_21582,1906,409,0,32,3,0.255,0.218,14.0,0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,1,0,0,0.527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,1e-06,1e-06,5.5e-05,30,0.374896
YOU20250922078913,12,0,0,user_42844,36336,2511,0,97,5,0.045,0.87,86.7,1.2246467991473532e-16,-1.0,0.0,1.0,1,1,0,0.87,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6,2e-06,2e-06,5.7e-05,16,0.322302
YOU20251002086335,18,3,0,user_442979,3923,2518,0,214,2,0.055,0.789,33.7,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,1,0,1,0.789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,6,3.1e-05,5e-06,5.6e-05,10,0.337018
YOU20251010147199,14,4,0,user_376280,118,2442,0,124,1,0.909,0.117,26.2,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,0,0.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,1e-06,0.0,5.1e-05,28,0.227221
YOU20250922078571,9,0,0,user_419889,23968,669,0,53,3,0.094,0.144,11.4,0.7071067811865476,-0.7071067811865475,0.0,1.0,1,0,0,0.761,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1e-06,1e-06,5e-05,9,0.229979
YOU20250806054269,14,2,0,user_267273,802,792,0,97,0,0.104,0.796,86.6,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,1,0,0,0.796,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,6,3e-06,3e-06,5.7e-05,11,0.313051
YOU20250508008839,18,3,0,user_178799,48361,1678,0,79,3,0.077,0.66,59.6,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1e-06,1e-06,5e-05,7,0.247196
YOU20250605026361,19,3,0,user_185080,73637,1204,0,253,1,0.144,0.1,0.0,-0.9659258262890684,0.2588190451025203,0.4338837391175582,-0.900968867902419,1,0,1,0.756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,2.7e-05,2.7e-05,5.4e-05,7,0.409777
YOU20250506096758,13,1,0,user_179531,226,2295,0,19,3,0.052,0.079,38.0,-0.2588190451025208,-0.9659258262890684,0.7818314824680298,0.6234898018587336,1,0,0,0.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,2e-06,2e-06,5.7e-05,23,0.339461
YOU20250516012942,15,4,0,user_99568,19264,1580,0,269,3,0.13,0.069,0.0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,1,0,1,0.801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,1e-06,1e-06,5.6e-05,1,0.344212
YOU20251001084947,13,2,0,user_492761,28902,390,0,58,1,0.759,0.147,22.4,-0.2588190451025208,-0.9659258262890684,0.9749279121818236,-0.2225209339563143,1,0,0,0.759,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,2e-06,2e-06,5.9e-05,21,0.276282
YOU20250709117269,14,2,0,user_313182,47428,1128,0,42,1,0.085,0.198,29.1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,1,0,0,0.717,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0.0,0.0,5.7e-05,16,0.313755
YOU20250821061980,8,3,0,user_362150,41560,3301,0,203,3,0.754,0.131,3.6,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,1,0,1,0.754,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,2e-06,0.0,5.9e-05,16,0.283019
YOU20250519014664,14,0,0,user_160720,219,1570,0,210,2,0.282,0.096,6.1,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1,0,1,0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,6e-06,6e-06,7.3e-05,23,0.453143
YOU20250729050843,7,1,0,user_175839,62,2872,0,292,0,0.613,0.058,0.0,0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,1,0,1,0.613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,9.3e-05,9.3e-05,5.7e-05,3,0.342364
YOU20250922079582,15,0,0,user_428319,555,471,0,196,0,0.206,0.15,5.7,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0,0,1,0.644,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0.001061,0.000161,4.9e-05,32,0.256247
YOU20250621034577,17,5,1,user_286155,598,2160,0,224,3,0.221,0.081,43.3,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,1,0,1,0.698,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,3e-06,3e-06,5e-05,32,0.234807
YOU20250920140774,15,5,1,user_177057,129,1152,0,76,3,0.069,0.127,6.3,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0,0,0,0.803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,6,3e-06,1e-06,5.6e-05,14,0.377744
YOU20250815058991,19,4,0,user_4307,35525,557,0,128,2,0.628,0.056,0.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1,0,0,0.628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,0.0,0.0,4.9e-05,16,0.277216
YOU20250919140675,22,4,0,user_390805,962,310,0,130,2,0.106,0.191,4.6,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1,0,0,0.703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,5.6e-05,9e-06,6.6e-05,22,0.39363
YOU20250710117536,9,3,0,user_103994,3802,2187,0,193,5,0.901,0.149,28.7,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0,1,1,0.901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,4e-06,1e-06,4.9e-05,13,0.254869
