Id,Label,topic,language,media_type,location,followers,popularity,pageranks,modularity_class,Authority,Hub,indegree,outdegree,Degree,eigencentrality
YOU20250605026452,YOU20250605026452,Education,English,Text,Asia,0,0,0.00002,35,0.000861,0.012779,1,17,18,0.006853
YOU20250605026453,YOU20250605026453,Travel,English,Link,Europe,102775,1,0.000024,28,0.00338,0.010019,4,14,18,0.024049
YOU20250605026455,YOU20250605026455,AI/ML,English,Image,Asia,928,0,0.000024,31,0.003128,0.009829,4,14,18,0.030044
YOU20250605026480,YOU20250605026480,Politics,English,Video,Oceania,3531,0,0.000026,42,0.004676,0.009075,6,12,18,0.035927
YOU20250605026494,YOU20250605026494,Climate,English,Text,Asia,3400,0,0.000026,42,0.004775,0.008063,6,12,18,0.035161
YOU20250605026505,YOU20250605026505,AI/ML,French,Video,Asia,3,0,0.000023,40,0.003376,0.010051,4,14,18,0.013833
YOU20250605026511,YOU20250605026511,Climate,English,Text,Asia,1494,0,0.000025,40,0.004232,0.009193,5,13,18,0.02467
YOU20250605026527,YOU20250605026527,Fashion,Japanese,Poll,Asia,3907,0,0.000023,21,0.002107,0.00985,3,15,18,0.025822
YOU20250605026570,YOU20250605026570,Science,Spanish,Video,Oceania,46197,1,0.000024,3,0.003213,0.009556,4,14,18,0.030357
YOU20250605026582,YOU20250605026582,Science,English,Text,North America,158,0,0.000028,48,0.006044,0.009075,7,11,18,0.045491
YOU20250605026594,YOU20250605026594,Entertainment,English,Video,Europe,284,0,0.000029,2,0.007987,0.00687,9,9,18,0.041909
YOU20250605026595,YOU20250605026595,Sports,Chinese,Video,North America,7729,0,0.000024,44,0.004423,0.010335,5,13,18,0.018293
YOU20250605026597,YOU20250605026597,Food,Korean,Text,North America,1726,0,0.000029,24,0.007588,0.006358,9,9,18,0.040702
YOU20250605026611,YOU20250605026611,Finance,English,Image,North America,6000,0,0.000026,45,0.006118,0.006964,7,11,18,0.034268
YOU20250605026617,YOU20250605026617,Fashion,English,Text,North America,143,0,0.000027,31,0.007316,0.007009,8,10,18,0.026629
YOU20250605026625,YOU20250605026625,Finance,Portuguese,Image,Europe,1214,0,0.000022,1,0.00376,0.010097,4,14,18,0.010456
YOU20250605026627,YOU20250605026627,Climate,English,Image,North America,45111,0,0.000025,1,0.004225,0.009062,5,13,18,0.027588
YOU20250605026646,YOU20250605026646,Business,German,Text,Asia,1311,0,0.000023,13,0.003363,0.009838,4,14,18,0.014128
YOU20250605026663,YOU20250605026663,Gaming,English,Image,North America,61,0,0.000027,0,0.004374,0.008937,6,12,18,0.046053
YOU20250605026664,YOU20250605026664,Climate,English,Image,North America,28,0,0.000025,39,0.004171,0.00881,5,13,18,0.025929
YOU20250605026666,YOU20250605026666,Food,English,Poll,Europe,127560,1,0.000023,3,0.003147,0.009307,4,14,18,0.014307
YOU20250605026668,YOU20250605026668,Travel,English,Text,Asia,7,0,0.000024,38,0.004169,0.00971,5,13,18,0.019014
YOU20250606026679,YOU20250606026679,Education,English,Text,Europe,835,0,0.000022,15,0.002645,0.011308,3,15,18,0.011833
YOU20250606026696,YOU20250606026696,Travel,Spanish,Text,Asia,141,0,0.000022,35,0.003732,0.010246,4,14,18,0.012435
YOU20250606026698,YOU20250606026698,Travel,Japanese,Video,Oceania,44045,1,0.000024,11,0.004272,0.009405,5,13,18,0.022752
YOU20250606026721,YOU20250606026721,Travel,English,Image,North America,16615,0,0.000028,25,0.005753,0.00835,7,11,18,0.041157
YOU20250606026722,YOU20250606026722,Travel,English,Poll,Asia,2020,0,0.000025,37,0.005233,0.009173,6,12,18,0.029528
YOU20250606026727,YOU20250606026727,Business,English,Image,North America,5337,0,0.000022,48,0.002156,0.008969,3,15,18,0.015126
YOU20250606026766,YOU20250606026766,Science,Japanese,Image,Europe,31,0,0.000025,22,0.00508,0.009397,6,12,18,0.028382
YOU20250606026790,YOU20250606026790,Gaming,Chinese,Link,Asia,200912,0,0.000025,6,0.003842,0.008445,5,13,18,0.041926
YOU20250606026820,YOU20250606026820,Science,English,Poll,Asia,5360,0,0.000026,26,0.005123,0.008627,6,12,18,0.034776
YOU20250606026822,YOU20250606026822,Finance,English,Image,Europe,72197,1,0.000023,43,0.002268,0.009734,3,15,18,0.020401
YOU20250606026825,YOU20250606026825,Politics,Chinese,Image,Asia,8163,0,0.000023,41,0.003443,0.01067,4,14,18,0.02217
YOU20250606026833,YOU20250606026833,Food,English,Image,North America,1489,0,0.000026,14,0.005963,0.007205,7,11,18,0.028695
YOU20250606026835,YOU20250606026835,Business,English,Poll,Europe,815,0,0.000026,20,0.006152,0.007637,7,11,18,0.030687
YOU20250606026837,YOU20250606026837,Food,Spanish,Link,Europe,61385,0,0.000024,32,0.003911,0.009525,5,13,18,0.023036
YOU20250606026846,YOU20250606026846,Technology,English,Image,North America,364,0,0.000023,23,0.003295,0.00942,4,14,18,0.013148
YOU20250606026853,YOU20250606026853,AI/ML,English,Image,Europe,4081,0,0.000025,2,0.004133,0.009821,5,13,18,0.033297
YOU20250606026860,YOU20250606026860,Business,English,Video,Europe,4018,0,0.000026,3,0.005209,0.008618,6,12,18,0.031896
YOU20250606026861,YOU20250606026861,AI/ML,English,Text,North America,683,0,0.000027,11,0.005986,0.00847,7,11,18,0.033701
YOU20250606026867,YOU20250606026867,Health,German,Video,Europe,22841,1,0.000024,11,0.003019,0.009981,4,14,18,0.02698
YOU20250606026887,YOU20250606026887,Sports,English,Text,North America,8512,0,0.000024,35,0.003095,0.010336,4,14,18,0.029144
YOU20250606026895,YOU20250606026895,Finance,Spanish,Video,Europe,56381,1,0.000019,6,0.00096,0.012134,1,17,18,0.001731
YOU20250606026897,YOU20250606026897,Health,English,Image,North America,97,0,0.000025,25,0.00525,0.00796,6,12,18,0.025159
YOU20250606026904,YOU20250606026904,Climate,Japanese,Text,Asia,11467,0,0.000029,20,0.007421,0.00623,9,9,18,0.046218
YOU20250606026916,YOU20250606026916,Technology,Japanese,Image,Africa,335,0,0.000024,46,0.004329,0.010264,5,13,18,0.017565
YOU20250606026917,YOU20250606026917,Climate,English,Video,Europe,61339,0,0.000024,39,0.005414,0.008977,6,12,18,0.015807
YOU20250606026930,YOU20250606026930,Travel,Korean,Link,Asia,1580,0,0.000021,49,0.002889,0.011347,3,15,18,0.00877
YOU20250606026934,YOU20250606026934,Business,English,Text,Africa,57,0,0.000023,49,0.003403,0.010081,4,14,18,0.022047
YOU20250606026945,YOU20250606026945,Science,English,Link,North America,0,0,0.000028,39,0.006982,0.007497,8,10,18,0.044148
YOU20250606026952,YOU20250606026952,Business,Spanish,Image,Asia,36,0,0.000023,35,0.003609,0.009924,4,14,18,0.016625
YOU20250606026954,YOU20250606026954,Health,English,Video,Asia,2044,0,0.000029,31,0.005174,0.007791,7,11,18,0.065119
YOU20250606026965,YOU20250606026965,Science,Japanese,Video,North America,132,0,0.000025,29,0.005252,0.009437,6,12,18,0.022787
YOU20250606026970,YOU20250606026970,Politics,English,Video,North America,5635,0,0.000029,20,0.005996,0.007193,8,10,18,0.049402
YOU20250606026978,YOU20250606026978,Education,English,Link,Europe,310,0,0.000026,40,0.005102,0.0095,6,12,18,0.03075
YOU20250606026986,YOU20250606026986,Health,English,Text,North America,598,0,0.000026,17,0.006204,0.00851,7,11,18,0.033653
YOU20250606026991,YOU20250606026991,Travel,English,Text,North America,3025,1,0.000023,37,0.003349,0.010606,4,14,18,0.014477
YOU20250606026992,YOU20250606026992,AI/ML,French,Text,Europe,4721,0,0.000021,22,0.001679,0.011365,2,16,18,0.01436
YOU20250606026994,YOU20250606026994,Technology,Spanish,Text,Europe,64274,0,0.000022,26,0.002354,0.011064,3,15,18,0.016705
YOU20250606026998,YOU20250606026998,Sports,Spanish,Text,North America,85970,1,0.000024,5,0.004353,0.008052,5,13,18,0.027317
YOU20250606027006,YOU20250606027006,Politics,English,Text,Europe,16930,0,0.000021,28,0.001684,0.010871,2,16,18,0.008881
YOU20250606027011,YOU20250606027011,Food,English,Link,South America,134,0,0.00002,2,0.001895,0.012382,2,16,18,0.003463
YOU20250606027030,YOU20250606027030,Sports,English,Poll,Asia,8,0,0.000022,5,0.002837,0.010865,3,15,18,0.013379
YOU20250606027032,YOU20250606027032,Sports,English,Text,Asia,29323,0,0.000023,44,0.00376,0.009697,4,14,18,0.01747
YOU20250606027053,YOU20250606027053,Sports,Hindi,Poll,North America,2424,0,0.000028,0,0.005774,0.007636,7,11,18,0.049832
YOU20250606027065,YOU20250606027065,Gaming,Portuguese,Image,Asia,4164,0,0.000029,11,0.006368,0.007301,8,10,18,0.048494
YOU20250606027068,YOU20250606027068,Gaming,Hindi,Text,Europe,19797,1,0.000022,29,0.002488,0.010629,3,15,18,0.010292
YOU20250606027082,YOU20250606027082,Politics,Portuguese,Image,Asia,11184,0,0.000032,6,0.009144,0.004967,11,7,18,0.072622
YOU20250606027098,YOU20250606027098,Climate,Portuguese,Poll,Africa,142184,1,0.000028,39,0.005752,0.008071,7,11,18,0.041434
YOU20250606027118,YOU20250606027118,Education,Portuguese,Text,Asia,908,0,0.000026,4,0.004812,0.008855,6,12,18,0.029719
YOU20250606027128,YOU20250606027128,Health,Hindi,Image,Africa,88612,0,0.000025,3,0.003915,0.008664,5,13,18,0.028953
YOU20250606027158,YOU20250606027158,Food,French,Image,Europe,4703,0,0.000022,9,0.002317,0.010955,3,15,18,0.018863
YOU20250606027159,YOU20250606027159,Health,English,Text,South America,648,0,0.000022,17,0.003758,0.010384,4,14,18,0.008773
YOU20250606027163,YOU20250606027163,AI/ML,English,Text,South America,1276,0,0.000027,20,0.004808,0.008793,6,12,18,0.040451
YOU20250606027169,YOU20250606027169,Food,English,Text,Europe,1082,0,0.000026,46,0.00497,0.009654,6,12,18,0.034836
YOU20250606027187,YOU20250606027187,Travel,English,Image,North America,10590,0,0.000028,17,0.006349,0.007385,8,10,18,0.046739
YOU20250606027193,YOU20250606027193,Health,Spanish,Text,Asia,1417,0,0.000022,0,0.003662,0.009647,4,14,18,0.011784
YOU20250606027199,YOU20250606027199,Education,Korean,Link,Europe,1331,0,0.000023,43,0.003694,0.009785,4,14,18,0.01729
YOU20250606027203,YOU20250606027203,Food,English,Image,North America,303,0,0.000026,2,0.004918,0.008846,6,12,18,0.036353
YOU20250606027207,YOU20250606027207,Business,Spanish,Video,Asia,1914,0,0.000026,37,0.006104,0.008047,7,11,18,0.032377
YOU20250606027212,YOU20250606027212,Finance,English,Image,North America,5197195,1,0.000024,12,0.004123,0.008983,5,13,18,0.021815
YOU20250606027235,YOU20250606027235,Business,Portuguese,Image,Europe,38,0,0.000025,19,0.005276,0.007627,6,12,18,0.028803
YOU20250606027236,YOU20250606027236,Finance,English,Video,Europe,87,0,0.000022,16,0.002575,0.010259,3,15,18,0.019964
YOU20250606027242,YOU20250606027242,Gaming,Spanish,Image,North America,194,0,0.000027,25,0.005805,0.009131,7,11,18,0.03691
YOU20250606027259,YOU20250606027259,Entertainment,English,Video,North America,899,0,0.000026,40,0.004973,0.008741,6,12,18,0.03351
YOU20250607027265,YOU20250607027265,Technology,Spanish,Image,North America,120492,1,0.000023,35,0.00357,0.0111,4,14,18,0.021573
YOU20250607027279,YOU20250607027279,AI/ML,English,Text,Europe,21497,1,0.000023,40,0.003755,0.010487,4,14,18,0.015595
YOU20250607027290,YOU20250607027290,AI/ML,French,Image,North America,12435,1,0.000021,1,0.002527,0.009879,3,15,18,0.009129
YOU20250607027304,YOU20250607027304,Climate,English,Text,Europe,3,0,0.000025,48,0.004037,0.008849,5,13,18,0.033543
YOU20250607027313,YOU20250607027313,Politics,English,Link,North America,21,0,0.000022,43,0.003417,0.010517,4,14,18,0.009977
YOU20250607027319,YOU20250607027319,Food,Japanese,Text,North America,22351,0,0.000021,21,0.002558,0.009229,3,15,18,0.010339
YOU20250607027322,YOU20250607027322,Climate,English,Image,South America,97089,1,0.000031,21,0.007258,0.006946,9,9,18,0.063677
YOU20250607027323,YOU20250607027323,Science,English,Link,North America,252,0,0.000027,45,0.006721,0.00676,8,10,18,0.036734
YOU20250607027329,YOU20250607027329,Entertainment,English,Image,Asia,102,0,0.000022,19,0.003526,0.010982,4,14,18,0.012783
YOU20250607027339,YOU20250607027339,Food,English,Image,Europe,3097,0,0.000025,41,0.004892,0.00768,6,12,18,0.022672
YOU20250607027343,YOU20250607027343,Business,Arabic,Image,North America,48,0,0.000027,8,0.005943,0.008727,7,11,18,0.044268
YOU20250607027347,YOU20250607027347,Business,German,Image,North America,23313,0,0.000025,21,0.004359,0.010044,5,13,18,0.030207
YOU20250607027349,YOU20250607027349,Education,English,Video,Europe,437,0,0.000023,7,0.002378,0.010256,3,15,18,0.022384
YOU20250607027354,YOU20250607027354,Gaming,Chinese,Poll,Europe,154,0,0.000022,24,0.002416,0.011192,3,15,18,0.012505
YOU20250607027364,YOU20250607027364,Health,Portuguese,Image,Europe,1220,0,0.000027,3,0.003273,0.00897,5,13,18,0.041769
YOU20250607027365,YOU20250607027365,Politics,Korean,Link,North America,14,0,0.000026,11,0.003825,0.009883,5,13,18,0.041341
YOU20250607027393,YOU20250607027393,Education,Hindi,Text,Europe,349130,1,0.000028,40,0.005757,0.0083,7,11,18,0.047222
YOU20250607027425,YOU20250607027425,AI/ML,Portuguese,Image,Asia,274,0,0.000024,27,0.004809,0.010313,5,13,18,0.020802
YOU20250607027429,YOU20250607027429,Entertainment,Korean,Image,Asia,788,0,0.000026,15,0.00571,0.007806,7,11,18,0.030081
YOU20250607027443,YOU20250607027443,Politics,English,Text,Europe,258,0,0.000022,31,0.002553,0.010983,3,15,18,0.014902
YOU20250607027445,YOU20250607027445,Finance,Portuguese,Image,North America,303,0,0.000027,37,0.004766,0.009081,6,12,18,0.039246
YOU20250607027450,YOU20250607027450,Science,English,Text,Europe,18,0,0.000021,28,0.001703,0.011876,2,16,18,0.008893
YOU20250607027451,YOU20250607027451,AI/ML,English,Text,Europe,264,0,0.000021,31,0.001398,0.010808,2,16,18,0.017003
YOU20250607027465,YOU20250607027465,Food,English,Poll,Africa,8505,1,0.000024,29,0.004192,0.010254,5,13,18,0.02337
YOU20250607027466,YOU20250607027466,Gaming,English,Image,North America,28468,0,0.000025,16,0.005272,0.008352,6,12,18,0.030606
YOU20250607027486,YOU20250607027486,Politics,English,Text,Asia,1,0,0.000025,38,0.005355,0.008448,6,12,18,0.02428
YOU20250607027490,YOU20250607027490,Business,Arabic,Text,Europe,64534,1,0.000023,5,0.002968,0.009629,4,14,18,0.023202
YOU20250607027492,YOU20250607027492,Food,French,Poll,Africa,276,0,0.000022,39,0.002245,0.009418,3,15,18,0.015951
YOU20250607027495,YOU20250607027495,Gaming,English,Video,North America,759,0,0.000021,20,0.001744,0.012415,2,16,18,0.008237
YOU20250607027499,YOU20250607027499,Food,English,Link,Asia,23,0,0.000025,1,0.005024,0.009315,6,12,18,0.026554
YOU20250607027510,YOU20250607027510,Gaming,Arabic,Text,Oceania,64697,1,0.000021,38,0.002388,0.010619,3,15,18,0.007965
YOU20250607027525,YOU20250607027525,Gaming,French,Text,North America,409,0,0.000026,36,0.004785,0.008924,6,12,18,0.031578
YOU20250607027534,YOU20250607027534,AI/ML,English,Video,North America,9568,0,0.000022,48,0.003439,0.01062,4,14,18,0.010267
YOU20250607027538,YOU20250607027538,Science,Portuguese,Text,North America,9651121,1,0.00003,40,0.007111,0.007021,9,9,18,0.055554
YOU20250607027541,YOU20250607027541,Finance,English,Video,North America,1157,0,0.000022,37,0.00249,0.010353,3,15,18,0.015621
YOU20250607027551,YOU20250607027551,Education,Spanish,Text,Asia,17693,0,0.000027,0,0.005918,0.008072,7,11,18,0.036165
YOU20250607027552,YOU20250607027552,Climate,French,Image,Africa,12208,0,0.000022,44,0.002558,0.009458,3,15,18,0.012998
YOU20250607027556,YOU20250607027556,Politics,Spanish,Video,South America,336,0,0.000022,16,0.002719,0.010503,3,15,18,0.012035
YOU20250607027561,YOU20250607027561,Gaming,English,Image,North America,27,0,0.000027,25,0.005037,0.009201,6,12,18,0.049736
YOU20250607027562,YOU20250607027562,Climate,English,Image,Asia,217523,1,0.000026,13,0.003893,0.008362,5,13,18,0.042012
YOU20250607027567,YOU20250607027567,Travel,English,Image,North America,147,0,0.000029,2,0.00667,0.007009,8,10,18,0.04569
YOU20250607027569,YOU20250607027569,AI/ML,French,Text,Europe,133,0,0.000026,45,0.003876,0.009977,5,13,18,0.035727
YOU20250607027570,YOU20250607027570,Technology,Hindi,Image,Europe,2108,0,0.000024,15,0.002877,0.009396,4,14,18,0.030491
YOU20250607027582,YOU20250607027582,Technology,English,Link,North America,1959,0,0.000027,11,0.004971,0.008416,6,12,18,0.039014
YOU20250607027591,YOU20250607027591,Fashion,English,Image,Europe,1302,0,0.000024,17,0.00313,0.009653,4,14,18,0.026197
YOU20250607027607,YOU20250607027607,Science,English,Image,North America,3097,0,0.000024,9,0.004515,0.0103,5,13,18,0.022067
YOU20250607027608,YOU20250607027608,Health,English,Text,South America,25110,0,0.000022,26,0.002371,0.010415,3,15,18,0.01226
YOU20250607027627,YOU20250607027627,Health,English,Link,Africa,98911,0,0.000026,3,0.005007,0.008907,6,12,18,0.033327
YOU20250607027630,YOU20250607027630,Travel,English,Video,Asia,45,0,0.000024,8,0.004642,0.009184,5,13,18,0.023101
YOU20250607027639,YOU20250607027639,Science,English,Text,Europe,22272,0,0.00002,18,0.001714,0.012048,2,16,18,0.00579
YOU20250607027640,YOU20250607027640,Politics,English,Image,North America,558,0,0.000027,42,0.005827,0.006994,7,11,18,0.035934
YOU20250607027642,YOU20250607027642,Politics,Portuguese,Link,Unknown,36780,1,0.000027,43,0.005798,0.008478,7,11,18,0.042004
YOU20250607027644,YOU20250607027644,Travel,English,Text,North America,290,1,0.000023,38,0.003244,0.0098,4,14,18,0.02189
YOU20250607027651,YOU20250607027651,Travel,English,Text,North America,3,0,0.000023,36,0.0034,0.009856,4,14,18,0.020563
YOU20250607027653,YOU20250607027653,Health,English,Image,South America,1290,1,0.00003,19,0.007266,0.007182,9,9,18,0.051909
YOU20250607027655,YOU20250607027655,Gaming,Portuguese,Text,North America,102,0,0.000024,20,0.004473,0.008678,5,13,18,0.01916
YOU20250607027663,YOU20250607027663,Sports,Spanish,Link,Europe,44,0,0.000026,24,0.004912,0.009819,6,12,18,0.036488
YOU20250607027668,YOU20250607027668,Entertainment,German,Link,Africa,2914,0,0.000026,1,0.00445,0.007129,6,12,18,0.040035
YOU20250607027671,YOU20250607027671,Travel,Spanish,Text,Africa,9389,0,0.000022,5,0.003742,0.010088,4,14,18,0.013861
YOU20250607027682,YOU20250607027682,Travel,English,Image,Europe,236,0,0.00002,3,0.001907,0.010447,2,16,18,0.003463
YOU20250607027683,YOU20250607027683,Technology,English,Text,Europe,267,0,0.000026,39,0.004711,0.008026,6,12,18,0.039383
YOU20250607027698,YOU20250607027698,Gaming,English,Text,North America,56,0,0.000024,26,0.005421,0.008301,6,12,18,0.017815
YOU20250607027709,YOU20250607027709,Finance,English,Video,Asia,12510,1,0.000026,21,0.004831,0.009759,6,12,18,0.035815
YOU20250607027724,YOU20250607027724,Food,Portuguese,Poll,Asia,12416,0,0.000024,27,0.003013,0.010332,4,14,18,0.030505
YOU20250607027731,YOU20250607027731,Technology,German,Image,North America,27403,1,0.00002,38,0.000846,0.012349,1,17,18,0.006699
YOU20250607027732,YOU20250607027732,AI/ML,English,Text,North America,4917,0,0.000028,23,0.007706,0.007229,9,9,18,0.035493
YOU20250607027737,YOU20250607027737,Gaming,English,Image,North America,418974,1,0.000022,41,0.002762,0.010881,3,15,18,0.015223
YOU20250607027753,YOU20250607027753,Travel,French,Video,Europe,5376,0,0.000026,39,0.004967,0.008743,6,12,18,0.035186
YOU20250607027757,YOU20250607027757,Politics,English,Video,Europe,53,0,0.000023,43,0.003571,0.010299,4,14,18,0.016246
YOU20250607027758,YOU20250607027758,Entertainment,English,Link,Asia,903512,1,0.000024,46,0.004497,0.009652,5,13,18,0.025018
YOU20250607027764,YOU20250607027764,Education,Japanese,Image,Africa,136,0,0.000024,48,0.004161,0.008474,5,13,18,0.02667
YOU20250607027777,YOU20250607027777,Education,Hindi,Link,Europe,14536,0,0.000027,17,0.007198,0.007272,8,10,18,0.036187
YOU20250607027783,YOU20250607027783,Sports,English,Link,Europe,766,0,0.000024,26,0.004769,0.009845,5,13,18,0.022238
YOU20250607027797,YOU20250607027797,Politics,Spanish,Text,North America,76916,1,0.000031,11,0.006325,0.007483,8,10,18,0.071761
YOU20250607027798,YOU20250607027798,Education,German,Link,North America,147,0,0.000021,2,0.002592,0.011727,3,15,18,0.011016
YOU20250607027808,YOU20250607027808,Technology,French,Link,Asia,1,0,0.000025,43,0.003906,0.009079,5,13,18,0.032931
YOU20250607027825,YOU20250607027825,Fashion,English,Video,Europe,16,0,0.000027,9,0.006316,0.009216,7,11,18,0.038972
YOU20250607027846,YOU20250607027846,Gaming,English,Image,North America,812,0,0.000028,6,0.008362,0.006677,9,9,18,0.034873
YOU20250607027848,YOU20250607027848,Finance,English,Image,Europe,1434,0,0.000026,2,0.006206,0.008026,7,11,18,0.025756
YOU20250607027859,YOU20250607027859,Fashion,French,Text,North America,8340,1,0.000026,3,0.004027,0.009718,5,13,18,0.037068
YOU20250607027868,YOU20250607027868,Business,English,Text,Europe,100,0,0.000024,45,0.004187,0.008985,5,13,18,0.022437
YOU20250607027869,YOU20250607027869,Health,English,Video,Europe,27,0,0.000026,43,0.006027,0.008179,7,11,18,0.028014
YOU20250607027870,YOU20250607027870,Gaming,German,Text,Europe,15203,0,0.000026,36,0.003862,0.009955,5,13,18,0.04
YOU20250607027883,YOU20250607027883,Gaming,English,Text,North America,19496,0,0.000026,41,0.005271,0.009376,6,12,18,0.035873
YOU20250607027885,YOU20250607027885,Entertainment,Spanish,Video,North America,16403,0,0.000024,6,0.004465,0.009033,5,13,18,0.019008
YOU20250607027898,YOU20250607027898,Education,Japanese,Text,North America,5,0,0.000025,18,0.004282,0.009335,5,12,17,0.029421
YOU20250607027910,YOU20250607027910,Sports,Hindi,Text,Asia,20825,0,0.000031,21,0.007475,0.007063,9,9,18,0.064741
YOU20250607027914,YOU20250607027914,Fashion,Hindi,Text,Asia,7146,0,0.000027,48,0.005638,0.008283,7,11,18,0.034882
YOU20250607027920,YOU20250607027920,Entertainment,English,Text,North America,53893,0,0.000023,6,0.004353,0.009037,5,13,18,0.014131
YOU20250607027921,YOU20250607027921,Business,English,Poll,North America,1666,0,0.00003,31,0.006129,0.007206,8,10,18,0.065537
YOU20250607027932,YOU20250607027932,Gaming,English,Text,North America,2453,0,0.000022,3,0.002479,0.011045,3,15,18,0.018244
YOU20250607027937,YOU20250607027937,Business,French,Video,Asia,1992671,1,0.00002,41,0.001695,0.011366,2,16,18,0.004386
YOU20250607027940,YOU20250607027940,AI/ML,English,Image,Asia,110172,0,0.000029,7,0.007504,0.006409,9,9,18,0.049912
YOU20250607027945,YOU20250607027945,Food,English,Image,Europe,157,0,0.000024,47,0.004353,0.0096,5,13,18,0.02109
YOU20250607027954,YOU20250607027954,Health,German,Video,Asia,209748,1,0.000025,17,0.004174,0.009058,5,13,18,0.029204
YOU20250607027984,YOU20250607027984,Food,English,Image,North America,5108,0,0.000024,39,0.004239,0.009735,5,13,18,0.023399
YOU20250607027988,YOU20250607027988,Business,English,Text,North America,3394,0,0.000027,38,0.00603,0.007315,7,11,18,0.042427
YOU20250607027989,YOU20250607027989,Health,English,Image,North America,183,0,0.000023,46,0.003625,0.010891,4,14,18,0.01737
YOU20250607027995,YOU20250607027995,Travel,Portuguese,Poll,Oceania,8022,1,0.000028,2,0.005812,0.007752,7,11,18,0.040038
YOU20250607028003,YOU20250607028003,Sports,English,Text,Asia,619,0,0.000028,37,0.00551,0.006718,7,11,18,0.0496
YOU20250607028032,YOU20250607028032,Technology,English,Video,North America,94034,1,0.000025,17,0.004034,0.008828,5,13,18,0.02523
YOU20250607028034,YOU20250607028034,Travel,English,Text,Asia,1037,0,0.000023,4,0.003387,0.00944,4,14,18,0.014468
YOU20250607028038,YOU20250607028038,Gaming,Portuguese,Image,Asia,28,0,0.000021,9,0.001715,0.011628,2,16,18,0.007273
YOU20250607028048,YOU20250607028048,Sports,Hindi,Image,Asia,407,0,0.000023,5,0.003482,0.009473,4,14,18,0.018629
YOU20250607028049,YOU20250607028049,AI/ML,English,Poll,North America,111191,0,0.000028,29,0.006477,0.007536,8,10,18,0.040561
YOU20250607028052,YOU20250607028052,Science,French,Image,North America,517516,1,0.000031,27,0.007011,0.00635,9,9,18,0.059994
YOU20250607028053,YOU20250607028053,Entertainment,Japanese,Video,North America,3724,0,0.000022,18,0.002655,0.012054,3,15,18,0.011456
YOU20250607028076,YOU20250607028076,AI/ML,English,Text,Europe,195308,1,0.000021,27,0.002783,0.010552,3,15,18,0.009454
YOU20250607028087,YOU20250607028087,Entertainment,Portuguese,Text,North America,217,0,0.00002,2,0.001852,0.011237,2,16,18,0.006754
YOU20250607028088,YOU20250607028088,Sports,French,Image,North America,3178,0,0.000025,7,0.005577,0.009202,6,12,18,0.025502
YOU20250607028098,YOU20250607028098,Climate,English,Image,North America,4707,1,0.000029,20,0.005253,0.007989,7,11,18,0.055972
YOU20250607028107,YOU20250607028107,Technology,English,Text,Asia,83054,1,0.000022,40,0.003599,0.010297,4,14,18,0.009697
YOU20250607028108,YOU20250607028108,Sports,Japanese,Poll,North America,113,0,0.000021,20,0.00271,0.011461,3,15,18,0.009129
YOU20250607028111,YOU20250607028111,Technology,English,Image,Oceania,9904,0,0.000021,3,0.002503,0.011943,3,15,18,0.007042
YOU20250607028116,YOU20250607028116,Technology,English,Video,South America,107750,1,0.000021,36,0.002803,0.009739,3,15,18,0.007389
YOU20250607028126,YOU20250607028126,Sports,English,Image,South America,110,0,0.00002,37,0.001785,0.010244,2,16,18,0.007084
YOU20250607028134,YOU20250607028134,AI/ML,English,Image,Asia,23,0,0.000024,31,0.003385,0.011258,4,14,18,0.024231
YOU20250607028165,YOU20250607028165,Gaming,French,Video,Europe,1240,0,0.000022,34,0.003815,0.011051,4,14,18,0.011784
YOU20250607028170,YOU20250607028170,Health,French,Video,North America,156226,0,0.000022,40,0.002464,0.009389,3,15,18,0.017599
YOU20250607028188,YOU20250607028188,Climate,English,Image,Europe,4615,0,0.000023,28,0.003288,0.009673,4,14,18,0.02047
YOU20250607028201,YOU20250607028201,Fashion,German,Image,North America,2019,0,0.000023,34,0.004372,0.008142,5,13,18,0.017027
YOU20250607028207,YOU20250607028207,Business,English,Image,Asia,1607514,1,0.000031,14,0.009152,0.00439,11,7,18,0.056904
YOU20250607028208,YOU20250607028208,Science,English,Image,South America,1567,0,0.000022,37,0.003568,0.011247,4,14,18,0.013535
YOU20250607028239,YOU20250607028239,Sports,English,Video,Europe,14241,0,0.000023,2,0.003491,0.010317,4,14,18,0.024456
YOU20250607028243,YOU20250607028243,Fashion,German,Text,North America,3020,0,0.000022,25,0.002109,0.010727,3,15,18,0.013795
YOU20250607028245,YOU20250607028245,Entertainment,English,Link,North America,11049,0,0.000022,30,0.003671,0.01116,4,14,18,0.011283
YOU20250607028254,YOU20250607028254,Gaming,Portuguese,Image,Europe,342985,1,0.000022,42,0.002672,0.011153,3,15,18,0.013561
YOU20250607028255,YOU20250607028255,Finance,English,Text,Europe,41890,1,0.000025,44,0.005373,0.009312,6,12,18,0.025634
YOU20250607028268,YOU20250607028268,Business,English,Text,Europe,30878,0,0.000025,34,0.004168,0.009451,5,13,18,0.030941
YOU20250607028277,YOU20250607028277,Gaming,English,Video,Africa,27356,0,0.000024,35,0.003997,0.009125,5,13,18,0.023425
YOU20250607028281,YOU20250607028281,Technology,English,Text,Asia,56964,1,0.000024,25,0.004262,0.008781,5,13,18,0.016122
