Id,platform,hour_of_day,day_of_week,is_weekend,user_id,followers,account_age_days,verified,topic,language,content_length,media_type,num_hashtags,sentiment_category,sentiment_positive,sentiment_negative,sentiment_neutral,toxicity_score,location,hour_sin,hour_cos,day_sin,day_cos,followers_log,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,popularity,Label
TIK20250524019092,TikTok,15,5,1,user_33745,1289,3623,0,Education,English,142,Text,3,Negative,0.129,0.612,0.259,39.6,North America,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,7.162397497355718,0,0,0,0.612,0,0,TIK20250524019092
TIK20250524019109,TikTok,15,5,1,user_434272,476,2314,0,Travel,English,133,Link,1,Neutral,0.208,0.01,0.782,14.3,Asia,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,6.1675164908883415,1,0,0,0.782,0,0,TIK20250524019109
TIK20250524019159,TikTok,16,5,1,user_118737,33609,2620,0,AI/ML,Chinese,52,Text,2,Negative,0.095,0.939,0.0,63.8,Europe,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,10.422578920719152,0,0,0,0.939,0,1,TIK20250524019159
TIK20250524019168,TikTok,16,5,1,user_65564,3508,2782,0,Fashion,Spanish,32,Text,2,Negative,0.018,0.748,0.234,74.2,North America,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,8.163086375583216,0,0,0,0.748,1,0,TIK20250524019168
TIK20250524019173,TikTok,16,5,1,user_133008,14731,2470,0,Fashion,Spanish,109,Image,0,Negative,0.134,0.677,0.189,43.8,Europe,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,9.597777277564957,1,0,0,0.677,0,0,TIK20250524019173
TIK20250524019181,TikTok,16,5,1,user_235869,209,2852,0,Food,Spanish,96,Image,3,Neutral,0.214,0.158,0.628,0.0,Asia,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,5.3471075307174685,1,0,0,0.628,0,0,TIK20250524019181
TIK20250524019182,TikTok,16,5,1,user_276721,27,900,0,Education,English,25,Image,3,Neutral,0.195,0.147,0.658,26.6,North America,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,3.332204510175204,1,0,0,0.658,0,0,TIK20250524019182
TIK20250524019191,TikTok,16,5,1,user_497902,11349,963,0,Technology,Portuguese,101,Image,2,Negative,0.024,0.612,0.364,24.9,Europe,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,9.336973022909548,1,0,0,0.612,0,1,TIK20250524019191
TIK20250524019206,TikTok,16,5,1,user_23014,283,2031,0,Food,English,83,Image,2,Neutral,0.216,0.108,0.676,9.1,North America,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,5.648974238161206,1,0,0,0.676,0,0,TIK20250524019206
TIK20250524019223,TikTok,16,5,1,user_274350,1361,1894,0,AI/ML,English,19,Video,2,Positive,0.807,0.126,0.067,0.0,North America,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,7.216709486709457,1,0,0,0.807,0,0,TIK20250524019223
TIK20250524019238,TikTok,16,5,1,user_495706,3450,2620,0,Politics,English,143,Link,1,Positive,0.774,0.046,0.18,7.5,Europe,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,8.146419323098003,1,0,0,0.774,0,0,TIK20250524019238
TIK20250524019250,TikTok,17,5,1,user_429028,4716,3203,0,Entertainment,English,12,Video,1,Positive,0.772,0.092,0.136,11.8,Asia,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,8.458928283284262,1,0,0,0.772,0,1,TIK20250524019250
TIK20250524019252,TikTok,17,5,1,user_338426,1016,1563,0,AI/ML,Spanish,97,Text,1,Positive,0.639,0.012,0.35,9.5,Asia,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,6.92461239604856,0,0,0,0.639,0,0,TIK20250524019252
TIK20250524019259,TikTok,17,5,1,user_68188,1324,773,0,Finance,Spanish,50,Link,2,Positive,0.62,0.113,0.267,23.2,Europe,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,7.1891677384203225,1,0,0,0.62,0,0,TIK20250524019259
TIK20250524019298,TikTok,17,5,1,user_388404,929,2283,0,Business,Korean,107,Text,1,Negative,0.144,0.95,0.0,73.2,Unknown,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,6.835184586147301,0,0,0,0.95,1,0,TIK20250524019298
TIK20250524019300,TikTok,17,5,1,user_289215,404,2036,0,Sports,English,82,Text,5,Neutral,0.164,0.148,0.687,6.0,Europe,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,6.003887067106539,0,1,0,0.687,0,0,TIK20250524019300
TIK20250524019325,TikTok,17,5,1,user_59505,19384,675,0,Science,English,145,Image,1,Positive,0.798,0.043,0.159,5.2,Asia,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,9.87225485010503,1,0,1,0.798,0,0,TIK20250524019325
TIK20250524019329,TikTok,17,5,1,user_449197,523,3246,0,Travel,English,74,Video,1,Positive,0.701,0.043,0.256,13.0,North America,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,6.261491684321042,1,0,0,0.701,0,0,TIK20250524019329
TIK20250524019332,TikTok,17,5,1,user_55932,434,1290,0,Travel,English,109,Image,3,Positive,0.892,0.061,0.048,14.9,North America,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,6.075346031088684,1,0,0,0.892,0,0,TIK20250524019332
TIK20250524019340,TikTok,17,5,1,user_192880,11924,2983,0,Travel,French,37,Video,1,Negative,0.144,0.795,0.061,61.5,Unknown,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,9.386392315756542,1,0,0,0.795,0,0,TIK20250524019340
TIK20250524019394,TikTok,18,5,1,user_381726,38800,908,0,Food,English,29,Link,0,Neutral,0.29,0.015,0.695,6.5,Asia,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,10.566201298475118,1,0,0,0.695,0,1,TIK20250524019394
TIK20250524019419,TikTok,18,5,1,user_232075,215,1263,0,Travel,English,128,Text,1,Neutral,0.285,0.09,0.625,18.7,North America,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,5.375278407684165,0,0,0,0.625,0,0,TIK20250524019419
TIK20250524019445,TikTok,18,5,1,user_449956,651,2530,0,Politics,Korean,103,Image,3,Neutral,0.117,0.227,0.657,33.1,Europe,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,6.480044561926653,1,0,0,0.657,0,0,TIK20250524019445
TIK20250524019446,TikTok,18,5,1,user_200027,202,861,0,Gaming,English,23,Image,3,Neutral,0.248,0.07,0.682,23.4,North America,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,5.313205979041787,1,0,0,0.682,0,0,TIK20250524019446
TIK20250524019494,TikTok,19,5,1,user_456488,72089,3627,0,Food,Spanish,46,Video,1,Negative,0.1,0.911,0.0,51.9,Europe,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,11.185670617398625,1,0,0,0.911,0,1,TIK20250524019494
TIK20250524019522,TikTok,19,5,1,user_415423,16,1203,0,Technology,English,12,Text,1,Neutral,0.217,0.035,0.748,0.0,North America,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,2.833213344056216,0,0,0,0.748,0,0,TIK20250524019522
TIK20250524019552,TikTok,19,5,1,user_112472,994,1235,0,Technology,French,24,Link,4,Neutral,0.283,0.0,0.793,0.0,North America,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,6.902742737158593,1,0,0,0.793,0,0,TIK20250524019552
TIK20250524019553,TikTok,19,5,1,user_311281,129,204,0,Entertainment,English,22,Video,1,Neutral,0.104,0.17,0.726,0.7,Europe,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,4.867534450455582,1,0,0,0.726,0,0,TIK20250524019553
TIK20250524019570,TikTok,19,5,1,user_100963,369,1094,0,Gaming,Spanish,50,Text,2,Negative,0.069,0.823,0.108,27.6,North America,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,5.91350300563827,0,0,0,0.823,0,0,TIK20250524019570
TIK20250524019587,TikTok,19,5,1,user_152044,27803,269,0,Business,Japanese,50,Image,5,Negative,0.128,0.903,0.0,58.2,Europe,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,10.232935174220376,1,1,0,0.903,0,1,TIK20250524019587
TIK20250524019617,TikTok,20,5,1,user_151146,19,2591,0,Business,English,132,Image,3,Positive,0.743,0.124,0.133,22.5,Africa,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,2.995732273553991,1,0,0,0.743,0,0,TIK20250524019617
TIK20250524019629,TikTok,20,5,1,user_106522,480,1215,0,Education,English,88,Image,2,Negative,0.082,0.793,0.125,74.0,North America,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,6.175867270105761,1,0,0,0.793,1,0,TIK20250524019629
TIK20250524019653,TikTok,20,5,1,user_218103,290,1182,0,Finance,Korean,140,Video,1,Neutral,0.189,0.082,0.729,4.4,Europe,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,5.673323267171493,1,0,0,0.729,0,0,TIK20250524019653
TIK20250524019660,TikTok,20,5,1,user_177208,251,2097,0,Education,English,95,Text,3,Positive,0.859,0.036,0.104,0.0,North America,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,5.529429087511423,0,0,0,0.859,0,0,TIK20250524019660
TIK20250524019673,TikTok,20,5,1,user_289281,5303,1211,0,Travel,English,130,Text,3,Neutral,0.16,0.158,0.683,14.5,South America,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,8.576216531865699,0,0,0,0.683,0,0,TIK20250524019673
TIK20250524019677,TikTok,20,5,1,user_292513,52266,1152,0,Health,English,103,Text,3,Positive,0.735,0.039,0.226,0.0,North America,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,10.864120475761018,0,0,0,0.735,0,1,TIK20250524019677
TIK20250524019679,TikTok,20,5,1,user_138064,182320,2661,0,Politics,German,99,Video,6,Negative,0.017,0.789,0.194,66.9,Asia,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,12.113524148766306,1,1,0,0.789,0,0,TIK20250524019679
TIK20250524019687,TikTok,20,5,1,user_459864,346,1022,0,Business,Portuguese,32,Video,2,Positive,0.87,0.08,0.05,9.0,North America,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,5.849324779946859,1,0,0,0.87,0,0,TIK20250524019687
TIK20250524019688,TikTok,20,5,1,user_189741,65,3337,0,Health,Hindi,92,Image,1,Neutral,0.122,0.058,0.819,4.7,North America,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,4.189654742026425,1,0,0,0.819,0,0,TIK20250524019688
TIK20250524019698,TikTok,20,5,1,user_358927,188,2882,0,Politics,Spanish,19,Text,2,Neutral,0.141,0.093,0.766,0.0,Asia,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,5.241747015059643,0,0,0,0.766,0,0,TIK20250524019698
TIK20250524019699,TikTok,20,5,1,user_92359,129,197,0,Entertainment,English,75,Text,3,Neutral,0.186,0.18,0.634,0.0,Europe,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,4.867534450455582,0,0,0,0.634,0,0,TIK20250524019699
TIK20250524019721,TikTok,21,5,1,user_213760,1676,3334,0,Climate,Spanish,42,Text,0,Neutral,0.12,0.215,0.665,34.6,North America,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,7.424761761823209,0,0,0,0.665,0,0,TIK20250524019721
TIK20250524019737,TikTok,21,5,1,user_311426,8326,388,0,Entertainment,English,58,Image,0,Neutral,0.147,0.121,0.733,6.9,Unknown,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,9.02725852623582,1,0,0,0.733,0,0,TIK20250524019737
TIK20250524019747,TikTok,21,5,1,user_397744,9508,944,0,Food,Spanish,126,Image,3,Positive,0.905,0.056,0.039,0.0,Asia,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,9.159993997539445,1,0,0,0.905,0,0,TIK20250524019747
TIK20250524019749,TikTok,21,5,1,user_392211,1,978,0,Finance,English,126,Video,3,Positive,0.63,0.088,0.282,29.8,Africa,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.6931471805599453,1,0,0,0.63,0,0,TIK20250524019749
TIK20250524019754,TikTok,21,5,1,user_433319,35,1567,0,Health,English,121,Text,0,Negative,0.02,0.86,0.119,84.8,Europe,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,3.58351893845611,0,0,0,0.86,1,0,TIK20250524019754
TIK20250524019758,TikTok,21,5,1,user_356898,207750,792,1,Finance,English,82,Text,2,Neutral,0.218,0.082,0.7,0.0,Asia,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,12.244095526183848,0,0,0,0.7,0,1,TIK20250524019758
TIK20250524019761,TikTok,21,5,1,user_130847,219,359,0,Travel,English,115,Text,1,Positive,0.724,0.059,0.217,14.0,Asia,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,5.393627546352362,0,0,0,0.724,0,0,TIK20250524019761
TIK20250524019767,TikTok,21,5,1,user_203479,1453,595,0,Fashion,English,40,Link,1,Neutral,0.261,0.039,0.7,9.4,Europe,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,7.282073658093465,1,0,0,0.7,0,0,TIK20250524019767
TIK20250524019775,TikTok,21,5,1,user_114244,2,1828,0,Politics,English,89,Text,1,Negative,0.067,0.872,0.061,83.9,Europe,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1.0986122886681098,0,0,0,0.872,1,0,TIK20250524019775
TIK20250524019776,TikTok,21,5,1,user_24974,1610,3294,0,Technology,English,61,Text,1,Positive,0.835,0.091,0.074,0.0,North America,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,7.384610383176974,0,0,0,0.835,0,0,TIK20250524019776
TIK20250524019783,TikTok,21,5,1,user_365735,6884,2384,0,Fashion,English,117,Link,3,Positive,0.902,0.087,0.012,0.0,North America,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,8.837100411162755,1,0,0,0.902,0,0,TIK20250524019783
TIK20250524019800,TikTok,21,5,1,user_204092,3635,2477,0,Food,French,72,Text,4,Neutral,0.247,0.134,0.618,0.0,Europe,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,8.19863945529737,0,0,0,0.618,0,0,TIK20250524019800
TIK20250524019807,TikTok,22,5,1,user_23562,39771,752,0,Business,English,149,Text,2,Neutral,0.117,0.057,0.826,0.0,Europe,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,10.590918426099964,0,0,1,0.826,0,1,TIK20250524019807
TIK20250524019818,TikTok,22,5,1,user_158941,1222099,156,1,Gaming,English,64,Video,3,Neutral,0.263,0.0,0.742,0.0,North America,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,14.016081248426092,1,0,0,0.742,0,1,TIK20250524019818
TIK20250524019833,TikTok,22,5,1,user_172458,16,540,0,AI/ML,English,87,Image,1,Neutral,0.211,0.083,0.706,17.0,North America,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,2.833213344056216,1,0,0,0.706,0,0,TIK20250524019833
TIK20250524019842,TikTok,22,5,1,user_343691,10347,44,0,Travel,German,52,Video,1,Positive,0.718,0.082,0.201,0.0,North America,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,9.24454854330592,1,0,0,0.718,0,0,TIK20250524019842
TIK20250524019847,TikTok,22,5,1,user_431690,848,1133,0,Business,Portuguese,22,Link,2,Neutral,0.124,0.104,0.772,16.1,Asia,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,6.744059186311348,1,0,0,0.772,0,0,TIK20250524019847
TIK20250524019854,TikTok,22,5,1,user_11550,19773,862,0,Climate,Arabic,108,Video,2,Neutral,0.159,0.027,0.814,0.0,North America,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,9.892123222457078,1,0,0,0.814,0,1,TIK20250524019854
TIK20250524019871,TikTok,22,5,1,user_162112,6876,688,0,Gaming,Korean,111,Link,4,Neutral,0.265,0.0,0.782,0.0,Asia,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,8.835937789319836,1,0,0,0.782,0,0,TIK20250524019871
TIK20250524019880,TikTok,22,5,1,user_170525,740,3448,0,Fashion,English,90,Video,2,Positive,0.66,0.06,0.28,18.4,Asia,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,6.608000625296087,1,0,0,0.66,0,0,TIK20250524019880
TIK20250524019884,TikTok,22,5,1,user_291766,53,1216,0,Politics,English,83,Text,3,Neutral,0.212,0.051,0.736,0.0,Europe,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,3.9889840465642745,0,0,0,0.736,0,0,TIK20250524019884
TIK20250525019913,TikTok,5,6,1,user_230112,276,68,0,Education,Spanish,13,Text,2,Positive,0.848,0.04,0.112,10.7,Oceania,0.9659258262890684,0.2588190451025207,-0.7818314824680299,0.6234898018587334,5.6240175061873385,0,0,0,0.848,0,0,TIK20250525019913
TIK20250525019937,TikTok,8,6,1,user_420077,415,415,0,Politics,English,74,Text,4,Positive,0.753,0.137,0.111,36.2,Europe,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,6.030685260261263,0,0,0,0.753,0,0,TIK20250525019937
TIK20250525019950,TikTok,8,6,1,user_383165,31179,3027,0,Climate,English,16,Link,0,Neutral,0.289,0.0,0.797,0.0,Europe,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,10.347532142611769,1,0,0,0.797,0,0,TIK20250525019950
TIK20250525019962,TikTok,9,6,1,user_363322,12405,2200,0,Travel,Portuguese,138,Text,5,Positive,0.689,0.106,0.205,26.0,North America,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,9.425935505533063,0,1,0,0.689,0,1,TIK20250525019962
TIK20250525020048,TikTok,11,6,1,user_222321,600,1789,0,AI/ML,Spanish,104,Video,0,Negative,0.017,0.672,0.31,63.5,Europe,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,6.398594934535208,1,0,0,0.672,0,1,TIK20250525020048
TIK20250525020074,TikTok,11,6,1,user_25262,245,1402,0,Entertainment,English,146,Text,3,Positive,0.829,0.145,0.026,1.3,Asia,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,5.5053315359323625,0,0,1,0.829,0,1,TIK20250525020074
TIK20250525020080,TikTok,11,6,1,user_28680,91382,639,0,Education,French,82,Link,3,Neutral,0.089,0.256,0.655,45.3,North America,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,11.422814744519275,1,0,0,0.655,0,1,TIK20250525020080
TIK20250525020111,TikTok,12,6,1,user_98307,13299,1919,0,Politics,English,50,Image,3,Neutral,0.185,0.01,0.806,4.7,South America,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,9.495519314209846,1,0,0,0.806,0,0,TIK20250525020111
TIK20250525020117,TikTok,12,6,1,user_2760,3268,3570,0,Entertainment,Portuguese,74,Image,1,Neutral,0.272,0.06,0.668,0.0,North America,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,8.092239406724211,1,0,0,0.668,0,1,TIK20250525020117
TIK20250525020118,TikTok,12,6,1,user_209063,2456,1288,0,Finance,English,142,Link,3,Positive,0.892,0.048,0.06,0.0,Asia,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,7.806696372521179,1,0,0,0.892,0,1,TIK20250525020118
TIK20250525020132,TikTok,12,6,1,user_235489,47,1617,0,Gaming,English,95,Text,3,Positive,0.787,0.132,0.081,0.0,North America,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,3.871201010907891,0,0,0,0.787,0,0,TIK20250525020132
TIK20250525020135,TikTok,12,6,1,user_170829,2930,2878,0,Science,French,23,Text,2,Positive,0.718,0.135,0.147,13.4,Europe,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,7.983098940710892,0,0,0,0.718,0,0,TIK20250525020135
TIK20250525020154,TikTok,12,6,1,user_47926,2685,3600,0,Science,English,138,Text,2,Positive,0.911,0.028,0.061,6.2,North America,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,7.895808377083183,0,0,0,0.911,0,0,TIK20250525020154
TIK20250525020161,TikTok,12,6,1,user_428717,7,597,0,Fashion,English,12,Image,2,Positive,0.73,0.017,0.253,0.0,North America,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,2.079441541679836,1,0,0,0.73,0,0,TIK20250525020161
TIK20250525020165,TikTok,12,6,1,user_223389,1955,34,0,Fashion,Portuguese,93,Text,0,Positive,0.939,0.014,0.048,0.0,North America,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,7.578656850594762,0,0,0,0.939,0,0,TIK20250525020165
TIK20250525020177,TikTok,13,6,1,user_54860,79,3522,0,Science,English,32,Text,3,Negative,0.109,0.696,0.196,45.3,Europe,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,4.382026634673881,0,0,0,0.696,0,0,TIK20250525020177
TIK20250525020179,TikTok,13,6,1,user_433357,6625,3434,0,Entertainment,English,109,Text,1,Negative,0.137,0.648,0.215,23.0,Africa,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,8.798756582859841,0,0,0,0.648,0,0,TIK20250525020179
TIK20250525020206,TikTok,13,6,1,user_114319,293,3421,0,Travel,Korean,93,Video,1,Positive,0.827,0.135,0.038,39.9,North America,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,5.683579767338681,1,0,0,0.827,0,0,TIK20250525020206
TIK20250525020211,TikTok,13,6,1,user_278412,285,95,0,Food,English,113,Image,3,Positive,0.636,0.072,0.292,2.2,Europe,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,5.655991810819852,1,0,0,0.636,0,0,TIK20250525020211
TIK20250525020222,TikTok,13,6,1,user_283310,195,228,0,Entertainment,Japanese,102,Image,2,Neutral,0.105,0.245,0.65,7.3,Asia,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,5.278114659230517,1,0,0,0.65,0,0,TIK20250525020222
TIK20250525020252,TikTok,13,6,1,user_9950,1303102,2335,0,Finance,English,23,Video,1,Positive,0.613,0.111,0.277,0.8,North America,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,14.080258901332789,1,0,0,0.613,0,1,TIK20250525020252
TIK20250525020256,TikTok,13,6,1,user_125181,1208239,2200,1,Technology,Japanese,116,Text,5,Negative,0.12,0.84,0.041,64.6,Europe,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,14.004675313240224,0,1,0,0.84,0,1,TIK20250525020256
TIK20250525020257,TikTok,13,6,1,user_75872,216,2660,0,Health,Chinese,40,Text,5,Positive,0.777,0.127,0.096,24.0,Asia,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,5.37989735354046,0,1,0,0.777,0,0,TIK20250525020257
TIK20250525020259,TikTok,13,6,1,user_466694,5789,2220,0,Technology,Spanish,58,Video,2,Positive,0.635,0.096,0.269,0.0,Europe,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,8.663887570567042,1,0,0,0.635,0,0,TIK20250525020259
TIK20250525020277,TikTok,13,6,1,user_305878,1005,428,0,Gaming,English,102,Image,4,Negative,0.011,0.657,0.332,47.1,North America,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,6.913737350659685,1,0,0,0.657,0,0,TIK20250525020277
TIK20250525020282,TikTok,13,6,1,user_274866,4,1991,0,Politics,English,90,Video,3,Neutral,0.05,0.124,0.826,37.2,North America,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,1.6094379124341005,1,0,0,0.826,0,0,TIK20250525020282
TIK20250525020287,TikTok,13,6,1,user_432733,8365,1202,0,Business,Japanese,134,Image,1,Neutral,0.121,0.25,0.63,68.6,North America,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,9.031931152002144,1,0,0,0.63,0,1,TIK20250525020287
TIK20250525020293,TikTok,14,6,1,user_428708,1864,1818,0,Education,English,135,Text,2,Positive,0.68,0.013,0.307,10.9,Oceania,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,7.5310163320779155,0,0,0,0.68,0,0,TIK20250525020293
TIK20250525020307,TikTok,14,6,1,user_324170,77,2102,0,Entertainment,German,138,Image,1,Positive,0.864,0.059,0.077,7.8,North America,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,4.356708826689592,1,0,0,0.864,0,0,TIK20250525020307
TIK20250525020319,TikTok,14,6,1,user_402949,2935,258,0,Politics,Chinese,14,Text,1,Positive,0.615,0.048,0.338,1.4,Europe,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,7.984803389734406,0,0,0,0.615,0,0,TIK20250525020319
TIK20250525020324,TikTok,14,6,1,user_258752,424077,2655,0,Politics,English,73,Poll,0,Neutral,0.142,0.214,0.644,21.1,Europe,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,12.957672679559264,1,0,0,0.644,0,1,TIK20250525020324
TIK20250525020334,TikTok,14,6,1,user_44542,6147,3362,0,Gaming,Portuguese,79,Text,3,Positive,0.883,0.082,0.035,0.3,Asia,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,8.723882104658486,0,0,0,0.883,0,0,TIK20250525020334
TIK20250525020339,TikTok,14,6,1,user_470468,18998,3554,0,AI/ML,English,78,Image,1,Positive,0.701,0.039,0.26,0.6,Asia,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,9.85214162518454,1,0,0,0.701,0,0,TIK20250525020339
TIK20250525020340,TikTok,14,6,1,user_69764,1566,1408,0,Sports,English,58,Link,1,Positive,0.735,0.027,0.239,0.0,Europe,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,7.356918242356021,1,0,0,0.735,0,0,TIK20250525020340
TIK20250525020350,TikTok,14,6,1,user_451931,6383,2636,0,Fashion,German,94,Link,3,Positive,0.892,0.106,0.002,15.2,Europe,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,8.761550139129644,1,0,0,0.892,0,0,TIK20250525020350
TIK20250525020356,TikTok,14,6,1,user_366867,1261,3228,0,Food,English,144,Text,2,Positive,0.829,0.027,0.144,11.1,Asia,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,7.140453043101158,0,0,0,0.829,0,0,TIK20250525020356
