emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,post_id
-1.971482,-1.7559316,0.14694284,2.6869502,-2.51201,-1.3967499,-2.8529563,-0.30483738,TIK20250905070839
-0.13446234,-1.5904256,-1.6624372,3.9271297,1.5817349,1.9651909,-1.8176447,-1.5391856,TIK20250625035816
1.9453794,0.6281756,-3.989286,3.2082856,0.94942343,-1.0219713,-1.0321093,0.98388547,TIK20250624035205
-2.7745636,-0.049383607,-2.437002,0.8340315,-0.46730158,1.6134272,-3.532119,-2.2239976,TIK20250714045803
0.8784558,1.2201328,-3.3106499,2.4042914,0.9457526,1.4863837,-2.2840316,-1.8353409,TIK20250705040997
1.3693051,-2.3211672,-1.8553159,3.2594564,-1.7751173,0.3052148,-0.71676135,-2.5213137,TIK20250517013608
1.1360545,0.3878618,-1.4123175,2.5315053,1.4392482,0.48133934,-4.1105886,-0.99739397,TIK20250519016210
2.1694198,-1.2814451,-2.3806648,0.36881357,-0.057649486,-3.5182211,-2.3349996,-0.81746733,TIK20250629037339
-1.3181273,-0.22619466,-1.5996491,1.2837423,-3.5216157,-2.7432008,-2.46132,-0.24833754,TIK20250926084033
-0.7369202,1.8748041,-1.2186612,3.7910182,-0.29429913,-2.6648817,-1.8453709,0.94938725,TIK20251007088371
-2.8604136,-0.07675702,-3.6284328,1.2771689,2.0534348,1.0177217,-0.57973,-2.099178,TIK20250930144179
-0.30928198,-0.33338124,-3.7474873,0.10069533,0.7087232,0.15870547,-3.6072822,1.007843,TIK20251001085596
-2.0985367,-0.34302834,-0.28644186,1.5867326,0.07492585,-0.7624417,-0.017186005,-2.5845115,TIK20250501006020
-1.6775292,0.33957708,-4.6384506,-0.07915803,-1.8183608,-1.7890309,-0.12837271,-0.4385534,TIK20250809056117
-0.6537911,-1.3983668,-0.91060144,4.359,-1.9817244,-2.073221,-0.7692975,1.1506041,TIK20250729051452
-0.68698937,-3.217148,-2.081631,0.9341455,0.7747923,-0.3096041,-0.034437805,-2.9520724,TIK20250814058144
1.5434421,-1.516369,-1.3180099,1.8800968,2.8269334,-2.6847801,-2.1217496,-1.7594869,TIK20250617032198
-1.2695228,1.8243798,-3.823824,2.211976,-0.25882295,0.2776117,0.27500492,-2.7147086,TIK20250723121842
-2.1651664,-1.4485629,-3.3025193,1.3861253,-0.7131096,-2.8499155,1.7391732,-1.2077494,TIK20250726122891
-0.1367737,-1.222772,-0.6686651,1.6212125,-2.5114763,-2.8054874,-1.3545146,-3.232761,TIK20250922080798
2.5603907,-0.9751104,-2.8926237,2.7927198,-0.6957663,-3.156197,-0.41033944,-0.09318625,TIK20250527103402
-2.242704,1.2502434,-4.3571444,2.063298,0.22155927,-0.07139057,0.8803953,-0.956761,TIK20250925083412
0.8415571,-1.8495253,-0.84570783,4.898751,0.84224117,0.06023284,-1.2558815,-0.42790383,TIK20250421091997
1.6637955,-2.4443989,-3.5559213,1.1568364,2.0733464,-0.57092917,-0.6471089,-1.7658452,TIK20250920078230
-2.9436092,-3.6071174,-3.1968255,0.6831654,-0.4197058,-0.42713708,-0.5064067,0.01866206,TIK20250510098014
-3.373916,-1.0881903,-3.2816052,1.3140501,-0.88689125,-1.7261795,1.0872546,-0.27286386,TIK20250530023657
1.0078291,-1.7601147,-0.90041757,3.5294502,-0.20848759,-1.904774,-3.1604123,1.7140025,TIK20250907136531
-1.1385167,0.68046504,-2.6913702,1.6328497,0.03516693,-0.3874217,-3.124257,2.1590886,TIK20250607107064
0.8358966,2.2706625,-3.3121483,2.9031506,-0.7654565,-2.2225804,-0.026574785,-1.0885282,TIK20250719120489
-1.3644631,0.17404144,-2.2435398,0.17975064,-0.635934,-4.189711,-0.30893686,-1.7044808,TIK20250519014174
0.088380374,-0.9643951,-0.5106521,1.7647529,-2.5251632,-2.659573,-1.8556917,-3.0125735,TIK20250908072979
-0.9797103,0.24870123,0.4400832,1.8984578,-0.030091196,-2.1167495,-4.0099115,-2.3950934,TIK20250821062356
-0.64738053,0.1422783,-4.522107,0.1527995,1.731008,-2.6149576,0.3259668,-0.9263285,TIK20250821062567
0.18015939,-1.23226,-1.9050014,3.0232723,-2.4603548,0.6413375,-0.43784752,-2.9486663,TIK20250920140719
1.578962,1.6012809,-2.1878111,1.4155073,-1.15538,-1.9644041,-2.4529738,-2.7171216,TIK20250925142407
0.5671487,2.2120636,-3.2750869,3.476026,-1.2764097,-1.2170484,-0.24653055,-0.46340436,TIK20250508008619
1.8624964,-0.84213686,-2.8256152,2.7592344,-1.2981724,-2.7116005,0.6014701,-1.0612712,TIK20250717119993
-1.1715826,-0.72214514,-5.0747924,0.26982996,-1.8085984,-1.71188,0.26314098,0.10140238,TIK20250613030459
1.5624582,0.47388914,-4.1313405,2.2796454,0.79272467,-1.9057779,-0.66946834,1.200609,TIK20250913138491
-1.7031535,-0.14424245,-1.9191135,3.354993,-2.4612403,1.2329353,-0.87583154,-2.8528097,TIK20250704115740
-2.994571,-1.1545763,-1.2905521,2.6976502,3.1582038,-0.21431614,-1.5840887,-0.57931316,TIK20250512098790
0.6894109,-0.97745055,-3.3308094,2.431235,0.3805352,1.5046612,-0.2910428,-2.953014,TIK20250619033419
1.5760356,-1.0258998,-1.3995323,0.69151014,-0.9844361,-3.2733805,-2.6177793,-0.47103354,TIK20250714046061
-2.6650946,-2.810565,-1.5671091,0.8199541,-1.0040357,-0.19118918,-1.1190547,-3.4592068,TIK20250906136142
-2.082667,-2.651007,-1.4687935,0.653273,1.2378474,-3.9051237,-0.65095395,-1.1323719,TIK20250603025001
-2.5132713,-2.5740376,-1.2393612,0.7824249,1.1778414,-3.7991502,-0.7487641,-0.8816191,TIK20250613030477
-0.0041682795,-1.5748024,-2.3100255,3.7651498,1.1162297,-2.5907466,1.0428956,0.750834,TIK20250504096244
0.6004621,-0.48618293,-0.5115346,3.6945362,2.3236356,-0.6600206,-3.3110704,-0.14224108,TIK20250513012086
-1.7149812,-1.8197116,-4.537085,0.8602801,1.7982979,-0.0022879262,-1.0928401,1.3943188,TIK20250519014846
1.298008,-2.5131388,-4.3737526,0.9082819,-0.9403264,0.24221821,-1.3159564,0.05079974,TIK20250523102055
-1.1287843,-2.2761273,-4.690972,1.1936362,1.9705784,-0.2062281,0.0012117645,0.7169094,TIK20250811128075
-0.6638956,1.8225188,-0.7115484,3.418157,-0.38470805,-3.385591,-2.4185104,0.3419026,TIK20250426003946
-1.1570508,-1.5151924,-2.3498042,-1.0374511,-1.3655425,-1.3209486,-4.139807,-1.644836,TIK20250524018731
0.08557293,1.9358819,-1.1624371,3.9360397,0.5968842,-0.7223879,-1.0059457,-2.87304,TIK20250713045497
1.3538053,1.2106017,-2.0452402,0.869585,0.41668984,-2.343479,-0.8435614,-1.5471447,TIK20250826065581
-1.5721785,-0.81686974,-1.8571138,0.60944486,-3.63689,-2.0499701,-2.4929662,-0.7513145,TIK20250717119911
-1.2245772,-0.28987858,-0.7547925,0.2950891,-0.21859738,-2.4216597,-2.577471,-4.013259,TIK20250501006004
-0.6570123,-0.78892386,-4.574532,2.0253544,-0.64345145,1.6749216,-1.4760021,1.08762,TIK20250707042803
-0.114213094,-0.6356269,-2.7029362,0.8085986,-0.84723145,0.60720104,-0.9086027,0.8780125,TIK20251010147177
0.32188123,-0.64203346,-2.7158458,0.28805414,3.2572162,-2.4537997,-1.4734412,-1.5912336,TIK20250529104048
-1.6016003,-1.5075644,-0.3271951,2.958407,-3.0169134,-0.49946645,-3.0640764,-0.507494,TIK20250827066615
1.2862412,0.079103276,-4.475467,1.7412597,1.4325905,-2.3674533,-0.36246315,0.96696585,TIK20250728123610
-0.19670455,0.37561095,-5.0872035,-0.0077237906,1.1155127,-1.8612409,0.12256208,-1.2185658,TIK20250917140034
-0.5941091,0.3956344,-4.4050155,-0.5711755,2.202996,-1.6265157,-1.1831735,-1.2782587,TIK20250820061874
-1.4500077,2.4977925,-3.0663977,2.5879917,-2.3212008,-1.0443895,-1.4146227,0.05338567,TIK20251006088273
0.665243,2.2818065,-2.316192,1.3293312,1.2062356,-1.3809655,-2.5856051,-2.278323,TIK20250922078476
-0.37910563,0.7527037,-2.7559245,0.019166956,0.93110126,-4.215267,-0.98984426,-1.8849517,TIK20250705040157
-1.1879715,-2.7064247,-2.4436119,-0.18053381,2.6156971,-0.78799623,-2.5162957,-1.0849137,TIK20250919140360
-1.539743,-0.19826995,-1.2217472,3.3590913,-2.6101277,0.3424862,-1.0707484,-3.2423425,TIK20250621034647
-2.2160995,0.6212966,-1.4935442,0.8944342,-0.43711248,0.033318345,-0.7927312,0.5458299,TIK20251006087706
-1.9221431,-1.0997009,-2.4007797,-0.34488708,1.3551596,0.65801805,-3.1802273,-0.66580683,TIK20251003145028
-0.010244412,-0.7880488,-3.2086377,3.4909415,-1.185296,1.9499565,-0.7370642,-0.1746237,TIK20250422002857
-1.03425,-2.8864844,-3.8156369,-0.60492957,-0.27355376,-2.3014603,-0.25526327,-0.54866844,TIK20250617032182
-3.259509,-0.7177022,0.18524562,2.2965255,-1.0246236,-0.9330714,-1.6171652,-2.8043613,TIK20250821063271
-0.60894525,-3.211417,-0.83896995,1.980797,-0.87864244,0.96210873,-2.9264796,-2.5333152,TIK20250929143855
0.9754583,2.4424026,-3.4954727,2.8183053,-0.54256356,-2.337059,-0.12939234,-1.2711672,TIK20250928143500
-1.5601902,0.8852324,-0.3006208,3.3968678,-0.826548,0.36998555,-2.23372,-0.045655265,TIK20251001086229
2.2620177,-1.1282461,-2.8683476,1.1287938,-2.403493,-1.8637503,-1.6044353,-2.1563177,TIK20250722121688
-2.188042,0.12005727,-3.4834075,1.2473253,-3.1972191,0.57081276,-2.3926063,-0.14897269,TIK20251005087156
0.099214315,0.40968978,-1.8852825,-0.41556925,1.1381366,-2.572065,-3.9545958,-1.4035441,TIK20250420000828
1.4953411,1.3283367,-4.296481,1.5895443,-0.04388176,0.4994905,-1.5214401,-1.2188472,TIK20250919077413
-0.20901257,-0.57067555,-3.021364,3.0432599,3.2682707,-0.15387085,0.08558288,-0.8600282,TIK20250607027706
0.73517656,0.62194824,-4.4509697,1.5396084,-2.2303505,-0.9673572,-1.297752,0.8612851,TIK20250817061085
-0.7817559,-1.6697586,-0.29671344,1.1714054,0.49530256,-3.1212773,-3.7086134,0.51952827,TIK20250804052678
-0.010577265,0.034717817,-3.4111192,-0.23974964,2.9276226,-1.9815313,-1.9642596,-1.3946898,TIK20251018090614
-2.9950356,-2.2983115,-2.0367148,2.5798383,-1.5078977,1.1230648,-1.4334888,0.37414235,TIK20251016149331
-3.195407,-1.7753454,-1.458482,2.843894,2.6822908,0.0012657454,-0.7645403,-0.5827795,TIK20250507008474
-3.4134173,-1.1306586,-1.9723129,2.7364335,-0.5455498,-0.86277246,1.1452143,-2.9358785,TIK20250907072639
-1.5568407,-3.3155339,-2.4118233,1.9020547,1.4475557,0.22348598,0.30270925,-2.9408827,TIK20250625112982
1.374356,-1.2638112,-1.312082,1.9488795,2.8538878,-2.9387155,-1.9964103,-1.8958068,TIK20250618110765
-3.3960762,-2.4896207,-1.8185991,2.4452386,2.342937,0.407858,-1.1070255,-0.43176833,TIK20250828133334
-0.5128241,-2.4308796,-4.5547366,1.2296501,1.2125702,-0.56760395,0.8823459,-0.10471969,TIK20250519014964
-1.7725958,-1.6336671,-2.5693686,-1.2754707,-1.2743068,-1.478619,-3.8237305,-1.6131315,TIK20250506096773
1.3284991,-2.1395617,-3.3209238,-0.6016688,-1.3763378,-2.0826612,-2.137758,-2.1680496,TIK20250521017709
1.9306846,-2.1105082,-3.0752506,0.5006254,-2.2779946,-2.022184,-1.6965735,-1.8351711,TIK20250915076197
0.99976766,-0.29372144,-2.0057778,2.2093549,-1.6512175,1.2785624,-3.7412655,-2.1753771,TIK20250714045733
-2.20326,-2.3726876,0.1408514,2.2499456,-1.9139869,-1.3232378,-2.6636152,-0.12702708,TIK20250729123624
-3.809358,-1.4306841,-2.8005831,1.541396,0.8848439,1.3101255,-0.8388372,-1.6219629,TIK20250429004717
-3.4597256,1.5038102,-2.4134583,0.86711866,1.0723437,-0.73152936,-3.405401,0.07126668,TIK20250606106888
-0.8533806,-3.0253305,-2.4989498,0.024530701,2.6015193,-0.73351336,-2.2754958,-0.79130906,TIK20250513011817
1.7741901,1.2664498,-2.1784363,1.332613,-1.2905133,-2.0753746,-2.134925,-2.7718499,TIK20250924083159
-2.623576,-2.6822212,-1.5742778,0.38261443,-2.256125,-1.420753,-1.2946386,-2.5355394,TIK20250513011218
-0.31144583,1.2903292,-3.171847,0.80817807,-0.37707373,0.9339628,-4.241504,-1.3548542,TIK20250906071486
-0.6817353,-1.4470267,-0.5700153,0.76872075,0.33642256,-2.1917048,-1.9674752,-4.3497257,TIK20250419000159
-1.6913866,0.17679876,-0.63097996,1.8511139,-1.0228932,-0.30333263,-4.5641923,0.011716549,TIK20250827133013
-2.1124988,0.37802064,-2.5256548,1.7450705,-2.7589717,-0.5263246,-0.018326346,-2.9447694,TIK20251017149478
-1.4158016,-0.37913737,-0.7735364,3.7454927,-2.5468915,0.12087045,-1.223592,-3.2231011,TIK20250817060828
1.1863126,-1.519297,-1.5220855,0.8428152,0.24113074,-4.4585514,-1.6500537,-1.9722452,TIK20250914075188
0.965632,-0.49862927,-3.9640362,0.43668646,0.022824436,-2.5593233,-1.9108973,1.5856336,TIK20250513099108
0.8903911,2.259476,-3.4243276,3.367512,-0.79678506,-1.735916,0.041324604,-1.0079825,TIK20250724122147
-0.4869449,-1.8498163,-3.898998,0.5510892,-2.6824133,0.90311253,-2.837369,-0.35757214,TIK20250911074145
0.2810636,0.17891625,-2.2710238,1.3372217,-1.0926629,1.3113396,-4.2476344,-1.6202365,TIK20250603105925
-3.743424,1.0346634,-2.6278164,0.77304137,0.5124048,-0.2601498,-2.324065,0.06269848,TIK20250827066130
-1.6869636,-1.8287065,-2.5941217,0.8429323,-0.38346267,-2.3695173,1.1884029,-2.9510963,TIK20250527103470
-2.5486033,1.1060865,-2.0094566,2.1904767,2.5764709,-2.076915,-1.2331648,0.5955459,TIK20251003145107
-1.204086,0.20105426,-0.7260699,1.7695397,-0.058149595,-0.562691,-5.336732,-0.1062729,TIK20250706116382
1.4630191,-0.38360113,-2.6189215,2.142,-1.3396566,-3.3330615,0.4174274,-0.6403073,TIK20250809056203
-0.71767575,2.0266287,-1.0369245,3.6008368,-0.549514,-3.2114587,-2.07028,0.43599993,TIK20250724049359
-1.96767,-1.588492,-0.25730383,2.9570086,-2.7344203,-0.8715576,-3.1239493,0.12046757,TIK20250519014097
-2.9868424,0.59205955,-1.8814988,2.3293061,-1.3082116,1.5613523,-2.1982994,-1.3120997,TIK20250626113238
-3.218858,-0.44214255,-2.551838,2.526853,1.264146,1.0072159,0.40589342,-0.926213,TIK20250906071987
0.06734013,-3.5358536,-2.2458634,1.8445354,1.6313995,-0.07826343,-0.08617442,-2.541216,TIK20250926084123
0.7168665,-2.5611784,-3.9905608,1.8084463,-0.48021236,-0.7456237,-0.82724744,1.8330979,TIK20250518100525
-1.1901177,-2.04704,-2.2902386,0.5075133,-3.6446013,-2.1137722,-1.8330108,-0.88471,TIK20250821062016
0.4640859,-1.5234776,-3.4940698,-1.1077058,-0.58312434,-1.9626014,-1.8582054,-2.8790958,TIK20250629037432
0.8818934,-2.1216462,-1.5683271,4.45338,1.1241958,0.6516597,-0.9978003,-0.37124595,TIK20250428094242
1.2265254,0.14933635,-1.9990264,2.2852855,1.7977153,-3.6537097,-1.6324564,0.542959,TIK20250624112516
0.14647058,1.9615817,-0.8250346,3.534494,-1.6863915,-1.0000454,-2.7577684,-1.5405797,TIK20250925142292
-0.2012106,-2.4167206,-0.14443198,3.0286891,2.804548,-0.9004829,-2.4058473,-2.4476342,TIK20250422092297
-1.5612097,-3.1809576,-2.815012,1.6994139,1.6557646,0.11094394,0.5364456,-2.815914,TIK20250620111393
-2.0676012,-0.25906402,-1.9809086,0.22568913,-0.0993064,-4.4245734,-0.4586232,-2.3743544,TIK20250421002383
1.4739077,-1.4757197,-1.3555349,1.6224942,2.7419922,-2.5330994,-2.1860301,-1.9608314,TIK20251012148050
1.5809561,0.55990505,-2.8151119,1.5079747,0.6935929,-2.067383,-0.4774743,-3.7673266,TIK20250813057369
0.34512866,-0.9949524,-1.7081453,1.6496918,-0.99855196,1.7766142,-3.3786106,-1.6097367,TIK20250712045137
-2.9765935,0.48765996,-2.5602536,1.4899669,2.1453156,-2.7694077,-0.5736291,0.4355673,TIK20250822064138
-0.013046613,1.3626124,-4.2118764,0.33065638,-1.2089194,-0.7582786,-1.5164745,0.3256331,TIK20250616109991
-1.065532,-0.75802046,-1.6958488,3.7278783,1.6403358,-1.3417172,-1.8743231,2.448628,TIK20250629114252
-0.46120286,0.20739111,-3.9115603,-0.34539855,2.6829236,-1.7865024,-1.3513916,-1.3681688,TIK20250821062358
-0.6043982,2.6266205,-2.034451,1.7525655,-1.975171,-1.8706176,-2.587569,-0.9921988,TIK20250818130175
-0.12472008,-1.8576376,-1.0443431,1.7614563,-1.1915625,1.2588681,-3.487742,-1.9444965,TIK20250719120723
-1.1445323,-0.8947297,-1.7110755,3.6337845,1.5313824,-1.1127169,-1.7462559,2.4624484,TIK20250706116504
-1.163592,-2.7275715,-1.5426629,3.992148,0.25034612,0.036252975,-1.0993268,1.5759915,TIK20250725049852
0.64454055,-0.43496332,-2.2807305,3.1335669,-2.3977087,0.09917207,-3.0750134,1.2164369,TIK20250625112923
0.1233251,-1.6149149,-3.303298,3.4768922,0.14541884,-2.15819,0.5263479,1.9484557,TIK20250615109783
0.73124963,-1.0780811,-3.5452468,2.3311794,0.436738,1.3568239,-0.091460004,-2.9377456,TIK20251006087864
1.8682793,0.37094674,-3.8923059,3.446236,0.8635323,-0.5914825,-1.1095879,1.1895719,TIK20250526103114
-0.023362678,-0.5910428,-2.1968615,-0.32164827,-2.0736918,-0.9623216,-3.9562714,-2.737642,TIK20250525020526
-2.5969105,-0.0938812,-1.284135,0.6913018,-1.7989634,-0.97033274,-4.4134846,-0.13919182,TIK20250821062160
-0.93794906,-3.0054553,-1.0175712,3.299046,-2.8510067,-1.8648142,-0.6283117,-0.235433,TIK20250517013503
-1.0140586,-2.8047168,-1.0293984,3.6120698,-2.6633515,-1.8864224,-0.6082023,0.19377184,TIK20251018090940
-1.3869699,-2.318121,-0.92134345,3.826079,-2.0454483,-1.6704899,-0.1972785,0.4171259,TIK20250523102341
-3.588707,0.1946219,-2.8803654,1.2534963,1.7948818,-2.2499156,-0.061537586,-0.05290683,TIK20250809056157
1.3571968,1.38933,-4.3425593,1.754978,0.043242525,0.769217,-1.5817703,-1.4885507,TIK20250520016738
1.495437,1.0263898,-4.5409923,1.3295492,-0.9393743,0.035257075,-1.1710913,-0.9132058,TIK20250826132693
-1.0894531,-3.4005454,-3.029524,-0.46733987,-0.952082,-0.05854816,-1.8046361,-1.0251397,TIK20250527021880
0.030242985,-0.28513792,-3.9856136,1.223023,0.057206195,1.4195212,-2.3778236,0.91055155,TIK20250430005714
0.4462604,-3.127415,-2.4188275,1.6129379,1.7516384,-0.318868,-0.34453338,-2.9754705,TIK20250620034392
-1.2487019,-0.39815494,-1.9753637,3.0691376,0.58738935,0.687697,0.44755918,-3.7420146,TIK20250919077655
-2.0794587,-0.082577966,-1.6517441,3.0148177,0.6878059,-0.0484741,0.24296811,-4.0334287,TIK20250424003395
1.7787256,-2.3325222,-3.331616,0.75526536,0.80630624,-3.2570157,-0.31968912,-1.2948194,TIK20250922082360
1.1464385,-2.5798218,-4.6003113,0.47264245,-0.9783395,-0.078142636,-1.6735089,0.29265535,TIK20250601024687
0.9411463,-0.03820558,-0.5162804,4.6543436,1.8637471,-0.8355773,-1.8810447,-1.122337,TIK20251004086974
-1.5638385,-0.88655555,-1.4643159,0.41400814,-3.0998812,-1.4065697,-2.954887,-0.6613355,TIK20250910137549
-1.3773037,-1.8082372,-0.28349006,1.2075483,1.1779023,-2.8327637,-3.5738933,0.55194575,TIK20250516013127
0.13342479,-1.9799192,-3.0699298,0.7511167,1.6499357,1.5445377,-1.0959293,-1.8065124,TIK20250807126764
-2.537933,-0.03886306,0.37708932,2.715535,-0.40159303,-2.2817893,-0.85024345,-2.3505433,TIK20250511098585
0.81460315,-2.2129803,0.4545526,3.3971987,-0.9530868,-2.285129,-2.2871277,-1.3574411,TIK20250813056844
-1.4017307,0.25695473,0.3223098,4.2231526,0.09681954,-1.4732486,-3.1456687,0.4461588,TIK20250923082447
0.6824896,1.2266786,-2.704378,2.6292672,1.3673817,1.3296528,-3.0310533,-1.4506129,TIK20250825132472
1.8097506,-2.9719627,-2.1515193,1.6476101,0.24667063,-0.025674267,-3.4688466,-0.24682157,TIK20250619033598
-2.3418155,0.10139941,-1.5823109,0.6471027,-3.0424821,-1.9883646,-3.392035,-0.61102223,TIK20250609029349
-0.571475,-1.00962,-4.476717,2.0307834,-0.53365856,1.6484194,-1.5690705,1.1444496,TIK20250524019660
-1.4816716,0.9356403,-1.9183365,1.104316,1.7242228,-0.21593034,-1.9798948,-4.0633225,TIK20250706042554
0.052033745,-3.0157948,-1.9030523,1.8801467,1.4739153,-3.3242176,-1.3197713,1.2380704,TIK20250822063565
-2.8010948,0.19606146,-3.671435,1.3303769,1.9442748,1.2361591,-1.0172644,-1.4788762,TIK20250521017816
1.0862327,-2.1754692,-0.73423755,4.812648,0.56892234,-0.5193792,-0.8863076,-0.600897,TIK20251007088466
-1.1888899,-0.5975675,-0.03251423,1.9357848,-1.1080765,-4.2029486,-1.2366717,-0.96875036,TIK20250903069792
-2.199185,0.3287018,-3.0970955,1.2703111,-3.1327627,0.69482315,-2.3647635,-0.8248466,TIK20250519015148
1.0183761,-0.43705222,-3.7624102,0.3932681,0.925365,-2.520889,-2.4564931,1.4077743,TIK20250827133222
-0.4616865,-0.4885659,-2.3261046,3.1559594,0.65608,0.6782034,0.6062733,-3.5563178,TIK20250822063566
1.2637323,-2.1337304,-0.87657666,4.4830813,1.0354282,-0.22929356,-1.3127304,-0.5270006,TIK20250508097566
-2.804866,0.16074823,-1.1793883,4.157538,-1.7138774,-1.5772985,0.5355438,-0.8004181,TIK20250922141432
-2.8613527,-0.20595302,-2.804838,0.09358975,-0.040857777,1.2115899,-3.6124558,-1.83185,TIK20251001085965
-3.3721752,-2.1975555,0.106536604,2.4190686,-0.54072785,-2.3922472,-1.8491025,0.10088044,TIK20250521016810
-1.3308831,-0.36220583,0.17214236,2.2949133,-1.0568442,-0.27420285,-4.1751986,-3.0623038,TIK20250705039992
-3.5103064,-1.7582972,0.15875441,2.6997132,-0.63926876,-2.476946,-1.724228,-0.10754963,TIK20250915139276
1.3330289,-0.15582342,-0.45030418,4.7245445,0.9528294,-0.8796361,-1.7025476,-1.557745,TIK20250607027866
-0.42974454,-0.3193565,-3.855166,1.947801,-0.19495142,2.0159738,-1.9976043,0.82784873,TIK20250724122125
-2.8486679,-0.8728361,-2.574906,2.278953,1.3412719,-1.4945408,1.5303247,-2.3206336,TIK20250705041212
1.3550714,0.17171104,-4.4946237,2.1029572,1.3466471,-2.3575523,-0.05617635,0.80233175,TIK20250607027612
-2.4341223,-2.5123825,-3.7796824,-0.72887725,0.332442,-1.7789435,-1.0262275,0.19853275,TIK20250430005729
1.6803799,-0.8295023,-2.039795,2.6421208,2.1460798,-3.018223,-2.2437017,1.0000205,TIK20250926142860
1.2319387,-1.3551536,-0.9767297,3.8192625,-0.17027925,-1.5909724,-2.9709365,1.5953563,TIK20250826132847
-1.0452516,-3.700312,-0.7738855,2.1467574,-0.3226341,0.8782716,-2.8404477,-1.8191189,TIK20250522018291
-1.8783458,-1.5492072,-0.2578168,3.0501328,-2.6223035,-0.5221083,-3.0335162,0.00382352,TIK20250525021360
-0.26903892,-0.3448744,-1.3547559,0.35519305,2.0926187,-1.7439281,-4.682371,-1.2036362,TIK20251004145394
-1.4407526,-1.2431858,-2.437082,1.4188498,-0.30013847,-3.7040136,-0.88569534,1.9487692,TIK20250726122850
-0.9674981,0.28689954,0.5194018,2.043794,-0.38822618,-1.8906647,-3.8507261,-2.5670931,TIK20250726122869
-0.6473456,-2.5752664,-2.0218868,2.8078382,-0.20658752,1.2838417,-3.2353952,1.188477,TIK20251001084943
-1.9924483,0.6931721,-1.8954773,3.428136,2.2996395,1.4964405,-1.9743825,-1.8981634,TIK20250503006554
1.0706627,0.033400644,-0.45165557,4.474524,1.4982796,-0.57016844,-2.3241081,-1.1838056,TIK20251001085179
-0.13528904,-2.6153893,-4.039345,-0.02373499,-0.15752573,-2.1756587,0.28309768,-0.16709732,TIK20250926142805
-3.828034,-1.3248183,-2.0096045,2.0726192,-1.3384725,-0.2585475,-1.503543,1.1850955,TIK20250704115751
0.14475328,-0.8299402,-0.60249174,2.580562,-3.3979785,-1.1479723,-2.9768898,-1.8457513,TIK20250803125409
-1.3088119,1.7524716,-1.1261941,3.1791916,1.3991864,-2.4957213,-0.24562272,-2.423948,TIK20250514099566
0.7890304,-0.91345495,-3.628155,-1.006605,-0.22561768,-1.1946039,-2.0477319,-2.6792278,TIK20250512010388
-2.493829,-2.9714937,-0.20988101,2.0628283,-1.1421239,-1.9376469,-2.471566,0.6091611,TIK20250821062519
-1.2598295,-2.4912,-1.8010789,4.2958493,0.9071507,-0.2130922,-0.5755522,1.539411,TIK20250820061875
1.554372,0.5634503,-4.841806,1.1370162,-1.617983,-0.9970482,-0.88736755,-0.46501988,TIK20250606106670
-0.8046187,-1.0025067,-4.1500764,1.9280056,-2.7642243,-0.7801346,0.7343924,-0.08098758,TIK20250607028317
1.335825,-0.22981435,-1.2457044,0.9803129,-1.1701869,-3.3591833,-3.2500372,-0.61620307,TIK20250903069586
-3.298847,-2.8717585,-3.7111142,-0.09148085,0.39576438,-1.1500163,-0.636762,-0.043863274,TIK20250729051396
-0.23691659,0.011829619,-1.618174,-0.14911512,1.650912,-2.3754873,-4.424499,-1.5258474,TIK20251007088363
-1.5501016,-1.6734,-3.0021005,0.5817967,-0.2435075,-2.5820677,1.2267953,-2.7707372,TIK20250502095374
-1.2712489,-2.1211147,-3.0592895,0.87176365,-0.21339142,-2.4957516,1.3453301,-2.7726147,TIK20251012147794
1.7604351,0.69484687,-2.8734071,1.6885116,0.882351,-1.9130442,-0.48368317,-3.3863168,TIK20251001085703
0.9902996,1.5675039,-3.8996289,2.1403618,0.3361567,1.1352988,-1.9098715,-1.3338274,TIK20250921141092
0.8489421,1.7436217,-1.565732,0.7699962,0.43725893,-1.4153361,-1.8773708,-1.7553152,TIK20250725122522
0.27904773,2.5544558,-3.6900048,1.4064325,-0.13111374,-2.8306053,-0.72013545,-1.0659587,TIK20250419091357
-2.366592,0.7602244,-2.722884,1.1218159,-2.5209281,-1.1694754,-0.16150294,-2.8663847,TIK20250914075202
-1.0541695,-0.35792315,-0.89226055,3.383828,-2.5635588,-0.20062037,-0.88159156,-3.4930785,TIK20250806054090
-3.097219,-2.9878561,-1.9128631,1.4035809,2.2538679,-2.0442934,-0.028261725,-1.2485948,TIK20250603025313
0.30889466,-0.8647548,-2.1512077,-0.35905978,-1.5080808,-1.3522017,-4.656618,-2.1691217,TIK20250709117502
0.3847906,-0.37193236,-2.7700796,1.3921465,-1.885116,-3.5179126,0.59069157,-1.7524643,TIK20250926142620
-2.8575268,0.18227898,-1.6054533,2.868809,0.61377305,-0.38787726,0.45126936,-3.4198155,TIK20250912074675
0.99578345,-0.723527,-2.9251003,3.4347298,0.7539008,0.9515794,0.13584612,-2.9884796,TIK20250806126488
0.825971,-1.9144735,-1.3146839,4.73665,0.869249,0.4928507,-0.9388587,-0.35827664,TIK20250501005942
2.0011308,-2.0591178,-4.006172,0.6745556,1.8200865,-0.9844661,-1.1774971,-1.3099838,TIK20250809056548
