post_id,hour_of_day,day_of_week,is_weekend,user_id,followers,account_age_days,verified,content_length,num_hashtags,sentiment_positive,sentiment_negative,toxicity_score,hour_sin,hour_cos,day_sin,day_cos,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,topic_Business,topic_Climate,topic_Education,topic_Entertainment,topic_Fashion,topic_Finance,topic_Food,topic_Gaming,topic_Health,topic_Politics,topic_Science,topic_Sports,topic_Technology,topic_Travel,language_Chinese,language_English,language_French,language_German,language_Hindi,language_Japanese,language_Korean,language_Portuguese,language_Spanish,media_type_Link,media_type_Poll,media_type_Text,media_type_Video,location_Asia,location_Europe,location_North America,location_Oceania,location_South America,location_Unknown,popularity,Authority,Hub,pageranks,modularity_class,eigencentrality
TIK20250521017848,20,2,0,user_224829,1279,2610,0,62,1,0.642,0.017,0.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,0,0,0,0.642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2e-06,2e-06,8.5e-05,2,0.309769
TIK20250619033912,18,3,0,user_190552,1464,2830,0,77,0,0.021,0.785,40.5,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,1,0,0,0.785,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.6e-05,1.6e-05,6.3e-05,0,0.170119
TIK20250501005959,14,3,0,user_486697,1414,2529,0,145,2,0.717,0.035,14.9,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419,1,0,1,0.717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.1e-05,1.1e-05,8.4e-05,0,0.327788
TIK20251012089698,15,6,1,user_23096,50023,3126,0,33,2,0.929,0.076,8.1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,1,0,0,0.929,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.000106,0.000106,9.4e-05,6,0.449304
TIK20250525021258,20,6,1,user_33620,2896,2853,0,104,3,0.066,0.767,44.1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,8.6e-05,10,0.321912
TIK20250821063423,23,3,0,user_444582,145483,1106,0,82,2,0.259,0.106,6.1,-0.2588190451025215,0.965925826289068,0.4338837391175582,-0.900968867902419,1,0,0,0.635,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.005026,0.005026,8.2e-05,32,0.36579
TIK20250513099053,15,1,0,user_26130,23372,2237,0,152,4,0.801,0.052,33.5,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,1,0,1,0.801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2e-06,2e-06,8.5e-05,19,0.306782
TIK20250527103501,17,1,0,user_255492,43,1400,0,119,6,0.129,0.864,65.4,-0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,1,1,0,0.864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,8.4e-05,20,0.330216
TIK20251001085356,16,2,0,user_449261,0,44,0,124,2,0.235,0.07,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,0,0,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5.3e-05,5.3e-05,8e-05,17,0.193495
TIK20250902068516,16,1,0,user_246863,102064,1009,1,71,1,0.804,0.148,11.1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,0,0.804,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.002263,0.002263,9e-05,32,0.544684
TIK20250924082957,17,2,0,user_39042,27467,2900,0,74,0,0.121,0.241,0.0,-0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,0,0,0,0.639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.000208,0.000208,9.6e-05,19,0.393084
TIK20250827066363,18,2,0,user_435566,878,2271,0,131,2,0.608,0.129,9.6,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,0,0,0.608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.0,8.4e-05,7,0.352287
TIK20250922082307,22,0,0,user_99482,154,602,0,149,2,0.156,0.012,19.5,-0.5000000000000004,0.8660254037844384,0.0,1.0,1,0,1,0.832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5e-05,1.5e-05,7.5e-05,27,0.235963
TIK20250922079607,15,0,0,user_189898,603,946,0,98,0,0.738,0.126,8.0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1,0,0,0.738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1e-06,1e-06,7.2e-05,25,0.290825
TIK20250517013810,19,5,1,user_191807,215,1425,0,91,2,0.118,0.617,39.2,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0,0,0,0.617,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2.6e-05,2.6e-05,8.4e-05,5,0.36108
TIK20250901067770,11,0,0,user_11672,64,2207,0,24,1,0.785,0.148,10.2,0.258819045102521,-0.9659258262890682,0.0,1.0,1,0,0,0.785,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,6.3e-05,28,0.18893
TIK20250511098394,15,6,1,user_369297,1222,40,0,27,1,0.092,0.749,43.8,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0,0,0,0.749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2e-06,2e-06,9.4e-05,2,0.456984
TIK20250525021286,20,6,1,user_146884,24,389,0,55,2,0.296,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,0.769,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,9.8e-05,31,0.370207
TIK20250617110310,16,1,0,user_216531,959,1159,0,205,2,0.23,0.058,10.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,1,0.712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,8.1e-05,15,0.411524
TIK20250505007329,18,0,0,user_123550,602,3376,0,62,1,0.177,0.104,4.1,-1.0,-1.8369701987210294e-16,0.0,1.0,1,0,0,0.719,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,7.3e-05,25,0.269456
TIK20250922080550,17,0,0,user_283294,347,152,0,144,0,0.818,0.123,5.1,-0.9659258262890684,-0.2588190451025206,0.0,1.0,0,0,0,0.818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3e-06,3e-06,7.5e-05,9,0.222028
TIK20250916076732,14,1,0,user_99876,1297918,1634,0,101,2,0.124,0.104,43.9,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1,0,0,0.772,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.023862,0.023862,8.5e-05,8,0.3244
TIK20250630038750,21,0,0,user_30030,2034,814,0,32,4,0.132,0.766,82.8,-0.7071067811865477,0.7071067811865474,0.0,1.0,1,0,0,0.766,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5e-06,5e-06,8.6e-05,12,0.300862
TIK20250524019673,20,5,1,user_289281,5303,1211,0,130,3,0.16,0.158,14.5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,8.4e-05,26,0.320865
TIK20250626036441,16,3,0,user_103743,336,1823,0,145,1,0.629,0.036,12.3,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,1,0,1,0.629,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6e-06,6e-06,7.4e-05,9,0.231879
TIK20250522102009,21,3,0,user_407407,3504,1595,0,36,0,0.795,0.054,0.0,-0.7071067811865477,0.7071067811865474,0.4338837391175582,-0.900968867902419,0,0,0,0.795,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,8.4e-05,16,0.32515
TIK20250714046014,21,0,0,user_109970,764774,684,1,125,5,0.779,0.026,6.4,-0.7071067811865477,0.7071067811865474,0.0,1.0,1,1,0,0.779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.061104,0.061104,9e-05,8,0.525372
TIK20250606027189,21,4,0,user_16159,416,2491,0,114,2,0.298,0.077,21.3,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,1,0,0,0.625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2e-06,2e-06,8.5e-05,21,0.304986
TIK20250809127380,19,5,1,user_453191,329,3221,0,216,1,0.135,0.781,78.3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1,0,1,0.781,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.4e-05,1.4e-05,9.6e-05,9,0.392857
TIK20250721048686,19,0,0,user_469135,1200,541,0,89,1,0.875,0.096,0.0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0,0,0,0.875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2e-06,2e-06,7.4e-05,2,0.230013
TIK20250827065980,11,2,0,user_256263,114,3333,0,103,1,0.16,0.232,16.3,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0,0,0,0.608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5e-06,5e-06,8.5e-05,22,0.316992
TIK20251001085693,19,2,0,user_301318,248101,1045,0,47,5,0.631,0.07,0.0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.2225209339563143,1,1,0,0.631,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.040909,0.040909,7.8e-05,8,0.480126
TIK20250912074283,12,4,0,user_164783,17,441,0,63,3,0.253,0.082,0.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1,0,0,0.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,8.3e-05,31,0.354635
TIK20250827066062,13,2,0,user_235511,2098,35,0,128,4,0.024,0.642,29.1,-0.2588190451025208,-0.9659258262890684,0.9749279121818236,-0.2225209339563143,1,0,0,0.642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7e-06,7e-06,8.5e-05,12,0.322345
TIK20250801052205,16,4,0,user_13991,68990,1317,0,57,2,0.069,0.312,36.6,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1,0,0,0.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.2e-05,8.2e-05,8.2e-05,6,0.357359
TIK20250629114150,17,6,1,user_303324,95,1073,0,167,2,0.171,0.162,0.0,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,1,0,1,0.667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3e-06,3e-06,0.000107,29,0.488807
TIK20251006087368,6,0,0,user_306213,849,1219,0,22,2,0.85,0.055,0.0,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,7.3e-05,7,0.265346
TIK20250901134880,23,0,0,user_493392,30,1789,0,232,1,0.061,0.723,58.5,-0.2588190451025215,0.965925826289068,0.0,1.0,1,0,1,0.723,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,8.9e-05,11,0.252085
TIK20251018149693,11,5,1,user_20952,994,1409,0,185,3,0.102,0.296,8.4,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,1,0,1,0.602,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,9.6e-05,15,0.416903
TIK20250930144179,20,1,0,user_201557,29,106,0,111,1,0.632,0.081,0.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,0,0,0.632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,8.6e-05,11,0.305695
TIK20250714045583,12,0,0,user_174066,2844,2276,0,91,2,0.659,0.017,0.0,1.2246467991473532e-16,-1.0,0.0,1.0,0,0,0,0.659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,8.8e-05,10,0.282316
TIK20250524019587,19,5,1,user_152044,27803,269,0,50,5,0.128,0.903,58.2,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1,1,0,0.903,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9e-05,9e-05,0.000107,19,0.497073
TIK20250723121932,19,2,0,user_3609,12427,46,0,234,1,0.846,0.117,17.8,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.2225209339563143,1,0,1,0.846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,7.4e-05,18,0.245464
TIK20250730124185,20,2,0,user_256728,9,2085,0,262,3,0.834,0.137,16.2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,1,0,1,0.834,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,8.7e-05,31,0.274342
TIK20250717119912,15,3,0,user_241019,808,1814,0,79,3,0.68,0.076,25.7,-0.7071067811865471,-0.7071067811865479,0.4338837391175582,-0.900968867902419,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,7.4e-05,7,0.243374
TIK20250826132643,8,1,0,user_46009,131,2220,0,229,4,0.651,0.089,2.1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0,0,1,0.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.00022,0.00022,7.4e-05,22,0.24275
TIK20250614109302,15,5,1,user_397930,107,2391,0,178,2,0.784,0.042,8.2,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,1,0,1,0.784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2e-06,2e-06,9.4e-05,22,0.447167
TIK20250622111777,10,6,1,user_129082,149,1612,0,53,4,0.633,0.063,7.6,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,0,0.633,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.9e-05,2.9e-05,0.000109,27,0.451672
TIK20250606027238,22,4,0,user_22708,36,3063,0,63,1,0.04,0.88,56.4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1,0,0,0.88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1e-06,1e-06,7.2e-05,11,0.263211
TIK20250609029424,21,0,0,user_92991,159,1199,0,72,5,0.857,0.114,3.7,-0.7071067811865477,0.7071067811865474,0.0,1.0,1,1,0,0.857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2e-05,2e-05,8.7e-05,27,0.261448
TIK20250629037335,21,6,1,user_340925,2155,1444,0,61,4,0.871,0.121,31.0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,1,0,0,0.871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9e-06,9e-06,9.5e-05,12,0.399578
TIK20250907072427,14,6,1,user_267949,50248,1906,0,55,0,0.174,0.114,11.3,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,0,0.712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9.9e-05,9.9e-05,9.2e-05,6,0.482917
TIK20251002144725,18,3,0,user_261116,3193,3604,0,231,1,0.717,0.091,0.0,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,1,0,1,0.717,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,7.3e-05,16,0.270652
TIK20250723121863,17,2,0,user_3728,2254,3258,0,123,0,0.145,0.816,76.9,-0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,1,0,0,0.816,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.2e-05,3.2e-05,8.5e-05,1,0.306771
TIK20250826132847,19,1,0,user_123109,6742,1976,0,181,1,0.849,0.029,10.6,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0,0,1,0.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,8.6e-05,24,0.29579
TIK20250502006415,21,4,0,user_147595,9031,1541,0,47,4,0.088,0.713,63.8,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,1,0,0,0.713,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,8.4e-05,3,0.322211
TIK20250508008933,19,3,0,user_423221,19,3605,0,11,3,0.797,0.111,35.3,-0.9659258262890684,0.2588190451025203,0.4338837391175582,-0.900968867902419,1,0,0,0.797,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,8.5e-05,31,0.309472
TIK20250907072881,21,6,1,user_461168,27335,638,0,109,1,0.138,0.092,0.0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,1,0,0,0.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4.7e-05,4.7e-05,8.5e-05,19,0.347918
TIK20250607027634,14,5,1,user_30119,4435,3316,0,18,4,0.122,0.937,74.5,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,0,0,0.937,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1e-06,1e-06,0.000107,26,0.488215
TIK20250521017580,18,2,0,user_188786,216,334,0,31,1,0.059,0.834,69.3,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,1,0,0,0.834,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4e-05,3.4e-05,8.6e-05,5,0.311271
TIK20250905070975,17,4,0,user_10513,7,1072,0,31,1,0.653,0.067,20.5,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,1,0,0,0.653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2e-06,2e-06,7.2e-05,17,0.291146
TIK20250815129141,13,4,0,user_470129,355,3302,0,183,0,0.118,0.917,76.5,-0.2588190451025208,-0.9659258262890684,-0.433883739117558,-0.9009688679024191,1,0,1,0.917,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1e-06,1e-06,7.2e-05,9,0.291613
TIK20250420000519,13,6,1,user_96031,11170,734,0,50,2,0.036,0.854,48.6,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,1,0,0,0.854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,9.8e-05,3,0.3794
TIK20250705041037,20,5,1,user_61941,4727,659,0,25,1,0.114,0.219,17.2,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,0,0.667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1e-06,1e-06,9.7e-05,26,0.388578
TIK20250606027121,20,4,0,user_286895,64994,86,1,107,0,0.897,0.089,0.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,0,0.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5.4e-05,5.4e-05,8.2e-05,6,0.372132
TIK20250705040898,19,5,1,user_177714,3808,1523,0,19,3,0.792,0.069,0.0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1,0,0,0.792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,8.5e-05,16,0.314962
TIK20250809127319,17,5,1,user_334457,76,1583,0,73,3,0.942,0.029,39.0,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,1,0,0,0.942,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1e-06,1e-06,9.8e-05,29,0.353775
TIK20250530022745,14,4,0,user_482132,27501,1529,0,64,1,0.841,0.098,20.7,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1,0,0,0.841,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.9e-05,5.9e-05,8.6e-05,19,0.307765
TIK20250815129257,18,4,0,user_285043,32799,2928,0,150,3,0.124,0.677,48.0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,1,0,1,0.677,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.6e-05,1.6e-05,8.4e-05,33,0.328201
TIK20250718120409,22,4,0,user_264191,661,1504,0,90,0,0.198,0.192,10.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1,0,0,0.61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1e-06,1e-06,8.2e-05,25,0.373295
TIK20250706042353,20,6,1,user_77755,18753,1609,0,91,1,0.067,0.705,71.4,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,0,0.705,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1e-06,1e-06,0.00011,30,0.400225
TIK20250705040601,17,5,1,user_483666,187,618,0,119,2,0.736,0.016,0.0,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,1,0,0,0.736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.00155,0.00155,0.000104,27,0.564056
TIK20250519014910,16,0,0,user_159196,24026,2151,0,106,1,0.792,0.099,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0,0,0,0.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1e-06,1e-06,7.8e-05,19,0.19772
TIK20250804052600,13,0,0,user_398783,12062,529,0,56,6,0.033,0.8,80.2,-0.2588190451025208,-0.9659258262890684,0.0,1.0,1,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,6.2e-05,18,0.196608
