Id,Label,platform,hour_of_day,day_of_week,is_weekend,user_id,followers,account_age_days,verified,topic,language,content_length,media_type,num_hashtags,sentiment_category,sentiment_positive,sentiment_negative,sentiment_neutral,toxicity_score,location,hour_sin,hour_cos,day_sin,day_cos,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,popularity,Degree,Weighted Degree,Authority,Hub,pageranks,componentnumber,modularity_class,clustering,triangles,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
TIK20250531023948,TIK20250531023948,TikTok,18,5,1,user_459954,2359,3418,0,Finance,English,81,Image,2,Positive,0.829,0.122,0.049,0,Europe,-1,-0,-0.974928,-0.222521,1,0,0,0.829,0,1,7,9.6,0.00005,0.00005,0.000098,0,1,0.190476,4,0.356373,17,0.085452,0.092211,8739.306476
TIK20250531023951,TIK20250531023951,TikTok,19,5,1,user_263922,3622,439,0,Sports,English,85,Image,3,Positive,0.918,0.108,0,27.8,Europe,-0.965926,0.258819,-0.974928,-0.222521,1,0,0,0.918,0,0,8,9.6,0,0,0.000106,0,16,0.214286,6,0.487483,18,0.07737,0.084462,4862.957236
TIK20250531023953,TIK20250531023953,TikTok,19,5,1,user_455214,4796,2668,0,Health,French,143,Link,4,Negative,0.035,0.897,0.068,78.2,North America,-0.965926,0.258819,-0.974928,-0.222521,1,0,0,0.897,1,0,8,8.4,0.000001,0.000001,0.000108,0,26,0.035714,1,0.447467,17,0.081916,0.08909,13274.12467
TIK20250531023974,TIK20250531023974,TikTok,21,5,1,user_364796,439,864,0,Food,French,38,Image,3,Positive,0.835,0.13,0.036,15.8,Africa,-0.707107,0.707107,-0.974928,-0.222521,1,0,0,0.835,0,0,7,8.4,0.00002,0.00002,0.000098,0,21,0.190476,4,0.394679,18,0.082936,0.090503,2087.141849
TIK20250531023980,TIK20250531023980,TikTok,21,5,1,user_281354,147,1926,0,Education,English,95,Text,5,Positive,0.778,0.02,0.202,11.8,Asia,-0.707107,0.707107,-0.974928,-0.222521,0,1,0,0.778,0,0,7,8.4,0.00004,0.00004,0.000096,0,27,0,0,0.399595,16,0.09631,0.105532,96827.43789
TIK20250601024023,TIK20250601024023,TikTok,8,6,1,user_38455,200,1512,0,Climate,English,143,Video,0,Neutral,0.163,0.029,0.808,0,North America,0.866025,-0.5,-0.781831,0.62349,1,0,0,0.808,0,0,7,8.4,0.000328,0.000328,0.000096,0,13,0.142857,3,0.402327,17,0.095007,0.10303,32937.671627
TIK20250601024026,TIK20250601024026,TikTok,9,6,1,user_470214,14674,57,0,Health,Spanish,89,Link,3,Neutral,0.264,0.002,0.734,12.4,South America,0.707107,-0.707107,-0.781831,0.62349,1,0,0,0.734,0,1,6,8.4,0,0,0.000084,0,18,0.133333,2,0.34757,18,0.087557,0.095263,3555.739467
TIK20250601024053,TIK20250601024053,TikTok,10,6,1,user_497888,247,3080,0,Gaming,English,72,Video,4,Negative,0.043,0.606,0.351,37,Asia,0.5,-0.866025,-0.781831,0.62349,1,0,0,0.606,0,0,7,8.4,0.000001,0.000001,0.000097,0,5,0.095238,2,0.382943,18,0.086719,0.094444,9132.620632
TIK20250601024058,TIK20250601024058,TikTok,10,6,1,user_36923,326,1590,0,Travel,English,76,Image,1,Positive,0.754,0.116,0.13,18.8,Asia,0.5,-0.866025,-0.781831,0.62349,1,0,0,0.754,0,0,8,8.4,0.000013,0.000013,0.000108,0,9,0.142857,4,0.451722,17,0.091573,0.09999,5732.203204
TIK20250601024066,TIK20250601024066,TikTok,11,6,1,user_492757,14,2495,0,AI/ML,English,58,Image,0,Neutral,0.203,0.124,0.673,0,North America,0.258819,-0.965926,-0.781831,0.62349,1,0,0,0.673,0,0,7,8.4,0,0,0.000099,0,31,0.190476,4,0.350202,18,0.085472,0.092889,8819.879444
TIK20250601024121,TIK20250601024121,TikTok,12,6,1,user_412582,43405,939,0,Technology,English,20,Text,1,Positive,0.639,0.029,0.332,1.3,Asia,0,-1,-0.781831,0.62349,0,0,0,0.639,0,1,8,8.4,0.000429,0.000429,0.000107,0,33,0.035714,1,0.480278,19,0.088005,0.097839,97998.925635
TIK20250601024140,TIK20250601024140,TikTok,13,6,1,user_49298,332,2498,0,Climate,English,66,Image,1,Neutral,0.085,0.202,0.714,29.9,Asia,-0.258819,-0.965926,-0.781831,0.62349,1,0,0,0.714,0,0,7,8.4,0.00002,0.00002,0.000097,0,9,0.095238,2,0.375998,16,0.093762,0.10183,36103.688459
TIK20250601024165,TIK20250601024165,TikTok,13,6,1,user_90375,1157,675,0,Entertainment,English,73,Video,3,Positive,0.768,0.015,0.217,4.4,Asia,-0.258819,-0.965926,-0.781831,0.62349,1,0,0,0.768,0,0,7,8.4,0.000005,0.000005,0.0001,0,2,0.095238,2,0.310001,17,0.086821,0.093918,2430.410474
TIK20250601024212,TIK20250601024212,TikTok,14,6,1,user_373705,50,2948,0,Sports,English,141,Link,4,Negative,0.012,0.758,0.231,35,Asia,-0.5,-0.866025,-0.781831,0.62349,1,0,0,0.758,0,0,7,9.6,0,0,0.000095,0,20,0.190476,4,0.401675,19,0.080989,0.088787,5303.74613
TIK20250601024219,TIK20250601024219,TikTok,14,6,1,user_245943,10,2415,0,Climate,Spanish,37,Text,1,Neutral,0.154,0.244,0.602,15.3,Asia,-0.5,-0.866025,-0.781831,0.62349,0,0,0,0.602,0,0,8,8.4,0,0,0.000109,0,31,0.142857,4,0.438644,21,0.070498,0.076549,433.033124
TIK20250601024227,TIK20250601024227,TikTok,14,6,1,user_228699,473,3329,0,Food,English,129,Image,1,Positive,0.679,0.035,0.286,0,North America,-0.5,-0.866025,-0.781831,0.62349,1,0,0,0.679,0,1,7,8.4,0.000016,0.000016,0.000096,0,21,0.047619,1,0.407905,16,0.098534,0.108085,119436.860931
TIK20250601024232,TIK20250601024232,TikTok,14,6,1,user_40576,1139,2692,0,Politics,Hindi,64,Image,4,Positive,0.815,0.132,0.053,3.8,Europe,-0.5,-0.866025,-0.781831,0.62349,1,0,0,0.815,0,0,7,9.6,0.000003,0.000003,0.000097,0,2,0.047619,1,0.392103,18,0.091706,0.100905,70458.271315
TIK20250601024265,TIK20250601024265,TikTok,14,6,1,user_329955,624,2889,0,Climate,English,28,Video,0,Negative,0.109,0.901,0,82.6,North America,-0.5,-0.866025,-0.781831,0.62349,1,0,0,0.901,1,0,8,8.4,0.000001,0.000001,0.000105,0,25,0.142857,4,0.489369,19,0.081586,0.088598,5638.542848
TIK20250601024279,TIK20250601024279,TikTok,15,6,1,user_78783,31,2562,0,Entertainment,French,107,Text,2,Positive,0.692,0.037,0.271,4.2,Asia,-0.707107,-0.707107,-0.781831,0.62349,0,0,0,0.692,0,0,5,8.4,0,0,0.000074,0,11,0,0,0.243141,18,0.086534,0.094026,5577.670501
TIK20250601024300,TIK20250601024300,TikTok,15,6,1,user_241713,13,2233,0,Fashion,English,82,Image,3,Positive,0.938,0.096,0,15,North America,-0.707107,-0.707107,-0.781831,0.62349,1,0,0,0.938,0,0,7,8.4,0,0,0.000095,0,31,0.190476,4,0.398895,19,0.089033,0.096332,32296.515109
TIK20250601024301,TIK20250601024301,TikTok,15,6,1,user_26806,1364,1808,0,Entertainment,Spanish,57,Text,2,Negative,0.102,0.766,0.132,58,Europe,-0.707107,-0.707107,-0.781831,0.62349,0,0,0,0.766,0,0,6,8.4,0.000003,0.000003,0.000084,0,2,0.2,3,0.327358,18,0.080172,0.086767,956.446599
TIK20250601024334,TIK20250601024334,TikTok,16,6,1,user_131966,18031,764,0,Technology,Portuguese,78,Video,1,Negative,0.089,0.911,0.001,97.9,Asia,-0.866025,-0.5,-0.781831,0.62349,1,0,0,0.911,1,1,7,8.4,0.000001,0.000001,0.000096,0,30,0.047619,1,0.400353,18,0.086801,0.094752,10371.076447
TIK20250601024341,TIK20250601024341,TikTok,16,6,1,user_455851,246,2031,0,Technology,English,67,Image,1,Positive,0.733,0.102,0.165,4,North America,-0.866025,-0.5,-0.781831,0.62349,1,0,0,0.733,0,0,6,8.4,0,0,0.000088,0,5,0.133333,2,0.260165,19,0.081068,0.087202,1237.594746
TIK20250601024342,TIK20250601024342,TikTok,16,6,1,user_440174,1,2269,0,Education,German,10,Image,0,Negative,0.059,0.875,0.066,76.7,Europe,-0.866025,-0.5,-0.781831,0.62349,1,0,0,0.875,1,0,7,8.4,0.000158,0.000158,0.000099,0,17,0.095238,2,0.375271,17,0.08733,0.094683,23023.345075
TIK20250601024351,TIK20250601024351,TikTok,16,6,1,user_250309,215,1665,0,Fashion,Spanish,108,Link,1,Neutral,0.219,0,0.782,22.3,Europe,-0.866025,-0.5,-0.781831,0.62349,1,0,0,0.782,0,0,7,8.4,0.000035,0.000035,0.000094,0,5,0.142857,3,0.475012,18,0.083662,0.091069,7462.433532
TIK20250601024355,TIK20250601024355,TikTok,16,6,1,user_383651,6539,2733,0,Business,Spanish,116,Video,1,Neutral,0.086,0.27,0.644,5.8,Unknown,-0.866025,-0.5,-0.781831,0.62349,1,0,0,0.644,0,0,4,8.4,0,0,0.000061,0,24,0,0,0.204253,16,0.094895,0.102609,36154.803082
TIK20250601024360,TIK20250601024360,TikTok,16,6,1,user_123325,1148,2014,0,AI/ML,English,72,Image,2,Negative,0.038,0.844,0.118,62,North America,-0.866025,-0.5,-0.781831,0.62349,1,0,0,0.844,0,0,6,10.9,0.000006,0.000006,0.000085,0,2,0.066667,1,0.323217,17,0.09231,0.100741,160895.096477
TIK20250601024363,TIK20250601024363,TikTok,16,6,1,user_234303,359,186,0,Education,Korean,104,Text,1,Positive,0.673,0.09,0.237,5.8,Europe,-0.866025,-0.5,-0.781831,0.62349,0,0,0,0.673,0,0,8,9.6,0.000002,0.000002,0.000106,0,9,0.071429,2,0.515601,18,0.096376,0.105885,216043.088401
TIK20250601024373,TIK20250601024373,TikTok,16,6,1,user_8805,41919,2094,0,Education,Portuguese,102,Link,2,Positive,0.647,0.057,0.296,0,North America,-0.866025,-0.5,-0.781831,0.62349,1,0,0,0.647,0,0,8,8.4,0.001577,0.001577,0.000107,0,33,0.214286,6,0.46599,20,0.086287,0.095582,66629.930203
TIK20250601024382,TIK20250601024382,TikTok,16,6,1,user_141680,33825,1988,0,Technology,English,133,Image,3,Positive,0.762,0.057,0.18,0,Europe,-0.866025,-0.5,-0.781831,0.62349,1,0,0,0.762,0,1,8,8.4,0.000024,0.000024,0.000109,0,33,0.142857,4,0.450661,20,0.080901,0.088676,6453.29969
TIK20250601024409,TIK20250601024409,TikTok,16,6,1,user_184418,23,66,0,Health,English,54,Video,3,Positive,0.945,0.052,0.003,6.6,Asia,-0.866025,-0.5,-0.781831,0.62349,1,0,0,0.945,0,0,7,8.4,0,0,0.000098,0,31,0.047619,1,0.345607,18,0.087383,0.095015,11549.769774
TIK20250601024413,TIK20250601024413,TikTok,16,6,1,user_253741,42409,245,0,Entertainment,English,145,Video,1,Positive,0.904,0.128,0,13.6,Europe,-0.866025,-0.5,-0.781831,0.62349,1,0,1,0.904,0,1,7,8.4,0.000796,0.000796,0.000095,0,33,0.238095,5,0.414572,20,0.085711,0.09417,8183.647005
TIK20250601024435,TIK20250601024435,TikTok,17,6,1,user_375657,2876,45,0,Sports,Spanish,113,Link,1,Positive,0.85,0.08,0.07,0,North America,-0.965926,-0.258819,-0.781831,0.62349,1,0,0,0.85,0,1,7,9.6,0,0,0.0001,0,10,0.142857,3,0.345024,20,0.079939,0.08632,5286.716197
TIK20250601024439,TIK20250601024439,TikTok,17,6,1,user_429134,21,2922,0,Business,English,133,Link,3,Negative,0.084,0.932,0,83.1,Asia,-0.965926,-0.258819,-0.781831,0.62349,1,0,0,0.932,1,0,7,8.4,0,0,0.000096,0,31,0.047619,1,0.39885,19,0.083624,0.091008,11937.056931
TIK20250601024468,TIK20250601024468,TikTok,17,6,1,user_223122,410,3638,0,Gaming,English,103,Text,4,Positive,0.699,0.087,0.215,1.2,Unknown,-0.965926,-0.258819,-0.781831,0.62349,0,0,0,0.699,0,0,6,8.4,0.000002,0.000002,0.000083,0,21,0.066667,1,0.344558,18,0.083695,0.091057,15487.838964
TIK20250601024484,TIK20250601024484,TikTok,17,6,1,user_453411,1698,2109,0,Travel,English,121,Image,1,Negative,0.129,0.736,0.135,52.5,North America,-0.965926,-0.258819,-0.781831,0.62349,1,0,0,0.736,0,0,7,8.4,0.000002,0.000002,0.000095,0,23,0.095238,2,0.413536,16,0.093062,0.101001,37931.626671
TIK20250601024486,TIK20250601024486,TikTok,17,6,1,user_259826,36,1017,0,Entertainment,English,100,Image,1,Negative,0.08,0.77,0.151,46.5,Europe,-0.965926,-0.258819,-0.781831,0.62349,1,0,0,0.77,0,0,5,8.4,0.000001,0.000001,0.000071,0,11,0.3,3,0.308722,18,0.084843,0.091349,2435.132424
TIK20250601024488,TIK20250601024488,TikTok,17,6,1,user_84079,2,2066,0,Travel,English,10,Text,2,Positive,0.763,0.13,0.107,15.7,North America,-0.965926,-0.258819,-0.781831,0.62349,0,0,0,0.763,0,0,6,8.4,0.000082,0.000082,0.000088,0,17,0.133333,2,0.285594,18,0.0845,0.091584,7830.37291
TIK20250601024493,TIK20250601024493,TikTok,17,6,1,user_267568,2058,3519,0,Technology,Chinese,20,Video,0,Positive,0.773,0.099,0.128,4.1,Unknown,-0.965926,-0.258819,-0.781831,0.62349,1,0,0,0.773,0,0,7,8.4,0.000006,0.000006,0.000098,0,12,0,0,0.349755,18,0.083839,0.090845,16965.010504
TIK20250601024507,TIK20250601024507,TikTok,18,6,1,user_403937,39,1680,0,Gaming,English,14,Image,0,Neutral,0.231,0.059,0.71,5.6,North America,-1,-0,-0.781831,0.62349,1,0,0,0.71,0,0,6,8.4,0,0,0.000089,0,20,0.066667,1,0.247103,20,0.078574,0.085054,4191.861413
TIK20250601024518,TIK20250601024518,TikTok,18,6,1,user_193997,86291,2601,1,Finance,Spanish,52,Text,1,Negative,0.075,0.716,0.21,56.5,Unknown,-1,-0,-0.781831,0.62349,0,0,0,0.716,0,1,8,12.6,0.001117,0.001117,0.000101,0,32,0.178571,5,0.627361,17,0.094047,0.101945,24164.116236
TIK20250601024523,TIK20250601024523,TikTok,18,6,1,user_309035,339,2515,0,Science,Spanish,149,Text,0,Negative,0.089,0.726,0.185,55.9,Europe,-1,-0,-0.781831,0.62349,0,0,1,0.726,0,0,7,9.6,0.000007,0.000007,0.000096,0,9,0.047619,1,0.416588,17,0.097473,0.106173,118905.721284
TIK20250601024567,TIK20250601024567,TikTok,18,6,1,user_393469,458,3281,0,Climate,German,100,Image,4,Negative,0.058,0.739,0.203,55.8,Europe,-1,-0,-0.781831,0.62349,1,0,0,0.739,0,0,8,8.4,0.000045,0.000045,0.000107,0,21,0.178571,5,0.488614,17,0.093651,0.103059,86344.421417
TIK20250601024569,TIK20250601024569,TikTok,18,6,1,user_98859,1697,252,0,Sports,French,64,Link,4,Neutral,0.189,0.115,0.697,15.4,South America,-1,-0,-0.781831,0.62349,1,0,0,0.697,0,0,7,9.6,0.000002,0.000002,0.000094,0,23,0.047619,1,0.462181,17,0.087595,0.095186,6515.3109
TIK20250601024588,TIK20250601024588,TikTok,19,6,1,user_218330,555,2410,0,Education,Spanish,141,Image,1,Neutral,0.056,0.218,0.726,5.1,North America,-0.965926,0.258819,-0.781831,0.62349,1,0,0,0.726,0,0,8,8.4,0,0,0.000105,0,4,0.25,7,0.54637,18,0.088182,0.096131,6458.43617
TIK20250601024591,TIK20250601024591,TikTok,19,6,1,user_274661,3,2141,0,AI/ML,English,138,Video,1,Neutral,0.153,-0,0.848,16.9,Oceania,-0.965926,0.258819,-0.781831,0.62349,1,0,0,0.848,0,0,6,8.4,0.000024,0.000024,0.000086,0,17,0,0,0.305211,17,0.091793,0.099718,31212.475865
TIK20250601024602,TIK20250601024602,TikTok,19,6,1,user_341095,123,832,0,Climate,Portuguese,18,Video,2,Neutral,0.277,0.069,0.654,27.1,Europe,-0.965926,0.258819,-0.781831,0.62349,1,0,0,0.654,0,0,7,8.4,0.000042,0.000042,0.000094,0,22,0,0,0.433675,17,0.09217,0.100681,30243.192498
TIK20250601024606,TIK20250601024606,TikTok,19,6,1,user_190460,8670,1090,0,Technology,English,60,Image,2,Negative,0.071,0.66,0.269,40.8,Asia,-0.965926,0.258819,-0.781831,0.62349,1,0,0,0.66,0,1,8,8.4,0,0,0.000107,0,3,0.107143,3,0.482826,17,0.088711,0.097142,21168.51402
TIK20250601024608,TIK20250601024608,TikTok,19,6,1,user_103213,770,1734,0,Food,English,135,Image,2,Negative,0.132,0.729,0.139,53.6,Europe,-0.965926,0.258819,-0.781831,0.62349,1,0,0,0.729,0,0,7,8.4,0,0,0.000097,0,7,0.047619,1,0.387126,20,0.074437,0.081795,11501.307051
TIK20250601024617,TIK20250601024617,TikTok,19,6,1,user_432454,147,1804,0,Science,English,26,Text,4,Positive,0.707,0.022,0.271,16.6,Europe,-0.965926,0.258819,-0.781831,0.62349,0,0,0,0.707,0,0,6,9.6,0.000024,0.000024,0.000084,0,27,0.2,3,0.352218,17,0.090679,0.098632,77477.690145
TIK20250601024645,TIK20250601024645,TikTok,19,6,1,user_237134,878,1147,0,Science,Arabic,106,Text,3,Positive,0.623,0.097,0.28,9.9,North America,-0.965926,0.258819,-0.781831,0.62349,0,0,0,0.623,0,0,8,9.6,0,0,0.000106,0,7,0.107143,3,0.514443,18,0.084393,0.092274,8219.035764
TIK20250601024649,TIK20250601024649,TikTok,19,6,1,user_140071,1336,949,0,Politics,Portuguese,79,Image,3,Positive,0.732,0.051,0.217,0,North America,-0.965926,0.258819,-0.781831,0.62349,1,0,0,0.732,0,0,6,8.4,0.000001,0.000001,0.000085,0,2,0.133333,2,0.315633,18,0.081683,0.088702,1978.707406
TIK20250601024653,TIK20250601024653,TikTok,19,6,1,user_416695,1,1283,0,Gaming,English,125,Video,4,Positive,0.93,0.03,0.04,19.5,Asia,-0.965926,0.258819,-0.781831,0.62349,1,0,0,0.93,0,0,6,8.4,0.000143,0.000143,0.00009,0,17,0.133333,2,0.252751,17,0.088065,0.095164,35481.2798
TIK20250601024655,TIK20250601024655,TikTok,19,6,1,user_392933,462,2582,0,Entertainment,French,81,Video,2,Positive,0.604,0.037,0.359,0,Europe,-0.965926,0.258819,-0.781831,0.62349,1,0,0,0.604,0,0,8,8.4,0.000065,0.000065,0.000107,0,21,0.071429,2,0.457166,17,0.091853,0.100553,21891.196831
TIK20250601024657,TIK20250601024657,TikTok,19,6,1,user_70563,18221,1274,0,Politics,French,51,Text,1,Negative,0.029,0.84,0.13,60.8,Asia,-0.965926,0.258819,-0.781831,0.62349,0,0,0,0.84,0,0,7,8.4,0.000001,0.000001,0.000094,0,30,0.285714,6,0.455231,18,0.081732,0.088324,1483.530416
TIK20250601024664,TIK20250601024664,TikTok,19,6,1,user_263752,81401,2760,0,Sports,English,126,Image,0,Neutral,0.258,0,0.759,24.6,South America,-0.965926,0.258819,-0.781831,0.62349,1,0,0,0.759,0,1,7,9.6,0.000737,0.000737,0.000091,0,32,0.095238,2,0.516229,17,0.094484,0.102031,18096.302935
TIK20250601024679,TIK20250601024679,TikTok,20,6,1,user_99179,59,1466,0,Politics,English,134,Image,0,Positive,0.871,0.064,0.064,0.8,North America,-0.866025,0.5,-0.781831,0.62349,1,0,0,0.871,0,0,6,8.4,0.000001,0.000001,0.000082,0,28,0.066667,1,0.408108,17,0.091435,0.100117,36058.260136
TIK20250601024687,TIK20250601024687,TikTok,20,6,1,user_271130,1369,2838,0,Travel,English,127,Text,1,Neutral,0.076,0.138,0.786,15.7,North America,-0.866025,0.5,-0.781831,0.62349,0,0,0,0.786,0,0,8,8.4,0.000004,0.000004,0.000108,0,2,0.178571,5,0.440602,17,0.084558,0.091644,8061.206549
TIK20250601024690,TIK20250601024690,TikTok,20,6,1,user_358180,67,3001,0,Food,Japanese,37,Video,2,Negative,0.073,0.787,0.14,46.9,Asia,-0.866025,0.5,-0.781831,0.62349,1,0,0,0.787,0,0,8,8.4,0,0,0.000112,0,28,0.071429,2,0.393062,19,0.085382,0.093472,16726.684119
TIK20250601024697,TIK20250601024697,TikTok,20,6,1,user_361875,66148,2082,1,Education,English,83,Image,2,Positive,0.95,0.074,0,0,Europe,-0.866025,0.5,-0.781831,0.62349,1,0,0,0.95,0,1,9,12.9,0.000091,0.000091,0.000115,0,6,0.083333,3,0.627252,15,0.108416,0.119123,1091780.771125
TIK20250601024698,TIK20250601024698,TikTok,20,6,1,user_35216,7,1803,0,Health,English,51,Text,2,Neutral,0.117,0.165,0.719,18.6,Europe,-0.866025,0.5,-0.781831,0.62349,0,0,0,0.719,0,0,6,8.4,0.000002,0.000002,0.000084,0,17,0.133333,2,0.327043,20,0.074572,0.080801,1869.568207
TIK20250601024713,TIK20250601024713,TikTok,20,6,1,user_44610,2363,3378,0,Technology,English,100,Image,2,Neutral,0.103,0.051,0.846,17.3,North America,-0.866025,0.5,-0.781831,0.62349,1,0,0,0.846,0,0,5,8.4,0.000027,0.000027,0.000073,0,1,0.2,2,0.265238,18,0.082232,0.088719,4871.278761
TIK20250601024744,TIK20250601024744,TikTok,20,6,1,user_67999,29,2852,0,Food,Spanish,65,Text,2,Positive,0.946,0.131,0,31.8,North America,-0.866025,0.5,-0.781831,0.62349,0,0,0,0.946,0,0,8,8.4,0,0,0.000108,0,11,0.107143,3,0.44824,17,0.090378,0.098812,19287.485268
TIK20250601024752,TIK20250601024752,TikTok,20,6,1,user_461246,200,3097,0,AI/ML,Portuguese,17,Image,3,Positive,0.744,0.145,0.111,0,Asia,-0.866025,0.5,-0.781831,0.62349,1,0,0,0.744,0,0,8,8.4,0.000494,0.000494,0.000107,0,13,0.107143,3,0.489993,17,0.091189,0.099229,19076.799594
TIK20250601024760,TIK20250601024760,TikTok,20,6,1,user_276643,30,2316,0,Gaming,Portuguese,50,Link,0,Positive,0.841,0.101,0.057,16.7,Unknown,-0.866025,0.5,-0.781831,0.62349,1,0,0,0.841,0,0,6,8.4,0,0,0.000085,0,11,0.2,3,0.349988,18,0.086457,0.09414,4333.352322
TIK20250601024763,TIK20250601024763,TikTok,20,6,1,user_123534,18556,301,0,AI/ML,English,92,Poll,2,Positive,0.682,0.142,0.176,4,Asia,-0.866025,0.5,-0.781831,0.62349,1,0,0,0.682,0,0,6,8.4,0.000001,0.000001,0.000084,0,30,0.2,3,0.3365,18,0.082462,0.089635,10133.146091
TIK20250601024780,TIK20250601024780,TikTok,21,6,1,user_478917,2312,392,0,Finance,Japanese,64,Text,3,Negative,0.057,0.61,0.333,55.7,North America,-0.707107,0.707107,-0.781831,0.62349,0,0,0,0.61,0,0,7,9.6,0.000301,0.000301,0.000097,0,1,0.047619,1,0.387094,16,0.097178,0.105702,122114.193224
TIK20250601024786,TIK20250601024786,TikTok,21,6,1,user_103621,5,40,0,Fashion,English,121,Text,1,Negative,0.06,0.696,0.244,64.4,Asia,-0.707107,0.707107,-0.781831,0.62349,0,0,0,0.696,0,0,6,8.4,0.000007,0.000007,0.000083,0,17,0.2,3,0.364905,19,0.079324,0.0863,5526.845912
TIK20250601024793,TIK20250601024793,TikTok,21,6,1,user_300154,70658,2619,0,Finance,Korean,80,Link,4,Neutral,0.063,0.198,0.739,21.4,Europe,-0.707107,0.707107,-0.781831,0.62349,1,0,0,0.739,0,1,8,10.8,0.000157,0.000157,0.000106,0,6,0,0,0.504786,16,0.100867,0.109323,60528.598655
TIK20250601024794,TIK20250601024794,TikTok,21,6,1,user_282417,723,1597,0,Food,French,29,Image,1,Positive,0.854,0.125,0.022,0,Asia,-0.707107,0.707107,-0.781831,0.62349,1,0,0,0.854,0,0,7,8.4,0,0,0.000097,0,25,0.047619,1,0.392718,20,0.073388,0.081128,17004.280885
TIK20250601024800,TIK20250601024800,TikTok,21,6,1,user_34845,315089,1843,0,Climate,English,98,Image,3,Neutral,0.081,0.143,0.776,13.5,Europe,-0.707107,0.707107,-0.781831,0.62349,1,0,0,0.776,0,0,6,8.4,0.084335,0.084335,0.000078,0,8,0.2,3,0.498617,19,0.079155,0.086007,527.735496
TIK20250601024812,TIK20250601024812,TikTok,21,6,1,user_184833,24,2442,0,Food,Spanish,43,Image,0,Positive,0.77,0.14,0.09,3.4,Asia,-0.707107,0.707107,-0.781831,0.62349,1,0,0,0.77,0,0,7,8.4,0.000001,0.000001,0.000095,0,31,0.190476,4,0.449822,17,0.097388,0.107349,195078.813423
TIK20250601024820,TIK20250601024820,TikTok,21,6,1,user_457387,20,1998,0,Climate,English,74,Link,4,Neutral,0.088,0.117,0.795,0,Asia,-0.707107,0.707107,-0.781831,0.62349,1,0,0,0.795,0,0,7,8.4,0,0,0.000096,0,31,0.095238,2,0.396794,19,0.085231,0.092631,8824.884066
TIK20250601024841,TIK20250601024841,TikTok,21,6,1,user_7235,966,1857,0,Climate,English,52,Video,2,Neutral,0.239,0.127,0.634,0,North America,-0.707107,0.707107,-0.781831,0.62349,1,0,0,0.634,0,0,8,8.4,0,0,0.000106,0,15,0.178571,5,0.490126,17,0.08461,0.091276,4978.324167
TIK20250601024853,TIK20250601024853,TikTok,22,6,1,user_307142,94,3496,0,Technology,Portuguese,143,Text,1,Positive,0.704,0.075,0.221,6.7,Europe,-0.5,0.866025,-0.781831,0.62349,0,0,0,0.704,0,0,7,8.4,0.000003,0.000003,0.000096,0,29,0.047619,1,0.386714,16,0.092325,0.100399,17198.016182
TIK20250601024857,TIK20250601024857,TikTok,22,6,1,user_344165,218,2021,0,Food,English,126,Image,3,Positive,0.639,0.027,0.334,1.4,Unknown,-0.5,0.866025,-0.781831,0.62349,1,0,0,0.639,0,0,6,8.4,0.000025,0.000025,0.000085,0,5,0.066667,1,0.301724,17,0.090961,0.09901,14126.236867
TIK20250601024860,TIK20250601024860,TikTok,22,6,1,user_429241,55,1680,0,Food,Arabic,86,Text,2,Negative,0.09,0.753,0.157,54.8,Africa,-0.5,0.866025,-0.781831,0.62349,0,0,0,0.753,0,0,7,8.4,0.000001,0.000001,0.000095,0,20,0.047619,1,0.417448,19,0.080224,0.087551,4748.070881
TIK20250601024865,TIK20250601024865,TikTok,22,6,1,user_276689,128,2298,0,Business,French,52,Image,1,Positive,0.91,0.074,0.015,0,Asia,-0.5,0.866025,-0.781831,0.62349,1,0,0,0.91,0,0,7,8.4,0.000185,0.000185,0.000095,0,22,0.142857,3,0.433596,17,0.085534,0.093062,4024.600472
TIK20250601024870,TIK20250601024870,TikTok,22,6,1,user_137919,324,988,0,AI/ML,Spanish,97,Text,1,Positive,0.911,0.057,0.032,0,Asia,-0.5,0.866025,-0.781831,0.62349,0,0,0,0.911,0,0,6,8.4,0.000006,0.000006,0.000084,0,9,0.066667,1,0.332938,17,0.090218,0.09795,4608.968069
TIK20250601024890,TIK20250601024890,TikTok,22,6,1,user_174619,46,2877,0,Health,Spanish,138,Image,4,Positive,0.691,0.091,0.218,2.4,Europe,-0.5,0.866025,-0.781831,0.62349,1,0,0,0.691,0,0,7,8.4,0,0,0.000096,0,20,0.095238,2,0.403827,17,0.092902,0.102336,120613.870112
TIK20250601024892,TIK20250601024892,TikTok,22,6,1,user_94697,21881,481,0,Entertainment,English,35,Video,1,Negative,0.12,0.82,0.06,67.8,Europe,-0.5,0.866025,-0.781831,0.62349,1,0,0,0.82,0,1,6,8.4,0.000003,0.000003,0.000084,0,19,0.066667,1,0.356858,19,0.076861,0.084202,1099.162991
TIK20250601024905,TIK20250601024905,TikTok,23,6,1,user_175654,19,2952,0,Food,English,143,Image,2,Positive,0.619,0.067,0.314,9.6,Asia,-0.258819,0.965926,-0.781831,0.62349,1,0,0,0.619,0,0,8,8.4,0,0,0.000109,0,31,0.142857,4,0.43234,18,0.087592,0.095031,9142.774496
