post_id,n2v_0,n2v_1,n2v_2,n2v_3,n2v_4,n2v_5,n2v_6,n2v_7,n2v_8,n2v_9,n2v_10,n2v_11,n2v_12,n2v_13,n2v_14,n2v_15
TIK20250606027115,0.09461245,2.2792008,1.8568591,0.2112044,0.3956534,-1.9059134,-0.850589,-0.84180236,-1.9080343,0.42129293,-0.83662546,-0.000328316,-2.1190674,-0.47545475,0.32071376,0.614117
TIK20250606027121,1.0583426,0.824461,1.5592048,1.3710591,-0.501332,-1.073786,0.23594111,-3.2403255,-1.3659419,-1.2735276,-0.8855026,1.0176588,-1.5159119,-0.32196337,0.9741352,-0.049448963
TIK20250606027127,-0.15895632,1.2091365,2.497289,0.38646534,0.26385328,-1.492482,-1.2852823,-1.3548009,0.78746784,0.63394475,-1.0997102,1.7962136,0.1309457,-2.0728114,0.87307245,0.35567436
TIK20250606027135,-0.48767948,1.6809891,1.2931597,-0.7386436,1.4883369,0.10892858,-0.9471406,-0.37548378,-1.830091,-0.7883988,-1.7354242,1.3469704,-1.7292272,-1.2101222,-1.7181904,-0.45098177
TIK20250606027137,-0.40095073,0.24933955,1.2801539,1.1695026,0.9517601,-0.6607779,0.034936067,-3.8567185,-0.86055624,-2.018047,1.5467247,-0.5595236,-0.6710779,-0.5557274,0.30177847,0.5602178
TIK20250606027172,-1.3216293,0.7028888,1.3183638,1.5483502,1.2496337,-0.98791206,-0.19581501,-2.43908,-1.5451661,-1.6830345,0.6482396,-0.063700214,1.1919609,-0.4338266,-0.7701901,1.6298192
TIK20250606027179,0.53467166,-1.4666833,0.5546833,1.1553828,1.7448443,-1.7783349,-1.1521893,-0.34456226,-1.5173463,-0.08913617,-1.3172699,1.0189142,-1.5295727,0.23223005,0.36221087,2.343382
TIK20250606027189,-0.35294038,0.018137973,0.56501716,-1.1570902,0.08443005,-1.8233757,-2.5168576,-2.9557035,-1.0641365,-0.507377,-0.51855624,0.48723605,0.594273,0.021047194,-1.9337691,0.83421844
TIK20250606027206,0.16609332,-0.34631878,-0.6709587,1.4458724,0.47006848,0.29479048,-1.2153659,-2.3196232,-1.1135606,-0.6051605,-1.9680357,-0.8821088,-1.0765893,-1.6441771,-1.8020225,-0.5293232
TIK20250606027221,-2.169482,2.0538874,1.6230474,1.978907,2.0133576,0.0015825529,-0.9482214,-0.7598818,-1.4016666,0.5439373,-0.95654875,-0.5046184,-0.026799256,-0.36594057,-0.5994405,-0.2871019
TIK20250606027227,0.67164344,-0.34940377,3.3069277,1.338737,0.6056384,-0.63790065,-0.63443786,-1.1699477,-2.0055468,0.60146296,0.4317058,0.053324148,-0.97424036,0.9497588,0.6548893,-0.48761594
TIK20250606027233,-0.93096536,-0.9391546,0.8002422,1.3737024,1.1070048,-0.70464396,-2.0902636,-0.5414141,-0.034607213,-2.240688,-0.8865008,0.5784651,1.0399877,-2.1633089,-1.0058835,1.2487053
TIK20250606027238,0.7659145,-1.1567414,2.1485696,2.0327468,0.5818629,0.44021586,0.25259355,-1.1515899,0.38762727,-1.9696773,-0.58246225,1.4695573,-1.1948111,-1.6270804,-1.5197867,-0.53803945
TIK20250606027240,-1.5215954,-0.5666945,0.1625042,1.8658811,1.5335269,-0.4618446,0.17053546,-1.5995826,-1.6773047,-1.252347,-0.51498157,-0.041348953,-0.53876877,-1.912881,-1.3844048,-1.0327884
TIK20250606027257,0.23686819,0.5134093,2.1558294,1.0726932,-0.03144439,-1.6564671,-1.9594536,-0.5771934,-1.9315007,0.9336703,1.13788,0.13396865,0.6954357,-0.8112815,0.448644,1.43646
TIK20250607027268,0.6854809,-1.7801493,1.67515,1.4937333,0.8683547,-1.8356044,-0.88173145,-0.414389,-0.28818566,-0.58722645,1.2273968,1.2751075,-1.8500415,-1.3311758,-1.0264924,-1.4824619
TIK20250607027272,-0.78001785,0.65389794,0.0019103708,2.2971954,0.77848464,-0.048797384,-0.76923776,-1.3081156,-2.1731884,-0.8436431,-0.33651108,0.4256528,-2.3028598,-0.74368757,1.4228972,0.7538329
TIK20250607027276,-0.04711759,0.4361844,2.35131,0.90207994,0.3723508,-1.852901,-1.3552492,-0.9773384,-1.6714007,0.94361025,1.9076811,-0.47796264,-0.046490308,-1.0188544,-0.11100423,1.6012967
TIK20250607027278,0.18260646,0.017919615,0.17917164,1.7538005,1.0934995,-1.4001176,-1.1670457,-0.2832417,-2.3431778,-0.6836116,-0.37945598,0.77412015,-2.1386082,-1.5124928,1.7735002,0.24442856
TIK20250607027285,-1.2937005,1.9061617,1.6141331,1.7141807,2.68655,-0.48996297,-1.4013371,0.17401807,-1.6660376,0.5020056,-0.48258266,-0.6138832,0.33415353,-0.5905722,-0.8527781,0.52719176
TIK20250607027286,-0.73786384,0.6788149,1.914871,0.6044297,-0.2330825,-2.3678286,-1.5881436,-1.4443545,0.66203225,0.27791035,-2.558934,1.2175595,-0.6295999,-0.29455635,-0.070552304,0.81334656
TIK20250607027300,0.8214239,-0.04413602,2.8895085,1.316354,1.5764147,-1.5483762,-1.1425318,1.072793,-1.3980459,0.9702398,0.7292511,0.98895496,-0.33131266,-1.2104213,-0.15371777,1.054581
TIK20250607027303,-0.35396603,1.5157223,1.2155448,0.67127967,1.1203382,0.5481628,-0.5052843,-2.1159806,-1.0863532,-2.6403234,0.803553,-0.35938135,-0.11720623,-1.3123823,-0.7777273,1.2598965
TIK20250607027334,2.7040904,1.1376793,2.7222722,1.7586662,1.8556335,0.42732638,0.353997,-2.2915347,-0.48539576,-0.53255194,-1.2076583,0.30569494,-0.5750965,-0.6819588,-0.45088598,0.31163293
TIK20250607027342,-0.1649798,0.46613982,1.5766081,0.80676717,1.3202431,-0.12008635,-1.7430898,-0.44192916,0.3658342,0.71461993,-0.5909707,-0.22424464,-2.550869,-2.4631145,1.0556661,1.4277431
TIK20250607027366,0.024035074,-0.78079075,0.082654096,2.150908,2.8216412,0.18949999,-1.063842,-2.515709,-1.2268887,-0.35115778,0.20262444,1.0729871,1.0519309,-0.93745255,0.9333311,0.8783717
TIK20250607027381,-0.18378617,0.11779047,0.8897887,3.3005695,-0.5360541,0.2460301,-2.2890904,-1.2514279,-0.7657153,1.0209291,-1.9366406,-0.5955923,-0.80978453,-0.26971442,-0.6087232,-0.57163125
TIK20250607027396,0.21823241,-1.8024004,0.77262026,1.5648029,0.79579264,-0.83957756,-1.0886878,-0.8176917,-2.943894,-0.29934892,-2.0578926,1.2938532,-0.21567991,0.16222724,0.47125396,0.99135244
TIK20250607027413,-0.29803038,0.21060061,0.33705032,0.00984937,0.939932,0.12960754,-2.7234123,-1.9750317,1.2137042,0.18741669,0.40013102,1.5324444,-2.017994,0.07426521,-1.0672529,0.65871733
TIK20250607027414,-0.17009667,-2.2014298,1.1474433,1.0928714,-0.014700776,-0.37253165,-3.058033,-1.0125303,-0.98659444,0.8455716,1.0070043,2.4843574,-0.608658,-0.6764262,0.46277064,0.41085443
TIK20250607027418,0.55378515,-0.58825845,2.6426692,1.2243216,-0.4292344,0.67973596,-0.5849288,-1.8906746,-3.0789688,0.61022097,0.30441353,0.6342292,-1.4740884,0.39455408,0.1023255,-0.73561186
TIK20250607027422,-0.52831477,0.033559542,2.5205588,0.9303578,0.98806465,1.7418469,-2.0538397,-1.6355214,0.9949362,0.9652202,-0.0037037383,-0.3396278,-0.57270366,-2.2663457,-1.4428934,-0.30547208
TIK20250607027474,1.6599863,-0.46510845,2.1583474,-0.087004036,0.4292953,-0.8370068,-2.3974445,-0.51799047,-1.5684475,0.18616402,-1.4564104,0.5050982,0.76249987,-0.37431937,-1.5399785,-1.1461275
TIK20250607027479,0.5422794,0.19274966,1.8067852,0.6043721,2.4753604,-1.1607537,-1.2181892,-1.3786035,0.012242348,0.36626363,-1.127115,2.5877292,-0.7177771,0.91746753,0.704867,-0.51441157
TIK20250607027480,-1.3351774,0.15766187,-0.23123471,1.3583585,0.14885433,-0.3745195,-2.1531272,-1.430269,-0.7281909,0.85708266,-0.12100561,1.5840563,-0.21116462,-2.4809306,-0.64773154,2.5318987
TIK20250607027488,1.6320614,-1.2194952,1.2881899,0.5606909,1.2921157,-1.6039544,-2.8406508,-0.52112883,-0.72846895,-0.13901305,-0.6903677,-1.8354182,-0.17644662,-1.4970052,-0.80571586,0.34031385
TIK20250607027501,-0.94481117,0.16493975,0.37626165,-0.28594688,0.60218084,-0.80059874,-2.561746,-0.09517658,-2.1576602,-0.68967897,1.2794338,1.4313201,-1.8439878,-2.3261971,-0.8365187,1.2644483
TIK20250607027504,-1.0977103,-2.031299,0.5702689,1.5172167,1.4241866,0.2263136,-0.1314652,-1.8431678,-1.9402736,-1.2568134,-0.35494307,-0.4176057,-0.40236953,-1.5947796,-1.8185028,-0.12335451
TIK20250607027505,-1.4992954,0.6440402,0.92641515,1.8118708,2.054117,0.3282629,-2.1174352,0.048741404,-1.0079471,-0.4006386,0.8322264,1.7999778,-0.710535,0.7115849,-1.3990033,-0.66641974
TIK20250607027518,-1.3022517,-0.9100069,1.2572278,2.3132303,1.926423,0.94107664,-1.9437449,-1.3222278,-1.4578425,0.4291534,-0.11752297,0.7101159,0.65839297,-0.72256076,1.8192409,0.5503037
TIK20250607027522,2.3674212,0.87125283,0.9075282,-0.64160013,0.4578213,-0.14196041,-1.5862062,-2.8089347,-1.3461119,0.63589257,-0.113041304,0.36770836,-0.138791,-0.5621161,-1.2819574,0.7611583
TIK20250607027530,0.12993081,0.12094293,1.0945811,2.040535,1.0764618,1.7883865,-0.1957374,-1.5152633,-1.7117717,1.4779937,-1.1380057,1.1832018,-0.40939924,-2.3678758,0.1424525,0.89983493
TIK20250607027537,0.41722673,0.48463976,1.115655,2.0083902,2.1715083,-0.143842,-2.4990127,-0.6708921,0.13129456,0.9852984,-0.18750204,0.5597851,-0.18566608,-0.92677426,-1.2207471,-2.4995413
TIK20250607027547,0.16246343,1.1906912,-0.7519917,3.2847607,2.0072784,-1.3020846,-1.3118403,-1.9280915,-0.86695486,-1.0371829,0.20684406,0.7814826,-0.18968388,-0.08753749,-0.30663088,-0.14504854
TIK20250607027568,-0.2985977,-1.234941,2.0646734,0.27557132,-0.55003256,0.18676095,-0.9352296,-2.3891323,-1.5521567,-0.96353376,-0.7830972,-0.41117525,-1.2119697,0.19381171,-0.8091374,2.3185189
TIK20250607027578,-1.7930175,1.4193438,0.96030796,1.862228,1.0919653,-0.3810738,-0.8282938,-1.343973,-1.168833,1.1903397,-0.17309901,-1.2804654,0.07916571,-0.7830641,-0.9157613,0.77724266
TIK20250607027587,-0.93781936,0.57146597,0.3042387,1.1541922,-1.1183494,-1.0929334,-1.8643743,-1.7046089,-0.53132755,0.55559814,0.1401072,0.8238813,-0.29960454,-2.1996026,-1.4852571,2.2183242
TIK20250607027589,-0.034173824,0.12191037,2.6994762,-0.51394105,1.2877809,0.82364506,-1.7037699,-1.3280575,-0.8262699,1.7344255,0.6514276,-0.11951859,0.19762157,-1.9646811,-1.5433383,-0.24400528
TIK20250607027590,-1.0188162,1.2554272,1.781395,1.0688372,-0.27051815,-2.3674958,-1.879287,-1.4482875,0.64813334,0.19018187,-2.1096518,1.2737385,-1.1348976,0.37912548,-0.14276114,0.49663222
TIK20250607027602,-1.2650217,0.30189463,2.141215,1.7200353,-1.3553278,0.5987823,-0.91910887,-1.325676,-1.2780931,0.2856016,-0.7862638,2.0406694,-0.37598744,-0.4036035,0.29268476,1.51587
TIK20250607027606,0.9110604,0.8854514,1.1381975,2.260691,0.89175886,-0.91972077,-0.5463345,-0.58420765,-0.9353792,1.6550534,-1.0888146,-0.16788958,-0.3708865,-0.8121013,-2.0963821,1.2323872
TIK20250607027612,-0.18607138,1.7549964,1.2431165,1.295611,3.0426784,-1.5662743,-1.6403781,0.60593927,-1.2472442,-0.46229094,0.076362066,-0.0033641902,0.14776383,-2.2758193,-0.79957384,0.5973017
TIK20250607027623,-0.4613974,1.7915415,1.8390325,-0.7334655,1.3875911,-1.0182936,-0.4020596,-0.41361088,-2.5106995,-0.62107414,-0.9203734,0.8107116,-2.4292707,-0.6610864,-2.0449069,-0.13438717
TIK20250607027631,0.46771035,-0.6641486,2.4127808,1.151874,-0.9173543,-0.36834735,-3.287783,-1.2191302,-0.1668942,-1.4997486,-0.57344145,0.00042377843,-0.21001635,1.0533121,-0.6794274,0.14254373
TIK20250607027634,0.061974727,-2.1047478,0.49602252,-0.09634853,1.2904334,-0.77767825,-2.3722084,-0.92988694,-0.54163426,-0.51207954,-0.9416268,0.07921052,-2.6799257,-0.5228024,-2.0795116,1.3948954
TIK20250607027657,0.14622487,0.060252603,1.0963441,0.67538846,1.9098994,1.5454898,-0.69041276,-3.2825425,0.28003553,-0.11136935,-0.637733,0.49177966,0.019045131,-0.20735894,-0.91575646,1.4711952
TIK20250607027659,-0.119694956,0.6693461,2.5129116,0.3423976,0.50602454,-2.3008091,-0.85077184,-0.6712063,-0.87299424,0.64377856,1.6709989,0.30021027,-0.6478162,-1.6939313,-0.6068461,1.9261297
TIK20250607027677,0.7194938,-0.51919156,1.6872243,0.15948567,1.1236776,1.8381447,-2.9943066,0.030181542,-0.7051582,-1.2328175,-0.31276792,-0.12752862,-1.781597,-1.355393,-1.2738491,1.4293954
TIK20250607027681,0.14324047,0.75382227,1.0014087,1.814535,-0.45071644,1.2197565,-2.4663806,-1.9969126,0.66948223,-0.73923004,-0.35025293,0.65243477,-1.3001734,-0.6261405,-1.7088214,-1.6783942
TIK20250607027684,-0.26348397,0.6693969,-0.004821339,0.2453008,0.37544715,-1.6428548,-2.2747808,-3.202887,-0.4655256,-0.306958,-0.18459204,1.1487414,1.2883805,0.2420096,-1.4709175,0.877238
TIK20250607027695,0.1384873,-1.4487848,0.27383617,-0.048369497,1.1496319,-1.1028672,-2.3567975,-0.4779432,-0.9717047,0.08912525,-0.29352993,-0.017755078,-3.0299094,-0.761894,-1.573228,1.038774
TIK20250607027696,2.7595663,1.0164058,1.1269374,-0.5007767,0.7282585,-0.36809295,-1.6011608,-2.4235058,-0.8550092,0.6411515,-0.051262863,0.5447589,-0.39900947,-0.45794022,-1.494398,0.80259264
TIK20250607027697,1.270326,1.7422242,2.4819326,1.1744653,-0.8062591,0.0026754492,-1.3951862,-0.23710531,-1.0738778,-0.6463016,-2.2457168,0.50543815,-1.445032,-0.30222708,-1.2715597,0.8920157
TIK20250607027705,-0.31873116,-0.71454465,2.6651876,0.31184044,-0.8986806,-1.3734198,-1.9700526,-0.47741935,0.10159921,-0.18882217,-0.65543556,-0.7763889,-0.7504687,-1.8512843,-1.5046971,0.048498068
TIK20250607027706,0.39169872,0.13103586,1.933623,3.2140222,0.4940483,-1.1235278,-2.2972279,-0.8428706,0.19668025,-0.30160186,-0.72277397,0.1395298,0.2089071,-0.014990515,0.83024627,-1.4400798
TIK20250607027716,-0.29824412,1.4605446,0.75764793,0.78881717,0.95867336,-0.60776585,-2.4033802,-1.4114108,-1.0854325,0.13974133,1.386696,0.092328094,0.98250055,-2.6572661,-0.15739314,-0.8301594
TIK20250607027741,0.37280858,0.41807827,-0.12562491,1.3137783,0.5544051,-0.46541578,-3.4395251,-1.4981598,0.65984803,-1.4724538,-0.5217902,-0.024845794,0.5660514,-1.5658585,-0.19858168,1.4488806
TIK20250607027762,-1.3707504,0.7734969,0.88427114,1.7721589,1.6237155,0.4180697,-2.5405345,-0.02533784,-0.86230546,-0.5959618,0.41143292,1.8379736,-0.79193336,0.82670915,-1.3407707,-0.86738795
TIK20250607027763,0.72659993,-0.84728754,-0.07815968,1.4046377,0.6468059,-1.2053784,-1.1505649,-0.73606056,-2.3001342,-0.51620543,-2.2211637,1.988831,-1.2003944,-0.36636952,-0.6580844,-1.2851521
TIK20250607027802,0.69116175,0.48736718,0.6061224,1.2668873,2.2106185,-0.9413493,0.08783112,-1.5111513,-0.77872974,-1.2459136,-1.1089388,-0.42213157,-2.9979348,-0.6634767,-0.269977,0.79887635
TIK20250607027804,1.7531881,0.18530445,0.16688798,1.1071051,0.81241834,-0.5979371,-1.6749496,-1.6877081,-2.5050972,-0.29373837,0.39586303,0.31590778,-0.46250746,1.014451,-1.9197111,1.0868173
TIK20250607027809,1.230024,0.08701124,0.90205735,2.0770237,0.99341166,1.3220469,0.41736946,-2.147056,-2.0375526,0.5999013,0.38403806,1.4982569,-1.2231547,-0.9385421,-1.101566,1.4427335
TIK20250607027813,-0.7883942,0.5715701,1.3012178,0.37072387,1.5986578,0.83166647,-1.5096968,-3.4646864,-1.4077468,-1.0244986,0.57160765,-0.59711325,1.0203103,0.30805495,-0.70713705,0.74975574
TIK20250607027818,0.13858345,-0.33356488,2.4015234,0.94275594,0.25833035,-1.3339287,-0.7596898,-1.533212,-1.8850015,0.47791827,1.8587877,-1.2567222,-0.43126512,-2.1859117,-0.47634992,1.280747
TIK20250607027821,-0.92396486,-0.13693391,0.30995032,0.11843708,0.5266227,-0.8886688,-2.4206486,-0.0058424226,-1.898876,-0.959554,1.4011655,1.4694757,-1.6861893,-2.3442445,-0.8585345,1.1926751
TIK20250607027836,0.35106826,0.5300487,0.009925363,1.6762254,1.5808337,-1.0644405,-1.2735072,-0.40400764,-2.303668,-0.26582867,-0.4196647,0.8682731,-1.8960385,-1.1972055,1.8591503,0.10724861
TIK20250607027857,0.9912389,0.9628185,1.7074869,1.6674131,-0.5668209,-1.852875,-0.5075171,-2.9501815,-0.6493507,-1.4365026,-0.015379066,-0.3415966,-1.2857678,0.45552713,-0.10139652,-0.50329036
TIK20250607027866,-0.26502085,2.0096526,-0.25499812,0.27687517,1.1690507,0.07542383,-2.5581174,-2.5733469,-1.6349063,1.3413786,1.0636123,1.4923849,-0.9539762,0.0011039961,-0.75323504,0.34772816
TIK20250607027873,-0.95039606,0.63885766,2.5999331,0.54497075,-0.7165783,0.17934443,-1.530365,-1.8206594,-1.0473785,-0.94517475,0.72682893,1.9328926,1.2081107,-0.6260319,-0.9976746,-0.9207819
TIK20250607027894,-1.0807171,0.38758624,0.18085396,1.2295645,-0.85617495,-0.8866442,-1.707035,-1.7051778,-0.56404614,0.46291807,0.027108096,0.89235246,-0.36618328,-2.4302034,-1.3696347,2.3920352
TIK20250607027905,0.16089334,1.9408988,2.5539443,-0.4537196,0.7621597,-1.3215964,-0.15546857,-0.6553475,-1.8403845,0.60377777,-1.1304036,-0.024783326,-1.9812572,-0.6713004,-0.73595923,1.0639657
TIK20250607027923,0.6117033,0.19637552,1.9258868,1.1002251,-0.064168796,-0.6993464,-1.9815315,-1.8567871,-0.20610031,-0.9364292,1.500339,1.7332691,1.0781252,-0.27281544,-2.2708945,-0.6686086
TIK20250607027943,-0.03879775,0.42318195,2.2378237,1.3789929,-0.035257068,-0.4531547,-1.8969412,-1.9012339,0.13300458,-0.7254976,1.6632681,1.7430449,1.096176,-0.43566397,-1.976217,-0.8513974
TIK20250607027949,-0.37520343,1.1876869,2.3970249,0.52951145,-0.18768167,0.6668747,-3.0880423,-1.2859981,-0.79696375,-2.6693754,-0.6300194,-0.2954231,0.1468865,0.10083002,-0.6519738,-0.17139041
TIK20250607027951,0.10094833,2.3188648,1.5494599,0.24590173,0.3370647,-2.422837,-0.95122296,-1.1014292,-2.0660863,-0.02748903,-1.1013726,0.04954362,-1.9926443,-0.8735007,0.65581566,0.08102942
TIK20250607027953,1.4514184,0.1563849,2.1189914,1.3456182,-0.07198064,-0.00631268,-0.9449062,-1.4822044,-3.7894921,0.3418074,0.099397466,0.3942334,-0.5855724,0.09938977,0.6117244,-0.7238438
TIK20250607027967,0.26118433,-1.2666929,2.0771239,0.6620711,-0.38712198,-1.5969479,-2.1975133,-0.60680103,0.56523645,-0.41174984,-0.3563609,-0.6278395,-0.7026509,-2.355382,-1.5161061,-0.24550171
TIK20250607028010,-0.7705596,0.39101386,1.0479244,1.3318578,0.13011229,1.0901688,-1.5773623,-1.3804973,-1.6938096,-0.5735123,-0.41294625,-0.58138776,-1.5365365,-0.33503106,-1.3596708,3.092933
TIK20250607028011,0.70302635,1.1402327,1.0456449,1.4318992,-1.4266763,-0.83117163,-2.342353,0.033744086,-1.3170602,-1.7946999,-0.64355594,0.5751199,-1.3922625,-2.5882509,-0.47600505,0.14756623
TIK20250607028012,-0.6303984,0.55230314,1.2917757,3.0187125,-0.39439663,-0.21401179,-2.08115,0.41858453,-1.4179544,0.23233962,-0.46626762,0.19181849,-1.8364213,-0.3086345,-0.44565555,2.1606588
TIK20250607028025,-1.6456388,1.1566316,2.837465,-0.7481437,1.0039381,-0.60517514,-0.49964753,-1.2162434,-1.7478566,0.5922133,-0.85884,0.5495971,-2.1651032,-0.55821604,0.88000625,0.20485546
TIK20250607028027,-2.135839,-0.6705942,0.32111928,0.35180926,2.126725,-1.5393082,-1.5731329,-2.7019546,-0.25615194,-0.5311032,0.281502,-0.54462945,-1.7382807,-0.45809904,0.32462472,0.513221
TIK20250607028055,-0.90779996,-0.6072587,1.6369272,1.1709167,2.3322415,-0.22121644,-1.8146533,-0.24994478,-0.589776,-0.65979546,0.5391334,0.16647184,-1.2474669,0.88269055,-2.5952945,-0.5000597
TIK20250607028060,-0.71505374,0.078213744,1.5776821,0.8493944,1.1372563,-0.139396,-0.72501177,-3.296042,-0.9157212,-1.843596,1.3580405,-0.1640509,0.56486046,0.034740303,-0.45316532,0.97436
TIK20250607028072,2.5370538,0.58095837,0.29252788,-0.060453743,1.0249062,-0.03901819,-1.5469403,-2.7557344,-1.5882351,0.21252662,-0.15698504,0.5766388,0.024907801,-0.20976512,-1.8426547,0.97211117
TIK20250607028115,1.5137243,1.4515061,0.50359654,2.2781148,0.64167887,-1.2729408,-0.87867683,-1.2260131,-0.56245667,1.3990527,-0.9981693,0.4436384,0.06160122,-1.1118942,-1.4054242,1.3464638
TIK20250607028122,-0.12539668,-1.0696297,2.0225708,1.5960344,-0.6815824,-0.95803595,-3.6610065,-0.21725264,-0.6070662,-0.48104087,-1.0581555,-0.06334528,0.09280908,0.5175597,-0.33147833,1.1380414
TIK20250607028132,-0.38347808,-1.5030456,1.9820641,1.4249641,0.62250763,-2.4944603,-0.75121224,-1.9482602,-0.18745099,0.94610023,-0.58778125,0.571191,0.82097423,-0.13947572,-2.054932,0.7141088
TIK20250607028135,0.46025655,-0.92678094,1.5014011,-0.27648154,1.4010253,0.4512302,-2.9763715,-0.16066372,-0.41981965,-1.5204288,-1.2933854,-0.22442907,-1.7894707,-0.45830634,-1.3310493,1.7668955
TIK20250607028142,-0.45418182,-0.8767718,1.1830395,1.3265289,0.68525225,-2.450248,-1.2869204,-1.7706791,-1.327502,-0.50092715,0.2908008,0.7634988,1.5086755,-1.6265397,0.18306683,-1.4222671
TIK20250607028147,0.42087665,-0.030420443,2.3046486,1.0144978,-0.283307,1.0392652,-1.702895,-0.673337,-1.3046702,-0.9193573,-1.3890804,-0.055836335,-1.2944047,-1.8308451,-0.32749236,-2.2310886
TIK20250607028161,0.1065629,0.4357242,-0.20826428,1.178358,1.9190568,-0.42637023,-2.2783978,0.1438286,-2.430561,0.2425997,-1.2741578,0.9108586,-0.77617604,-2.363913,1.2623867,0.33532217
TIK20250607028179,-1.0301238,0.062223718,0.73865557,-0.6588265,0.47021583,-2.583793,-1.9611837,-1.6594049,-2.4832768,-0.6411593,-0.5641101,0.73921937,-0.475621,0.6089232,-1.4687762,-0.32456696
TIK20250607028200,0.9725856,-0.36084837,1.8429393,2.042546,1.4355651,1.0783833,0.30897737,-0.8996965,-2.0891473,1.3386531,0.46251467,1.3810921,-1.1718965,-1.3913686,-1.4439449,1.4084054
TIK20250607028202,0.7709493,0.7614095,2.0060759,-0.40303653,2.0137024,1.1701338,-0.47639677,-0.89670354,-1.6057256,-1.3619753,-0.37726253,0.6811973,-0.3527613,-2.2498317,-1.9318509,-0.37617606
TIK20250607028209,-0.91424793,2.5808463,1.9092482,2.0941985,2.407685,0.41434178,-0.97900456,-0.6292176,-0.90174127,-0.2209284,0.39208356,-0.48851696,-1.1470572,-0.40838405,-0.13424504,-0.08857367
TIK20250607028233,-1.6603905,1.6674724,3.1098921,-0.27312514,0.70651674,-0.36442173,-0.5684408,-1.0488132,-1.7119559,0.88628554,-0.9584652,0.6160761,-1.9812647,-0.14701095,-0.10404566,0.15990776
TIK20250607028235,-0.6881758,0.5874856,2.338916,-0.087956786,-1.0216866,0.54894847,-2.1618083,-1.507872,-2.344523,-1.6385124,-0.80233204,1.6663731,0.7249898,-0.2964585,0.65887,-0.10334865
TIK20250607028241,1.7705199,1.2517374,0.29870754,0.003705346,2.8669486,0.39892513,-1.8450643,-1.3160472,-1.6489033,0.5021958,-0.79105836,0.32662085,-0.90053564,-0.65446216,0.53666806,-0.49916857
TIK20250607028244,-1.3019212,-0.61742437,1.1142827,1.4218292,-1.3773991,-0.9005672,-2.1035743,-2.5437307,0.30425057,0.5368954,0.73417217,-0.21622726,-0.8220523,-1.2719326,-1.1705852,1.1289307
TIK20250607028271,-0.0017283781,-1.1839105,2.757909,1.1436125,1.0729177,-2.0209486,-0.624275,-0.5120263,-0.11270175,0.70444477,-0.6709661,0.8457582,0.80843323,-0.13685651,-1.7790606,-0.1845276
TIK20250607028274,-0.76561826,-1.1402572,2.8580394,-0.22065064,1.4738665,-0.8259454,-2.883064,-0.59242916,-1.1133279,0.37244013,0.8357066,-0.81517327,-1.109689,0.05033119,0.09041565,-1.0281732
TIK20250607028276,0.4124056,0.96425956,0.22594005,0.86576045,2.9464405,-0.16007711,-1.5951273,-0.4316398,-1.9632901,-0.039275214,-0.41949388,0.5978828,-1.6014278,-0.37440994,0.5412345,-1.2182295
TIK20250607028295,0.48034176,-0.53163475,1.7846738,1.6259078,0.6244145,-0.20800306,-0.7972196,-0.7245447,-1.6266552,-1.2102474,-0.9428156,-1.4276376,-1.2654974,-1.276414,0.36173925,-1.6656724
TIK20250607028308,1.3727283,0.91902095,0.59808975,1.2423152,0.024771215,0.051191412,-1.85848,-2.1161263,-2.4867992,0.37783498,0.06162574,0.71289533,-0.63040805,1.4792597,-1.4226586,1.1762942
TIK20250607028315,0.3420892,0.5937467,1.3573962,1.7940191,1.1209095,-0.42520276,-2.053918,-2.7567725,0.049472928,-0.30724832,-2.1162949,-0.4988975,0.32221243,0.9383839,1.147963,0.5051965
TIK20250607028317,-0.020678902,-1.3579615,2.0557733,0.64963156,-0.43138623,-1.4938538,-2.3165593,-0.85286707,0.63145846,-0.39172256,-0.31718218,-0.9080618,-0.60202223,-2.0744421,-1.6335038,-0.15435418
TIK20250607028318,-0.14256799,-1.2002084,2.2363846,1.6942251,-0.70665616,-1.2090982,-3.6902485,-0.04090279,-0.7478255,-0.45161167,-0.7532516,-0.026727006,-0.2017665,0.44441122,-0.11008387,1.0702661
TIK20250607028320,-0.3392742,0.62196666,-0.69984347,1.2006028,1.8939346,-1.282013,-0.8402416,-1.0259414,-1.877299,-0.848884,-1.0108619,1.6424313,-1.8589493,-2.053409,1.5694716,0.22882345
TIK20250607028331,0.21736327,0.92988735,-0.287182,3.1417742,2.29714,-1.5566803,-1.0028859,-1.8774115,-1.1500821,-0.8088028,0.4598006,1.0651159,-0.021322202,0.43785244,-0.017046098,0.0069637066
TIK20250607028350,-0.5995633,-0.8213496,1.2872404,1.868363,0.82428706,-2.039098,-1.5558448,-1.540323,-1.2172288,-1.0225837,-0.1355461,0.86586624,2.3415468,-1.2022591,-0.544275,-1.0928968
TIK20250607028357,-0.4611443,-1.5016887,1.7322028,1.1325959,1.3939449,-2.3458393,-0.5627604,-1.8621255,-0.9988709,0.5909104,0.20483552,0.66069543,1.5173142,-0.22263047,-1.2969689,-0.2677428
TIK20250607028364,0.12590235,0.5821343,1.1445934,0.29820698,-0.6296015,-1.6663996,-1.8210748,-2.4587617,-0.62059367,-1.1966468,0.32415828,2.1211596,0.42178547,0.4936217,-2.1685407,-0.040636852
