hour_of_day,day_of_week,is_weekend,followers,account_age_days,verified,content_length,num_hashtags,sentiment_positive,sentiment_negative,toxicity_score,hour_sin,hour_cos,day_sin,day_cos,followers_log,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,large_account,topic_Business,topic_Climate,topic_Education,topic_Entertainment,topic_Fashion,topic_Finance,topic_Food,topic_Gaming,topic_Health,topic_Politics,topic_Science,topic_Sports,topic_Technology,topic_Travel,language_Chinese,language_English,language_French,language_German,language_Hindi,language_Japanese,language_Korean,language_Portuguese,language_Spanish,media_type_Link,media_type_Poll,media_type_Text,media_type_Video,location_Asia,location_Europe,location_North America,location_Oceania,location_South America,location_Unknown,popularity
15,2,0,528,1925,0,271,0,0.165,0.228,53.6,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,6.270988431858299,0,0,1,0.606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17,6,1,45870,1663,0,254,2,0.684,0.056,0.0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,10.73358838809481,1,0,1,0.684,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,5,1,56587,2816,1,76,2,0.683,0.087,22.2,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,10.943552227578826,1,0,0,0.683,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
18,0,0,2482,291,0,276,2,0.859,0.101,0.0,-1.0,-1.8369701987210297e-16,0.0,1.0,7.817222785508166,1,0,1,0.859,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,1,148,215,0,106,4,0.661,0.05,8.9,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,5.003946305945459,1,0,0,0.661,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
21,2,0,78,3050,0,121,2,0.883,0.069,0.0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,4.3694478524670215,1,0,0,0.883,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,6,1,147,1531,0,110,1,0.164,0.085,0.0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,4.997212273764115,1,0,0,0.751,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
17,0,0,1801,3609,0,126,1,0.288,0.0,13.2,-0.9659258262890683,-0.25881904510252063,0.0,1.0,7.496652438168283,0,0,0,0.758,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20,5,1,19419,2001,0,182,3,0.663,0.047,15.1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,9.874058741845316,1,0,1,0.663,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
11,0,0,1522,1095,0,119,0,0.712,0.133,0.0,0.258819045102521,-0.9659258262890682,0.0,1.0,7.328437352895162,1,0,0,0.712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
17,3,0,986,2970,0,90,1,0.759,0.067,0.0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,6.894670039433482,0,0,0,0.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
21,4,0,950,707,0,230,1,0.839,0.04,0.0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,6.85751406254539,1,0,1,0.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,0,0,19,3321,0,266,3,0.655,0.037,0.0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,2.995732273553991,1,0,1,0.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,6,1,1799,713,0,140,4,0.069,0.172,11.2,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,7.495541943884256,0,0,0,0.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18,4,0,439,547,0,75,0,0.156,0.062,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,6.0867747269123065,1,0,0,0.782,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
15,6,1,1155,548,0,278,2,0.029,0.871,74.1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,7.052721049232323,1,0,1,0.871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23,0,0,55312,1960,0,71,2,0.931,0.032,4.8,-0.25881904510252157,0.9659258262890681,0.0,1.0,10.920763241257452,0,0,0,0.931,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
16,0,0,172151,1670,1,150,1,0.121,0.846,66.9,-0.8660254037844385,-0.5000000000000004,0.0,1.0,12.05613308647438,0,0,1,0.846,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
20,1,0,2662,2973,0,133,2,0.233,0.184,17.2,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,7.887208585813932,1,0,0,0.583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19,0,0,199409,1651,0,221,1,0.096,0.782,45.8,-0.9659258262890684,0.2588190451025203,0.0,1.0,12.203118285703738,1,0,1,0.782,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
15,4,0,460,1712,0,105,1,0.777,0.047,9.7,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,6.133398042996649,0,0,0,0.777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
14,4,0,4464,3469,0,185,1,0.092,0.811,57.3,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,8.4040244933106,0,0,1,0.811,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
20,1,0,774,3543,0,175,1,0.16,0.239,18.1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,6.652863029353347,1,0,1,0.602,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21,6,1,289570,2181,0,140,5,0.82,0.117,0.0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,12.576155796357995,1,1,0,0.82,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
23,2,0,2442,2191,0,175,0,0.739,0.051,18.3,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,7.8009820712577405,0,0,1,0.739,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20,3,0,1756,1879,0,45,3,0.245,0.133,31.5,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,7.471363088187097,1,0,0,0.622,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
15,0,0,31090,1713,0,287,2,0.084,0.92,67.8,-0.7071067811865471,-0.7071067811865479,0.0,1.0,10.344673667218705,1,0,1,0.92,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,6,1,3298,1459,0,71,2,0.664,0.048,4.2,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,8.101374671228582,0,0,0,0.664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
19,2,0,389,1269,0,152,0,0.761,0.036,0.0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,5.966146739123692,0,0,1,0.761,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
19,6,1,5257,3319,0,275,2,0.028,0.858,54.8,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,8.567506005289827,0,0,1,0.858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
20,5,1,400,573,0,31,1,0.202,0.138,1.7,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,5.993961427306569,0,0,0,0.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16,4,0,316,714,0,171,0,0.678,0.032,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,5.75890177387728,1,0,1,0.678,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,0,0,10591,3649,0,160,4,0.295,0.076,21.9,0.8660254037844386,0.5000000000000001,0.0,1.0,9.26785427817679,0,0,1,0.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
18,4,0,1178334,1010,0,78,4,0.07,0.838,68.4,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,13.979612983070858,1,0,0,0.838,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15,1,0,8532,1340,0,101,0,0.087,0.95,72.8,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,9.051696278536586,1,0,0,0.95,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
17,3,0,193,3386,0,251,2,0.137,0.783,67.7,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,5.267858159063328,0,0,1,0.783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21,4,0,18,3020,0,256,0,0.041,0.633,54.0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,2.9444389791664403,0,0,1,0.633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
20,0,0,4408,1344,0,252,0,0.635,0.083,0.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,8.391403185357937,1,0,1,0.635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
10,0,0,3293,2852,0,220,1,0.654,0.051,12.8,0.49999999999999994,-0.8660254037844387,0.0,1.0,8.099857910737585,0,0,1,0.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
19,2,0,6882,3589,0,172,1,0.653,0.029,8.3,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,8.836809882398365,0,0,1,0.653,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
15,0,0,345,368,0,204,0,0.034,0.806,72.8,-0.7071067811865471,-0.7071067811865479,0.0,1.0,5.846438775057725,1,0,1,0.806,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
16,0,0,1656194,3227,0,231,2,0.712,0.067,4.7,-0.8660254037844385,-0.5000000000000004,0.0,1.0,14.320033360618117,0,0,1,0.712,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
11,3,0,1761991,3410,0,136,0,0.927,0.026,0.0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,14.381955545172836,1,0,0,0.927,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17,0,0,40933,566,0,286,2,0.788,0.045,0.0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,10.619716292539394,0,0,1,0.788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
17,6,1,2125,391,0,77,2,0.044,0.71,34.4,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,7.661997558901893,0,0,0,0.71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
19,4,0,76,1155,0,220,2,0.708,0.073,19.9,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,4.343805421853684,1,0,1,0.708,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
14,2,0,30,2211,0,146,1,0.133,0.621,52.7,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,3.4339872044851463,1,0,1,0.621,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21,0,0,4,1312,0,226,1,0.059,0.696,64.3,-0.7071067811865477,0.7071067811865474,0.0,1.0,1.6094379124341003,1,0,1,0.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11,1,0,10262,2879,0,107,2,0.231,0.193,14.5,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,9.236300473645715,0,0,0,0.576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7,0,0,2954,1054,0,128,1,0.895,0.076,8.7,0.9659258262890683,-0.25881904510252063,0.0,1.0,7.991253929840199,0,0,0,0.895,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
21,6,1,385,3247,0,140,4,0.609,0.11,0.0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,5.955837369464831,1,0,0,0.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,6,1,2502,2603,0,144,0,0.268,0.055,0.0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,7.8252452914317745,1,0,0,0.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,4,0,235,900,0,277,1,0.128,0.778,74.0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,5.4638318050256105,0,0,1,0.778,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
15,2,0,52,363,0,109,3,0.681,0.04,0.0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,3.970291913552122,0,0,0,0.681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
18,1,0,1480,1930,0,180,1,0.239,0.14,5.7,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,7.300472814267799,1,0,1,0.621,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,6,1,3709,3036,0,68,2,0.934,0.037,22.9,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,8.21878715560148,0,0,0,0.934,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
7,4,0,28,1218,0,133,3,0.069,0.651,55.0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,3.367295829986474,1,0,0,0.651,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0,63,1672,0,222,2,0.244,0.0,0.0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,4.1588830833596715,1,0,1,0.832,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19,5,1,77,933,0,281,1,0.117,0.622,41.5,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,4.356708826689592,1,0,1,0.622,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18,4,0,51,1283,0,203,3,0.184,0.02,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,3.9512437185814275,1,0,1,0.796,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19,5,1,97505,512,0,178,1,0.13,0.891,77.3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,11.487669193554064,1,0,1,0.891,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
19,4,0,7620,51,0,76,1,0.817,0.047,7.3,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,8.938662873666118,1,0,0,0.817,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,4,0,426,579,0,210,6,0.896,0.025,16.5,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,6.056784013228625,1,1,1,0.896,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,1,0,145,2481,0,53,1,0.245,0.1,0.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,4.983606621708336,1,0,0,0.655,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
17,0,0,2273,2483,0,229,4,0.766,0.054,0.0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,7.729295674310482,1,0,1,0.766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
20,5,1,700,1219,0,176,2,0.912,0.098,26.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,6.55250788703459,1,0,1,0.912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,0,0,238909,131,0,262,1,0.144,0.044,0.0,-1.0,-1.8369701987210297e-16,0.0,1.0,12.383842190956067,0,0,1,0.812,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
20,5,1,322,3237,0,209,4,0.849,0.147,25.1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,5.777652323222656,1,0,1,0.849,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,3,0,43,906,0,172,0,0.75,0.114,0.7,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,3.784189633918261,1,0,1,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
16,2,0,1644,1261,0,220,0,0.762,0.13,15.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,7.405495663199472,0,0,1,0.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,0,0,435505,94,0,184,3,0.761,0.145,2.2,-0.5000000000000004,0.8660254037844384,0.0,1.0,12.984263852447297,1,0,1,0.761,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17,6,1,1419,2623,0,99,4,0.102,0.68,52.7,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,7.258412150595307,1,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20,3,0,136958,3338,1,257,1,0.056,0.85,73.2,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,11.827436889947045,1,0,1,0.85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15,2,0,1327,215,0,276,4,0.655,0.143,0.8,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,7.191429330036379,1,0,1,0.655,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21,4,0,9021,1515,0,67,1,0.72,0.051,29.4,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,9.107421317968342,1,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18,4,0,4628,400,0,171,1,0.858,0.014,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,8.44009614103127,0,0,1,0.858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21,5,1,2824,911,0,204,0,0.209,0.064,0.0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,7.946263643580541,1,0,1,0.727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
18,5,1,172,582,0,263,9,0.849,0.071,0.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,5.153291594497779,1,1,1,0.849,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
15,0,0,46,184,0,290,5,0.106,0.124,1.6,-0.7071067811865471,-0.7071067811865479,0.0,1.0,3.8501476017100584,1,1,1,0.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21,1,0,170711,2887,0,287,6,0.111,0.634,68.2,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,12.04773320508146,1,1,1,0.634,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20,6,1,15670,2941,0,172,0,0.696,0.019,2.9,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,9.659567149523216,0,0,1,0.696,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
20,3,0,301,1912,0,12,1,0.658,0.082,24.3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,5.71042701737487,1,0,0,0.658,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,3,0,521,2803,0,188,2,0.682,0.128,12.4,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,6.257667587882639,1,0,1,0.682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
18,0,0,2574,3107,0,118,2,0.626,0.101,0.0,-1.0,-1.8369701987210297e-16,0.0,1.0,7.853604813097837,1,0,0,0.626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,3,0,175,1150,0,299,1,0.069,0.161,2.6,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,5.170483995038151,1,0,1,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20,0,0,640,3412,0,121,2,0.047,0.769,64.3,-0.8660254037844386,0.5000000000000001,0.0,1.0,6.46302945692067,0,0,0,0.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21,0,0,229,299,0,189,2,0.72,0.094,13.4,-0.7071067811865477,0.7071067811865474,0.0,1.0,5.438079308923196,1,0,1,0.72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,28971,356,0,151,0,0.948,0.095,2.9,-0.8660254037844386,0.5000000000000001,0.0,1.0,10.274085125315217,1,0,1,0.948,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
