hour_of_day,day_of_week,is_weekend,followers,account_age_days,verified,content_length,num_hashtags,sentiment_positive,sentiment_negative,toxicity_score,hour_sin,hour_cos,day_sin,day_cos,followers_log,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,large_account,topic_Business,topic_Climate,topic_Education,topic_Entertainment,topic_Fashion,topic_Finance,topic_Food,topic_Gaming,topic_Health,topic_Politics,topic_Science,topic_Sports,topic_Technology,topic_Travel,language_Chinese,language_English,language_French,language_German,language_Hindi,language_Japanese,language_Korean,language_Portuguese,language_Spanish,media_type_Link,media_type_Poll,media_type_Text,media_type_Video,location_Asia,location_Europe,location_North America,location_Oceania,location_South America,location_Unknown,popularity
21,3,0,12458,1356,0,44,3,0.044,0.654,68.8,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,9.430198532298864,1,0,0,0.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,4,0,829,2436,0,238,5,0.786,0.11,20.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,6.721425700790643,1,1,1,0.786,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
18,2,0,4311,1611,0,297,2,0.072,0.71,72.3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,8.369157112588834,1,0,1,0.71,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
21,1,0,57,2268,0,355,4,0.277,0.0,0.0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,4.060443010546419,1,0,1,0.756,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,112,2688,0,247,1,0.718,0.076,23.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,4.727387818712341,1,0,1,0.718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,3,0,11501,3107,0,315,2,0.055,0.888,59.3,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,9.3502762122737,1,0,1,0.888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10,6,1,136,224,0,60,3,0.182,0.131,0.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,4.919980925828125,0,0,0,0.687,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
15,4,0,3374,3146,0,289,2,0.137,0.058,0.0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,8.12415060330663,1,0,1,0.805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,6,1,1060,2003,0,207,4,0.259,0.134,38.3,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,6.966967138613983,1,0,1,0.607,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,4,0,1530,1242,0,265,1,0.21,0.023,1.7,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,7.333676395657684,1,0,1,0.767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
15,6,1,1252,1002,0,87,2,0.8,0.104,30.2,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,7.133295954896068,0,0,0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
23,3,0,1255,1132,0,179,2,0.043,0.937,77.1,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,7.135687347028144,0,0,1,0.937,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
19,4,0,2273,1332,0,160,1,0.229,0.102,1.9,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,7.729295674310482,1,0,1,0.669,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,1,0,1483,2371,0,26,0,0.757,0.13,18.2,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,7.302496423727326,1,0,0,0.757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
17,0,0,115,571,0,390,3,0.702,0.082,45.0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,4.7535901911063645,1,0,1,0.702,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,6,1,239,929,0,345,4,0.891,0.124,13.7,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,5.480638923341991,1,0,1,0.891,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13,0,0,731,1744,0,65,2,0.879,0.121,43.6,-0.2588190451025208,-0.9659258262890683,0.0,1.0,6.595780513961311,1,0,0,0.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
19,3,0,156,349,0,204,2,0.822,0.073,0.0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,5.056245805348308,1,0,1,0.822,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,3,0,26649,1780,0,232,0,0.072,0.665,59.6,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,10.19054442959399,0,0,1,0.665,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
18,4,0,196,1207,0,230,2,0.119,0.066,1.3,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,5.2832037287379885,1,0,1,0.815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12,5,1,11890,1869,0,138,2,0.794,0.149,7.1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,9.38353709043758,1,0,0,0.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,0,0,7229,1434,0,278,2,0.272,0.174,0.0,-0.7071067811865477,0.7071067811865474,0.0,1.0,8.88599431515281,1,0,1,0.554,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
19,1,0,3283,2820,0,199,2,0.016,0.736,31.4,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,8.096817470572319,1,0,1,0.736,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11,5,1,2396,1734,0,243,1,0.114,0.759,47.5,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,7.781973234434385,0,0,1,0.759,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10,4,0,595,2535,0,345,4,0.028,0.833,66.5,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,6.39024066706535,1,0,1,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,6,1,8427,601,0,173,2,0.776,0.132,10.7,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,9.03931477492408,0,0,1,0.776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
16,0,0,252,1943,0,116,1,0.9,0.03,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,5.53338948872752,1,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,2,0,1606,2606,0,189,1,0.609,0.059,6.3,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,7.382124365737512,1,0,1,0.609,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
20,0,0,188,1680,0,24,1,0.084,0.243,5.5,-0.8660254037844386,0.5000000000000001,0.0,1.0,5.241747015059643,1,0,0,0.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,1,0,984,3134,0,133,2,0.742,0.13,23.7,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,6.892641641172089,0,0,0,0.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
20,0,0,1167,1559,0,146,3,0.224,0.133,6.4,-0.8660254037844386,0.5000000000000001,0.0,1.0,7.0630481633881725,1,0,1,0.643,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,1,0,1285,1833,0,208,3,0.226,0.0,11.7,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,7.1592919047975645,1,0,1,0.849,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
20,0,0,25,2958,0,295,1,0.773,0.067,8.7,-0.8660254037844386,0.5000000000000001,0.0,1.0,3.258096538021482,1,0,1,0.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,0,0,628,2282,0,310,2,0.111,0.27,21.0,-1.0,-1.8369701987210297e-16,0.0,1.0,6.444131256700441,1,0,1,0.619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,0,1,3435,0,155,2,0.707,0.027,29.4,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.6931471805599453,1,0,1,0.707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16,5,1,361,1050,0,291,1,0.236,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,5.8916442118257715,1,0,1,0.777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,6,1,72,3645,0,75,0,0.196,0.093,1.4,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,4.290459441148391,1,0,0,0.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,0,863,1816,0,239,4,0.915,0.023,17.2,-0.9659258262890684,0.2588190451025203,0.0,1.0,6.761572768804055,1,0,1,0.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16,3,0,1892,3268,0,389,2,0.055,0.3,42.2,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,7.545918151209323,1,0,1,0.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
15,2,0,670,570,0,177,1,0.065,0.84,68.1,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,6.508769136971682,1,0,1,0.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,4,0,17289,2637,0,140,5,0.865,0.043,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,9.757883578677337,1,1,0,0.865,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
21,4,0,11693,1301,0,216,2,0.807,0.054,3.4,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,9.366831168735615,0,0,1,0.807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
21,6,1,711,2630,0,156,1,0.675,0.013,14.7,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,6.568077911411976,1,0,1,0.675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
13,1,0,28809,3079,0,34,1,0.752,0.094,41.5,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,10.268477828078574,1,0,0,0.752,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
13,0,0,2789,2398,0,124,4,0.72,0.134,31.1,-0.2588190451025208,-0.9659258262890683,0.0,1.0,7.933796874815411,1,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
19,3,0,1385,1115,0,256,3,0.024,0.701,81.9,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,7.234177179749849,0,0,1,0.701,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18,6,1,3021,2409,0,213,1,0.087,0.92,96.6,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,8.013674142832684,1,0,1,0.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
15,0,0,375,563,0,45,0,0.885,0.079,12.1,-0.7071067811865471,-0.7071067811865479,0.0,1.0,5.929589143389895,0,0,0,0.885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,4,0,3292,951,0,360,2,0.088,0.666,49.5,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,8.099554282376364,1,0,1,0.666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
18,0,0,22,629,0,26,1,0.256,0.0,3.2,-1.0,-1.8369701987210297e-16,0.0,1.0,3.1354942159291497,1,0,0,0.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,5,1,3003,160,0,30,3,0.149,0.949,66.4,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,8.007700012884026,0,0,0,0.949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
17,2,0,764,2655,0,78,2,0.615,0.102,0.0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,6.639875833826536,0,0,0,0.615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
19,4,0,168,2614,0,290,3,0.118,0.731,57.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,5.1298987149230735,1,0,1,0.731,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,0,175,500,0,113,1,0.147,0.223,17.3,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,5.170483995038151,1,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23,6,1,992,3356,0,103,1,0.058,0.765,42.6,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,6.900730664045173,1,0,0,0.765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,6,1,1166,211,0,162,0,0.145,0.94,46.3,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,7.062191632286556,0,0,1,0.94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
12,1,0,199,805,0,347,2,0.873,0.055,8.9,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,5.298317366548036,1,0,1,0.873,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,0,103,54,0,220,2,0.295,0.093,9.1,-0.2588190451025208,-0.9659258262890683,0.0,1.0,4.6443908991413725,0,0,1,0.612,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
16,0,0,254,2179,0,143,1,0.047,0.948,57.4,-0.8660254037844385,-0.5000000000000004,0.0,1.0,5.541263545158426,1,0,0,0.948,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,2,0,1686,1884,0,56,1,0.065,0.783,67.4,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,7.430707082545968,0,0,0,0.783,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
16,5,1,70,194,0,343,0,0.847,0.031,0.8,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,4.2626798770413155,1,0,1,0.847,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
19,0,0,545,2488,0,192,4,0.2,0.076,10.0,-0.9659258262890684,0.2588190451025203,0.0,1.0,6.302618975744905,1,0,1,0.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,1,0,1819,2706,0,325,3,0.704,0.018,3.4,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,7.506591780070841,1,0,1,0.704,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,2,0,8841,311,0,278,1,0.771,0.066,28.8,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,9.087268374386188,1,0,1,0.771,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
17,0,0,914,2962,0,35,4,0.173,0.078,20.0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,6.818924065275521,0,0,0,0.749,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13,3,0,17928,1451,0,179,0,0.228,0.102,0.0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,9.794174792595427,0,0,1,0.67,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
13,3,0,5419,2539,0,368,1,0.693,0.1,8.2,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,8.597851094433691,0,0,1,0.693,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17,5,1,70,89,0,319,2,0.163,0.213,30.3,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,4.2626798770413155,1,0,1,0.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
14,6,1,685,3230,0,264,1,0.847,0.133,0.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,6.530877627725885,1,0,1,0.847,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,4,0,6208,554,0,105,1,0.82,0.018,0.0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,8.733755131364893,1,0,0,0.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
16,4,0,354,2917,0,105,2,0.121,0.867,76.3,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,5.872117789475416,0,0,0,0.867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,0,0,9197,1961,0,92,2,0.889,0.117,13.2,1.2246467991473532e-16,-1.0,0.0,1.0,9.12674134809987,1,0,0,0.889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
17,5,1,169706,3603,1,232,2,0.278,0.112,9.6,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,12.041828699634996,1,0,1,0.609,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16,2,0,143000,3410,0,277,3,0.01,0.714,42.9,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,11.870606902224587,0,0,1,0.714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
22,3,0,2341,2612,0,135,2,0.22,0.0,0.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,7.758760544157663,1,0,0,0.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,1,0,272,3182,0,213,1,0.252,0.252,16.2,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,5.60947179518496,1,0,1,0.496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,3,0,15765,3546,0,238,3,0.893,0.038,0.0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,9.665611001619853,1,0,1,0.893,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
22,1,0,126,1881,0,62,2,0.719,0.109,32.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,4.844187086458591,1,0,0,0.719,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20,5,1,200,3483,0,195,0,0.217,0.155,0.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,5.303304908059076,1,0,1,0.628,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22,5,1,83,1222,0,194,1,0.674,0.05,8.8,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,4.430816798843313,1,0,1,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,4,0,109,997,0,193,3,0.18,0.27,24.3,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,4.700480365792417,1,0,1,0.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19,1,0,5,735,0,58,3,0.054,0.837,75.7,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1.791759469228055,1,0,0,0.837,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
19,4,0,5088,1161,0,77,1,0.725,0.087,0.3,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,8.534836626588833,1,0,0,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
21,5,1,171,535,0,47,1,0.866,0.01,29.0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,5.147494476813453,0,0,0,0.866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10,3,0,605,195,0,140,0,0.949,0.075,3.1,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,6.406879986069314,0,0,0,0.949,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23,2,0,134,1914,0,163,1,0.161,0.146,6.6,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,4.90527477843843,1,0,1,0.693,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,285,1751,0,146,1,0.121,0.177,13.7,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,5.655991810819852,1,0,1,0.702,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21,0,0,3741,1473,0,379,3,0.723,0.099,0.0,-0.7071067811865477,0.7071067811865474,0.0,1.0,8.227375506834035,1,0,1,0.723,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
