Id,topic,verified,followers,sentiment_positive,popularity,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,eigencentrality
INS20250605025656,Science,0,7628,0.037,0,15,60,14,0.129071,0.161842,1540.779228,0,0,0.000052,6,26,0.06649
INS20250605025660,Technology,0,5844,0.236,0,13,52,13,0.129543,0.163191,3352.364251,0,0,0.000045,9,35,0.067227
INS20250605025670,Education,0,183,0.939,0,5,20,15,0.111264,0.137829,69.311406,0,0,0.00002,1,15,0.018341
INS20250605025679,Business,0,4092,0.145,1,6,24,11,0.165375,0.199933,16736.750912,0,0,0.000022,2,13,0.104103
INS20250605025684,Sports,0,813,0.111,0,5,20,19,0.094463,0.134169,64.110831,0,0,0.000019,0,32,0.088263
INS20250605025689,Sports,0,476,0.207,0,13,52,17,0.110006,0.148147,760.977837,0,0,0.000044,0,32,0.10562
INS20250605025701,Food,0,750,0.194,0,7,28,15,0.111284,0.143165,31.674456,0,0,0.000025,14,19,0.098058
INS20250605025702,Politics,0,347,0.095,0,31,124,14,0.133956,0.169925,8508.148567,0,0,0.000103,7,44,0.123675
INS20250605025703,Gaming,0,26258,0.124,1,18,72,21,0.090597,0.111294,5439.285146,0,0,0.000066,13,53,0.037468
INS20250605025718,Sports,0,3735,0.235,1,5,20,13,0.139491,0.174764,897.274143,0,0,0.000019,0,4,0.059734
INS20250605025735,Finance,0,213,0.095,0,5,20,15,0.125377,0.168992,186.592313,0,0,0.000019,8,0,0.060334
INS20250605025744,Gaming,0,3667,0.856,1,8,32,21,0.104524,0.134617,222.98936,0,0,0.00003,13,37,0.024245
INS20250605025752,Climate,0,12,0.211,0,19,76,14,0.128151,0.14597,2443.459992,0,0,0.000072,12,7,0.036561
INS20250605025760,Education,0,1570,0.913,0,6,24,11,0.161499,0.192008,439.556355,0,0,0.000022,1,15,0.103667
INS20250605025763,Health,0,4307,0.111,0,5,20,24,0.091524,0.130251,36.45063,0,0,0.000019,4,3,0.063537
INS20250605025764,Technology,0,7936,0.018,1,6,24,13,0.120611,0.145881,247.302217,0,0,0.000022,9,35,0.040593
INS20250605025769,AI/ML,0,6154,0.854,1,12,48,17,0.111894,0.139802,1144.649622,0,0,0.000043,10,51,0.046769
INS20250605025780,Food,0,87,0.126,0,8,32,11,0.167292,0.194321,10731.119337,0,0,0.00003,14,36,0.034926
INS20250605025781,Technology,1,137937,0.254,1,6,25,11,0.169305,0.19289,209775.602619,0,0,0.000025,9,35,0.0176
INS20250605025786,Politics,0,8070,0.621,0,9,36,18,0.103646,0.130114,224.985899,0,0,0.000033,7,24,0.043071
INS20250605025787,Business,0,3269,0.023,0,5,20,11,0.163824,0.197534,162.95935,0,0,0.000019,2,13,0.121066
INS20250605025790,Science,0,1653,0.125,0,6,24,16,0.115471,0.151524,290.70887,0,0,0.000022,6,26,0.072662
INS20250605025791,Science,0,2756,0.189,1,13,52,13,0.143595,0.185447,13449.994022,0,0,0.000045,6,26,0.180561
INS20250605025794,Climate,0,2688,0.243,0,5,20,14,0.145276,0.179578,169.508904,0,0,0.000019,12,42,0.078641
INS20250605025800,Food,0,701,0.844,0,10,40,14,0.13294,0.165022,2026.591222,0,0,0.000035,14,48,0.06551
INS20250605025807,Climate,0,401,0.182,0,5,20,14,0.134819,0.165124,0,0,0,0.000019,12,7,0.083016
INS20250605025808,Technology,0,4022,0.609,0,10,40,17,0.111823,0.137681,6.362574,0,0,0.000036,9,27,0.037606
INS20250605025815,Sports,0,4883,0.023,0,5,20,15,0.11237,0.140269,0,0,0,0.000019,0,4,0.072662
INS20250605025822,Politics,0,11,0.219,0,8,32,11,0.161586,0.183739,80.824796,0,0,0.000036,7,44,0.013341
INS20250605025826,Technology,0,1550,0.08,0,5,20,13,0.13912,0.177992,7613.916905,0,0,0.000019,9,35,0.08872
INS20250605025833,Finance,0,804,0.119,0,5,20,16,0.115449,0.162801,184.316934,0,0,0.000019,8,0,0.117804
INS20250605025834,Science,0,729,0.786,0,20,80,15,0.149687,0.188104,2047.517953,0,0,0.000068,6,30,0.103154
INS20250605025838,Finance,0,2740,0.286,0,5,20,15,0.118443,0.154195,128.984962,0,0,0.000019,8,20,0.066013
INS20250605025841,Finance,0,120,0.131,0,6,24,13,0.14098,0.177375,1394.451445,0,0,0.000022,8,0,0.071541
INS20250605025846,Fashion,0,14804,0.784,1,15,60,14,0.131044,0.168398,15668.363311,0,0,0.000053,3,12,0.053158
INS20250605025853,Science,0,3383,0.12,0,7,28,13,0.142412,0.181001,861.638271,0,0,0.000025,6,26,0.164009
INS20250605025854,Technology,0,904,0.135,0,5,20,15,0.116863,0.154788,4974.371345,0,0,0.000019,9,35,0.072323
INS20250605025855,Sports,0,31,0.842,0,13,52,16,0.104252,0.125253,1507.474064,0,0,0.000047,0,16,0.038053
INS20250605025856,Fashion,0,3109,0.015,0,5,20,16,0.122572,0.157269,15.611786,0,0,0.00002,3,33,0.04746
INS20250605025872,Travel,0,5784,0.077,0,9,36,14,0.114928,0.145806,1809.006709,0.000237,0.000237,0.000032,5,9,0.073548
INS20250605025877,Food,0,615,0.711,0,6,24,13,0.149974,0.18058,1172.155775,0,0,0.000022,14,48,0.067779
INS20250605025879,Technology,0,639,0.262,0,8,32,17,0.099664,0.137316,147.763292,0,0,0.000029,9,35,0.058857
INS20250605025882,Entertainment,0,2641,0.217,1,7,28,14,0.144482,0.178943,979.219566,0,0,0.000025,11,23,0.094593
INS20250605025883,Sports,0,502,0.111,0,5,20,17,0.10939,0.143823,4.548985,0,0,0.000019,0,32,0.084398
INS20250605025885,Entertainment,0,2198,0.826,0,6,24,20,0.081393,0.117742,380.152508,0,0,0.000022,11,45,0.064261
INS20250605025893,Entertainment,0,1596,0.032,0,5,20,14,0.147404,0.184901,15.178918,0,0,0.000019,11,6,0.125492
INS20250605025923,Education,0,352,0.803,0,12,48,13,0.126053,0.156233,727.868214,0,0,0.000043,1,15,0.05567
INS20250605025925,Sports,0,837,0.25,0,6,24,19,0.093289,0.12744,7.368175,0,0,0.000023,0,32,0.039998
INS20250605025933,Health,0,817,0.757,1,5,20,13,0.126212,0.166061,77.427323,0,0,0.000019,4,8,0.083484
INS20250605025934,Sports,0,563,0.299,0,8,32,17,0.109611,0.145477,127.772795,0,0,0.000029,0,32,0.057563
INS20250605025937,Business,0,453,0.879,0,9,36,15,0.138267,0.167516,2965.267247,0,0,0.000032,2,41,0.04511
INS20250605025939,AI/ML,0,1723,0.62,0,5,20,16,0.121022,0.154707,0.436126,0,0,0.000019,10,51,0.070474
INS20250605025940,Travel,0,6156,0.079,0,5,20,14,0.113849,0.14336,2350.148231,0.000143,0.000143,0.000019,5,9,0.068072
INS20250605025941,Climate,0,36,0.19,0,18,72,14,0.122994,0.146602,4109.027633,0,0,0.000066,12,7,0.038752
INS20250605025942,Business,0,69,0.679,0,8,32,13,0.147891,0.170127,59.864921,0,0,0.000031,2,41,0.020869
INS20250605025944,Climate,0,30005,0.693,0,18,72,14,0.110872,0.129598,3848.281178,0,0,0.000067,12,56,0.0361
INS20250605025945,Entertainment,0,65,0.047,0,7,28,14,0.133244,0.158109,281.909812,0,0,0.000026,11,6,0.039386
INS20250605025946,Climate,0,529,0.251,0,5,20,14,0.142321,0.172321,7.529208,0,0,0.000019,12,7,0.065706
INS20250605025948,Politics,0,2595,0.114,0,5,20,15,0.119334,0.154745,211.145737,0,0,0.000019,7,44,0.089671
INS20250605025952,Finance,0,1964,0.78,1,7,28,16,0.129711,0.168229,4468.732877,0,0,0.000026,8,31,0.057752
INS20250605025954,Sports,0,415,0.062,0,5,20,15,0.131526,0.170425,3951.921694,0,0,0.000019,0,32,0.094232
INS20250605025956,Education,0,1877,0.692,1,21,84,12,0.142999,0.177029,11794.605981,0,0,0.000072,1,15,0.096103
INS20250605025957,Gaming,0,330,0.762,0,8,32,19,0.123218,0.162536,1466.60347,0,0,0.000029,13,37,0.064771
INS20250605025958,Technology,0,736,0.861,0,5,20,15,0.133329,0.172468,5486.806415,0,0,0.000019,9,27,0.054599
INS20250605025963,Sports,0,1117,0.86,0,5,20,17,0.097284,0.133497,469.139711,0,0,0.000019,0,16,0.051958
INS20250605025970,Gaming,0,15979,0.812,0,20,80,22,0.095609,0.125801,3933.180738,0,0,0.00007,13,37,0.060097
INS20250605025974,Education,0,908,0.689,0,9,36,13,0.136554,0.17172,560.841559,0,0,0.000033,1,15,0.04134
INS20250605025978,Food,0,34,0.267,0,9,36,14,0.108361,0.122206,82.755513,0,0,0.000037,14,36,0.017194
INS20250605025982,Entertainment,0,11549,0.117,1,13,52,19,0.089777,0.121792,2903.827434,0,0,0.000045,11,23,0.08383
INS20250605025984,Health,0,1118,0.098,0,5,20,22,0.105974,0.145542,65.505635,0,0,0.000019,4,52,0.069035
INS20250605025987,Entertainment,1,185820,0.631,1,11,46,12,0.146478,0.174624,2575.954342,0,0,0.000041,11,39,0.029035
INS20250605025995,Science,0,24916,0.679,0,14,56,17,0.122572,0.153104,4009.578763,0,0,0.00005,6,30,0.039609
INS20250605025996,Politics,0,37526,0.062,1,14,56,16,0.106327,0.125256,1351.414137,0,0,0.000051,7,44,0.04121
INS20250605026003,Food,0,94088,0.065,1,8,32,12,0.149426,0.163869,385.452482,0,0,0.000036,14,28,0.012442
INS20250605026006,Health,0,3284,0.937,0,8,32,16,0.10079,0.134914,727.757661,0,0,0.000029,4,46,0.044828
INS20250605026010,Food,0,279,0.9,0,29,116,15,0.117279,0.148862,25556.737682,0,0,0.000097,14,48,0.096547
INS20250605026011,Sports,0,401,0.033,0,5,20,15,0.131767,0.170941,1435.935028,0,0,0.000019,0,32,0.104182
INS20250605026014,Climate,0,2247,0.694,0,5,20,12,0.154879,0.183761,5.680085,0,0,0.000019,12,56,0.060168
INS20250605026024,Politics,0,8916,0.848,1,6,24,16,0.127422,0.15996,5983.037753,0,0,0.000022,7,24,0.055359
INS20250605026029,Business,0,7453,0.656,0,17,68,15,0.1286,0.156261,8351.906171,0,0,0.000059,2,41,0.073066
INS20250605026030,Science,0,850,0.748,0,16,64,15,0.149687,0.186621,6055.663763,0,0,0.000055,6,30,0.080875
INS20250605026031,Education,0,183,0.071,0,5,20,13,0.130454,0.159983,0,0,0,0.000019,1,34,0.05858
INS20250605026041,Sports,0,44913,0.059,1,20,80,14,0.128857,0.153097,6292.302906,0,0,0.000072,0,4,0.047464
INS20250605026048,Education,0,442,0.03,0,5,20,13,0.133797,0.167411,689.155026,0,0,0.000019,1,34,0.104939
INS20250605026058,Politics,1,88543,0.922,1,8,34,14,0.146157,0.171236,14658.748541,0,0,0.000033,7,24,0.018621
INS20250605026074,AI/ML,0,36,0.125,0,25,100,20,0.096396,0.118504,103848.809643,0,0,0.00009,10,11,0.048684
INS20250605026076,Politics,0,821,0.88,0,21,84,17,0.110031,0.142503,23842.239712,0,0,0.000072,7,24,0.067409
INS20250605026081,Food,0,34,0.672,0,6,24,13,0.130483,0.146281,37.853123,0,0,0.000027,14,48,0.010384
INS20250605026082,Fashion,0,52,0.172,0,31,124,19,0.091798,0.121328,6246.10707,0,0,0.000107,3,33,0.08704
INS20250605026084,Entertainment,0,4531,0.708,0,17,68,16,0.104409,0.133618,4178.76172,0,0,0.000059,11,45,0.070731
INS20250605026086,Education,0,135,0.185,0,8,32,14,0.116545,0.1441,80.641006,0,0,0.000029,1,34,0.068064
INS20250605026090,Business,0,347,0.707,0,10,40,14,0.140754,0.170464,5812.052688,0,0,0.000037,2,41,0.04492
INS20250605026091,Politics,0,1552,0.788,0,5,20,16,0.121369,0.150065,18.843266,0,0,0.000019,7,24,0.054251
INS20250605026095,Sports,0,3354,0.031,1,6,24,13,0.140328,0.175579,3.0698,0,0,0.000022,0,4,0.067394
INS20250605026108,Travel,0,5865,0.703,1,22,88,15,0.127657,0.160458,4560.570954,0,0,0.000074,5,38,0.085968
INS20250605026109,Fashion,0,6216,0.108,1,8,32,17,0.11294,0.14647,2331.427229,0,0,0.000029,3,33,0.062851
INS20250605026110,Business,0,952,0.649,0,17,68,18,0.103981,0.138823,6927.180825,0,0,0.000059,2,41,0.079346
INS20250605026111,AI/ML,0,202,0.043,0,5,20,21,0.098917,0.129984,0,0,0,0.000019,10,11,0.080887
INS20250605026113,Entertainment,0,4828,0.123,0,6,24,16,0.119161,0.153999,427.235977,0,0,0.000022,11,23,0.091894
INS20250605026114,Health,0,5545,0.028,1,5,20,23,0.097411,0.135533,36.220632,0,0,0.000019,4,3,0.05878
INS20250605026119,Finance,0,0,0.925,0,5,15,15,0.139737,0.174833,18089.176021,0,0,0.00002,8,25,0.041666
INS20250605026136,Education,0,1804,0.775,0,9,36,12,0.144069,0.17559,3048.636323,0,0,0.000032,1,15,0.070903
INS20250605026145,Travel,0,503,0.814,0,6,24,14,0.14855,0.182158,1594.793259,0.000001,0.000001,0.000022,5,21,0.084929
INS20250605026148,Science,0,167,0.013,0,5,20,17,0.093948,0.124053,64.470852,0,0,0.000019,6,18,0.051233
INS20250605026150,Politics,0,14,0.866,0,8,32,16,0.11683,0.130554,1723.103788,0,0,0.000037,7,55,0.011543
INS20250605026161,Health,0,3901,0.868,0,9,36,15,0.109667,0.1441,645.476914,0,0,0.000032,4,46,0.063464
INS20250605026162,Sports,0,26232,0.079,1,18,72,13,0.136771,0.170599,21375.98536,0,0,0.000064,0,4,0.050673
INS20250605026163,Climate,0,7621,0.046,0,21,84,16,0.115263,0.144775,17594.810924,0,0,0.000071,12,42,0.092654
INS20250605026167,Finance,0,592,0.786,0,8,32,17,0.116732,0.154293,3472.051674,0,0,0.000029,8,25,0.069478
INS20250605026169,Gaming,0,2709,0.184,0,6,24,14,0.146417,0.179651,262.261742,0,0,0.000021,13,1,0.149138
INS20250605026172,Health,0,56,0.073,0,13,52,22,0.104687,0.140142,912.91774,0,0,0.000046,4,52,0.047768
INS20250605026179,AI/ML,0,325,0.179,0,7,28,19,0.116852,0.152525,1253.446866,0,0,0.000025,10,11,0.09893
INS20250605026194,Food,0,9692,0.876,0,28,112,13,0.132492,0.163147,8616.594544,0,0,0.000096,14,50,0.080135
INS20250605026195,Business,0,631,0.015,0,5,20,14,0.124792,0.15776,6340.317746,0,0,0.000019,2,29,0.070042
INS20250605026197,Technology,0,1323,0.749,0,10,40,17,0.108861,0.143492,168.361567,0,0,0.000035,9,27,0.070833
INS20250605026200,Climate,0,4802,0.281,0,6,24,14,0.140912,0.16628,99.939026,0,0,0.000022,12,42,0.053149
INS20250605026201,Politics,0,2269,0.05,1,5,20,16,0.108333,0.141745,15.740237,0,0,0.000019,7,44,0.093443
INS20250605026203,Sports,0,13397,0.77,1,24,96,15,0.110048,0.138177,2995.027515,0,0,0.000083,0,16,0.067653
INS20250605026207,AI/ML,0,189,0.179,0,6,24,21,0.099461,0.133114,4948.832203,0,0,0.000022,10,11,0.089403
INS20250605026218,Travel,0,395,0.84,0,5,20,15,0.132374,0.161938,33.275683,0,0,0.000019,5,21,0.052104
INS20250605026220,Entertainment,0,2343,0.134,0,7,28,15,0.13278,0.169373,747.019035,0,0,0.000025,11,23,0.081875
INS20250605026227,Business,0,3503,0.045,1,5,20,11,0.163824,0.197534,162.95935,0,0,0.000019,2,13,0.121066
INS20250605026235,Health,0,30,0.09,0,19,76,19,0.126252,0.16054,1681.350602,0,0,0.000069,4,52,0.052604
INS20250605026245,Science,0,5873,0.096,0,12,48,13,0.145197,0.183545,2400.511686,0,0,0.000042,6,26,0.090746
INS20250605026250,Technology,0,14303,0.869,0,34,136,15,0.128331,0.157442,9155.445023,0,0,0.000115,9,27,0.097739
INS20250605026255,Fashion,0,2258,0.032,0,5,20,16,0.12306,0.160223,92.036014,0,0,0.000019,3,33,0.054989
INS20250605026260,AI/ML,0,1897,0.172,0,5,20,17,0.130589,0.166493,47.30686,0,0,0.000019,10,17,0.107083
INS20250605026261,Technology,0,233,0.895,0,5,20,17,0.111186,0.144464,2.943048,0,0,0.00002,9,27,0.025238
INS20250605026263,Business,0,145,0.134,0,5,20,12,0.15478,0.18694,72.4645,0,0,0.000019,2,29,0.09968
INS20250605026268,Health,0,278368,0.814,0,6,24,15,0.143969,0.162538,12799.385832,0,0,0.000029,4,8,0.008662
INS20250605026270,Health,0,779,0.087,0,5,20,23,0.098467,0.141347,874.613118,0,0,0.000019,4,52,0.077275
INS20250605026271,Politics,0,7373,0.935,1,5,20,16,0.126975,0.158307,142.238791,0,0,0.000019,7,24,0.04642
INS20250605026276,Food,0,2043,0.186,0,5,20,14,0.123582,0.161854,96.61829,0,0,0.000019,14,19,0.132411
INS20250605026277,Climate,0,2131,0.124,1,5,20,13,0.153858,0.184264,7.21399,0,0,0.000019,12,42,0.109757
INS20250605026280,Technology,0,24172,0.8,0,25,100,15,0.128306,0.154002,7603.375166,0,0,0.00009,9,27,0.05352
INS20250605026282,Gaming,0,26,0.834,0,14,56,21,0.100642,0.124439,913.021881,0,0,0.000053,13,37,0.02808
INS20250605026290,Fashion,0,710,0.625,0,26,104,16,0.112472,0.155171,768.589335,0,0,0.000089,3,54,0.087845
INS20250605026292,Health,0,4618,0.249,0,5,20,23,0.097139,0.133365,0.076923,0,0,0.000019,4,3,0.056939
INS20250605026298,Travel,0,112,0.681,0,10,40,13,0.151124,0.176195,487.983668,0.000001,0.000001,0.000037,5,21,0.034632
INS20250605026304,Finance,0,308,0.143,0,7,28,15,0.115442,0.14889,397.996104,0,0,0.000025,8,0,0.094415
INS20250605026310,Science,0,89,0.152,0,21,84,20,0.075971,0.10738,2347.922417,0,0,0.000071,6,18,0.081032
INS20250605026312,Food,0,18366,0.063,1,5,20,17,0.091174,0.109919,0,0,0,0.000019,14,28,0.040408
INS20250605026314,AI/ML,0,547,0.134,0,5,20,17,0.141062,0.182498,1559.562315,0,0,0.000019,10,11,0.080414
INS20250605026317,Food,0,3073,0.129,0,5,20,11,0.161981,0.194006,1085.983094,0,0,0.000019,14,19,0.118749
INS20250605026323,Science,0,311,0.107,0,11,44,14,0.120737,0.151635,1594.778486,0,0,0.000039,6,18,0.052682
INS20250605026335,Fashion,0,2266,0.885,0,32,128,16,0.115507,0.158014,11371.088275,0,0,0.000109,3,54,0.086328
INS20250605026336,Food,0,3543,0.127,0,6,24,11,0.162388,0.196126,2258.317748,0,0,0.000021,14,19,0.136066
INS20250605026339,Science,0,622,0.709,0,8,32,15,0.149752,0.18496,1602.213343,0,0,0.000029,6,30,0.060831
INS20250605026340,Finance,0,8,0.031,0,9,36,17,0.10249,0.128332,6327.230803,0,0,0.000039,8,0,0.014643
INS20250605026348,Science,0,831,0.694,0,11,44,15,0.149188,0.184004,2908.447085,0,0,0.000039,6,30,0.056934
INS20250605026354,Technology,0,8,0.853,0,11,44,16,0.118358,0.138325,659.52987,0,0,0.000047,9,27,0.016632
INS20250605026358,Sports,0,886,0.143,0,5,20,19,0.093872,0.132508,40.813329,0,0,0.000019,0,32,0.083837
INS20250605026369,Health,0,250777,0.848,0,6,24,16,0.138559,0.156798,9.671703,0,0,0.000029,4,8,0.00978
INS20250605026372,Education,0,11,0.092,0,7,28,11,0.16092,0.178799,3054.54408,0,0,0.000032,1,10,0.01081
INS20250605026382,Politics,0,11515,0.288,1,9,36,14,0.123605,0.152029,45.353953,0,0,0.000033,7,44,0.051498
INS20250605026386,Entertainment,0,645,0.06,0,5,20,18,0.101303,0.138976,21.573609,0,0,0.000019,11,6,0.093138
INS20250605026389,Politics,0,19116,0.217,0,14,56,15,0.118083,0.145719,4068.635419,0,0,0.00005,7,44,0.047415
INS20250605026396,Finance,0,109,0.024,0,5,20,13,0.139688,0.171965,0,0,0,0.000019,8,0,0.06869
INS20250605026400,Food,0,183,0.108,0,16,64,12,0.140633,0.168489,4717.92509,0,0,0.000055,14,36,0.073933
INS20250605026404,Health,0,1501,0.145,0,10,40,20,0.128031,0.179091,1796.160776,0,0,0.000035,4,3,0.097847
INS20250605026405,Finance,0,8856,0.928,0,17,68,20,0.092716,0.123637,1629.670111,0,0,0.000059,8,31,0.054809
INS20250605026418,AI/ML,0,2291,0.831,0,22,88,15,0.135855,0.178812,4380.305773,0,0,0.000075,10,51,0.100136
INS20250605026424,Fashion,0,7328,0.88,0,13,52,15,0.125966,0.164333,6142.529209,0,0,0.000045,3,54,0.055604
INS20250605026427,Business,0,88,0.062,0,5,20,12,0.15767,0.186455,166.932401,0,0,0.000019,2,29,0.067488
INS20250605026428,Food,0,922,0.26,0,7,28,13,0.136515,0.172134,17851.876473,0,0,0.000025,14,19,0.084717
INS20250605026429,Gaming,0,860,0.061,0,5,20,16,0.11338,0.14831,908.880573,0,0,0.000019,13,1,0.065061
INS20250605026431,Fashion,0,220,0.691,0,9,36,15,0.119356,0.157654,1987.626692,0,0,0.000033,3,54,0.055273
INS20250605026434,Health,0,2173,0.256,1,6,24,21,0.115231,0.158051,42.402112,0,0,0.000022,4,3,0.060245
INS20250605026441,Sports,0,2809,0.116,0,6,24,13,0.142302,0.181352,11581.66336,0,0,0.000022,0,4,0.08547
INS20250605026471,Gaming,0,51,0.179,0,15,60,22,0.065892,0.091275,62.510619,0,0,0.000053,13,5,0.05959
INS20250605026475,Education,0,693,0.147,0,7,28,12,0.14833,0.180861,3194.861042,0,0,0.000025,1,34,0.112825
INS20250605026491,Technology,0,893,0.121,0,5,20,15,0.116801,0.154034,5852.808078,0,0,0.000019,9,35,0.07451
INS20250605026504,AI/ML,0,1108,0.234,0,8,32,16,0.143075,0.184504,1353.099621,0,0,0.000028,10,11,0.158359
INS20250605026510,Travel,0,1118,0.932,1,6,24,15,0.131934,0.161017,121.760916,0,0,0.000022,5,21,0.058848
INS20250605026512,AI/ML,0,27173,0.644,0,11,44,18,0.100663,0.119591,82.416187,0,0,0.000043,10,51,0.020379
INS20250605026517,Science,0,730,0.707,0,6,24,15,0.149513,0.185017,1812.027885,0,0,0.000022,6,30,0.054973
INS20250605026519,Finance,0,75,0.101,0,5,20,15,0.125986,0.166074,205.955521,0,0,0.000019,8,0,0.036596
INS20250605026526,Health,0,80,0.113,0,10,40,22,0.104921,0.141637,422.731727,0,0,0.000036,4,52,0.049352
INS20250605026529,Climate,0,48117,0.169,1,19,76,15,0.117682,0.135709,2577.556363,0,0,0.000068,12,42,0.042437
INS20250605026534,Business,0,1100,0.855,1,12,48,19,0.096574,0.131002,424.756516,0,0,0.000041,2,41,0.091462
INS20250605026540,Sports,0,8576,0.018,1,5,20,14,0.121046,0.150779,1.175355,0,0,0.000019,0,4,0.07703
INS20250605026543,AI/ML,0,30,0.015,0,16,64,19,0.104314,0.12375,45432.599532,0,0,0.00006,10,11,0.032162
INS20250605026550,Food,0,12899,0.089,1,5,20,17,0.094638,0.118481,0,0,0,0.000019,14,28,0.066621
INS20250605026554,Education,0,1,0.661,0,5,15,11,0.16986,0.212938,112543.628457,0,0,0.000019,1,15,0.070424
INS20250605026556,Politics,0,22235,0.639,0,15,60,19,0.08932,0.109113,636.644361,0,0,0.000056,7,24,0.030658
INS20250605026561,Science,0,80,0.216,0,7,28,20,0.073754,0.097927,1.966162,0,0,0.000026,6,18,0.041558
INS20250605026563,Fashion,0,541,0.937,0,10,40,17,0.104534,0.143613,261.856341,0,0,0.000037,3,54,0.043546
INS20250605026564,Entertainment,0,3242,0.893,0,5,20,18,0.090046,0.118202,70.819516,0,0,0.000019,11,45,0.050114
INS20250605026567,Entertainment,0,11,0.096,0,8,32,16,0.105263,0.117717,11299.015058,0,0,0.000037,11,6,0.010632
INS20250605026571,Food,0,4626,0.29,0,5,20,11,0.162138,0.19226,1607.533081,0,0,0.000019,14,19,0.06883
INS20250605026581,Entertainment,0,28736,0.29,1,6,24,14,0.137058,0.157206,73.963839,0,0,0.000024,11,39,0.017666
INS20250605026585,Travel,0,750,0.045,0,5,20,12,0.160203,0.196455,37.590999,0.067542,0.067542,0.000019,5,9,0.184207
INS20250605026596,Business,0,2084,0.043,0,5,20,12,0.143963,0.177077,418.524705,0,0,0.000019,2,29,0.066633
INS20250605026599,Science,0,7180,0.861,1,15,60,18,0.111897,0.144287,3570.86727,0,0,0.000052,6,30,0.062559
INS20250605026601,Politics,0,4643,0.151,1,22,88,13,0.149221,0.192209,10031.613326,0,0,0.000074,7,44,0.132198
INS20250605026604,Finance,0,23022,0.146,0,16,64,15,0.120612,0.155342,1021.641057,0,0,0.000056,8,20,0.048106
INS20250605026607,Fashion,0,886,0.067,1,5,20,17,0.117308,0.160063,7.251168,0,0,0.000019,3,33,0.102269
INS20250605026608,Health,0,40,0.042,0,16,64,20,0.114589,0.144704,6205.425778,0,0,0.000057,4,52,0.047122
INS20250605026635,AI/ML,0,3347,0.088,0,5,20,16,0.148412,0.185969,30.170305,0,0,0.000019,10,17,0.107106
INS20250605026640,Entertainment,0,141,0.709,0,13,52,12,0.142313,0.169576,79.433649,0,0,0.000046,11,39,0.051842
INS20250605026645,Food,0,212,0.132,0,8,32,12,0.149293,0.181239,3032.69423,0,0,0.000029,14,36,0.064922
INS20250605026653,Politics,0,2443,0.601,0,5,20,14,0.145167,0.172253,35.988524,0,0,0.00002,7,24,0.042426
INS20250605026657,Technology,0,2858,0.079,0,5,20,14,0.116404,0.148306,89.042833,0,0,0.000019,9,35,0.080119
INS20250605026660,Technology,0,175,0.888,0,7,28,17,0.110814,0.143861,9.755076,0,0,0.000026,9,27,0.035022
INS20250605026665,Finance,0,168,0.717,0,16,64,18,0.104371,0.134899,8109.431307,0,0,0.000055,8,25,0.07605
INS20250605026669,Education,0,1457,0.239,0,5,20,13,0.137642,0.179712,3973.476965,0,0,0.000019,1,34,0.118396
INS20250606026680,Politics,0,2851,0.206,0,5,20,14,0.132346,0.168542,2521.916659,0,0,0.000019,7,44,0.105018
INS20250606026682,Science,0,371,0.929,0,7,28,14,0.158487,0.189361,2363.413753,0,0,0.000025,6,30,0.06259
INS20250606026690,Fashion,0,11,0.84,0,8,32,15,0.119559,0.148806,2679.467103,0,0,0.000037,3,54,0.01195
INS20250606026693,Fashion,0,6814,0.103,0,7,28,17,0.112342,0.143202,329.885817,0,0,0.000025,3,33,0.053864
INS20250606026694,Education,1,271415,0.297,1,9,37,9,0.183494,0.202255,198293.822481,0,0,0.000039,1,10,0.016868
INS20250606026701,Climate,0,3697,0.049,1,5,20,13,0.164213,0.196629,11063.191954,0,0,0.000019,12,42,0.100223
INS20250606026712,Travel,0,8957,0.112,0,5,20,16,0.095117,0.122633,960.406934,0.000021,0.000021,0.000019,5,9,0.064989
INS20250606026713,Politics,0,186,0.794,0,20,80,16,0.12939,0.165876,9389.555472,0,0,0.000068,7,24,0.087832
INS20250606026720,Finance,0,2657,0.29,0,5,20,16,0.108073,0.142732,11.78186,0,0,0.000019,8,20,0.065372
INS20250606026730,Food,0,116,0.261,0,5,20,13,0.127903,0.149095,11.657058,0,0,0.000019,14,36,0.040147
INS20250606026731,Travel,0,9734,0.204,1,6,24,16,0.095301,0.123104,1135.361058,0.000014,0.000014,0.000022,5,9,0.060809
INS20250606026738,Finance,0,972,0.274,0,9,36,16,0.115216,0.16093,1423.732645,0,0,0.000033,8,0,0.073905
INS20250606026748,Education,0,333661,0.231,1,5,17,10,0.184314,0.213104,194582.420576,0,0,0.000021,1,10,0.031057
INS20250606026754,Technology,0,20235,0.249,1,7,28,12,0.142112,0.168978,1113.287144,0,0,0.000027,9,35,0.032764
INS20250606026768,Travel,0,26005,0.054,1,16,64,15,0.097168,0.114076,1430.803106,0,0,0.00006,5,9,0.032668
INS20250606026775,Sports,0,100,0.148,0,7,28,16,0.104198,0.130845,384.972799,0,0,0.000026,0,32,0.060892
INS20250606026781,Food,0,55,0.788,0,13,52,12,0.151618,0.179175,7206.076202,0,0,0.000047,14,48,0.05192
