Id,Label,topic,verified,followers,sentiment_positive,popularity
INS20250524019069,INS20250524019069,Travel,0,92,0.08,0
INS20250524019070,INS20250524019070,Fashion,0,34096,0.947,1
INS20250524019075,INS20250524019075,Technology,0,248,0.886,0
INS20250524019079,INS20250524019079,Politics,0,2152,0.828,0
INS20250524019081,INS20250524019081,AI/ML,0,1079,0.865,0
INS20250524019082,INS20250524019082,Fashion,0,184,0.837,0
INS20250524019084,INS20250524019084,Gaming,0,17412,0.667,1
INS20250524019097,INS20250524019097,Health,0,5061,0.901,0
INS20250524019101,INS20250524019101,Health,0,0,0.709,0
INS20250524019104,INS20250524019104,Sports,0,8957,0.043,0
INS20250524019110,INS20250524019110,Politics,0,47,0.067,0
INS20250524019118,INS20250524019118,Health,0,1090,0.148,0
INS20250524019121,INS20250524019121,Technology,0,902,0.123,0
INS20250524019130,INS20250524019130,Science,0,1779,0.824,0
INS20250524019131,INS20250524019131,Health,0,274,0.134,0
INS20250524019136,INS20250524019136,Science,0,99285,0.249,1
INS20250524019137,INS20250524019137,Technology,0,5959,0.099,0
INS20250524019138,INS20250524019138,Entertainment,0,496,0.748,0
INS20250524019162,INS20250524019162,Technology,0,153,0.013,0
INS20250524019166,INS20250524019166,Climate,0,3608,0.025,0
INS20250524019172,INS20250524019172,Science,0,690,0.614,0
INS20250524019174,INS20250524019174,Climate,0,71,0.603,0
INS20250524019186,INS20250524019186,Education,0,4027,0.052,0
INS20250524019188,INS20250524019188,Food,0,15230,0.131,1
INS20250524019192,INS20250524019192,Gaming,0,126,0.753,0
INS20250524019200,INS20250524019200,Fashion,0,16951,0.053,1
INS20250524019205,INS20250524019205,Education,0,10943,0.136,1
INS20250524019207,INS20250524019207,Science,0,37,0.721,0
INS20250524019215,INS20250524019215,Education,0,55,0.207,0
INS20250524019217,INS20250524019217,Education,0,33940,0.938,0
INS20250524019225,INS20250524019225,Finance,0,1881,0.843,0
INS20250524019227,INS20250524019227,Gaming,0,74,0.83,0
INS20250524019228,INS20250524019228,Entertainment,0,494,0.674,0
INS20250524019232,INS20250524019232,Finance,0,190,0.788,0
INS20250524019236,INS20250524019236,Business,0,8057,0.63,0
INS20250524019237,INS20250524019237,Sports,0,284,0.716,0
INS20250524019239,INS20250524019239,Food,0,15465,0.024,1
INS20250524019251,INS20250524019251,Technology,0,104,0.122,0
INS20250524019258,INS20250524019258,Education,0,1198,0.215,0
INS20250524019260,INS20250524019260,Politics,0,4431,0.072,1
INS20250524019261,INS20250524019261,Education,0,1084,0.106,0
INS20250524019265,INS20250524019265,Travel,0,10964,0.103,0
INS20250524019267,INS20250524019267,Fashion,0,235,0.171,0
INS20250524019268,INS20250524019268,Entertainment,0,75,0.651,0
INS20250524019270,INS20250524019270,Gaming,0,3526,0.867,0
INS20250524019274,INS20250524019274,Business,0,495,0.817,0
INS20250524019281,INS20250524019281,Gaming,0,2535,0.158,0
INS20250524019282,INS20250524019282,Technology,0,230,0.898,0
INS20250524019286,INS20250524019286,Health,0,502,0.631,0
INS20250524019295,INS20250524019295,Education,0,896,0.775,1
INS20250524019297,INS20250524019297,Gaming,0,647,0.102,0
INS20250524019299,INS20250524019299,Travel,0,237,0.611,0
INS20250524019307,INS20250524019307,Entertainment,0,25,0.095,0
INS20250524019309,INS20250524019309,Entertainment,0,7681,0.777,0
INS20250524019312,INS20250524019312,Entertainment,0,14,0.91,0
INS20250524019322,INS20250524019322,AI/ML,1,58898,0.035,1
INS20250524019323,INS20250524019323,AI/ML,0,34,0.802,0
INS20250524019337,INS20250524019337,Climate,0,258,0.677,0
INS20250524019348,INS20250524019348,Travel,0,719,0.621,0
INS20250524019351,INS20250524019351,Business,1,271911,0.039,1
INS20250524019353,INS20250524019353,Sports,0,15,0.046,0
INS20250524019362,INS20250524019362,Finance,0,6187,0.855,0
INS20250524019364,INS20250524019364,Climate,0,310,0.129,0
INS20250524019365,INS20250524019365,Politics,0,120,0.16,0
INS20250524019368,INS20250524019368,Technology,0,2898,0.069,0
INS20250524019370,INS20250524019370,Food,0,5581,0.062,1
INS20250524019373,INS20250524019373,Food,0,46,0.895,0
INS20250524019377,INS20250524019377,Education,0,362,0.135,0
INS20250524019386,INS20250524019386,Health,0,50,0.071,0
INS20250524019388,INS20250524019388,Science,0,18,0.146,0
INS20250524019389,INS20250524019389,Business,0,219,0.137,0
INS20250524019396,INS20250524019396,Climate,0,36694,0.181,1
INS20250524019418,INS20250524019418,Sports,0,34048,0.278,1
INS20250524019422,INS20250524019422,Sports,0,105,0.775,0
INS20250524019431,INS20250524019431,Business,0,1177,0.788,0
INS20250524019433,INS20250524019433,Technology,0,44,0.175,0
INS20250524019438,INS20250524019438,Travel,0,53,0.775,0
INS20250524019454,INS20250524019454,Fashion,0,515194,0.057,1
INS20250524019458,INS20250524019458,Entertainment,0,8640,0.091,0
INS20250524019462,INS20250524019462,Technology,0,13115,0.195,0
INS20250524019463,INS20250524019463,Sports,0,2477,0.208,0
INS20250524019466,INS20250524019466,Politics,0,30,0.847,0
INS20250524019472,INS20250524019472,Science,0,1844,0.814,0
INS20250524019474,INS20250524019474,Education,0,3559,0.819,0
INS20250524019476,INS20250524019476,Science,0,1367,0.131,1
INS20250524019487,INS20250524019487,Education,0,493,0.125,0
INS20250524019499,INS20250524019499,Travel,0,34,0.844,0
INS20250524019501,INS20250524019501,Food,0,8595,0.073,0
INS20250524019502,INS20250524019502,Finance,0,2962,0.251,0
INS20250524019506,INS20250524019506,AI/ML,0,232,0.191,0
INS20250524019510,INS20250524019510,AI/ML,0,123,0.222,0
INS20250524019524,INS20250524019524,Business,0,13301,0.856,1
INS20250524019527,INS20250524019527,Gaming,0,52,0.083,0
INS20250524019530,INS20250524019530,Education,0,25611,0.791,0
INS20250524019532,INS20250524019532,Entertainment,0,6165,0.937,1
INS20250524019535,INS20250524019535,Education,0,727,0.04,0
INS20250524019536,INS20250524019536,Sports,0,905,0.849,0
INS20250524019547,INS20250524019547,Health,0,1493,0.129,0
INS20250524019548,INS20250524019548,Business,0,18822,0.062,1
INS20250524019551,INS20250524019551,Entertainment,1,75671,0.087,1
INS20250524019555,INS20250524019555,Travel,0,6171,0.868,1
INS20250524019561,INS20250524019561,Entertainment,0,20,0.759,0
INS20250524019566,INS20250524019566,Science,0,3887,0.856,0
INS20250524019568,INS20250524019568,Politics,0,2319,0.1,0
INS20250524019577,INS20250524019577,Technology,0,357,0.614,0
INS20250524019580,INS20250524019580,Travel,0,7063,0.129,1
INS20250524019582,INS20250524019582,Sports,0,191,0.298,0
INS20250524019585,INS20250524019585,Science,0,48,0.612,0
INS20250524019588,INS20250524019588,Politics,0,2432,0.689,0
INS20250524019589,INS20250524019589,Politics,0,4284,0.106,1
INS20250524019598,INS20250524019598,Business,0,6,0.791,0
INS20250524019601,INS20250524019601,Entertainment,0,3475,0.719,1
INS20250524019602,INS20250524019602,Food,0,24,0.066,0
INS20250524019606,INS20250524019606,AI/ML,0,185,0.07,0
INS20250524019608,INS20250524019608,Entertainment,0,1206,0.242,0
INS20250524019613,INS20250524019613,Fashion,0,30670,0.017,0
INS20250524019620,INS20250524019620,Food,0,124,0.159,0
INS20250524019624,INS20250524019624,Sports,0,66,0.261,0
INS20250524019634,INS20250524019634,Travel,0,1227,0.023,0
INS20250524019636,INS20250524019636,Travel,0,20,0.242,0
INS20250524019641,INS20250524019641,AI/ML,0,2397,0.079,0
INS20250524019643,INS20250524019643,Gaming,0,14,0.922,0
INS20250524019644,INS20250524019644,Fashion,0,123,0.078,0
INS20250524019649,INS20250524019649,Health,0,397,0.089,0
INS20250524019652,INS20250524019652,AI/ML,0,278,0.109,0
INS20250524019680,INS20250524019680,Business,0,1106,0.642,0
INS20250524019683,INS20250524019683,Travel,0,16909,0.806,1
INS20250524019684,INS20250524019684,Climate,0,322,0.243,0
INS20250524019685,INS20250524019685,Technology,0,96,0.195,0
INS20250524019692,INS20250524019692,Science,0,395,0.103,0
INS20250524019702,INS20250524019702,Sports,0,343,0.152,1
INS20250524019714,INS20250524019714,Entertainment,0,304,0.66,0
INS20250524019719,INS20250524019719,Travel,0,452,0.139,0
INS20250524019722,INS20250524019722,AI/ML,0,31204,0.047,0
INS20250524019725,INS20250524019725,Gaming,0,41,0.886,0
INS20250524019726,INS20250524019726,Finance,0,634,0.125,0
INS20250524019729,INS20250524019729,Health,0,136,0.103,0
INS20250524019739,INS20250524019739,Business,0,525,0.1,0
INS20250524019742,INS20250524019742,Business,0,769,0.09,0
INS20250524019759,INS20250524019759,Finance,0,40,0.827,0
INS20250524019764,INS20250524019764,AI/ML,0,6365,0.067,0
INS20250524019772,INS20250524019772,Food,0,416,0.058,0
INS20250524019787,INS20250524019787,Climate,0,1100,0.793,0
INS20250524019795,INS20250524019795,Finance,0,8,0.045,0
INS20250524019796,INS20250524019796,Travel,0,6,0.163,0
INS20250524019801,INS20250524019801,Gaming,0,108,0.035,0
INS20250524019805,INS20250524019805,Sports,0,6614,0.079,0
INS20250524019812,INS20250524019812,Finance,0,268,0.051,0
INS20250524019819,INS20250524019819,Travel,0,23801,0.882,1
INS20250524019821,INS20250524019821,Climate,0,2251,0.83,0
INS20250524019828,INS20250524019828,Finance,0,99964,0.109,1
INS20250524019832,INS20250524019832,Climate,0,180,0.212,0
INS20250524019844,INS20250524019844,Sports,0,2458,0.223,1
INS20250524019846,INS20250524019846,Climate,0,3270,0.897,1
INS20250524019863,INS20250524019863,Fashion,0,8489,0.061,0
INS20250524019866,INS20250524019866,Education,1,73385,0.091,0
INS20250524019867,INS20250524019867,Technology,0,1166,0.852,0
INS20250524019868,INS20250524019868,Sports,0,79,0.161,0
INS20250524019872,INS20250524019872,Technology,0,8529,0.037,1
INS20250524019875,INS20250524019875,Entertainment,0,26317,0.633,1
INS20250524019878,INS20250524019878,Science,0,219,0.041,0
INS20250524019881,INS20250524019881,Health,0,3824,0.149,0
INS20250524019882,INS20250524019882,Food,0,15342,0.909,1
INS20250524019891,INS20250524019891,Technology,0,544,0.224,0
INS20250524019897,INS20250524019897,Science,0,50,0.669,0
INS20250524019900,INS20250524019900,AI/ML,0,2333,0.15,0
INS20250524019901,INS20250524019901,Entertainment,0,2165,0.175,0
INS20250525019906,INS20250525019906,Fashion,0,2343,0.647,1
INS20250525019907,INS20250525019907,Entertainment,0,44,0.08,0
INS20250525019909,INS20250525019909,Entertainment,0,6144,0.161,0
INS20250525019919,INS20250525019919,Finance,0,19375,0.056,0
INS20250525019929,INS20250525019929,Fashion,0,87,0.746,0
INS20250525019931,INS20250525019931,Finance,0,17990,0.21,1
INS20250525019935,INS20250525019935,Fashion,0,545,0.179,0
INS20250525019936,INS20250525019936,Business,0,668,0.942,0
INS20250525019940,INS20250525019940,Education,0,6426,0.72,0
INS20250525019943,INS20250525019943,Finance,0,3357,0.196,0
INS20250525019948,INS20250525019948,Sports,0,2354,0.852,0
INS20250525019949,INS20250525019949,Climate,0,1507,0.182,0
INS20250525019952,INS20250525019952,Sports,0,1412,0.703,0
INS20250525019954,INS20250525019954,Science,0,1272,0.759,0
INS20250525019958,INS20250525019958,Science,0,1975,0.207,0
INS20250525019961,INS20250525019961,Science,0,2114,0.703,0
INS20250525019966,INS20250525019966,Fashion,0,1596,0.708,0
INS20250525019983,INS20250525019983,Health,0,359,0.017,0
INS20250525019988,INS20250525019988,Finance,0,7023,0.135,1
INS20250525019990,INS20250525019990,Science,0,1340,0.868,0
INS20250525019998,INS20250525019998,Finance,0,340,0.751,0
INS20250525019999,INS20250525019999,Gaming,0,47,0.11,0
INS20250525020002,INS20250525020002,Education,0,8478,0.689,0
INS20250525020004,INS20250525020004,Gaming,0,200,0.659,0
INS20250525020007,INS20250525020007,Politics,0,1174,0.293,0
INS20250525020010,INS20250525020010,Travel,0,528,0.135,0
INS20250525020015,INS20250525020015,Sports,0,916,0.76,1
INS20250525020020,INS20250525020020,Business,0,5,0.046,0
INS20250525020027,INS20250525020027,Gaming,0,19250,0.054,1
INS20250525020031,INS20250525020031,Food,0,4,0.681,0
INS20250525020043,INS20250525020043,AI/ML,0,172,0.925,0
INS20250525020046,INS20250525020046,Travel,0,4323,0.798,0
INS20250525020052,INS20250525020052,Health,0,4538,0.086,0
INS20250525020058,INS20250525020058,Finance,0,81,0.062,0
INS20250525020065,INS20250525020065,Sports,1,96769,0.054,1
INS20250525020066,INS20250525020066,Travel,0,8,0.242,0
INS20250525020069,INS20250525020069,Entertainment,0,11164,0.104,0
INS20250525020073,INS20250525020073,Sports,0,1279,0.706,0
INS20250525020077,INS20250525020077,Politics,0,538,0.068,0
INS20250525020087,INS20250525020087,Politics,0,147,0.815,0
INS20250525020091,INS20250525020091,Politics,0,451,0.112,0
INS20250525020097,INS20250525020097,Technology,0,963,0.243,0
INS20250525020098,INS20250525020098,Gaming,0,253,0.095,1
INS20250525020103,INS20250525020103,Gaming,0,748,0.626,0
INS20250525020107,INS20250525020107,Fashion,0,41,0.123,0
INS20250525020109,INS20250525020109,Politics,0,1928,0.624,0
INS20250525020112,INS20250525020112,Food,0,1302,0.068,0
INS20250525020116,INS20250525020116,Education,0,2309,0.909,0
INS20250525020120,INS20250525020120,Health,0,103,0.041,0
INS20250525020125,INS20250525020125,Fashion,0,9369,0.932,0
INS20250525020126,INS20250525020126,Politics,0,91,0.269,0
INS20250525020138,INS20250525020138,Food,0,60,0.608,0
INS20250525020141,INS20250525020141,Health,0,28294,0.049,1
INS20250525020143,INS20250525020143,Gaming,0,3152,0.669,0
INS20250525020166,INS20250525020166,Finance,1,898797,0.121,1
INS20250525020168,INS20250525020168,Health,0,23,0.035,0
INS20250525020178,INS20250525020178,Business,0,199,0.687,1
INS20250525020182,INS20250525020182,Fashion,0,37,0.215,0
INS20250525020184,INS20250525020184,Fashion,0,73,0.116,0
INS20250525020188,INS20250525020188,Entertainment,0,108,0.01,0
INS20250525020191,INS20250525020191,Sports,0,1243,0.156,0
INS20250525020195,INS20250525020195,Sports,0,182,0.908,0
INS20250525020196,INS20250525020196,Entertainment,0,1687,0.862,0
INS20250525020197,INS20250525020197,Finance,0,1914,0.217,0
INS20250525020198,INS20250525020198,Travel,0,6994,0.18,0
INS20250525020203,INS20250525020203,Health,0,45242,0.259,1
INS20250525020207,INS20250525020207,Travel,0,16,0.049,0
INS20250525020208,INS20250525020208,Travel,0,303027,0.622,1
INS20250525020215,INS20250525020215,AI/ML,0,138,0.711,0
INS20250525020218,INS20250525020218,Sports,0,237,0.251,0
INS20250525020219,INS20250525020219,Climate,0,282,0.779,0
INS20250525020221,INS20250525020221,Climate,0,466,0.063,0
INS20250525020226,INS20250525020226,Business,0,3227,0.806,0
INS20250525020227,INS20250525020227,Health,0,888,0.11,0
INS20250525020234,INS20250525020234,Food,0,2728,0.748,0
INS20250525020237,INS20250525020237,Education,0,69,0.097,0
INS20250525020241,INS20250525020241,Sports,0,115,0.299,0
INS20250525020243,INS20250525020243,Business,0,1461,0.254,0
INS20250525020245,INS20250525020245,Travel,0,12542,0.743,1
INS20250525020246,INS20250525020246,Politics,0,2592,0.133,1
INS20250525020250,INS20250525020250,Climate,0,266,0.927,0
INS20250525020255,INS20250525020255,Gaming,0,124,0.151,0
INS20250525020263,INS20250525020263,Entertainment,0,1714,0.937,0
INS20250525020268,INS20250525020268,Business,1,105474,0.625,1
INS20250525020273,INS20250525020273,AI/ML,0,138,0.623,0
INS20250525020275,INS20250525020275,AI/ML,0,1477,0.137,0
INS20250525020280,INS20250525020280,Food,0,815,0.743,0
INS20250525020291,INS20250525020291,Finance,0,28,0.196,0
INS20250525020294,INS20250525020294,Finance,0,174,0.924,0
INS20250525020295,INS20250525020295,Climate,0,103,0.862,0
INS20250525020298,INS20250525020298,Travel,0,1450,0.057,0
INS20250525020300,INS20250525020300,Entertainment,1,65201,0.745,0
INS20250525020302,INS20250525020302,Travel,0,2122,0.944,0
INS20250525020313,INS20250525020313,AI/ML,0,2734,0.665,0
INS20250525020314,INS20250525020314,Travel,0,1152,0.115,0
INS20250525020316,INS20250525020316,Health,0,4598,0.286,0
INS20250525020318,INS20250525020318,Science,0,393,0.07,0
INS20250525020323,INS20250525020323,Entertainment,0,296,0.626,0
INS20250525020327,INS20250525020327,Education,0,1798,0.223,0
INS20250525020341,INS20250525020341,Business,0,87,0.133,0
INS20250525020348,INS20250525020348,Fashion,0,399,0.051,0
INS20250525020349,INS20250525020349,Finance,0,4857,0.181,1
INS20250525020354,INS20250525020354,AI/ML,0,414,0.05,0
INS20250525020358,INS20250525020358,Entertainment,0,70,0.749,0
INS20250525020375,INS20250525020375,Sports,0,190,0.92,0
INS20250525020377,INS20250525020377,Food,0,9168,0.83,0
INS20250525020388,INS20250525020388,Technology,0,2155,0.907,0
INS20250525020396,INS20250525020396,Business,0,505,0.172,0
INS20250525020407,INS20250525020407,Climate,0,454,0.268,0
INS20250525020410,INS20250525020410,Politics,0,176,0.137,0
INS20250525020415,INS20250525020415,Climate,0,457,0.183,0
INS20250525020417,INS20250525020417,Education,0,226,0.625,0
INS20250525020418,INS20250525020418,Climate,0,3227,0.653,1
INS20250525020426,INS20250525020426,Technology,1,204800,0.839,1
INS20250525020429,INS20250525020429,Education,0,8596,0.015,0
INS20250525020432,INS20250525020432,Technology,0,421,0.817,0
INS20250525020435,INS20250525020435,Education,0,86419,0.271,0
INS20250525020439,INS20250525020439,Health,0,5312,0.919,0
INS20250525020446,INS20250525020446,Fashion,0,1295,0.02,0
INS20250525020447,INS20250525020447,Gaming,0,252,0.087,0
INS20250525020461,INS20250525020461,Climate,0,3513,0.243,0
INS20250525020466,INS20250525020466,Politics,0,66,0.792,0
INS20250525020467,INS20250525020467,Travel,0,744,0.07,0
INS20250525020476,INS20250525020476,AI/ML,0,6717,0.799,0
INS20250525020477,INS20250525020477,Finance,0,73,0.239,0
INS20250525020478,INS20250525020478,Climate,0,32999,0.641,1
INS20250525020482,INS20250525020482,Sports,0,66117,0.188,0
INS20250525020483,INS20250525020483,Travel,0,1703,0.044,0
INS20250525020489,INS20250525020489,Science,0,384,0.243,0
INS20250525020493,INS20250525020493,Business,0,669,0.013,0
INS20250525020514,INS20250525020514,AI/ML,0,17204,0.081,0
INS20250525020515,INS20250525020515,Entertainment,0,48,0.298,0
INS20250525020517,INS20250525020517,Entertainment,0,55,0.126,0
INS20250525020524,INS20250525020524,Education,0,2541,0.241,0
INS20250525020525,INS20250525020525,AI/ML,0,1905,0.012,1
INS20250525020527,INS20250525020527,Technology,0,3378,0.092,0
INS20250525020531,INS20250525020531,Education,0,19188,0.268,0
INS20250525020534,INS20250525020534,Travel,0,554,0.068,0
INS20250525020537,INS20250525020537,Science,0,271,0.074,0
INS20250525020540,INS20250525020540,Climate,0,161,0.769,0
INS20250525020541,INS20250525020541,Education,0,9819,0.614,0
INS20250525020542,INS20250525020542,Gaming,0,2943,0.034,0
INS20250525020545,INS20250525020545,Finance,0,11005,0.757,1
INS20250525020553,INS20250525020553,AI/ML,0,3672,0.949,0
INS20250525020557,INS20250525020557,Entertainment,0,272,0.873,0
INS20250525020567,INS20250525020567,Sports,0,31,0.745,0
INS20250525020572,INS20250525020572,Science,0,1111,0.814,0
INS20250525020576,INS20250525020576,Education,0,2181,0.784,1
INS20250525020581,INS20250525020581,Technology,0,45587,0.09,0
INS20250525020585,INS20250525020585,Gaming,0,153,0.085,0
INS20250525020588,INS20250525020588,Finance,0,212229,0.919,1
INS20250525020592,INS20250525020592,Business,0,11138,0.715,0
INS20250525020597,INS20250525020597,Technology,0,1440,0.857,0
INS20250525020609,INS20250525020609,Travel,0,1905,0.08,1
INS20250525020610,INS20250525020610,Fashion,0,123,0.07,0
INS20250525020617,INS20250525020617,Gaming,0,20928,0.609,0
INS20250525020618,INS20250525020618,Travel,0,256316,0.111,1
INS20250525020621,INS20250525020621,Education,0,42924,0.751,0
INS20250525020622,INS20250525020622,AI/ML,0,954,0.209,0
INS20250525020623,INS20250525020623,Travel,0,552,0.775,0
INS20250525020636,INS20250525020636,Health,0,29322,0.921,0
INS20250525020650,INS20250525020650,Finance,0,402,0.871,0
INS20250525020654,INS20250525020654,Food,0,121247,0.144,1
INS20250525020661,INS20250525020661,Technology,0,2738,0.14,0
INS20250525020662,INS20250525020662,Gaming,0,3888,0.782,1
INS20250525020665,INS20250525020665,Fashion,0,368,0.28,0
INS20250525020673,INS20250525020673,Technology,0,4042,0.091,0
INS20250525020687,INS20250525020687,Fashion,0,100,0.637,0
INS20250525020692,INS20250525020692,Entertainment,0,67,0.922,0
INS20250525020695,INS20250525020695,Business,0,66,0.165,0
INS20250525020698,INS20250525020698,Travel,0,200996,0.818,1
INS20250525020700,INS20250525020700,Health,0,1968,0.854,0
INS20250525020710,INS20250525020710,Food,0,7308,0.143,1
INS20250525020713,INS20250525020713,Climate,0,8707,0.031,0
INS20250525020720,INS20250525020720,Fashion,0,671,0.168,1
INS20250525020721,INS20250525020721,AI/ML,0,3,0.748,0
INS20250525020723,INS20250525020723,Sports,0,15429,0.204,0
INS20250525020724,INS20250525020724,Fashion,0,640454,0.829,1
INS20250525020725,INS20250525020725,Gaming,0,119,0.252,0
INS20250525020728,INS20250525020728,Entertainment,0,22,0.013,0
INS20250525020734,INS20250525020734,Science,0,4094,0.234,0
INS20250525020735,INS20250525020735,Food,0,1748,0.053,0
INS20250525020738,INS20250525020738,Science,0,166,0.145,0
INS20250525020745,INS20250525020745,Food,0,58,0.627,0
INS20250525020748,INS20250525020748,Politics,0,778,0.288,0
INS20250525020750,INS20250525020750,Finance,0,1189,0.649,0
INS20250525020762,INS20250525020762,Science,0,32,0.121,0
INS20250525020771,INS20250525020771,AI/ML,0,1979,0.68,0
INS20250525020775,INS20250525020775,AI/ML,0,91,0.091,0
INS20250525020776,INS20250525020776,AI/ML,0,369,0.216,0
INS20250525020787,INS20250525020787,Education,0,37,0.104,0
INS20250525020795,INS20250525020795,Science,0,1527,0.67,0
INS20250525020797,INS20250525020797,Politics,0,56,0.626,0
INS20250525020814,INS20250525020814,Education,0,6771,0.166,0
INS20250525020819,INS20250525020819,Business,0,37,0.108,0
INS20250525020825,INS20250525020825,Food,0,3800,0.946,1
INS20250525020829,INS20250525020829,Science,0,516,0.215,0
INS20250525020834,INS20250525020834,Science,0,3586,0.86,0
INS20250525020838,INS20250525020838,Technology,0,94,0.876,0
INS20250525020840,INS20250525020840,Science,0,378,0.046,0
INS20250525020846,INS20250525020846,Sports,0,566,0.682,0
INS20250525020863,INS20250525020863,Health,0,1315,0.102,0
INS20250525020864,INS20250525020864,Health,0,337,0.14,0
INS20250525020865,INS20250525020865,Technology,0,1,0.097,0
INS20250525020867,INS20250525020867,Finance,0,666,0.812,0
INS20250525020868,INS20250525020868,Business,0,241,0.74,0
INS20250525020875,INS20250525020875,Education,0,7831,0.146,1
INS20250525020884,INS20250525020884,Food,0,2187,0.013,0
INS20250525020886,INS20250525020886,Health,0,43,0.145,0
INS20250525020887,INS20250525020887,Science,0,552,0.194,0
INS20250525020890,INS20250525020890,Travel,0,12106,0.016,0
INS20250525020892,INS20250525020892,Technology,0,257,0.073,0
INS20250525020894,INS20250525020894,AI/ML,0,1745,0.633,0
INS20250525020896,INS20250525020896,Entertainment,0,4958,0.934,0
INS20250525020900,INS20250525020900,Health,0,9916,0.818,0
INS20250525020901,INS20250525020901,Politics,0,225,0.92,0
INS20250525020903,INS20250525020903,Health,0,2923,0.924,1
INS20250525020904,INS20250525020904,Travel,0,336,0.207,0
INS20250525020905,INS20250525020905,Gaming,0,19512,0.14,0
INS20250525020910,INS20250525020910,Politics,0,51,0.101,0
INS20250525020911,INS20250525020911,Finance,0,1865,0.665,1
INS20250525020912,INS20250525020912,Science,0,142,0.174,0
INS20250525020914,INS20250525020914,Climate,0,80,0.024,0
INS20250525020916,INS20250525020916,Business,0,95,0.776,0
INS20250525020918,INS20250525020918,Climate,0,503,0.016,0
INS20250525020927,INS20250525020927,Entertainment,0,5950,0.644,0
INS20250525020929,INS20250525020929,Finance,0,1988,0.607,0
INS20250525020934,INS20250525020934,Gaming,0,6353,0.139,0
INS20250525020950,INS20250525020950,Food,0,69187,0.628,1
INS20250525020966,INS20250525020966,Food,0,5668,0.67,1
INS20250525020967,INS20250525020967,Food,0,2935,0.012,0
INS20250525020969,INS20250525020969,Sports,0,1105,0.072,0
INS20250525020971,INS20250525020971,Technology,0,2678,0.936,0
INS20250525020974,INS20250525020974,Sports,0,117,0.127,0
INS20250525020980,INS20250525020980,Business,0,11748,0.228,0
INS20250525020982,INS20250525020982,AI/ML,0,2030,0.144,0
INS20250525020995,INS20250525020995,Technology,0,261,0.883,0
INS20250525021003,INS20250525021003,Sports,0,35,0.055,0
INS20250525021006,INS20250525021006,Science,0,8872,0.915,1
INS20250525021009,INS20250525021009,Fashion,0,640,0.789,1
INS20250525021015,INS20250525021015,Sports,0,1365,0.811,0
INS20250525021022,INS20250525021022,Technology,0,2468,0.013,1
INS20250525021026,INS20250525021026,Gaming,0,9905,0.243,0
INS20250525021029,INS20250525021029,Fashion,0,4669,0.274,0
INS20250525021035,INS20250525021035,Business,0,49,0.047,0
INS20250525021048,INS20250525021048,Business,0,1147,0.891,0
INS20250525021054,INS20250525021054,Sports,0,222,0.14,0
INS20250525021056,INS20250525021056,Climate,0,5233,0.874,0
INS20250525021062,INS20250525021062,Finance,0,269,0.147,0
INS20250525021067,INS20250525021067,Finance,0,1849,0.871,0
INS20250525021069,INS20250525021069,Food,0,64,0.072,0
INS20250525021072,INS20250525021072,Fashion,0,572,0.088,0
INS20250525021078,INS20250525021078,Entertainment,0,5579,0.18,1
INS20250525021091,INS20250525021091,Technology,0,3424,0.087,0
INS20250525021095,INS20250525021095,Travel,0,491,0.924,0
INS20250525021096,INS20250525021096,Science,0,38641,0.112,1
INS20250525021111,INS20250525021111,Food,0,354,0.61,0
INS20250525021125,INS20250525021125,Finance,0,439,0.623,0
INS20250525021128,INS20250525021128,Sports,0,43,0.682,0
INS20250525021129,INS20250525021129,Sports,0,312,0.712,0
INS20250525021131,INS20250525021131,Sports,0,46,0.266,0
INS20250525021133,INS20250525021133,Science,0,19854,0.737,1
INS20250525021137,INS20250525021137,Entertainment,0,1127,0.112,0
INS20250525021142,INS20250525021142,Business,0,444,0.675,0
INS20250525021147,INS20250525021147,Technology,0,92,0.61,0
INS20250525021157,INS20250525021157,Health,0,659,0.257,0
INS20250525021159,INS20250525021159,Entertainment,0,125,0.684,0
INS20250525021173,INS20250525021173,Sports,0,1903,0.081,0
INS20250525021178,INS20250525021178,Entertainment,0,20208,0.762,1
INS20250525021185,INS20250525021185,Travel,0,9958,0.061,1
INS20250525021187,INS20250525021187,Finance,0,205,0.027,0
INS20250525021193,INS20250525021193,Fashion,0,1782,0.636,0
INS20250525021194,INS20250525021194,Sports,0,154,0.079,0
INS20250525021203,INS20250525021203,Food,0,4464031,0.61,1
INS20250525021208,INS20250525021208,Finance,0,3503,0.225,0
INS20250525021209,INS20250525021209,Travel,0,181,0.722,0
INS20250525021213,INS20250525021213,Food,0,146,0.689,0
INS20250525021214,INS20250525021214,Sports,0,6651,0.155,0
INS20250525021217,INS20250525021217,Fashion,0,1383,0.623,0
INS20250525021218,INS20250525021218,Climate,0,13967,0.121,0
INS20250525021223,INS20250525021223,Education,0,961,0.082,0
INS20250525021224,INS20250525021224,AI/ML,0,1263,0.736,0
INS20250525021226,INS20250525021226,Technology,0,557,0.278,0
INS20250525021228,INS20250525021228,Finance,0,3129,0.032,0
INS20250525021233,INS20250525021233,Politics,0,2001,0.83,1
INS20250525021242,INS20250525021242,Fashion,0,445,0.647,0
INS20250525021247,INS20250525021247,Food,0,398,0.234,0
INS20250525021248,INS20250525021248,AI/ML,0,1416,0.884,1
INS20250525021251,INS20250525021251,Education,0,745,0.13,0
